iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.risk_reward,parameters.chop_rsi_len,parameters.chop_bandwidth
4500,NSW3m,0.07536871020573173,40,77,32.82,50,10,7.36,37,481,52,9,220
4500,RnPVp,0.07419125216427841,39,33,13.46,33,3,1.51,41,720,45,30,229
4500,NnQVw,0.07357860695180095,36,22,14.59,50,2,2.45,37,720,46,30,250
4500,N3WVI,0.06361373401950147,44,174,35.33,58,24,26.14,37,197,52,30,110
4500,NKWVI,0.06188515047915798,30,99,8.89,46,15,4.76,37,410,52,30,110
4500,N8haB,0.061555663564610445,42,161,28.94,47,19,17.26,37,242,67,37,89
4500,N>WVB,0.06151485883954661,36,128,12.0,55,18,17.74,37,295,52,30,89
4500,Nn;XI,0.05963835636634294,30,66,23.1,33,9,6.76,37,720,27,31,110
4500,+lQVB,0.05936215660768277,24,135,30.91,50,16,7.37,5,703,46,30,89
4500,N9WXI,0.05924821268580047,42,152,29.55,45,20,21.04,37,251,52,31,110
4500,wnWVB,0.05895034654735285,48,50,33.77,28,7,5.88,75,720,52,30,89
4500,NPhHB,0.05807474116786166,34,86,28.01,50,12,9.37,37,454,67,21,89
4560,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
4560,NMWHB,0.5486969090493629,36,93,48.05,46,13,1.45,37,428,52,21,89
4560,NJWVI,0.3196147520483166,40,102,37.86,46,13,4.91,37,401,52,30,110
4560,/lQVB,0.267747664741188,29,113,42.47,40,15,6.44,8,703,46,30,89
4560,N4QVB,0.2223253359353809,41,167,36.43,45,22,16.86,37,206,46,30,89
4560,NSWVY,0.16641834351149976,42,82,78.89,41,12,6.15,37,481,52,30,159
4560,NAQVB,0.128874880986597,38,122,22.83,50,16,5.75,37,322,46,30,89
4560,NPWVI,0.11476642008813379,35,87,51.57,50,12,7.3,37,454,52,30,110
4560,NPWVI,0.11476642008813379,35,87,51.57,50,12,7.3,37,454,52,30,110
4560,N7W=I,0.10415339932175977,44,159,54.57,47,19,10.67,37,233,52,15,110
4560,NLWPI,0.0936944574763993,36,98,52.35,46,13,1.76,37,419,52,26,110
4560,NMWVB,0.09162462503651322,36,93,48.05,46,13,1.45,37,428,52,30,89
4560,NMWVB,0.09162462503651322,36,93,48.05,46,13,1.45,37,428,52,30,89
4560,EuWVI,0.08768098541030207,29,71,40.15,44,9,7.18,29,782,52,30,110
4560,NYWVI,0.08404173982381452,35,81,36.88,44,9,6.62,37,534,52,30,110
4560,NDWVm,0.08281082701973193,45,59,40.78,66,9,21.57,37,348,52,30,220
4560,NZWXI,0.08125417928507997,34,79,32.31,44,9,6.18,37,543,52,31,110
4560,NNWPI,0.07756231858016495,33,90,42.89,37,16,4.63,37,437,52,26,110
4560,N4W=I,0.07745352190180164,42,167,38.67,42,21,16.21,37,206,52,15,110
4560,NSW3m,0.07536871020573173,40,77,32.82,50,10,7.36,37,481,52,9,220
4560,RnPVp,0.07419125216427841,39,33,13.46,33,3,1.51,41,720,45,30,229
4560,NnQVw,0.07357860695180095,36,22,14.59,50,2,2.45,37,720,46,30,250
4560,N3WVI,0.06361373401950147,44,174,35.33,58,24,26.14,37,197,52,30,110
4560,NKWVI,0.06188515047915798,30,99,8.89,46,15,4.76,37,410,52,30,110
4560,N8haB,0.061555663564610445,42,161,28.94,47,19,17.26,37,242,67,37,89
4560,N>WVB,0.06151485883954661,36,128,12.0,55,18,17.74,37,295,52,30,89
4560,Nn;XI,0.05963835636634294,30,66,23.1,33,9,6.76,37,720,27,31,110
4560,+lQVB,0.05936215660768277,24,135,30.91,50,16,7.37,5,703,46,30,89
4560,N9WXI,0.05924821268580047,42,152,29.55,45,20,21.04,37,251,52,31,110
4560,wnWVB,0.05895034654735285,48,50,33.77,28,7,5.88,75,720,52,30,89
4620,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
4620,NJWVI,0.3196147520483166,40,102,37.86,46,13,4.91,37,401,52,30,110
4620,/lQVB,0.267747664741188,29,113,42.47,40,15,6.44,8,703,46,30,89
4620,NSWVY,0.16641834351149976,42,82,78.89,41,12,6.15,37,481,52,30,159
4620,NAQVB,0.128874880986597,38,122,22.83,50,16,5.75,37,322,46,30,89
4620,NPWVI,0.11476642008813379,35,87,51.57,50,12,7.3,37,454,52,30,110
4620,NPWVI,0.11476642008813379,35,87,51.57,50,12,7.3,37,454,52,30,110
4620,N7W=I,0.10415339932175977,44,159,54.57,47,19,10.67,37,233,52,15,110
4620,NLWPI,0.0936944574763993,36,98,52.35,46,13,1.76,37,419,52,26,110
4620,NMWVB,0.09162462503651322,36,93,48.05,46,13,1.45,37,428,52,30,89
4620,VQQPP,0.0902321438801478,37,80,28.1,25,12,-4.39,45,463,46,26,132
4620,EuWVI,0.08768098541030207,29,71,40.15,44,9,7.18,29,782,52,30,110
4620,NYWVI,0.08404173982381452,35,81,36.88,44,9,6.62,37,534,52,30,110
4620,NDWVm,0.08281082701973193,45,59,40.78,66,9,21.57,37,348,52,30,220
4620,NZWXI,0.08125417928507997,34,79,32.31,44,9,6.18,37,543,52,31,110
4620,vcQPP,0.0791497342077039,37,53,30.85,28,7,3.79,74,623,46,26,132
4620,NNWPI,0.07756231858016495,33,90,42.89,37,16,4.63,37,437,52,26,110
4620,NSW3m,0.07536871020573173,40,77,32.82,50,10,7.36,37,481,52,9,220
4620,VEQPP,0.07504394713147247,36,101,24.09,50,16,2.83,45,357,46,26,132
4620,NnQVw,0.07357860695180095,36,22,14.59,50,2,2.45,37,720,46,30,250
4620,N3WVI,0.06361373401950147,44,174,35.33,58,24,26.14,37,197,52,30,110
4620,NKWVI,0.06188515047915798,30,99,8.89,46,15,4.76,37,410,52,30,110
4620,N8haB,0.061555663564610445,42,161,28.94,47,19,17.26,37,242,67,37,89
4620,N>WVB,0.06151485883954661,36,128,12.0,55,18,17.74,37,295,52,30,89
4620,Nn;XI,0.05963835636634294,30,66,23.1,33,9,6.76,37,720,27,31,110
4620,+lQVB,0.05936215660768277,24,135,30.91,50,16,7.37,5,703,46,30,89
4620,N9WXI,0.05924821268580047,42,152,29.55,45,20,21.04,37,251,52,31,110
4620,wnWVB,0.05895034654735285,48,50,33.77,28,7,5.88,75,720,52,30,89
4620,NPhHB,0.05807474116786166,34,86,28.01,50,12,9.37,37,454,67,21,89
4620,NuW2I,0.056333739489442654,33,68,23.59,57,7,6.9,37,782,52,8,110
4680,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
4680,NJWVI,0.3196147520483166,40,102,37.86,46,13,4.91,37,401,52,30,110
4680,Nnhuq,0.30926336338022953,52,17,26.79,50,2,2.45,37,720,67,49,232
4680,/lQVB,0.267747664741188,29,113,42.47,40,15,6.44,8,703,46,30,89
4680,wnhuB,0.250390719070395,48,50,33.77,28,7,5.88,75,720,67,49,89
4680,",nhuB",0.21317508155829035,27,126,35.33,43,16,5.82,6,720,67,49,89
4680,N6huB,0.19576401392004036,43,164,32.77,45,22,21.06,37,224,67,49,89
4680,N6huB,0.19576401392004036,43,164,32.77,45,22,21.06,37,224,67,49,89
4680,NSWVY,0.16641834351149976,42,82,78.89,41,12,6.15,37,481,52,30,159
4680,NPWVI,0.11476642008813379,35,87,51.57,50,12,7.3,37,454,52,30,110
4680,N7W=I,0.10415339932175977,44,159,54.57,47,19,10.67,37,233,52,15,110
4680,NLWPI,0.0936944574763993,36,98,52.35,46,13,1.76,37,419,52,26,110
4680,NMWVB,0.09162462503651322,36,93,48.05,46,13,1.45,37,428,52,30,89
4680,VQQPP,0.0902321438801478,37,80,28.1,25,12,-4.39,45,463,46,26,132
4680,EuWVI,0.08768098541030207,29,71,40.15,44,9,7.18,29,782,52,30,110
4680,NDWVm,0.08281082701973193,45,59,40.78,66,9,21.57,37,348,52,30,220
4680,NZWXI,0.08125417928507997,34,79,32.31,44,9,6.18,37,543,52,31,110
4680,vcQPP,0.0791497342077039,37,53,30.85,28,7,3.79,74,623,46,26,132
4680,NNWPI,0.07756231858016495,33,90,42.89,37,16,4.63,37,437,52,26,110
4680,NHhuB,0.07556114556561358,35,105,16.34,42,14,3.37,37,384,67,49,89
4680,VEQPP,0.07504394713147247,36,101,24.09,50,16,2.83,45,357,46,26,132
4680,NnhuP,0.07409007702145601,32,61,10.46,50,8,7.69,37,720,67,49,132
4680,NnQVw,0.07357860695180095,36,22,14.59,50,2,2.45,37,720,46,30,250
4680,N3WVI,0.06361373401950147,44,174,35.33,58,24,26.14,37,197,52,30,110
4680,NKWVI,0.06188515047915798,30,99,8.89,46,15,4.76,37,410,52,30,110
4680,N8haB,0.061555663564610445,42,161,28.94,47,19,17.26,37,242,67,37,89
4680,N>WVB,0.06151485883954661,36,128,12.0,55,18,17.74,37,295,52,30,89
4680,Nn;XI,0.05963835636634294,30,66,23.1,33,9,6.76,37,720,27,31,110
4680,NnhuV,0.05949477779121359,33,56,7.83,57,7,8.18,37,720,67,49,150
4680,N9WXI,0.05924821268580047,42,152,29.55,45,20,21.04,37,251,52,31,110
4740,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
4740,NJWVI,0.3196147520483166,40,102,37.86,46,13,4.91,37,401,52,30,110
4740,Nnhuq,0.30926336338022953,52,17,26.79,50,2,2.45,37,720,67,49,232
4740,/lQVB,0.267747664741188,29,113,42.47,40,15,6.44,8,703,46,30,89
4740,wnhuB,0.250390719070395,48,50,33.77,28,7,5.88,75,720,67,49,89
4740,",nhuB",0.21317508155829035,27,126,35.33,43,16,5.82,6,720,67,49,89
4740,N6huB,0.19576401392004036,43,164,32.77,45,22,21.06,37,224,67,49,89
4740,N6huB,0.19576401392004036,43,164,32.77,45,22,21.06,37,224,67,49,89
4740,AnhPB,0.17111454868098053,33,75,26.93,50,8,7.79,25,720,67,26,89
4740,NSWVY,0.16641834351149976,42,82,78.89,41,12,6.15,37,481,52,30,159
4740,/nhPB,0.146829415142449,25,117,24.12,46,13,5.73,8,720,67,26,89
4740,NIhPB,0.12943105548141356,36,104,22.93,50,14,5.06,37,392,67,26,89
4740,N:hPB,0.12254978015170546,43,152,28.74,45,20,13.45,37,259,67,26,89
4740,NPWVI,0.11476642008813379,35,87,51.57,50,12,7.3,37,454,52,30,110
4740,N7W=I,0.10415339932175977,44,159,54.57,47,19,10.67,37,233,52,15,110
4740,NLWPI,0.0936944574763993,36,98,52.35,46,13,1.76,37,419,52,26,110
4740,NMWVB,0.09162462503651322,36,93,48.05,46,13,1.45,37,428,52,30,89
4740,N?hPB,0.0906111922082545,40,127,15.37,58,17,17.07,37,304,67,26,89
4740,VQQPP,0.0902321438801478,37,80,28.1,25,12,-4.39,45,463,46,26,132
4740,EuWVI,0.08768098541030207,29,71,40.15,44,9,7.18,29,782,52,30,110
4740,NDWVm,0.08281082701973193,45,59,40.78,66,9,21.57,37,348,52,30,220
4740,NZWXI,0.08125417928507997,34,79,32.31,44,9,6.18,37,543,52,31,110
4740,vcQPP,0.0791497342077039,37,53,30.85,28,7,3.79,74,623,46,26,132
4740,NNWPI,0.07756231858016495,33,90,42.89,37,16,4.63,37,437,52,26,110
4740,NHhuB,0.07556114556561358,35,105,16.34,42,14,3.37,37,384,67,49,89
4740,VEQPP,0.07504394713147247,36,101,24.09,50,16,2.83,45,357,46,26,132
4740,NnhuP,0.07409007702145601,32,61,10.46,50,8,7.69,37,720,67,49,132
4740,NnQVw,0.07357860695180095,36,22,14.59,50,2,2.45,37,720,46,30,250
4740,N3WVI,0.06361373401950147,44,174,35.33,58,24,26.14,37,197,52,30,110
4740,NKWVI,0.06188515047915798,30,99,8.89,46,15,4.76,37,410,52,30,110
4800,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
4800,Nnhuq,0.30926336338022953,52,17,26.79,50,2,2.45,37,720,67,49,232
4800,/lQVB,0.267747664741188,29,113,42.47,40,15,6.44,8,703,46,30,89
4800,wnhuB,0.250390719070395,48,50,33.77,28,7,5.88,75,720,67,49,89
4800,",nhuB",0.21317508155829035,27,126,35.33,43,16,5.82,6,720,67,49,89
4800,N6huB,0.19576401392004036,43,164,32.77,45,22,21.06,37,224,67,49,89
4800,N6huB,0.19576401392004036,43,164,32.77,45,22,21.06,37,224,67,49,89
4800,AnhPB,0.17111454868098053,33,75,26.93,50,8,7.79,25,720,67,26,89
4800,NSWVY,0.16641834351149976,42,82,78.89,41,12,6.15,37,481,52,30,159
4800,/nhPB,0.146829415142449,25,117,24.12,46,13,5.73,8,720,67,26,89
4800,NIhPB,0.12943105548141356,36,104,22.93,50,14,5.06,37,392,67,26,89
4800,N:hPB,0.12254978015170546,43,152,28.74,45,20,13.45,37,259,67,26,89
4800,NPWVI,0.11476642008813379,35,87,51.57,50,12,7.3,37,454,52,30,110
4800,N7W=I,0.10415339932175977,44,159,54.57,47,19,10.67,37,233,52,15,110
4800,NLWPI,0.0936944574763993,36,98,52.35,46,13,1.76,37,419,52,26,110
4800,NMWVB,0.09162462503651322,36,93,48.05,46,13,1.45,37,428,52,30,89
4800,N?hPB,0.0906111922082545,40,127,15.37,58,17,17.07,37,304,67,26,89
4800,EuWVI,0.08768098541030207,29,71,40.15,44,9,7.18,29,782,52,30,110
4800,<VWVI,0.08753338383298502,35,98,42.57,41,17,9.41,20,508,52,30,110
4800,NDWVm,0.08281082701973193,45,59,40.78,66,9,21.57,37,348,52,30,220
4800,vcQPP,0.0791497342077039,37,53,30.85,28,7,3.79,74,623,46,26,132
4800,NNWPI,0.07756231858016495,33,90,42.89,37,16,4.63,37,437,52,26,110
4800,NHhuB,0.07556114556561358,35,105,16.34,42,14,3.37,37,384,67,49,89
4800,VEQPP,0.07504394713147247,36,101,24.09,50,16,2.83,45,357,46,26,132
4800,NnhuP,0.07409007702145601,32,61,10.46,50,8,7.69,37,720,67,49,132
4800,NnQVw,0.07357860695180095,36,22,14.59,50,2,2.45,37,720,46,30,250
4800,N3WVI,0.06361373401950147,44,174,35.33,58,24,26.14,37,197,52,30,110
4800,NKWVI,0.06188515047915798,30,99,8.89,46,15,4.76,37,410,52,30,110
4800,N8haB,0.061555663564610445,42,161,28.94,47,19,17.26,37,242,67,37,89
4800,N>WVB,0.06151485883954661,36,128,12.0,55,18,17.74,37,295,52,30,89
4860,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
4860,/lQVB,0.267747664741188,29,113,42.47,40,15,6.44,8,703,46,30,89
4860,wnhuB,0.250390719070395,48,50,33.77,28,7,5.88,75,720,67,49,89
4860,",nhuB",0.21317508155829035,27,126,35.33,43,16,5.82,6,720,67,49,89
4860,N6huB,0.19576401392004036,43,164,32.77,45,22,21.06,37,224,67,49,89
4860,N6huB,0.19576401392004036,43,164,32.77,45,22,21.06,37,224,67,49,89
4860,AnhPB,0.17111454868098053,33,75,26.93,50,8,7.79,25,720,67,26,89
4860,/nhPB,0.146829415142449,25,117,24.12,46,13,5.73,8,720,67,26,89
4860,NIhPB,0.12943105548141356,36,104,22.93,50,14,5.06,37,392,67,26,89
4860,NPWVI,0.11476642008813379,35,87,51.57,50,12,7.3,37,454,52,30,110
4860,N7W=I,0.10415339932175977,44,159,54.57,47,19,10.67,37,233,52,15,110
4860,NLWPI,0.0936944574763993,36,98,52.35,46,13,1.76,37,419,52,26,110
4860,NMWVB,0.09162462503651322,36,93,48.05,46,13,1.45,37,428,52,30,89
4860,N?hPB,0.0906111922082545,40,127,15.37,58,17,17.07,37,304,67,26,89
4860,EuWVI,0.08768098541030207,29,71,40.15,44,9,7.18,29,782,52,30,110
4860,vcQPP,0.0791497342077039,37,53,30.85,28,7,3.79,74,623,46,26,132
4860,NNWPI,0.07756231858016495,33,90,42.89,37,16,4.63,37,437,52,26,110
4860,NHhuB,0.07556114556561358,35,105,16.34,42,14,3.37,37,384,67,49,89
4860,NnQVw,0.07357860695180095,36,22,14.59,50,2,2.45,37,720,46,30,250
4860,o=haB,0.06857027832588529,40,107,30.98,58,17,8.66,68,286,67,37,89
4860,w=haB,0.06618211974752852,40,103,29.61,52,17,7.55,75,286,67,37,89
4860,N3WVI,0.06361373401950147,44,174,35.33,58,24,26.14,37,197,52,30,110
4860,s=haB,0.06267754513182873,39,104,27.6,45,20,12.83,71,286,67,37,89
4860,t=haB,0.062099893330808745,40,104,27.27,44,18,13.85,72,286,67,37,89
4860,NKWVI,0.06188515047915798,30,99,8.89,46,15,4.76,37,410,52,30,110
4860,N8haB,0.061555663564610445,42,161,28.94,47,19,17.26,37,242,67,37,89
4860,N>WVB,0.06151485883954661,36,128,12.0,55,18,17.74,37,295,52,30,89
4860,]FhaB,0.06076133354139707,35,98,26.65,56,16,3.47,51,366,67,37,89
4860,<\WVI,0.059744962940709696,36,88,27.32,53,13,8.81,20,561,52,30,110
4860,<\WVI,0.059744962940709696,36,88,27.32,53,13,8.81,20,561,52,30,110
4920,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
4920,/lQVB,0.267747664741188,29,113,42.47,40,15,6.44,8,703,46,30,89
4920,wnhuB,0.250390719070395,48,50,33.77,28,7,5.88,75,720,67,49,89
4920,",nhuB",0.21317508155829035,27,126,35.33,43,16,5.82,6,720,67,49,89
4920,N6huB,0.19576401392004036,43,164,32.77,45,22,21.06,37,224,67,49,89
4920,N6huB,0.19576401392004036,43,164,32.77,45,22,21.06,37,224,67,49,89
4920,AnhPB,0.17111454868098053,33,75,26.93,50,8,7.79,25,720,67,26,89
4920,/nhPB,0.146829415142449,25,117,24.12,46,13,5.73,8,720,67,26,89
4920,NIhPB,0.12943105548141356,36,104,22.93,50,14,5.06,37,392,67,26,89
4920,NPWVI,0.11476642008813379,35,87,51.57,50,12,7.3,37,454,52,30,110
4920,N7W=I,0.10415339932175977,44,159,54.57,47,19,10.67,37,233,52,15,110
4920,NLWPI,0.0936944574763993,36,98,52.35,46,13,1.76,37,419,52,26,110
4920,NMWVB,0.09162462503651322,36,93,48.05,46,13,1.45,37,428,52,30,89
4920,N?hPB,0.0906111922082545,40,127,15.37,58,17,17.07,37,304,67,26,89
4920,EuWVI,0.08768098541030207,29,71,40.15,44,9,7.18,29,782,52,30,110
4920,vcQPP,0.0791497342077039,37,53,30.85,28,7,3.79,74,623,46,26,132
4920,NNWPI,0.07756231858016495,33,90,42.89,37,16,4.63,37,437,52,26,110
4920,NHhuB,0.07556114556561358,35,105,16.34,42,14,3.37,37,384,67,49,89
4920,NnQVw,0.07357860695180095,36,22,14.59,50,2,2.45,37,720,46,30,250
4920,o=haB,0.06857027832588529,40,107,30.98,58,17,8.66,68,286,67,37,89
4920,w=haB,0.06618211974752852,40,103,29.61,52,17,7.55,75,286,67,37,89
4920,N3WVI,0.06361373401950147,44,174,35.33,58,24,26.14,37,197,52,30,110
4920,s=haB,0.06267754513182873,39,104,27.6,45,20,12.83,71,286,67,37,89
4920,t=haB,0.062099893330808745,40,104,27.27,44,18,13.85,72,286,67,37,89
4920,NKWVI,0.06188515047915798,30,99,8.89,46,15,4.76,37,410,52,30,110
4920,N8haB,0.061555663564610445,42,161,28.94,47,19,17.26,37,242,67,37,89
4920,N>WVB,0.06151485883954661,36,128,12.0,55,18,17.74,37,295,52,30,89
4920,]5hHB,0.060762803088866946,43,148,29.35,65,20,21.41,51,215,67,21,89
4920,]FhaB,0.06076133354139707,35,98,26.65,56,16,3.47,51,366,67,37,89
4920,<\WVI,0.059744962940709696,36,88,27.32,53,13,8.81,20,561,52,30,110
4980,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
4980,/lQVB,0.267747664741188,29,113,42.47,40,15,6.44,8,703,46,30,89
4980,wnhuB,0.250390719070395,48,50,33.77,28,7,5.88,75,720,67,49,89
4980,",nhuB",0.21317508155829035,27,126,35.33,43,16,5.82,6,720,67,49,89
4980,N6huB,0.19576401392004036,43,164,32.77,45,22,21.06,37,224,67,49,89
4980,N6huB,0.19576401392004036,43,164,32.77,45,22,21.06,37,224,67,49,89
4980,]IhHB,0.1795434596212801,35,93,20.83,43,16,0.93,51,392,67,21,89
4980,AnhPB,0.17111454868098053,33,75,26.93,50,8,7.79,25,720,67,26,89
4980,NIhPB,0.12943105548141356,36,104,22.93,50,14,5.06,37,392,67,26,89
4980,NPWVI,0.11476642008813379,35,87,51.57,50,12,7.3,37,454,52,30,110
4980,]6hHB,0.10908783544675944,43,148,22.26,55,20,22.74,51,224,67,21,89
4980,-nhHB,0.10897990973203334,26,121,17.86,43,16,4.35,7,720,67,21,89
4980,N7W=I,0.10415339932175977,44,159,54.57,47,19,10.67,37,233,52,15,110
4980,NLWPI,0.0936944574763993,36,98,52.35,46,13,1.76,37,419,52,26,110
4980,NMWVB,0.09162462503651322,36,93,48.05,46,13,1.45,37,428,52,30,89
4980,N?hPB,0.0906111922082545,40,127,15.37,58,17,17.07,37,304,67,26,89
4980,EuWVI,0.08768098541030207,29,71,40.15,44,9,7.18,29,782,52,30,110
4980,vcQPP,0.0791497342077039,37,53,30.85,28,7,3.79,74,623,46,26,132
4980,"]nh,B",0.07785300643367231,43,55,17.29,37,8,-3.06,51,720,67,4,89
4980,NNWPI,0.07756231858016495,33,90,42.89,37,16,4.63,37,437,52,26,110
4980,NHhuB,0.07556114556561358,35,105,16.34,42,14,3.37,37,384,67,49,89
4980,NnQVw,0.07357860695180095,36,22,14.59,50,2,2.45,37,720,46,30,250
4980,]nh)B,0.07340920586930157,41,53,16.38,37,8,-3.06,51,720,67,3,89
4980,o=haB,0.06857027832588529,40,107,30.98,58,17,8.66,68,286,67,37,89
4980,]3hHB,0.06636666940047355,45,154,12.79,54,22,14.24,51,197,67,21,89
4980,w=haB,0.06618211974752852,40,103,29.61,52,17,7.55,75,286,67,37,89
4980,N3WVI,0.06361373401950147,44,174,35.33,58,24,26.14,37,197,52,30,110
4980,s=haB,0.06267754513182873,39,104,27.6,45,20,12.83,71,286,67,37,89
4980,t=haB,0.062099893330808745,40,104,27.27,44,18,13.85,72,286,67,37,89
4980,NKWVI,0.06188515047915798,30,99,8.89,46,15,4.76,37,410,52,30,110
5040,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
5040,/lQVB,0.267747664741188,29,113,42.47,40,15,6.44,8,703,46,30,89
5040,wnhuB,0.250390719070395,48,50,33.77,28,7,5.88,75,720,67,49,89
5040,",nhuB",0.21317508155829035,27,126,35.33,43,16,5.82,6,720,67,49,89
5040,N6huB,0.19576401392004036,43,164,32.77,45,22,21.06,37,224,67,49,89
5040,]IhHB,0.1795434596212801,35,93,20.83,43,16,0.93,51,392,67,21,89
5040,AnhPB,0.17111454868098053,33,75,26.93,50,8,7.79,25,720,67,26,89
5040,NIhPB,0.12943105548141356,36,104,22.93,50,14,5.06,37,392,67,26,89
5040,NPWVI,0.11476642008813379,35,87,51.57,50,12,7.3,37,454,52,30,110
5040,]6hHB,0.10908783544675944,43,148,22.26,55,20,22.74,51,224,67,21,89
5040,-nhHB,0.10897990973203334,26,121,17.86,43,16,4.35,7,720,67,21,89
5040,N7W=I,0.10415339932175977,44,159,54.57,47,19,10.67,37,233,52,15,110
5040,NLWPI,0.0936944574763993,36,98,52.35,46,13,1.76,37,419,52,26,110
5040,NMWVB,0.09162462503651322,36,93,48.05,46,13,1.45,37,428,52,30,89
5040,EuWVI,0.08768098541030207,29,71,40.15,44,9,7.18,29,782,52,30,110
5040,vcQPP,0.0791497342077039,37,53,30.85,28,7,3.79,74,623,46,26,132
5040,"]nh,B",0.07785300643367231,43,55,17.29,37,8,-3.06,51,720,67,4,89
5040,NNWPI,0.07756231858016495,33,90,42.89,37,16,4.63,37,437,52,26,110
5040,NHhuB,0.07556114556561358,35,105,16.34,42,14,3.37,37,384,67,49,89
5040,NnQVw,0.07357860695180095,36,22,14.59,50,2,2.45,37,720,46,30,250
5040,]nh)B,0.07340920586930157,41,53,16.38,37,8,-3.06,51,720,67,3,89
5040,o=haB,0.06857027832588529,40,107,30.98,58,17,8.66,68,286,67,37,89
5040,]3hHB,0.06636666940047355,45,154,12.79,54,22,14.24,51,197,67,21,89
5040,w=haB,0.06618211974752852,40,103,29.61,52,17,7.55,75,286,67,37,89
5040,N3WVI,0.06361373401950147,44,174,35.33,58,24,26.14,37,197,52,30,110
5040,s=haB,0.06267754513182873,39,104,27.6,45,20,12.83,71,286,67,37,89
5040,t=haB,0.062099893330808745,40,104,27.27,44,18,13.85,72,286,67,37,89
5040,NKWVI,0.06188515047915798,30,99,8.89,46,15,4.76,37,410,52,30,110
5040,N8haB,0.061555663564610445,42,161,28.94,47,19,17.26,37,242,67,37,89
5040,N>WVB,0.06151485883954661,36,128,12.0,55,18,17.74,37,295,52,30,89
5100,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
5100,/lQVB,0.267747664741188,29,113,42.47,40,15,6.44,8,703,46,30,89
5100,wnhuB,0.250390719070395,48,50,33.77,28,7,5.88,75,720,67,49,89
5100,",nhuB",0.21317508155829035,27,126,35.33,43,16,5.82,6,720,67,49,89
5100,]IhHB,0.1795434596212801,35,93,20.83,43,16,0.93,51,392,67,21,89
5100,AnhPB,0.17111454868098053,33,75,26.93,50,8,7.79,25,720,67,26,89
5100,NPWVI,0.11476642008813379,35,87,51.57,50,12,7.3,37,454,52,30,110
5100,]6hHB,0.10908783544675944,43,148,22.26,55,20,22.74,51,224,67,21,89
5100,-nhHB,0.10897990973203334,26,121,17.86,43,16,4.35,7,720,67,21,89
5100,N7W=I,0.10415339932175977,44,159,54.57,47,19,10.67,37,233,52,15,110
5100,NLWPI,0.0936944574763993,36,98,52.35,46,13,1.76,37,419,52,26,110
5100,NMWVB,0.09162462503651322,36,93,48.05,46,13,1.45,37,428,52,30,89
5100,EuWVI,0.08768098541030207,29,71,40.15,44,9,7.18,29,782,52,30,110
5100,vcQPP,0.0791497342077039,37,53,30.85,28,7,3.79,74,623,46,26,132
5100,"]nh,B",0.07785300643367231,43,55,17.29,37,8,-3.06,51,720,67,4,89
5100,NNWPI,0.07756231858016495,33,90,42.89,37,16,4.63,37,437,52,26,110
5100,o=haB,0.06857027832588529,40,107,30.98,58,17,8.66,68,286,67,37,89
5100,]3hHB,0.06636666940047355,45,154,12.79,54,22,14.24,51,197,67,21,89
5100,w=haB,0.06618211974752852,40,103,29.61,52,17,7.55,75,286,67,37,89
5100,N3WVI,0.06361373401950147,44,174,35.33,58,24,26.14,37,197,52,30,110
5100,s=haB,0.06267754513182873,39,104,27.6,45,20,12.83,71,286,67,37,89
5100,t=haB,0.062099893330808745,40,104,27.27,44,18,13.85,72,286,67,37,89
5100,NKWVI,0.06188515047915798,30,99,8.89,46,15,4.76,37,410,52,30,110
5100,N8haB,0.061555663564610445,42,161,28.94,47,19,17.26,37,242,67,37,89
5100,N>WVB,0.06151485883954661,36,128,12.0,55,18,17.74,37,295,52,30,89
5100,]5hHB,0.060762803088866946,43,148,29.35,65,20,21.41,51,215,67,21,89
5100,<\WVI,0.059744962940709696,36,88,27.32,53,13,8.81,20,561,52,30,110
5100,N9WXI,0.05924821268580047,42,152,29.55,45,20,21.04,37,251,52,31,110
5100,NPhHB,0.05807474116786166,34,86,28.01,50,12,9.37,37,454,67,21,89
5100,NuW2I,0.056333739489442654,33,68,23.59,57,7,6.9,37,782,52,8,110
5160,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
5160,/lQVB,0.267747664741188,29,113,42.47,40,15,6.44,8,703,46,30,89
5160,wnhuB,0.250390719070395,48,50,33.77,28,7,5.88,75,720,67,49,89
5160,",nhuB",0.21317508155829035,27,126,35.33,43,16,5.82,6,720,67,49,89
