'Pair','TF','Dna','StartDate','EndDate','TotalTrades','TotalNetProfit','Max.DD','AnnualProfit','Winrate','Sharpe','Calmar','WinningStrike','LosingStrike','LargestWinning','LargestLosing','Num.ofWins','Num.ofLosses','MarketChange'
'ETH-USDT','15m','pnlUCFDcV','2021-05-01','2021-08-25','55','49.46','-9.16',250,'55','2.95','27.34','4','4',1069,-334,'30','25','14.59'
'ETH-USDT','15m','eweO;)N\\\\Z','2021-05-01','2021-08-25','59','50.29','-11.47',256,'56','2.94','22.36','5','5',1103,-338,'33','26','14.59'
'ETH-USDT','15m','`dha5oJwK','2021-05-01','2021-08-25','47','44.0','-8.35',212,'53','2.94','25.36','4','3',1107,-373,'25','22','14.59'
'ETH-USDT','15m','PwLnTUkKa','2021-05-01','2021-08-25','36','44.52','-6.0',215,'56','2.93','35.89','5','4',1059,-216,'20','16','14.59'
'ETH-USDT','15m','FEG(MFCo','2021-05-01','2021-08-25','46','51.17','-9.93',263,'50','2.92','26.48','6','6',1121,-267,'23','23','14.59'
'ETH-USDT','15m','q/@,0Z1w`','2021-05-01','2021-08-25','55','43.44','-12.31',208,'45','2.91','16.91','3','5',1087,-532,'25','30','14.59'
'ETH-USDT','15m','FICTLeJ07','2021-05-01','2021-08-25','21','23.8','-3.69',95,'62','2.86','25.64','3','2',533,-206,'13','8','14.59'
'ETH-USDT','15m','IlL6+tiB_','2021-05-01','2021-08-25','66','48.0','-8.88',240,'48','2.84','27.0','7','3',1115,-276,'32','34','14.59'
'ETH-USDT','15m',')DSh.2bMD','2021-05-01','2021-08-25','77','33.52','-7.65',146,'31','2.83','19.14','3','9',613,-80,'24','53','14.59'
'ETH-USDT','15m','rfkfE2Zc','2021-05-01','2021-08-25','46','46.53','-11.03',229,'54','2.79','20.8','5','4',925,-487,'25','21','14.59'
'ETH-USDT','15m','E45Q05\\\\Yr','2021-05-01','2021-08-25','68','48.03','-11.7',240,'47','2.79','20.52','4','7',1151,-248,'32','36','14.59'
'ETH-USDT','15m','<WSK/,ru','2021-05-01','2021-08-25','58','39.69','-13.46',184,'38','2.77','13.65','5','9',2117,-174,'22','36','14.59'
'ETH-USDT','15m','p_=`K\\\\tQg','2021-05-01','2021-08-25','39','39.69','-10.8',184,'54','2.75','17.01','5','8',954,-259,'21','18','14.59'
'ETH-USDT','15m','I97?+_w,e','2021-05-01','2021-08-25','79','47.01','-9.86',233,'46','2.74','23.61','4','5',1129,-258,'36','43','14.59'
'ETH-USDT','15m','647V4InSe','2021-05-01','2021-08-25','71','39.33','-8.9',181,'39','2.73','20.38','5','8',978,-167,'28','43','14.59'
'ETH-USDT','15m','(DQ8d)(q','2021-05-01','2021-08-25','100','37.7','-10.15',171,'29','2.73','16.88','4','9',1121,-76,'29','71','14.59'
'ETH-USDT','15m','VgXo1+_3g','2021-05-01','2021-08-25','53','44.01','-12.1',212,'47','2.69','17.52','6','7',1079,-322,'25','28','14.59'
'ETH-USDT','15m','t3pBA<=Q?','2021-05-01','2021-08-25','73','30.92','-8.44',132,'37','2.67','15.61','4','7',561,-260,'27','46','14.59'
'ETH-USDT','15m','HcDD?mXQ','2021-05-01','2021-08-25','45','41.83','-12.13',197,'49','2.66','16.28','4','5',1130,-274,'22','23','14.59'
'ETH-USDT','15m',',-FjC\\\\8Rr','2021-05-01','2021-08-25','43','27.91','-7.27',116,'37','2.66','15.9','3','6',674,-93,'16','27','14.59'
'ETH-USDT','15m','8IhSF=``','2021-05-01','2021-08-25','47','33.58','-9.57',147,'45','2.62','15.33','6','6',933,-167,'21','26','14.59'
'ETH-USDT','15m','*aoFg<sw','2021-05-01','2021-08-25','51','32.44','-11.28',140,'24','2.61','12.43','4','10',1962,-87,'12','39','14.59'
'ETH-USDT','15m','7vPCW5Ks','2021-05-01','2021-08-25','30','35.85','-7.79',160,'60','2.56','20.54','4','4',780,-161,'18','12','14.59'
'ETH-USDT','15m','KCgZ30ZOT','2021-05-01','2021-08-25','56','30.63','-10.75',130,'48','2.53','12.11','4','4',1148,-259,'27','29','14.59'
'ETH-USDT','15m','\\\\hegYJF7b','2021-05-01','2021-08-25','46','36.2','-7.37',162,'48','2.5','22.0','5','6',898,-327,'22','24','14.59'
'ETH-USDT','15m','f<Ah)3;q4','2021-05-01','2021-08-25','108','35.26','-9.97',157,'34','2.47','15.71','3','7',1156,-251,'37','71','14.59'
'ETH-USDT','15m','snQ`0sp;c','2021-05-01','2021-08-25','50','36.0','-10.26',161,'56','2.45','15.7','8','4',978,-305,'28','22','14.59'
'ETH-USDT','15m','bg6vgBtDY','2021-05-01','2021-08-25','40','30.73','-10.83',131,'55','2.42','12.07','3','5',773,-264,'22','18','14.59'
'ETH-USDT','15m','(iDLRUK`r','2021-05-01','2021-08-25','38','21.9','-6.66',85,'29','2.39','12.83','4','7',688,-66,'11','27','14.59'
'ETH-USDT','15m','*UOIlBt=o','2021-05-01','2021-08-25','33','23.0','-7.2',91,'36','2.37','12.61','3','10',781,-78,'12','21','14.59'
'ETH-USDT','15m','w@?-.N2Gc','2021-05-01','2021-08-25','67','38.8','-11.49',178,'40','2.34','15.51','3','8',1200,-536,'27','40','14.59'
'ETH-USDT','15m','d(B`+dKl@','2021-05-01','2021-08-25','51','24.12','-6.24',96,'39','2.32','15.42','4','5',639,-198,'20','31','14.59'
'ETH-USDT','15m','tLNH-f3GH','2021-05-01','2021-08-25','87','36.94','-10.51',167,'36','2.31','15.86','3','9',1217,-440,'31','56','14.59'
'ETH-USDT','15m','X<qN7n:Xi','2021-05-01','2021-08-25','38','25.48','-7.82',103,'50','2.24','13.17','5','5',749,-317,'19','19','14.59'
'ETH-USDT','15m','5qd`W-wZO','2021-05-01','2021-08-25','62','25.22','-9.78',102,'39','2.14','10.4','4','6',1144,-144,'24','38','14.59'
'ETH-USDT','15m','^obAAs(FW','2021-05-01','2021-08-25','63','29.55','-7.34',124,'52','2.12','16.93','7','4',1017,-371,'33','30','14.59'
'ETH-USDT','15m','05<<O/ABa','2021-05-01','2021-08-25','79','25.26','-12.4',102,'32','2.03','8.22','4','10',1078,-119,'25','54','14.59'
'ETH-USDT','15m','I2jWKO4>`','2021-05-01','2021-08-25','59','20.51','-11.05',79,'53','1.96','7.15','4','5',944,-225,'31','28','14.59'
'ETH-USDT','15m','\\\\+,(Z94So','2021-05-01','2021-08-25','53','26.42','-10.62',108,'40','1.94','10.15','3','6',903,-392,'21','32','14.59'
'ETH-USDT','15m','Tg9hGg9nr','2021-05-01','2021-08-25','31','25.59','-9.1',104,'39','1.93','11.38','3','5',1330,-334,'12','19','14.59'
'ETH-USDT','15m','0*Pw16<=B','2021-05-01','2021-08-25','60','17.9','-5.41',67,'33','1.9','12.41','3','7',613,-104,'20','40','14.59'
'ETH-USDT','15m','GT1c-L(+\\\\','2021-05-01','2021-08-25','116','26.12','-10.13',106,'37','1.87','10.49','4','7',1066,-241,'43','73','14.59'
'ETH-USDT','15m','(qAGCJ,UO','2021-05-01','2021-08-25','133','22.73','-12.38',89,'26','1.83','7.22','3','12',838,-70,'34','99','14.59'
'ETH-USDT','15m','6<nC_E8_j','2021-05-01','2021-08-25','46','18.95','-6.22',72,'35','1.82','11.55','3','5',812,-138,'16','30','14.59'
'ETH-USDT','15m','J<_EAekAj','2021-05-01','2021-08-25','33','21.49','-9.99',84,'45','1.74','8.37','5','6',919,-243,'15','18','14.59'
'ETH-USDT','15m','1qlJTheS','2021-05-01','2021-08-25','19','10.33','-6.94',36,'53','1.69','5.17','4','4',337,-104,'10','9','14.59'
'ETH-USDT','15m','85bY@Y?wq','2021-05-01','2021-08-25','35','18.7','-8.19',71,'31','1.67','8.63','2','5',1157,-150,'11','24','14.59'
'ETH-USDT','15m','YileN/QU','2021-05-01','2021-08-25','65','17.83','-9.5',67,'38','1.47','7.04','3','6',885,-308,'25','40','14.59'
'ETH-USDT','15m','j^:gu7(-8','2021-05-01','2021-08-25','166','18.02','-10.67',68,'31','1.45','6.34','4','12',957,-239,'52','114','14.59'
'ETH-USDT','15m','hmd=I_?Tw','2021-05-01','2021-08-25','35','15.76','-10.9',58,'43','1.36','5.31','3','4',1997,-415,'15','20','14.59'
'ETH-USDT','15m','Fr;uL*0h','2021-05-01','2021-08-25','31','10.81','-11.22',38,'42','1.35','3.36','4','3',505,-336,'13','18','14.59'
'ETH-USDT','15m','*i<qCq:U^','2021-05-01','2021-08-25','46','9.74','-6.52',34,'28','1.27','5.16','3','11',595,-71,'13','33','14.59'
'ETH-USDT','15m',')8g_NX1\\\\Q','2021-05-01','2021-08-25','64','8.71','-6.73',30,'27','1.14','4.43','4','9',511,-65,'17','47','14.59'
'ETH-USDT','15m',')eYta=8Sj','2021-05-01','2021-08-25','73','6.3','-9.74',21,'25','0.83','2.15','3','9',666,-64,'18','55','14.59'
'ETH-USDT','15m','XJ?irD2?l','2021-05-01','2021-08-25','40','5.92','-14.62',20,'60','0.65','1.34','5','5',617,-304,'24','16','14.59'
'ETH-USDT','15m','E?an;w;uU','2021-05-01','2021-08-25','45','4.26','-6.84',14,'38','0.59','2.03','3','5',488,-195,'17','28','14.59'
'ETH-USDT','15m','*N8qs;mkY','2021-05-01','2021-08-25','42','2.12','-7.56',7,'29','0.4','0.89','2','7',528,-67,'12','30','14.59'
