'Pair','TF','Dna','StartDate','EndDate','TotalTrades','TotalNetProfit','Max.DD','AnnualProfit','Winrate','Sharpe','Calmar','WinningStrike','LosingStrike','LargestWinning','LargestLosing','Num.ofWins','Num.ofLosses','MarketChange'
'ETH-USDT','15m','NsJKt+v;F','2021-05-15','2021-05-21','3','12.95','-3.49',57066,'67','6.9','16347.35','1','1',938,-69,'2','1','-32.08'
'ETH-USDT','15m','f<Ah)3;q4','2021-05-15','2021-05-21','5','11.79','-2.05',33334,'40','6.75','16220.95','1','2',1077,-119,'2','3','-32.08'
'ETH-USDT','15m',';B-G7cBD','2021-05-15','2021-05-21','4','12.21','-3.49',40579,'50','6.62','11624.39','1','1',932,-139,'2','2','-32.08'
'ETH-USDT','15m','tLNH-f3GH','2021-05-15','2021-05-21','4','11.88','-3.68',34736,'50','6.27','9447.11','1','2',931,-96,'2','2','-32.08'
'ETH-USDT','15m','CTf:1Zgbf','2021-05-15','2021-05-21','2','11.64','-4.91',31001,'100','6.17','6319.55','2','0',822,0,'2','0','-32.08'
'ETH-USDT','15m','=9DfF2I@a','2021-05-15','2021-05-21','2','11.63','-4.93',30862,'100','6.16','6261.06','2','0',819,0,'2','0','-32.08'
'ETH-USDT','15m','wHBjFMR@r','2021-05-15','2021-05-21','2','11.61','-5.09',30587,'100','6.15','6009.84','2','0',800,0,'2','0','-32.08'
'ETH-USDT','15m','G6GY58f2^','2021-05-15','2021-05-21','2','11.47','-5.1',28733,'100','6.08','5639.11','2','0',800,0,'2','0','-32.08'
'ETH-USDT','15m','aUf=S?7PP','2021-05-15','2021-05-21','2','11.18','-4.62',24973,'100','5.89','5411.2','2','0',798,0,'2','0','-32.08'
'ETH-USDT','15m','fd`7BpA4X','2021-05-15','2021-05-21','2','11.32','-5.13',26672,'100','5.93','5195.11','2','0',763,0,'2','0','-32.08'
'ETH-USDT','15m','WXKD?.iIZ','2021-05-15','2021-05-21','2','11.24','-5.14',25781,'100','5.89','5018.43','2','0',763,0,'2','0','-32.08'
'ETH-USDT','15m','IlL6+tiB_','2021-05-15','2021-05-21','2','11.17','-4.98',24876,'100','5.84','4995.52','2','0',773,0,'2','0','-32.08'
'ETH-USDT','15m','HcDD?mXQ','2021-05-15','2021-05-21','2','11.17','-4.98',24876,'100','5.84','4995.52','2','0',773,0,'2','0','-32.08'
'ETH-USDT','15m','r42OV8u?a','2021-05-15','2021-05-21','2','11.1','-5.01',24059,'100','5.75','4798.7','2','0',760,0,'2','0','-32.08'
'ETH-USDT','15m','Z5>+li-`','2021-05-15','2021-05-21','2','11.11','-5.14',24212,'100','5.82','4707.7','2','0',763,0,'2','0','-32.08'
'ETH-USDT','15m','E45Q05\\\\Yr','2021-05-15','2021-05-21','2','10.99','-5.02',22911,'100','5.7','4565.6','2','0',760,0,'2','0','-32.08'
'ETH-USDT','15m','`dha5oJwK','2021-05-15','2021-05-21','2','10.82','-4.74',21117,'100','5.49','4450.45','2','0',714,0,'2','0','-32.08'
'ETH-USDT','15m','Nl9d-Ri0','2021-05-15','2021-05-21','6','8.87','-2.13',8291,'50','8.54','3888.2','2','2',743,-120,'3','3','-32.08'
'ETH-USDT','15m','crBrEQmL`','2021-05-15','2021-05-21','2','10.71','-5.52',20007,'100','5.63','3625.55','2','0',742,0,'2','0','-32.08'
'ETH-USDT','15m','=I/_6>tRo','2021-05-15','2021-05-21','2','10.3','-5.67',16493,'100','5.4','2911.1','2','0',734,0,'2','0','-32.08'
'ETH-USDT','15m','snQ`0sp;c','2021-05-15','2021-05-21','2','10.24','-5.64',16046,'100','5.27','2842.72','2','0',685,0,'2','0','-32.08'
'ETH-USDT','15m','._;27jX.i','2021-05-15','2021-05-21','3','10.12','-5.51',15133,'67','5.41','2745.83','2','1',744,-79,'2','1','-32.08'
'ETH-USDT','15m','=`8O8WNrk','2021-05-15','2021-05-21','2','10.12','-5.75',15157,'100','5.22','2638.3','2','0',685,0,'2','0','-32.08'
'ETH-USDT','15m','Tg9hGg9nr','2021-05-15','2021-05-21','1','9.13','-3.6',9426,'100','5.25','2617.47','1','0',913,0,'1','0','-32.08'
'ETH-USDT','15m','eweO;)N\\\\Z','2021-05-15','2021-05-21','2','9.54','-5.14',11478,'100','4.85','2231.42','2','0',664,0,'2','0','-32.08'
'ETH-USDT','15m','pnlUCFDcV','2021-05-15','2021-05-21','2','9.54','-5.14',11478,'100','4.85','2231.42','2','0',664,0,'2','0','-32.08'
'ETH-USDT','15m','VgXo1+_3g','2021-05-15','2021-05-21','2','9.33','-5.79',10355,'100','4.68','1787.31','2','0',593,0,'2','0','-32.08'
'ETH-USDT','15m','\\\\+,(Z94So','2021-05-15','2021-05-21','3','9.1','-5.76',9289,'67','4.78','1612.73','2','1',674,-190,'2','1','-32.08'
'ETH-USDT','15m','GsBV@eL0v','2021-05-15','2021-05-21','2','9.23','-6.37',9885,'100','4.75','1550.68','2','0',613,0,'2','0','-32.08'
'ETH-USDT','15m','cnpbHBd-j','2021-05-15','2021-05-21','2','8.89','-5.75',8367,'100','4.53','1456.17','2','0',613,0,'2','0','-32.08'
'ETH-USDT','15m','FEG(MFCo','2021-05-15','2021-05-21','2','8.93','-6.43',8550,'100','4.57','1329.45','2','0',587,0,'2','0','-32.08'
'ETH-USDT','15m','J<_EAekAj','2021-05-15','2021-05-21','2','8.49','-6.46',6912,'100','4.37','1070.8','2','0',587,0,'2','0','-32.08'
'ETH-USDT','15m','rfkfE2Zc','2021-05-15','2021-05-21','2','8.34','-6.58',6401,'100','4.19','972.37','2','0',522,0,'2','0','-32.08'
'ETH-USDT','15m','bg6vgBtDY','2021-05-15','2021-05-21','1','7.38','-5.15',4001,'100','4.19','777.3','1','0',738,0,'1','0','-32.08'
'ETH-USDT','15m','(OTB;^v14','2021-05-15','2021-05-21','3','2.85','-0.54',332,'33','7.88','614.92','1','2',397,-56,'1','2','-32.08'
'ETH-USDT','15m','7vPCW5Ks','2021-05-15','2021-05-21','1','6.91','-5.57',3156,'100','3.91','567.06','1','0',691,0,'1','0','-32.08'
'ETH-USDT','15m','JTuh(?\\\\82','2021-05-15','2021-05-21','4','4.61','-1.73',951,'75','7.77','548.81','3','1',406,-184,'3','1','-32.08'
'ETH-USDT','15m','PwLnTUkKa','2021-05-15','2021-05-21','1','6.63','-5.65',2736,'100','3.74','484.56','1','0',663,0,'1','0','-32.08'
'ETH-USDT','15m','YileN/QU','2021-05-15','2021-05-21','1','6.49','-5.29',2560,'100','3.64','484.07','1','0',649,0,'1','0','-32.08'
'ETH-USDT','15m','0*Pw16<=B','2021-05-15','2021-05-21','2','3.89','-1.37',630,'100','7.63','460.31','2','0',321,0,'2','0','-32.08'
'ETH-USDT','15m','t25e6_QfD','2021-05-15','2021-05-21','1','4.35','-1.91',823,'100','6.88','430.44','1','0',435,0,'1','0','-32.08'
'ETH-USDT','15m','p_=`K\\\\tQg','2021-05-15','2021-05-21','1','5.97','-6.4',1954,'100','3.38','305.53','1','0',597,0,'1','0','-32.08'
'ETH-USDT','15m','K27<C=Qce','2021-05-15','2021-05-21','1','3.69','-2.7',560,'100','5.26','207.78','1','0',369,0,'1','0','-32.08'
'ETH-USDT','15m','H2W>p8v2','2021-05-15','2021-05-21','2','2.42','-1.22',249,'50','5.91','203.32','1','1',369,-127,'1','1','-32.08'
'ETH-USDT','15m','E?an;w;uU','2021-05-15','2021-05-21','1','3.39','-2.72',470,'100','4.95','172.58','1','0',339,0,'1','0','-32.08'
'ETH-USDT','15m','\\\\hegYJF7b','2021-05-15','2021-05-21','2','4.34','-5.16',817,'50','2.52','158.42','1','1',634,-200,'1','1','-32.08'
'ETH-USDT','15m','X<qN7n:Xi','2021-05-15','2021-05-21','1','2.93','-2.76',350,'100','4.4','126.98','1','0',293,0,'1','0','-32.08'
'ETH-USDT','15m','I2jWKO4>`','2021-05-15','2021-05-21','1','2.91','-2.78',345,'100','4.36','124.36','1','0',291,0,'1','0','-32.08'
'ETH-USDT','15m','=bdOSb@l3','2021-05-15','2021-05-21','2','1.67','-1.49',137,'50','4.4','91.56','1','1',321,-154,'1','1','-32.08'
'ETH-USDT','15m',',-FjC\\\\8Rr','2021-05-15','2021-05-21','2','2.67','-3.44',294,'50','3.61','85.54','1','1',343,-77,'1','1','-32.08'
'ETH-USDT','15m','=qYI+TQ@T','2021-05-15','2021-05-21','2','2.54','-3.52',270,'50','3.43','76.69','1','1',368,-114,'1','1','-32.08'
'ETH-USDT','15m','1qlJTheS','2021-05-15','2021-05-21','2','2.12','-3.52',199,'50','2.96','56.47','1','1',309,-97,'1','1','-32.08'
'ETH-USDT','15m',')eYta=8Sj','2021-05-15','2021-05-21','3','1.96','-3.57',175,'33','2.76','48.98','1','1',316,-61,'1','2','-32.08'
'ETH-USDT','15m','8IhSF=``','2021-05-15','2021-05-21','2','1.88','-4.18',164,'50','2.42','39.27','1','1',316,-128,'1','1','-32.08'
'ETH-USDT','15m','j^:gu7(-8','2021-05-15','2021-05-21','8','1.41','-2.75',108,'38','2.28','39.06','1','2',354,-121,'3','5','-32.08'
'ETH-USDT','15m','5Z6>ujW>','2021-05-15','2021-05-21','3','0.83','-1.8',54,'33','2.1','30.12','1','2',317,-117,'1','2','-32.08'
'ETH-USDT','15m',';OMH-RHR-','2021-05-15','2021-05-21','5','0.6','-2.05',37,'20','1.5','18.01','1','4',265,-80,'1','4','-32.08'
'ETH-USDT','15m','(DQ8d)(q','2021-05-15','2021-05-21','5','1.09','-4.44',76,'20','1.56','17.15','1','3',328,-55,'1','4','-32.08'
'ETH-USDT','15m','pONvgE9*E','2021-05-15','2021-05-21','2','-1.4','-1.4',-52,'0','-11.14','-37.19','0','2',0,-97,'0','2','-32.08'
'ETH-USDT','15m','(iDLRUK`r','2021-05-15','2021-05-21','2','-1.08','-1.08',-43,'0','-12.33','-40.06','0','2',0,-54,'0','2','-32.08'
'ETH-USDT','15m','*i<qCq:U^','2021-05-15','2021-05-21','1','-0.64','-0.64',-28,'0','-7.8','-44.45','0','1',0,-64,'0','1','-32.08'
