iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.stop_loss,parameters.risk_reward,parameters.chop_rsi_len,parameters.chop_bandwidth
240,gc?0[Z,0.0592716999973256,61,109,42.23,65,29,4.21,40,610,152,17,34,194
240,79llcf,0.05831206487555071,40,25,10.61,100,3,5.63,11,211,351,70,39,238
240,"9`,1Mk",0.05815245093813471,67,93,10.34,90,21,20.06,12,582,68,18,26,256
240,_w?.[(,0.057724975800474795,58,146,22.27,53,45,-12.36,35,800,152,15,34,10
240,_w?.[*,0.057724975800474795,58,146,22.27,53,45,-12.36,35,800,152,15,34,17
240,rw3.?v,0.05661255153008226,78,51,27.64,93,15,16.19,47,800,99,15,18,296
240,hwb(bZ,0.0556807880447517,56,87,16.46,64,25,-5.55,41,800,307,10,38,194
240,_w?.[a,0.054574500092650004,66,71,25.98,58,24,-5.07,35,800,152,15,34,219
240,mc?0[Z,0.0537151048368649,61,111,31.34,68,32,11.79,44,610,152,17,34,194
240,rw3..v,0.05173938700371418,77,67,24.35,79,24,10.84,47,800,99,15,8,296
240,Nu@4Qq,0.05083764563955858,56,48,12.39,80,5,12.12,25,781,156,21,28,278
240,_w?.7v,0.05064219731226455,68,58,22.44,65,20,-0.27,35,800,152,15,14,296
240,_u?9[G,0.05060979942825031,39,145,-28.62,43,46,-22.93,35,781,152,25,34,124
240,JmR5Ct,0.0500316184554062,41,65,12.4,50,14,10.6,23,705,236,22,20,289
300,0-t5Nj,0.2909360288976585,53,15,23.94,66,3,3.67,7,97,387,22,27,252
300,"oGd,\v",0.18791757937089168,80,15,37.49,100,1,4.34,45,344,316,14,35,296
300,;9(VKr,0.14455809830647467,50,53,29.06,66,6,8.58,14,211,50,51,25,282
300,Eql+he,0.1083890983494565,50,51,47.08,37,8,2.21,20,743,351,13,41,234
300,Ou+?Rw,0.09864987532719639,72,37,23.5,75,4,4.11,26,781,63,30,29,300
300,8r6-OF,0.09714143809700475,56,272,27.55,57,68,-10.17,12,753,112,14,27,120
300,su69Ct,0.09066163399329555,64,45,30.31,76,13,2.86,48,781,112,25,20,289
300,_u0G[G,0.08518702105657083,46,145,14.88,47,46,-0.84,35,781,85,37,34,124
300,ms45j\,0.08341175872545334,69,69,30.1,78,23,28.76,44,762,103,22,43,201
300,=)W54n,0.08008981804532016,33,420,14.92,39,98,36.59,15,59,258,22,12,267
300,;9?l[f,0.07609016495730757,39,56,34.13,66,6,8.02,14,211,152,70,34,238
300,=9?l[f,0.07374372102280681,37,56,32.14,57,7,6.15,15,211,152,70,34,238
300,Pi)4Iw,0.07283867551725648,82,45,13.56,66,6,0.28,26,667,54,21,24,300
300,>cX0lZ,0.06128994085289646,39,110,14.57,48,29,18.64,15,610,263,17,44,194
300,hw?.[v,0.05932158090278767,90,20,39.81,50,2,-2.98,41,800,152,15,34,296
300,gc?0[Z,0.0592716999973256,61,109,42.23,65,29,4.21,40,610,152,17,34,194
300,_w?.6v,0.05907035230600535,69,63,30.31,65,23,2.83,35,800,152,15,13,296
300,"9`,1Mk",0.05815245093813471,67,93,10.34,90,21,20.06,12,582,68,18,26,256
300,_w?.[(,0.057724975800474795,58,146,22.27,53,45,-12.36,35,800,152,15,34,10
300,_w?.[*,0.057724975800474795,58,146,22.27,53,45,-12.36,35,800,152,15,34,17
300,_w?.[.,0.057724975800474795,58,146,22.27,53,45,-12.36,35,800,152,15,34,32
300,_w?.[9,0.057724975800474795,58,146,22.27,53,45,-12.36,35,800,152,15,34,72
300,rw3.?v,0.05661255153008226,78,51,27.64,93,15,16.19,47,800,99,15,18,296
300,hwb(bZ,0.0556807880447517,56,87,16.46,64,25,-5.55,41,800,307,10,38,194
300,_w?.[a,0.054574500092650004,66,71,25.98,58,24,-5.07,35,800,152,15,34,219
300,_w?.[G,0.054290958163191606,58,143,19.57,52,44,-14.24,35,800,152,15,34,124
300,mc?0[Z,0.0537151048368649,61,111,31.34,68,32,11.79,44,610,152,17,34,194
300,Iw?.[v,0.052677229915297843,78,28,29.02,66,3,3.65,22,800,152,15,34,296
300,Nu@4Qq,0.05083764563955858,56,48,12.39,80,5,12.12,25,781,156,21,28,278
300,_w?.7v,0.05064219731226455,68,58,22.44,65,20,-0.27,35,800,152,15,14,296
360,0-t5Nj,0.2909360288976585,53,15,23.94,66,3,3.67,7,97,387,22,27,252
360,"oGd,\v",0.18791757937089168,80,15,37.49,100,1,4.34,45,344,316,14,35,296
360,;9(VKr,0.14455809830647467,50,53,29.06,66,6,8.58,14,211,50,51,25,282
360,Eql+he,0.1083890983494565,50,51,47.08,37,8,2.21,20,743,351,13,41,234
360,Ou+?Rw,0.09864987532719639,72,37,23.5,75,4,4.11,26,781,63,30,29,300
360,8r6-OF,0.09714143809700475,56,272,27.55,57,68,-10.17,12,753,112,14,27,120
360,su69Ct,0.09066163399329555,64,45,30.31,76,13,2.86,48,781,112,25,20,289
360,_u0G[G,0.08518702105657083,46,145,14.88,47,46,-0.84,35,781,85,37,34,124
360,ms45j\,0.08341175872545334,69,69,30.1,78,23,28.76,44,762,103,22,43,201
360,=)W54n,0.08008981804532016,33,420,14.92,39,98,36.59,15,59,258,22,12,267
360,;9?l[f,0.07609016495730757,39,56,34.13,66,6,8.02,14,211,152,70,34,238
360,=9?l[f,0.07374372102280681,37,56,32.14,57,7,6.15,15,211,152,70,34,238
360,Pi)4Iw,0.07283867551725648,82,45,13.56,66,6,0.28,26,667,54,21,24,300
360,oc(0^Z,0.06279839570784362,83,122,33.53,77,31,1.62,45,610,50,17,36,194
360,nc(0^Z,0.06279839570784362,83,122,33.53,77,31,1.62,45,610,50,17,36,194
360,>cX0lZ,0.06128994085289646,39,110,14.57,48,29,18.64,15,610,263,17,44,194
360,hw?.[v,0.05932158090278767,90,20,39.81,50,2,-2.98,41,800,152,15,34,296
360,gc?0[Z,0.0592716999973256,61,109,42.23,65,29,4.21,40,610,152,17,34,194
360,_w?.6v,0.05907035230600535,69,63,30.31,65,23,2.83,35,800,152,15,13,296
360,"9`,1Mk",0.05815245093813471,67,93,10.34,90,21,20.06,12,582,68,18,26,256
360,_w?.[(,0.057724975800474795,58,146,22.27,53,45,-12.36,35,800,152,15,34,10
360,_w?.[*,0.057724975800474795,58,146,22.27,53,45,-12.36,35,800,152,15,34,17
360,_w?.[.,0.057724975800474795,58,146,22.27,53,45,-12.36,35,800,152,15,34,32
360,_w?.[9,0.057724975800474795,58,146,22.27,53,45,-12.36,35,800,152,15,34,72
360,hwb(bZ,0.0556807880447517,56,87,16.46,64,25,-5.55,41,800,307,10,38,194
360,_w?.[a,0.054574500092650004,66,71,25.98,58,24,-5.07,35,800,152,15,34,219
360,_w?.[G,0.054290958163191606,58,143,19.57,52,44,-14.24,35,800,152,15,34,124
360,mc?0[Z,0.0537151048368649,61,111,31.34,68,32,11.79,44,610,152,17,34,194
360,vc(0^Z,0.0535601303755961,83,110,24.66,83,24,5.98,49,610,50,17,36,194
360,Iw?.[v,0.052677229915297843,78,28,29.02,66,3,3.65,22,800,152,15,34,296
420,0-t5Nj,0.2909360288976585,53,15,23.94,66,3,3.67,7,97,387,22,27,252
420,"oGd,\v",0.18791757937089168,80,15,37.49,100,1,4.34,45,344,316,14,35,296
420,;9(VKr,0.14455809830647467,50,53,29.06,66,6,8.58,14,211,50,51,25,282
420,Eql+he,0.1083890983494565,50,51,47.08,37,8,2.21,20,743,351,13,41,234
420,Ou+?Rw,0.09864987532719639,72,37,23.5,75,4,4.11,26,781,63,30,29,300
420,8r6-OF,0.09714143809700475,56,272,27.55,57,68,-10.17,12,753,112,14,27,120
420,su69Ct,0.09066163399329555,64,45,30.31,76,13,2.86,48,781,112,25,20,289
420,_u0G[G,0.08518702105657083,46,145,14.88,47,46,-0.84,35,781,85,37,34,124
420,ms45j\,0.08341175872545334,69,69,30.1,78,23,28.76,44,762,103,22,43,201
420,=)W54n,0.08008981804532016,33,420,14.92,39,98,36.59,15,59,258,22,12,267
420,;9?l[f,0.07609016495730757,39,56,34.13,66,6,8.02,14,211,152,70,34,238
420,=9?l[f,0.07374372102280681,37,56,32.14,57,7,6.15,15,211,152,70,34,238
420,Pi)4Iw,0.07283867551725648,82,45,13.56,66,6,0.28,26,667,54,21,24,300
420,oc(0^Z,0.06279839570784362,83,122,33.53,77,31,1.62,45,610,50,17,36,194
420,nc(0^Z,0.06279839570784362,83,122,33.53,77,31,1.62,45,610,50,17,36,194
420,>cX0lZ,0.06128994085289646,39,110,14.57,48,29,18.64,15,610,263,17,44,194
420,hw?.[v,0.05932158090278767,90,20,39.81,50,2,-2.98,41,800,152,15,34,296
420,gc?0[Z,0.0592716999973256,61,109,42.23,65,29,4.21,40,610,152,17,34,194
420,_w?.6v,0.05907035230600535,69,63,30.31,65,23,2.83,35,800,152,15,13,296
420,"9`,1Mk",0.05815245093813471,67,93,10.34,90,21,20.06,12,582,68,18,26,256
420,_w?.[(,0.057724975800474795,58,146,22.27,53,45,-12.36,35,800,152,15,34,10
420,_w?.[*,0.057724975800474795,58,146,22.27,53,45,-12.36,35,800,152,15,34,17
420,_w?.[9,0.057724975800474795,58,146,22.27,53,45,-12.36,35,800,152,15,34,72
420,rc3)lZ,0.05743073381141914,85,95,39.58,86,23,11.47,47,610,99,11,44,194
420,rc32lZ,0.05724678714391396,73,90,42.51,71,21,6.83,47,610,99,19,44,194
420,hwb(bZ,0.0556807880447517,56,87,16.46,64,25,-5.55,41,800,307,10,38,194
420,_c30lZ,0.055458011039054095,71,99,35.86,70,24,4.14,35,610,99,17,44,194
420,ic30lZ,0.05520044217608642,73,93,37.12,63,30,-11.94,41,610,99,17,44,194
420,_w?.[G,0.054290958163191606,58,143,19.57,52,44,-14.24,35,800,152,15,34,124
420,jc30lZ,0.05412738516225207,71,96,34.76,63,30,-11.56,42,610,99,17,44,194
480,0-t5Nj,0.2909360288976585,53,15,23.94,66,3,3.67,7,97,387,22,27,252
480,"oGd,\v",0.18791757937089168,80,15,37.49,100,1,4.34,45,344,316,14,35,296
480,Eql+he,0.1083890983494565,50,51,47.08,37,8,2.21,20,743,351,13,41,234
480,Ou+?Rw,0.09864987532719639,72,37,23.5,75,4,4.11,26,781,63,30,29,300
480,su69Ct,0.09066163399329555,64,45,30.31,76,13,2.86,48,781,112,25,20,289
480,_u0G[G,0.08518702105657083,46,145,14.88,47,46,-0.84,35,781,85,37,34,124
480,=)W54n,0.08008981804532016,33,420,14.92,39,98,36.59,15,59,258,22,12,267
480,;9?l[f,0.07609016495730757,39,56,34.13,66,6,8.02,14,211,152,70,34,238
480,=9?l[f,0.07374372102280681,37,56,32.14,57,7,6.15,15,211,152,70,34,238
480,Pi)4Iw,0.07283867551725648,82,45,13.56,66,6,0.28,26,667,54,21,24,300
480,oc(0^Z,0.06279839570784362,83,122,33.53,77,31,1.62,45,610,50,17,36,194
480,nc(0^Z,0.06279839570784362,83,122,33.53,77,31,1.62,45,610,50,17,36,194
480,>cX0lZ,0.06128994085289646,39,110,14.57,48,29,18.64,15,610,263,17,44,194
480,hw?.[v,0.05932158090278767,90,20,39.81,50,2,-2.98,41,800,152,15,34,296
480,_w?.6v,0.05907035230600535,69,63,30.31,65,23,2.83,35,800,152,15,13,296
480,"9`,1Mk",0.05815245093813471,67,93,10.34,90,21,20.06,12,582,68,18,26,256
480,bci0te,0.05777336176807885,46,41,44.43,80,5,21.11,37,610,338,17,48,234
480,_w?.[(,0.057724975800474795,58,146,22.27,53,45,-12.36,35,800,152,15,34,10
480,_w?.[*,0.057724975800474795,58,146,22.27,53,45,-12.36,35,800,152,15,34,17
480,_w?.[9,0.057724975800474795,58,146,22.27,53,45,-12.36,35,800,152,15,34,72
480,rc3)lZ,0.05743073381141914,85,95,39.58,86,23,11.47,47,610,99,11,44,194
480,rc32lZ,0.05724678714391396,73,90,42.51,71,21,6.83,47,610,99,19,44,194
480,bc-0tZ,0.05580389036546319,76,99,25.65,75,20,1.56,37,610,72,17,48,194
480,ic30lZ,0.05520044217608642,73,93,37.12,63,30,-11.94,41,610,99,17,44,194
480,_w?.[G,0.054290958163191606,58,143,19.57,52,44,-14.24,35,800,152,15,34,124
480,jc30lZ,0.05412738516225207,71,96,34.76,63,30,-11.56,42,610,99,17,44,194
480,mc?0[Z,0.0537151048368649,61,111,31.34,68,32,11.79,44,610,152,17,34,194
480,vc(0^Z,0.0535601303755961,83,110,24.66,83,24,5.98,49,610,50,17,36,194
480,rc=0lZ,0.05282017905623332,67,88,34.13,71,21,10.22,47,610,143,17,44,194
480,Iw?.[v,0.052677229915297843,78,28,29.02,66,3,3.65,22,800,152,15,34,296
540,0-t5Nj,0.2909360288976585,53,15,23.94,66,3,3.67,7,97,387,22,27,252
540,"oGd,\v",0.18791757937089168,80,15,37.49,100,1,4.34,45,344,316,14,35,296
540,Eql+he,0.1083890983494565,50,51,47.08,37,8,2.21,20,743,351,13,41,234
540,Ou+?Rw,0.09864987532719639,72,37,23.5,75,4,4.11,26,781,63,30,29,300
540,su69Ct,0.09066163399329555,64,45,30.31,76,13,2.86,48,781,112,25,20,289
540,_u0G[G,0.08518702105657083,46,145,14.88,47,46,-0.84,35,781,85,37,34,124
540,=)W54n,0.08008981804532016,33,420,14.92,39,98,36.59,15,59,258,22,12,267
540,;9?l[f,0.07609016495730757,39,56,34.13,66,6,8.02,14,211,152,70,34,238
540,Pi)4Iw,0.07283867551725648,82,45,13.56,66,6,0.28,26,667,54,21,24,300
540,oc(0^Z,0.06279839570784362,83,122,33.53,77,31,1.62,45,610,50,17,36,194
540,nc(0^Z,0.06279839570784362,83,122,33.53,77,31,1.62,45,610,50,17,36,194
540,>cX0lZ,0.06128994085289646,39,110,14.57,48,29,18.64,15,610,263,17,44,194
540,hw?.[v,0.05932158090278767,90,20,39.81,50,2,-2.98,41,800,152,15,34,296
540,_w?.6v,0.05907035230600535,69,63,30.31,65,23,2.83,35,800,152,15,13,296
540,bci0te,0.05777336176807885,46,41,44.43,80,5,21.11,37,610,338,17,48,234
540,_w?.[(,0.057724975800474795,58,146,22.27,53,45,-12.36,35,800,152,15,34,10
540,_w?.[*,0.057724975800474795,58,146,22.27,53,45,-12.36,35,800,152,15,34,17
540,rc3)lZ,0.05743073381141914,85,95,39.58,86,23,11.47,47,610,99,11,44,194
540,rc32lZ,0.05724678714391396,73,90,42.51,71,21,6.83,47,610,99,19,44,194
540,bc-0tZ,0.05580389036546319,76,99,25.65,75,20,1.56,37,610,72,17,48,194
540,ic30lZ,0.05520044217608642,73,93,37.12,63,30,-11.94,41,610,99,17,44,194
540,_w?.[G,0.054290958163191606,58,143,19.57,52,44,-14.24,35,800,152,15,34,124
540,jc30lZ,0.05412738516225207,71,96,34.76,63,30,-11.56,42,610,99,17,44,194
540,mc?0[Z,0.0537151048368649,61,111,31.34,68,32,11.79,44,610,152,17,34,194
