'Time','BNB-USDT','ETH-USDT','BTC-USDT','NEO-USDT','QTUM-USDT','LTC-USDT','ETC-USDT','Mean'
'01/05/2021',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
'02/05/2021',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
'03/05/2021',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
'04/05/2021',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
'05/05/2021',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
'06/05/2021',0.0,0.0,8.867,8.867,8.867,0.0,0.0,3.8,-15.2,-15.2,20.268,20.268,20.268,-15.2,-15.2,1.0,1.0,36.468,36.468,36.468,1.0,1.0,113.404
'07/05/2021',0.0,0.0,8.867,8.867,8.867,0.0,0.0,3.8,-15.2,-15.2,20.268,20.268,20.268,-15.2,-15.2,1.0,1.0,36.468,36.468,36.468,1.0,1.0,113.404
'08/05/2021',0.0,0.0,8.867,8.867,8.867,0.0,0.0,3.8,-15.2,-15.2,20.268,20.268,20.268,-15.2,-15.2,1.0,1.0,36.468,36.468,36.468,1.0,1.0,113.404
'09/05/2021',0.0,0.0,8.867,8.867,-1.663,0.0,0.0,2.296,-9.184,-9.184,26.284,26.284,-15.836,-9.184,-9.184,7.652,7.652,43.12,43.12,1.0,7.652,7.652,117.848
'10/05/2021',0.0,0.0,-0.967,8.867,-1.663,0.0,0.0,0.891,-3.564,-3.564,-7.432,31.904,-10.216,-3.564,-3.564,7.652,7.652,3.784,43.12,1.0,7.652,7.652,78.512
'11/05/2021',0.0,0.0,-0.967,8.867,-1.663,0.0,0.0,0.891,-3.564,-3.564,-7.432,31.904,-10.216,-3.564,-3.564,7.652,7.652,3.784,43.12,1.0,7.652,7.652,78.512
'12/05/2021',0.0,0.0,-5.067,8.867,-5.067,0.0,0.0,-0.181,0.724,0.724,-19.544,36.192,-19.544,0.724,0.724,21.268,21.268,1.0,56.736,1.0,21.268,21.268,143.808
'13/05/2021',-5.242,0.0,-5.067,8.867,-5.067,0.0,0.0,-0.93,-17.248,3.72,-16.548,39.188,-16.548,3.72,3.72,1.0,21.968,1.7,57.436,1.7,21.968,21.968,127.74
'14/05/2021',-5.242,0.0,-5.067,-5.242,-5.067,0.0,0.0,-2.946,-9.184,11.784,-8.484,-9.184,-8.484,11.784,11.784,1.0,21.968,1.7,1.0,1.7,21.968,21.968,71.304
'15/05/2021',-5.242,0.0,-5.067,-5.242,-5.067,0.0,0.0,-2.946,-9.184,11.784,-8.484,-9.184,-8.484,11.784,11.784,1.0,21.968,1.7,1.0,1.7,21.968,21.968,71.304
'16/05/2021',-5.242,0.0,-5.067,-5.242,-4.533,0.0,0.0,-2.869,-9.492,11.476,-8.792,-9.492,-6.656,11.476,11.476,1.0,21.968,1.7,1.0,3.836,21.968,21.968,73.44
'17/05/2021',-5.242,0.0,-5.067,-5.242,-4.533,0.0,0.0,-2.869,-9.492,11.476,-8.792,-9.492,-6.656,11.476,11.476,1.0,21.968,1.7,1.0,3.836,21.968,21.968,73.44
'18/05/2021',-5.242,0.0,-5.067,-5.242,-4.533,0.0,0.0,-2.869,-9.492,11.476,-8.792,-9.492,-6.656,11.476,11.476,1.0,21.968,1.7,1.0,3.836,21.968,21.968,73.44
'19/05/2021',-5.242,0.0,-5.067,-5.242,-4.533,0.0,0.0,-2.869,-9.492,11.476,-8.792,-9.492,-6.656,11.476,11.476,1.0,21.968,1.7,1.0,3.836,21.968,21.968,73.44
'20/05/2021',-5.242,-3.871,-5.067,-5.242,-4.533,0.0,0.0,-3.422,-7.28,-1.796,-6.58,-7.28,-4.444,13.688,13.688,1.0,6.484,1.7,1.0,3.836,21.968,21.968,57.956
'21/05/2021',-5.242,-3.871,-5.067,-5.242,-4.533,-3.871,-3.871,-4.528,-2.856,2.628,-2.156,-2.856,-0.02,2.628,2.628,1.0,6.484,1.7,1.0,3.836,6.484,6.484,26.988
'22/05/2021',-5.242,-3.871,-5.067,-5.242,-4.533,-3.871,-3.871,-4.528,-2.856,2.628,-2.156,-2.856,-0.02,2.628,2.628,1.0,6.484,1.7,1.0,3.836,6.484,6.484,26.988
'23/05/2021',-5.242,-3.871,-5.067,-5.242,-4.533,-3.871,-3.871,-4.528,-2.856,2.628,-2.156,-2.856,-0.02,2.628,2.628,1.0,6.484,1.7,1.0,3.836,6.484,6.484,26.988
'24/05/2021',-5.242,-3.871,-5.067,-5.242,-4.533,-3.871,-3.871,-4.528,-2.856,2.628,-2.156,-2.856,-0.02,2.628,2.628,1.0,6.484,1.7,1.0,3.836,6.484,6.484,26.988
'25/05/2021',-5.242,-3.871,-5.067,-5.242,-4.533,-3.871,-3.871,-4.528,-2.856,2.628,-2.156,-2.856,-0.02,2.628,2.628,1.0,6.484,1.7,1.0,3.836,6.484,6.484,26.988
'26/05/2021',-5.242,-3.871,-5.067,-5.242,-4.533,-3.871,-0.299,-4.018,-4.896,0.588,-4.196,-4.896,-2.06,0.588,14.876,1.0,6.484,1.7,1.0,3.836,6.484,20.772,41.276
'27/05/2021',-5.242,-3.871,-5.067,-5.242,-4.533,-3.871,-0.299,-4.018,-4.896,0.588,-4.196,-4.896,-2.06,0.588,14.876,1.0,6.484,1.7,1.0,3.836,6.484,20.772,41.276
'28/05/2021',-5.242,-3.871,-5.067,-5.242,-4.533,-3.871,-1.555,-4.197,-4.18,1.304,-3.48,-4.18,-1.344,1.304,10.568,1.0,6.484,1.7,1.0,3.836,6.484,15.748,36.252
'29/05/2021',-5.242,-3.871,-5.067,-5.242,-4.533,-3.871,-2.066,-4.27,-3.888,1.596,-3.188,-3.888,-1.052,1.596,8.816,1.0,6.484,1.7,1.0,3.836,6.484,13.704,34.208
