'Pair','TF','StartDate','EndDate','TotalTrades','TotalNetProfit','Max.DD','AnnualProfit','Winrate','Sharpe','Calmar','WinningStrike','LosingStrike','LargestWinning','LargestLosing','Num.ofWins','Num.ofLosses','MarketChange'
'AAVE-USDT','5m','2021-07-16','2021-08-05','22','22.28','-1.62',6971,'64','14.29','4297.03','4','3',379,-308,'14','8','24.57'
'AAVE-USDT','5m','2021-07-11','2021-07-31','20','18.19','-1.19',3911,'65','12.87','3295.35','3','2',375,-220,'13','7','8.51'
'AAVE-USDT','5m','2021-07-18','2021-08-07','19','20.34','-1.55',4913,'63','12.89','3168.85','3','2',387,-164,'12','7','46.52'
'AAVE-USDT','5m','2021-07-18','2021-08-07','19','20.34','-1.55',4913,'63','12.89','3168.85','3','2',387,-164,'12','7','46.52'
'AAVE-USDT','5m','2021-07-10','2021-07-30','19','17.25','-1.19',3385,'63','12.29','2852.35','3','2',375,-220,'12','7','3.48'
'AAVE-USDT','5m','2021-06-21','2021-07-11','25','23.13','-2.87',8070,'52','9.73','2813.59','4','4',415,-300,'13','12','7.69'
'AAVE-USDT','5m','2021-06-28','2021-07-18','22','19.8','-2.87',4401,'55','8.85','1534.28','3','4',380,-274,'12','10','25.24'
'AAVE-USDT','5m','2021-07-13','2021-08-02','21','13.52','-1.62',2017,'57','10.42','1243.18','4','3',370,-300,'12','9','6.82'
'AAVE-USDT','5m','2021-06-27','2021-07-17','23','17.16','-2.87',3218,'52','8.02','1121.91','3','4',376,-272,'12','11','35.09'
'AAVE-USDT','5m','2021-05-14','2021-06-03','16','13.62','-2.29',2069,'50','10.68','904.32','2','3',379,-230,'8','8','-24.2'
'AAVE-USDT','5m','2021-06-29','2021-07-19','21','16.01','-2.87',2404,'52','7.69','838.17','3','4',368,-265,'11','10','11.34'
'AAVE-USDT','5m','2021-06-30','2021-07-20','21','15.45','-2.87',2163,'52','8.15','754.02','3','4',356,-257,'11','10','0.15'
'AAVE-USDT','5m','2021-07-05','2021-07-25','21','15.86','-2.87',2144,'52','8.52','747.42','4','4',362,-218,'11','10','4.53'
'AAVE-USDT','5m','2021-07-29','2021-08-18','23','15.57','-4.14',1702,'61','7.42','411.2','4','3',371,-270,'14','9','27.95'
'AAVE-USDT','5m','2021-07-01','2021-07-21','22','10.52','-2.87',1041,'45','6.58','363.07','3','4',365,-249,'10','12','-11.04'
'AAVE-USDT','5m','2021-06-10','2021-06-30','26','12.42','-3.45',1153,'46','5.89','334.42','3','3',361,-290,'12','14','-29.64'
'AAVE-USDT','5m','2021-06-05','2021-06-25','26','12.79','-3.45',1127,'46','5.5','326.86','2','3',363,-302,'12','14','-43.52'
'AAVE-USDT','5m','2021-06-09','2021-06-29','25','11.56','-3.45',1103,'44','5.76','320.02','5','3',362,-264,'11','14','-31.1'
'AAVE-USDT','5m','2021-05-09','2021-05-29','12','7.48','-2.87',664,'42','7.71','231.32','2','3',356,-294,'5','7','-31.45'
'AAVE-USDT','5m','2021-05-10','2021-05-30','12','7.48','-2.87',664,'42','7.71','231.32','2','3',356,-294,'5','7','-35.28'
'AAVE-USDT','5m','2021-09-25','2021-10-15','17','9.43','-3.48',702,'53','6.04','201.81','3','3',354,-192,'9','8','8.23'
'AAVE-USDT','5m','2021-07-25','2021-08-14','24','8.62','-4.14',695,'54','6.06','168.01','3','3',347,-274,'13','11','48.53'
'AAVE-USDT','5m','2021-07-23','2021-08-12','24','8.07','-4.14',678,'54','5.7','163.72','3','3',358,-282,'13','11','44.42'
'AAVE-USDT','5m','2021-09-09','2021-09-29','23','8.11','-4.12',594,'43','5.63','144.27','6','4',352,-304,'10','13','-20.98'
'AAVE-USDT','5m','2021-09-08','2021-09-28','24','5.09','-4.12',317,'42','3.97','76.98','6','4',338,-297,'10','14','-21.55'
'AAVE-USDT','5m','2021-09-18','2021-10-08','18','4.08','-4.12',299,'39','4.28','72.72','3','4',333,-179,'7','11','-13.67'
'AAVE-USDT','5m','2021-07-24','2021-08-13','24','4.04','-4.14',289,'50','4.26','69.75','3','3',344,-272,'12','12','35.46'
'AAVE-USDT','5m','2021-09-16','2021-10-06','20','3.81','-4.12',282,'35','3.83','68.62','3','4',336,-223,'7','13','-25.6'
'AAVE-USDT','5m','2021-09-05','2021-09-25','23','5.38','-3.82',242,'43','3.07','63.45','6','4',343,-301,'10','13','-29.59'
'AAVE-USDT','5m','2021-05-23','2021-06-12','25','4.95','-7.2',452,'44','3.67','62.68','2','4',347,-286,'11','14','-13.77'
'AAVE-USDT','5m','2021-05-17','2021-06-06','19','4.29','-7.2',365,'42','3.8','50.64','2','4',357,-239,'8','11','-32.47'
'AAVE-USDT','5m','2021-05-20','2021-06-09','21','4.12','-7.2',341,'43','3.34','47.36','2','4',346,-232,'9','12','-21.11'
'AAVE-USDT','5m','2021-05-19','2021-06-08','21','4.12','-7.2',341,'43','3.34','47.36','2','4',346,-232,'9','12','-46.87'
'AAVE-USDT','5m','2021-05-28','2021-06-17','27','5.91','-7.2',339,'44','2.97','47.04','2','4',341,-278,'12','15','-21.21'
'AAVE-USDT','5m','2021-05-24','2021-06-13','26','3.52','-7.2',334,'42','3.14','46.32','2','4',350,-286,'11','15','-5.86'
'AAVE-USDT','5m','2021-06-02','2021-06-22','28','5.4','-6.59',273,'43','2.58','41.5','2','4',340,-270,'12','16','-43.14'
'AAVE-USDT','5m','2021-07-26','2021-08-15','23','1.86','-4.14',149,'48','2.51','36.07','3','3',334,-263,'11','12','44.14'
