'Pair','TF','StartDate','EndDate','TotalTrades','TotalNetProfit','Max.DD','AnnualProfit','Winrate','Sharpe','Calmar','WinningStrike','LosingStrike','LargestWinning','LargestLosing','Num.ofWins','Num.ofLosses','MarketChange'
'AAVE-USDT','5m','2021-09-18','2021-10-08','4','9.99','0.0',469,'100','10.29','inf','4','0',317,0,'4','0','-13.67'
'AAVE-USDT','5m','2021-05-07','2021-05-27','8','8.81','-0.32',551,'75','8.68','1735.41','5','2',313,-321,'6','2','-8.47'
'AAVE-USDT','5m','2021-09-12','2021-10-02','7','16.79','-1.2',1598,'100','8.62','1331.73','7','0',328,0,'7','0','-7.91'
'AAVE-USDT','5m','2021-09-12','2021-10-02','7','16.79','-1.2',1598,'100','8.62','1331.73','7','0',328,0,'7','0','-7.91'
'AAVE-USDT','5m','2021-05-05','2021-05-25','7','6.53','-0.32',346,'71','7.34','1088.67','4','2',313,-321,'5','2','-13.39'
'AAVE-USDT','5m','2021-09-20','2021-10-10','5','9.31','-0.62',407,'80','8.76','653.44','4','1',317,-69,'4','1','-9.68'
'AAVE-USDT','5m','2021-09-15','2021-10-05','5','10.63','-1.2',532,'100','9.64','443.05','5','0',319,0,'5','0','-21.72'
'AAVE-USDT','5m','2021-09-21','2021-10-11','4','6.16','-0.62',197,'75','7.48','316.92','3','1',308,-67,'3','1','-1.14'
'AAVE-USDT','5m','2021-09-11','2021-10-01','7','12.13','-2.39',707,'86','6.31','295.71','6','1',323,-156,'6','1','-11.7'
'AAVE-USDT','5m','2021-09-09','2021-09-29','7','12.13','-2.39',707,'86','6.31','295.71','6','1',323,-156,'6','1','-20.98'
'AAVE-USDT','5m','2021-05-08','2021-05-28','8','4.96','-1.5',393,'62','6.92','262.72','4','2',313,-321,'5','3','-16.5'
'AAVE-USDT','5m','2021-05-09','2021-05-29','8','4.96','-1.5',393,'62','6.92','262.72','4','2',313,-321,'5','3','-31.45'
'AAVE-USDT','5m','2021-07-08','2021-07-28','13','9.86','-2.6',485,'69','5.65','186.55','4','2',312,-283,'9','4','-4.31'
'AAVE-USDT','5m','2021-07-09','2021-07-29','13','9.86','-2.6',485,'69','5.65','186.55','4','2',312,-283,'9','4','2.11'
'AAVE-USDT','5m','2021-07-07','2021-07-27','13','9.86','-2.6',485,'69','5.65','186.55','4','2',312,-283,'9','4','-4.21'
'AAVE-USDT','5m','2021-07-14','2021-08-03','7','9.5','-2.6',424,'71','5.78','162.98','3','2',310,-189,'5','2','18.12'
'AAVE-USDT','5m','2021-07-15','2021-08-04','7','9.5','-2.6',424,'71','5.78','162.98','3','2',310,-189,'5','2','10.42'
'AAVE-USDT','5m','2021-07-16','2021-08-05','7','9.5','-2.6',424,'71','5.78','162.98','3','2',310,-189,'5','2','24.57'
'AAVE-USDT','5m','2021-07-17','2021-08-06','7','9.5','-2.6',424,'71','5.78','162.98','3','2',310,-189,'5','2','46.91'
'AAVE-USDT','5m','2021-07-12','2021-08-01','10','9.27','-2.6',405,'60','5.44','155.52','4','2',309,-189,'6','4','8.79'
'AAVE-USDT','5m','2021-09-02','2021-09-22','5','8.08','-2.39',313,'80','4.4','130.73','4','1',311,-156,'4','1','-34.39'
'AAVE-USDT','5m','2021-08-27','2021-09-16','5','6.86','-2.39',235,'80','4.01','98.41','3','1',302,-157,'4','1','18.72'
'AAVE-USDT','5m','2021-07-19','2021-08-08','7','6.73','-2.6',228,'71','4.45','87.76','3','2',301,-184,'5','2','52.13'
'AAVE-USDT','5m','2021-05-29','2021-06-18','10','2.97','-4.01',194,'60','4.33','48.33','3','2',305,-425,'6','4','-8.08'
'AAVE-USDT','5m','2021-05-27','2021-06-16','10','2.97','-4.01',194,'60','4.33','48.33','3','2',305,-425,'6','4','-24.81'
'AAVE-USDT','5m','2021-07-21','2021-08-10','9','3.92','-2.6',102,'67','2.52','39.11','4','2',297,-375,'6','3','68.05'
'AAVE-USDT','5m','2021-08-16','2021-09-05','6','2.89','-1.76',68,'83','3.8','38.73','3','1',185,-180,'5','1','-3.29'
'AAVE-USDT','5m','2021-08-07','2021-08-27','11','2.49','-2.24',57,'82','2.58','25.22','6','1',185,-357,'9','2','-5.05'
'AAVE-USDT','5m','2021-08-03','2021-08-23','9','2.44','-2.24',55,'89','3.14','24.59','6','1',133,-357,'8','1','25.28'
'AAVE-USDT','5m','2021-08-05','2021-08-25','11','2.34','-2.24',53,'82','2.43','23.43','6','1',171,-357,'9','2','11.31'
'AAVE-USDT','5m','2021-05-24','2021-06-13','10','-1.52','-4.01',91,'50','2.66','22.64','3','2',294,-428,'5','5','-5.86'
'AAVE-USDT','5m','2021-08-08','2021-08-28','10','2.11','-2.24',46,'80','2.21','20.74','6','1',185,-356,'8','2','-2.9'
'AAVE-USDT','5m','2021-05-31','2021-06-20','7','-0.05','-4.01',71,'57','2.31','17.6','2','2',296,-413,'4','3','-21.05'
'AAVE-USDT','5m','2021-08-21','2021-09-10','3','0.56','-1.76',11,'67','0.97','6.14','2','1',181,-176,'2','1','-19.21'
'AAVE-USDT','5m','2021-08-18','2021-09-07','3','0.56','-1.76',11,'67','0.97','6.14','2','1',181,-176,'2','1','7.21'
'AAVE-USDT','5m','2021-08-22','2021-09-11','3','0.56','-1.76',11,'67','0.97','6.14','2','1',181,-176,'2','1','-22.05'
'AAVE-USDT','5m','2021-08-04','2021-08-24','10','0.63','-2.24',12,'80','0.77','5.43','6','1',133,-357,'8','2','32.34'
'AAVE-USDT','5m','2021-06-14','2021-07-04','15','-1.1','-9.24',-2,'67','0.05','-0.27','6','2',289,-379,'10','5','-18.26'
'AAVE-USDT','5m','2021-07-02','2021-07-22','15','-2.69','-11.38',-11,'60','-0.17','-0.94','4','4',286,-402,'9','6','12.2'
'AAVE-USDT','5m','2021-07-06','2021-07-26','14','-3.65','-8.82',-29,'50','-0.85','-3.34','4','3',290,-407,'7','7','-6.43'
'AAVE-USDT','5m','2021-06-02','2021-06-22','9','-2.73','-4.01',-16,'56','-0.57','-3.95','2','2',294,-408,'5','4','-43.14'
'AAVE-USDT','5m','2021-06-02','2021-06-22','9','-2.73','-4.01',-16,'56','-0.57','-3.95','2','2',294,-408,'5','4','-43.14'
'AAVE-USDT','5m','2021-07-01','2021-07-21','14','-5.55','-11.38',-48,'57','-1.88','-4.18','3','4',275,-402,'8','6','-11.04'
'AAVE-USDT','5m','2021-06-16','2021-07-06','16','-4.25','-9.24',-42,'62','-1.58','-4.54','6','2',289,-379,'10','6','-0.69'
'AAVE-USDT','5m','2021-06-21','2021-07-11','20','-12.35','-11.38',-83,'55','-4.42','-7.3','6','4',297,-405,'11','9','7.69'
'AAVE-USDT','5m','2021-06-08','2021-06-28','15','-10.13','-9.25',-77,'47','-4.83','-8.34','2','2',289,-401,'7','8','-39.73'
'AAVE-USDT','5m','2021-06-18','2021-07-08','19','-12.19','-9.46',-84,'53','-4.58','-8.85','6','4',289,-395,'10','9','7.48'
'AAVE-USDT','5m','2021-06-04','2021-06-24','13','-6.64','-6.11',-57,'54','-2.9','-9.38','2','2',294,-408,'7','6','-47.81'
'AAVE-USDT','5m','2021-08-23','2021-09-12','4','-1.01','-1.76',-17,'50','-1.35','-9.6','2','1',181,-176,'2','2','-18.23'
'AAVE-USDT','5m','2021-06-06','2021-06-26','12','-9.01','-6.93',-73,'50','-4.78','-10.54','2','2',289,-401,'6','6','-47.69'
