Pair	 TF	 Dna	 Start Date	 End Date	 Total Trades	 Longs %	 Short %	 Total Net Profit	 Max.DD	 Annual Profit	 Winrate	 Serenity	 Sharpe	 Calmar	 Winning Strike	 Losing Strike	 Largest Winning	 Largest Losing	 Num. of Wins	 Num. of Losses	 Paid Fees	 Market Change
AAVE-USDT	5m	'/HamB'	2021-10-01	2021-10-15	5	60	40	5.62	-0.06	315.57	100	8971.23	9.79	5325.92	5	0	232	0	5	0	41.26	9.96
AAVE-USDT	5m	'EMEbv'	2021-10-01	2021-10-15	14	57	43	17.57	-1.32	7376.14	71	71.56	13.31	5586.43	3	1	470	-213	10	4	122.02	9.96
AAVE-USDT	5m	'g`,0;'	2021-10-01	2021-10-15	10	50	50	16.82	-1.57	5680.28	60	44.32	10.46	3623.4	2	1	472	-141	6	4	84.85	9.96
AAVE-USDT	5m	'ZkA@H'	2021-10-01	2021-10-15	10	50	50	16.54	-3.38	5310.92	70	21.63	9.32	1571.52	2	1	450	-221	7	3	85.3	9.96
AAVE-USDT	5m	'ElemO'	2021-10-01	2021-10-15	12	58	42	14.09	-3.57	3009.67	83	13.02	9.24	842.68	8	1	307	-277	10	2	104.23	9.96
AAVE-USDT	5m	'qka@Y'	2021-10-01	2021-10-15	9	67	33	15.46	-3.55	4140.87	78	12.9	8.46	1166.72	4	1	446	-235	7	2	76.93	9.96
AAVE-USDT	5m	'`kO@H'	2021-10-01	2021-10-15	9	44	56	16.77	-3.51	5600.29	78	11.23	8.73	1593.9	4	1	451	-275	7	2	77.78	9.96
AAVE-USDT	5m	'`Maf\\'	2021-10-01	2021-10-15	2	100	0	2.87	-0.53	109.02	50	9.22	4.55	206.53	1	1	341	-55	1	1	16.37	9.96
AAVE-USDT	5m	'[Ig(b'	2021-10-01	2021-10-15	2	100	0	6.94	0.0	475.62	100	nan	7.1	inf	2	0	581	0	2	0	16.73	9.96
AAVE-USDT	5m	't?^bi'	2021-10-01	2021-10-15	1	100	0	0.79	0.0	22.93	100	nan	4.93	inf	1	0	79	0	1	0	8.02	9.96
AAVE-USDT	5m	'l;Nf]'	2021-10-01	2021-10-15	4	75	25	3.29	-0.41	132.5	75	46.01	5.25	322.9	2	1	341	-197	3	1	32.88	9.96
AAVE-USDT	5m	'S>YGW'	2021-10-01	2021-10-15	3	100	0	6.5	0.0	416.3	100	nan	8.39	inf	3	0	351	0	3	0	24.99	9.96
AAVE-USDT	5m	'oIa(v'	2021-10-01	2021-10-15	2	100	0	6.43	0.0	407.47	100	nan	7.03	inf	2	0	581	0	2	0	16.71	9.96
AAVE-USDT	5m	'[mTND'	2021-10-01	2021-10-15	9	44	56	18.51	-2.47	8272.92	78	15.37	10.4	3355.8	4	1	446	-282	7	2	79.23	9.96
