'Pair','TF','StartDate','EndDate','TotalTrades','TotalNetProfit','Max.DD','AnnualProfit','Winrate','Sharpe','Calmar','WinningStrike','LosingStrike','LargestWinning','LargestLosing','Num.ofWins','Num.ofLosses','MarketChange'
'AAVE-USDT','5m','2021-03-16','2021-04-05','1','5.47','0.0',164,'100','4.17','inf','1','0',547,0,'1','0','10.03'
'AAVE-USDT','5m','2021-09-07','2021-09-27','8','19.57','-2.91',2508,'62','5.85','861.47','3','2',615,-422,'5','3','-28.41'
'AAVE-USDT','5m','2021-07-17','2021-08-06','8','17.38','-2.38',1763,'62','6.9','739.64','4','2',623,-287,'5','3','46.91'
'AAVE-USDT','5m','2021-07-16','2021-08-05','8','17.38','-2.38',1763,'62','6.9','739.64','4','2',623,-287,'5','3','24.57'
'AAVE-USDT','5m','2021-07-10','2021-07-30','10','17.73','-3.09',1865,'50','6.48','603.09','4','2',625,-288,'5','5','3.48'
'AAVE-USDT','5m','2021-05-12','2021-06-01','15','16.78','-5.17',2087,'53','5.56','404.06','3','3',606,-422,'8','7','-16.4'
'AAVE-USDT','5m','2021-09-08','2021-09-28','7','14.12','-2.91',1013,'57','4.66','348.01','2','2',583,-400,'4','3','-21.55'
'AAVE-USDT','5m','2021-05-10','2021-05-30','13','14.91','-5.17',1537,'46','5.05','297.52','2','3',606,-422,'6','7','-35.28'
'AAVE-USDT','5m','2021-05-15','2021-06-04','13','14.28','-4.41',1286,'54','5.26','291.36','3','3',590,-412,'7','6','-33.09'
'AAVE-USDT','5m','2021-08-31','2021-09-20','6','12.91','-2.91',817,'67','4.31','280.45','3','2',607,-422,'4','2','-4.7'
'AAVE-USDT','5m','2021-09-20','2021-10-10','4','8.12','-1.16',316,'75','6.68','271.74','3','1',554,-116,'3','1','-9.68'
'AAVE-USDT','5m','2021-09-22','2021-10-12','4','8.12','-1.16',316,'75','6.68','271.74','3','1',554,-116,'3','1','7.32'
