'Pair','TF','StartDate','EndDate','TotalTrades','TotalNetProfit','Max.DD','AnnualProfit','Winrate','Sharpe','Calmar','WinningStrike','LosingStrike','LargestWinning','LargestLosing','Num.ofWins','Num.ofLosses','MarketChange'
'AAVE-USDT','5m','2021-09-21','2021-10-11','4','8.12','-1.16',316,'75','6.68','271.74','3','1',554,-116,'3','1','-1.14'
'AAVE-USDT','5m','2021-06-13','2021-07-03','15','14.01','-4.3',1003,'67','4.49','233.4','5','2',615,-480,'10','5','-16.26'
'AAVE-USDT','5m','2021-05-28','2021-06-17','11','12.32','-3.82',807,'73','6.61','211.04','4','1',584,-320,'8','3','-21.21'
'AAVE-USDT','5m','2021-05-20','2021-06-09','11','12.07','-4.41',903,'64','5.11','204.47','4','3',576,-346,'7','4','-21.11'
'AAVE-USDT','5m','2021-05-09','2021-05-29','11','12.45','-5.17',979,'45','4.36','189.5','2','3',606,-422,'5','6','-31.45'
'AAVE-USDT','5m','2021-05-25','2021-06-14','13','11.54','-4.41',699,'62','5.02','158.27','4','2',582,-319,'8','5','-17.72'
'AAVE-USDT','5m','2021-06-05','2021-06-25','12','9.01','-3.82',412,'58','3.91','107.9','3','2',560,-410,'7','5','-43.52'
'AAVE-USDT','5m','2021-05-21','2021-06-10','13','8.54','-4.41',463,'62','3.69','104.89','4','3',576,-346,'8','5','-27.42'
'AAVE-USDT','5m','2021-07-09','2021-07-29','13','12.4','-9.49',745,'46','4.03','78.53','5','5',596,-275,'6','7','2.11'
'AAVE-USDT','5m','2021-06-01','2021-06-21','10','5.79','-3.82',198,'70','3.18','51.67','4','1',562,-418,'7','3','-28.3'
'AAVE-USDT','5m','2021-04-24','2021-05-14','7','7.27','-7.01',270,'57','3.06','38.45','2','2',576,-478,'4','3','48.14'
'AAVE-USDT','5m','2021-03-11','2021-03-31','3','4.59','-3.79',141,'67','2.96','37.16','1','1',544,-281,'2','1','-7.23'
'AAVE-USDT','5m','2021-03-13','2021-04-02','3','4.59','-3.79',141,'67','2.96','37.16','1','1',544,-281,'2','1','2.39'
'AAVE-USDT','5m','2021-04-14','2021-05-04','9','6.74','-7.54',253,'44','2.86','33.61','2','4',561,-379,'4','5','29.36'
'AAVE-USDT','5m','2021-04-13','2021-05-03','9','6.74','-7.54',253,'44','2.86','33.61','2','4',561,-379,'4','5','20.74'
'AAVE-USDT','5m','2021-06-15','2021-07-05','14','5.35','-5.94',161,'57','2.04','27.09','4','2',580,-453,'8','6','-13.28'
'AAVE-USDT','5m','2021-02-02','2021-02-22','9','3.59','-5.2',90,'44','1.53','17.33','2','2',576,-490,'4','5','48.37'
'AAVE-USDT','5m','2021-04-25','2021-05-15','8','3.89','-7.01',121,'50','1.87','17.26','2','2',576,-478,'4','4','87.13'
'AAVE-USDT','5m','2021-01-27','2021-02-16','7','1.89','-5.2',41,'43','0.92','7.82','2','2',576,-490,'3','4','62.67'
'AAVE-USDT','5m','2021-04-10','2021-04-30','9','0.77','-7.54',24,'33','0.65','3.13','2','4',539,-394,'3','6','21.98'
'AAVE-USDT','5m','2021-04-11','2021-05-01','9','0.14','-7.54',10,'33','0.42','1.36','2','4',539,-394,'3','6','20.37'
'AAVE-USDT','5m','2021-04-21','2021-05-11','8','-0.98','-6.45',-7,'38','0.05','-1.15','2','3',539,-364,'3','5','20.06'
'AAVE-USDT','5m','2021-04-07','2021-04-27','7','-1.62','-7.54',-20,'29','-0.29','-2.65','1','4',524,-394,'2','5','5.13'
'AAVE-USDT','5m','2021-07-26','2021-08-15','6','-2.04','-7.11',-31,'33','-1.05','-4.4','1','3',546,-398,'2','4','44.14'
'AAVE-USDT','5m','2021-06-29','2021-07-19','13','-9.37','-16.94',-83,'31','-3.49','-4.92','2','7',547,-427,'4','9','11.34'
'AAVE-USDT','5m','2021-02-04','2021-02-24','8','-1.78','-4.86',-28,'38','-0.71','-5.75','1','2',546,-465,'3','5','-5.84'
'AAVE-USDT','5m','2021-02-22','2021-03-14','11','-9.49','-11.41',-80,'27','-3.83','-7.04','1','3',508,-348,'3','8','-5.36'
'AAVE-USDT','5m','2021-02-21','2021-03-13','10','-12.37','-11.41',-89,'20','-5.81','-7.8','1','3',508,-348,'2','8','-14.93'
'AAVE-USDT','5m','2021-01-21','2021-02-10','6','-11.84','-11.32',-89,'17','-4.65','-7.85','1','3',503,-428,'1','5','146.51'
'AAVE-USDT','5m','2021-07-23','2021-08-12','8','-5.06','-7.11',-61,'25','-2.62','-8.61','1','3',529,-385,'2','6','44.42'
'AAVE-USDT','5m','2021-04-05','2021-04-25','6','-6.73','-7.54',-70,'17','-3.03','-9.24','1','4',524,-394,'1','5','-21.81'
'AAVE-USDT','5m','2021-02-13','2021-03-05','9','-5.82','-6.35',-61,'22','-2.84','-9.57','1','4',539,-374,'2','7','-29.72'
'AAVE-USDT','5m','2021-08-15','2021-09-04','3','-7.17','-7.17',-74,'0','-6.67','-10.36','0','3',0,-413,'0','3','-4.69'
'AAVE-USDT','5m','2021-08-12','2021-09-01','3','-7.17','-7.17',-74,'0','-6.67','-10.36','0','3',0,-413,'0','3','-2.55'
'AAVE-USDT','5m','2021-07-27','2021-08-16','5','-7.11','-7.11',-74,'20','-7.18','-10.4','1','3',28,-377,'1','4','35.61'
'AAVE-USDT','5m','2021-07-29','2021-08-18','5','-6.36','-6.36',-70,'20','-6.96','-10.98','1','2',28,-386,'1','4','27.95'
'AAVE-USDT','5m','2021-08-01','2021-08-21','5','-6.36','-6.36',-70,'20','-6.96','-10.98','1','2',28,-386,'1','4','23.91'
'AAVE-USDT','5m','2021-08-18','2021-09-07','2','-5.66','-5.66',-66,'0','-5.44','-11.56','0','2',0,-419,'0','2','7.21'
