'Pair','TF','StartDate','EndDate','TotalTrades','TotalNetProfit','Max.DD','AnnualProfit','Winrate','Sharpe','Calmar','WinningStrike','LosingStrike','LargestWinning','LargestLosing','Num.ofWins','Num.ofLosses','MarketChange'
'AAVE-USDT','5m','2021-06-15','2021-07-05','28','23.45','-3.52',7386,'61','10.68','2096.49','5','3',436,-326,'17','11','-13.28'
'AAVE-USDT','5m','2021-05-12','2021-06-01','30','19.34','-3.76',7651,'60','9.71','2033.4','5','3',454,-485,'18','12','-16.4'
'AAVE-USDT','5m','2021-06-17','2021-07-07','34','17.17','-3.79',3842,'56','8.17','1012.3','5','3',436,-326,'19','15','9.1'
'AAVE-USDT','5m','2021-06-16','2021-07-06','31','17.83','-3.79',3596,'55','8.01','947.71','5','3',436,-326,'17','14','-0.69'
'AAVE-USDT','5m','2021-06-10','2021-06-30','30','16.86','-3.52',2552,'60','7.93','724.61','4','3',406,-332,'18','12','-29.64'
'AAVE-USDT','5m','2021-06-12','2021-07-02','30','14.49','-3.52',1865,'57','7.01','529.38','4','3',411,-328,'17','13','-18.97'
'AAVE-USDT','5m','2021-07-12','2021-08-01','24','15.41','-2.7',1323,'67','7.59','489.91','6','2',380,-245,'16','8','8.79'
'AAVE-USDT','5m','2021-05-22','2021-06-11','27','13.12','-4.65',2091,'56','7.17','449.57','5','3',413,-425,'15','12','-17.05'
'AAVE-USDT','5m','2021-06-02','2021-06-22','28','17.73','-5.56',2319,'57','6.6','416.88','5','3',420,-349,'16','12','-43.14'
'AAVE-USDT','5m','2021-07-13','2021-08-02','24','14.2','-2.7',1075,'67','6.92','397.98','6','2',381,-245,'16','8','6.82'
'AAVE-USDT','5m','2021-05-18','2021-06-07','23','10.06','-3.76',1220,'52','6.56','324.21','5','3',400,-428,'12','11','-36.58'
'AAVE-USDT','5m','2021-05-24','2021-06-13','27','14.92','-4.65',1438,'56','6.69','309.02','5','3',409,-421,'15','12','-5.86'
'AAVE-USDT','5m','2021-05-26','2021-06-15','31','14.33','-4.65',1296,'58','6.36','278.58','5','3',400,-411,'18','13','-14.45'
'AAVE-USDT','5m','2021-05-08','2021-05-28','25','9.71','-6.69',1605,'52','5.76','239.89','4','4',397,-438,'13','12','-16.5'
'AAVE-USDT','5m','2021-06-05','2021-06-25','32','12.17','-5.47',1018,'59','5.15','186.25','5','3',411,-341,'19','13','-43.52'
'AAVE-USDT','5m','2021-07-18','2021-08-07','23','10.97','-4.47',596,'65','5.14','133.23','6','2',385,-265,'15','8','46.52'
'AAVE-USDT','5m','2021-09-05','2021-09-25','20','10.42','-4.33',562,'60','4.48','129.85','4','2',380,-349,'12','8','-29.59'
'AAVE-USDT','5m','2021-09-04','2021-09-24','18','9.97','-4.33',514,'61','4.31','118.87','4','2',380,-349,'11','7','-21.78'
'AAVE-USDT','5m','2021-06-09','2021-06-29','33','8.03','-4.89',572,'52','4.4','117.07','4','3',383,-319,'17','16','-31.1'
'AAVE-USDT','5m','2021-08-04','2021-08-24','18','8.96','-3.67',399,'50','4.89','108.91','2','2',371,-256,'9','9','32.34'
'AAVE-USDT','5m','2021-09-06','2021-09-26','19','9.3','-4.33',450,'58','4.04','103.92','4','2',378,-347,'11','8','-34.25'
'AAVE-USDT','5m','2021-09-06','2021-09-26','19','9.3','-4.33',450,'58','4.04','103.92','4','2',378,-347,'11','8','-34.25'
