'Pair','TF','StartDate','EndDate','TotalTrades','TotalNetProfit','Max.DD','AnnualProfit','Winrate','Sharpe','Calmar','WinningStrike','LosingStrike','LargestWinning','LargestLosing','Num.ofWins','Num.ofLosses','MarketChange'
'AAVE-USDT','5m','2021-07-12','2021-08-01','15','11.2','-0.87',764,'53','8.29','878.47','3','2',299,-159,'8','7','8.79'
'AAVE-USDT','5m','2021-07-17','2021-08-06','13','12.63','-1.05',895,'62','8.26','852.68','4','2',309,-230,'8','5','46.91'
'AAVE-USDT','5m','2021-04-02','2021-04-22','7','11.11','-0.73',584,'86','10.5','796.31','5','1',296,-4,'6','1','-8.6'
'AAVE-USDT','5m','2021-03-31','2021-04-20','5','9.78','-0.73',449,'100','9.41','612.12','5','0',296,0,'5','0','-9.09'
'AAVE-USDT','5m','2021-09-08','2021-09-28','8','9.91','-1.19',461,'88','6.21','385.86','7','1',291,-83,'7','1','-21.55'
'AAVE-USDT','5m','2021-06-14','2021-07-04','13','10.89','-1.94',745,'77','8.86','383.76','5','1',302,-272,'10','3','-18.26'
'AAVE-USDT','5m','2021-03-30','2021-04-19','4','6.83','-0.73',234,'100','8.14','318.48','4','0',287,0,'4','0','5.42'
'AAVE-USDT','5m','2021-03-29','2021-04-18','4','6.83','-0.73',234,'100','8.14','318.48','4','0',287,0,'4','0','22.57'
'AAVE-USDT','5m','2021-05-12','2021-06-01','15','6.85','-3.09',838,'60','6.85','270.97','3','3',301,-438,'9','6','-16.4'
'AAVE-USDT','5m','2021-06-10','2021-06-30','15','8.53','-1.94',477,'67','6.69','245.83','3','2',292,-279,'10','5','-29.64'
'AAVE-USDT','5m','2021-07-21','2021-08-10','15','7.25','-1.86',410,'60','6.1','220.24','2','2',301,-312,'9','6','68.05'
'AAVE-USDT','5m','2021-01-30','2021-02-19','10','7.49','-2.07',390,'70','5.56','188.4','4','2',303,-378,'7','3','53.06'
'AAVE-USDT','5m','2021-01-28','2021-02-17','9','7.35','-2.07',378,'67','5.47','182.73','4','2',303,-378,'6','3','51.28'
'AAVE-USDT','5m','2021-03-19','2021-04-08','6','5.96','-1.5',229,'83','6.26','153.12','3','1',287,-235,'5','1','-3.83'
'AAVE-USDT','5m','2021-06-12','2021-07-02','14','7.15','-2.51',355,'64','5.54','141.72','3','2',292,-272,'9','5','-18.97'
'AAVE-USDT','5m','2021-08-01','2021-08-21','14','6.27','-1.86',244,'79','6.09','131.03','5','1',288,-287,'11','3','23.91'
'AAVE-USDT','5m','2021-08-02','2021-08-22','14','6.27','-1.86',244,'79','6.09','131.03','5','1',288,-287,'11','3','26.51'
'AAVE-USDT','5m','2021-08-04','2021-08-24','14','6.27','-1.86',244,'79','6.09','131.03','5','1',288,-287,'11','3','32.34'
'AAVE-USDT','5m','2021-03-21','2021-04-10','5','4.72','-1.5',165,'80','5.24','110.39','2','1',284,-232,'4','1','-2.82'
'AAVE-USDT','5m','2021-03-22','2021-04-11','5','4.72','-1.5',165,'80','5.24','110.39','2','1',284,-232,'4','1','-0.29'
'AAVE-USDT','5m','2021-05-09','2021-05-29','11','2.37','-3.02',332,'55','4.23','110.12','3','2',292,-302,'6','5','-31.45'
'AAVE-USDT','5m','2021-09-19','2021-10-09','9','7.69','-2.66',287,'89','6.61','107.76','4','1',284,-278,'8','1','-13.38'
'AAVE-USDT','5m','2021-06-02','2021-06-22','12','5.42','-1.89',194,'58','5.15','102.97','2','2',286,-262,'7','5','-43.14'
'AAVE-USDT','5m','2021-06-20','2021-07-10','23','8.91','-5.27',519,'70','5.55','98.44','6','3',316,-421,'16','7','18.96'
'AAVE-USDT','5m','2021-09-10','2021-09-30','9','6.98','-2.66',243,'78','4.06','91.28','7','1',291,-292,'7','2','-19.85'
'AAVE-USDT','5m','2021-03-23','2021-04-12','4','4.04','-1.5',136,'75','4.73','90.59','2','1',282,-230,'3','1','10.83'
'AAVE-USDT','5m','2021-05-28','2021-06-17','14','4.62','-1.89',159,'57','5.04','84.02','3','2',284,-392,'8','6','-21.21'
'AAVE-USDT','5m','2021-07-28','2021-08-17','14','3.36','-1.86',108,'71','3.81','57.91','3','1',276,-287,'10','4','37.88'
'AAVE-USDT','5m','2021-05-21','2021-06-10','13','1.29','-3.09',163,'54','4.68','52.59','3','3',277,-403,'7','6','-27.42'
'AAVE-USDT','5m','2021-06-29','2021-07-19','21','7.44','-5.27',275,'62','4.49','52.21','6','3',305,-407,'13','8','11.34'
'AAVE-USDT','5m','2021-03-08','2021-03-28','8','4.24','-2.85',145,'75','3.69','51.0','4','1',287,-296,'6','2','-15.16'
'AAVE-USDT','5m','2021-04-11','2021-05-01','12','4.83','-3.25',141,'67','3.11','43.35','3','1',293,-356,'8','4','20.37'
'AAVE-USDT','5m','2021-05-15','2021-06-04','11','0.25','-3.09',124,'55','3.9','40.06','3','3',279,-406,'6','5','-33.09'
'AAVE-USDT','5m','2021-07-01','2021-07-21','20','6.05','-5.27',196,'60','3.72','37.21','4','3',293,-391,'12','8','-11.04'
'AAVE-USDT','5m','2021-03-11','2021-03-31','7','2.97','-2.85',96,'71','2.94','33.77','4','1',284,-292,'5','2','-7.23'
'AAVE-USDT','5m','2021-09-25','2021-10-15','6','3.07','-2.66',74,'83','3.16','27.64','4','1',271,-266,'5','1','8.23'
'AAVE-USDT','5m','2021-05-24','2021-06-13','13','0.79','-3.09',82,'54','2.87','26.34','3','2',285,-394,'7','6','-5.86'
'AAVE-USDT','5m','2021-05-02','2021-05-22','11','-0.12','-8.03',67,'55','1.43','8.33','3','3',277,-391,'6','5','-26.7'
'AAVE-USDT','5m','2021-04-27','2021-05-17','12','-4.07','-11.55',-29,'42','-0.6','-2.54','3','4',276,-387,'5','7','30.27'
