['Pair', 'TF', 'Dna', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Serenity', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['ETH-USD', '5m', ':2b25Z', '2021-04-01', '2021-10-01', '331', '72.3', '-12.0', 196, '38', '3.46', '3.14', '15.99', '6', '10', 486, -543, '126', '205', '54.76']
['ETH-USD', '5m', ':2R?5Z', '2021-04-01', '2021-10-01', '330', '45.15', '-16.0', 110, '37', '1.03', '2.15', '6.84', '6', '10', 518, -418, '122', '208', '54.76']
['ETH-USD', '5m', ':2b94Z', '2021-04-01', '2021-10-01', '348', '44.02', '-18.0', 107, '36', '1.04', '1.99', '5.84', '6', '10', 571, -462, '125', '223', '54.76']
['ETH-USD', '5m', ':2Q?5Z', '2021-04-01', '2021-10-01', '330', '38.62', '-17.0', 92, '37', '0.81', '1.92', '5.55', '6', '10', 490, -397, '121', '209', '54.76']
['ETH-USD', '5m', ':2KI5Z', '2021-04-01', '2021-10-01', '330', '32.67', '-17.0', 76, '37', '0.76', '1.64', '4.59', '6', '10', 524, -356, '121', '209', '54.76']
['ETH-USD', '5m', ':2P:5Z', '2021-04-01', '2021-10-01', '331', '60.31', '-11.0', 156, '37', '2.87', '2.79', '14.05', '6', '10', 457, -448, '124', '207', '54.76']
['ETH-USD', '5m', ':2MH5Z', '2021-04-01', '2021-10-01', '330', '27.39', '-16.0', 62, '37', '0.67', '1.43', '3.85', '6', '10', 510, -345, '121', '209', '54.76']
['ETH-USD', '5m', ':2H?5Z', '2021-04-01', '2021-10-01', '331', '59.27', '-13.0', 153, '37', '2.3', '2.78', '12.07', '6', '10', 444, -416, '123', '208', '54.76']
['ETH-USD', '5m', 'CAcC+J', '2021-04-01', '2021-10-01', '237', '61.5', '-17.0', 160, '43', '1.88', '2.15', '9.65', '8', '8', 904, -562, '101', '136', '54.76']
['ETH-USD', '5m', 'cEQi=?', '2021-04-01', '2021-10-01', '180', '27.69', '-18.0', 63, '38', '0.71', '1.26', '3.41', '4', '10', 956, -838, '68', '112', '54.76']
['ETH-USD', '5m', '9,D=3j', '2021-04-01', '2021-10-01', '207', '19.24', '-11.0', 42, '37', '0.76', '1.37', '3.93', '4', '6', 304, -523, '77', '130', '54.76']
['ETH-USD', '5m', 'C3<H5m', '2021-04-01', '2021-10-01', '105', '13.07', '-12.0', 28, '43', '0.35', '1.22', '2.3', '5', '5', 286, -344, '45', '60', '54.76']
['ETH-USD', '5m', 'C3<H-i', '2021-04-01', '2021-10-01', '236', '39.01', '-16.0', 93, '43', '1.53', '2.12', '5.99', '5', '7', 367, -361, '101', '135', '54.76']
['ETH-USD', '5m', '0\\f`M6', '2021-04-01', '2021-10-01', '311', '16.33', '-26.0', 35, '31', '0.24', '0.85', '1.34', '6', '17', 1122, -418, '96', '215', '54.76']
['ETH-USD', '5m', 'C3<l5[', '2021-04-01', '2021-10-01', '254', '50.42', '-15.0', 126, '43', '3.09', '2.29', '8.14', '5', '6', 737, -375, '108', '146', '54.76']
['ETH-USD', '5m', 'C3<l(o', '2021-04-01', '2021-10-01', '262', '22.13', '-18.0', 49, '39', '0.78', '1.17', '2.71', '4', '7', 583, -347, '102', '160', '54.76']
['ETH-USD', '5m', ':2D?5Y', '2021-04-01', '2021-10-01', '339', '60.0', '-11.0', 155, '38', '3.04', '2.85', '14.41', '6', '10', 405, -415, '128', '211', '54.76']
['ETH-USD', '5m', 'C3<H5o', '2021-04-01', '2021-10-01', '90', '9.6', '-12.0', 20, '43', '0.25', '1.0', '1.61', '5', '5', 277, -350, '39', '51', '54.76']
['ETH-USD', '5m', '.KQt=K', '2021-04-01', '2021-10-01', '369', '0.66', '-33.0', 1, '30', '0.01', '0.28', '0.04', '4', '10', 849, -233, '110', '259', '54.76']
['ETH-USD', '5m', 'C3<l+o', '2021-04-01', '2021-10-01', '232', '27.72', '-20.0', 63, '41', '0.61', '1.42', '3.16', '5', '9', 650, -325, '94', '138', '54.76']
['ETH-USD', '5m', ':2O?4Z', '2021-04-01', '2021-10-01', '349', '32.17', '-21.0', 74, '36', '0.46', '1.65', '3.62', '6', '10', 464, -367, '125', '224', '54.76']
['ETH-USD', '5m', 't=?r;D', '2021-04-01', '2021-10-01', '179', '32.35', '-19.0', 75, '37', '0.86', '1.45', '3.85', '4', '8', 771, -872, '67', '112', '54.76']
['ETH-USD', '5m', 'S,_=gO', '2021-04-01', '2021-10-01', '46', '18.09', '-6.0', 39, '46', '1.06', '1.94', '6.09', '4', '5', 502, -352, '21', '25', '54.76']
['ETH-USD', '5m', 'unmq4r', '2021-04-01', '2021-10-01', '26', '16.3', '-14.0', 35, '35', '0.3', '1.21', '2.58', '3', '4', 1427, -571, '9', '17', '54.76']
['ETH-USD', '5m', 'cHQS=:', '2021-04-01', '2021-10-01', '184', '10.4', '-16.0', 22, '35', '0.22', '0.66', '1.36', '4', '11', 627, -770, '65', '119', '54.76']
['ETH-USD', '5m', 'O(LLG1', '2021-04-01', '2021-10-01', '434', '9.02', '-25.0', 19, '37', '0.14', '0.6', '0.76', '4', '9', 520, -321, '161', '273', '54.76']
['ETH-USD', '5m', '<.B3ZR', '2021-04-01', '2021-10-01', '32', '1.24', '-7.0', 2, '44', '0.04', '0.27', '0.36', '4', '7', 169, -538, '14', '18', '54.76']
['ETH-USD', '5m', ':2D?4Z', '2021-04-01', '2021-10-01', '349', '56.02', '-12.0', 143, '37', '2.2', '2.71', '11.92', '6', '10', 396, -405, '129', '220', '54.76']
['ETH-USD', '5m', ':2QH5T', '2021-04-01', '2021-10-01', '390', '13.46', '-19.0', 29, '34', '0.26', '0.81', '1.54', '4', '8', 506, -311, '133', '257', '54.76']
['ETH-USD', '5m', 'p[\\XMg', '2021-04-01', '2021-10-01', '12', '5.36', '-8.0', 11, '42', '0.22', '0.88', '1.35', '2', '3', 778, -246, '5', '7', '54.76']
['ETH-USD', '5m', 'C.<H5i', '2021-04-01', '2021-10-01', '140', '20.28', '-12.0', 45, '42', '0.73', '1.63', '3.82', '4', '7', 310, -311, '59', '81', '54.76']
['ETH-USD', '5m', 'tAfr*I', '2021-04-01', '2021-10-01', '120', '10.08', '-19.0', 21, '41', '0.23', '0.64', '1.1', '4', '8', 1189, -883, '49', '71', '54.76']
['ETH-USD', '5m', ':0DH5i', '2021-04-01', '2021-10-01', '153', '15.26', '-16.0', 33, '41', '0.24', '1.15', '2.03', '4', '8', 419, -546, '62', '91', '54.76']
['ETH-USD', '5m', 'C,<H5i', '2021-04-01', '2021-10-01', '129', '40.17', '-9.0', 96, '47', '3.12', '2.95', '10.3', '5', '5', 359, -360, '60', '69', '54.76']
['ETH-USD', '5m', 'b`uS.m', '2021-04-01', '2021-10-01', '64', '12.14', '-18.0', 26, '34', '0.26', '0.77', '1.46', '3', '11', 1111, -1039, '22', '42', '54.76']
['ETH-USD', '5m', 'DqP]-u', '2021-04-01', '2021-10-01', '64', '-4.8', '-21.0', -9, '28', '-0.05', '-0.16', '-0.44', '3', '8', 720, -302, '18', '46', '54.76']
['ETH-USD', '5m', ':2<H5W', '2021-04-01', '2021-10-01', '361', '59.84', '-12.0', 155, '36', '2.79', '2.78', '12.63', '6', '8', 414, -394, '131', '230', '54.76']
['ETH-USD', '5m', ':2O?/Z', '2021-04-01', '2021-10-01', '401', '18.44', '-24.0', 40, '34', '0.2', '1.06', '1.69', '4', '8', 433, -327, '138', '263', '54.76']
['ETH-USD', '5m', ':2QH+i', '2021-04-01', '2021-10-01', '337', '13.51', '-19.0', 29, '34', '0.22', '0.83', '1.51', '6', '8', 525, -328, '116', '221', '54.76']
['ETH-USD', '5m', 'N;v11m', '2021-04-01', '2021-10-01', '110', '54.93', '-14.0', 139, '44', '1.38', '3.03', '10.25', '7', '7', 606, -529, '48', '62', '54.76']
['ETH-USD', '5m', '3.pe(C', '2021-04-01', '2021-10-01', '650', '-11.28', '-31.0', -21, '31', '-0.09', '-0.23', '-0.68', '4', '16', 1051, -314, '201', '449', '54.76']
['ETH-USD', '5m', 'U+*<IU', '2021-04-01', '2021-10-01', '105', '7.52', '-10.0', 16, '67', '0.2', '1.12', '1.56', '9', '5', 89, -311, '70', '35', '54.76']
['ETH-USD', '5m', 'C3<l05', '2021-04-01', '2021-10-01', '392', '25.87', '-24.0', 58, '36', '0.52', '1.18', '2.47', '4', '8', 658, -350, '141', '251', '54.76']
['ETH-USD', '5m', 'C3<l0:', '2021-04-01', '2021-10-01', '389', '28.79', '-24.0', 66, '36', '0.59', '1.28', '2.78', '4', '8', 673, -350, '141', '248', '54.76']
['ETH-USD', '5m', 'C3<l00', '2021-04-01', '2021-10-01', '392', '25.87', '-24.0', 58, '36', '0.52', '1.18', '2.47', '4', '8', 658, -350, '141', '251', '54.76']
['ETH-USD', '5m', 'C3<l5)', '2021-04-01', '2021-10-01', '392', '25.87', '-24.0', 58, '36', '0.52', '1.18', '2.47', '4', '8', 658, -350, '141', '251', '54.76']
['ETH-USD', '5m', 'C3<l5=', '2021-04-01', '2021-10-01', '392', '25.87', '-24.0', 58, '36', '0.52', '1.18', '2.47', '4', '8', 658, -350, '141', '251', '54.76']
['ETH-USD', '5m', 'r8cD7M', '2021-04-01', '2021-10-01', '165', '24.83', '-17.0', 56, '38', '0.7', '1.2', '3.36', '4', '8', 691, -933, '62', '103', '54.76']
['ETH-USD', '5m', ':2K?2Z', '2021-04-01', '2021-10-01', '374', '49.33', '-14.0', 122, '35', '1.83', '2.26', '8.97', '4', '8', 456, -413, '132', '242', '54.76']
['ETH-USD', '5m', 'b*u7.c', '2021-04-01', '2021-10-01', '156', '64.19', '-14.0', 169, '46', '4.4', '3.01', '12.39', '4', '5', 710, -505, '71', '85', '54.76']
['ETH-USD', '5m', 'D1`++W', '2021-04-01', '2021-10-01', '322', '28.04', '-12.0', 64, '42', '1.26', '1.61', '5.12', '5', '6', 243, -402, '134', '188', '54.76']
['ETH-USD', '5m', '22M:wE', '2021-04-01', '2021-10-01', '171', '0.73', '-14.0', 1, '34', '0.02', '0.18', '0.1', '3', '10', 306, -275, '58', '113', '54.76']
['ETH-USD', '5m', 'C3<l0N', '2021-04-01', '2021-10-01', '359', '36.16', '-22.0', 85, '37', '0.91', '1.52', '3.86', '4', '8', 681, -358, '133', '226', '54.76']
['ETH-USD', '5m', 'D3<l0i', '2021-04-01', '2021-10-01', '207', '6.06', '-22.0', 12, '40', '0.07', '0.5', '0.57', '5', '10', 591, -314, '83', '124', '54.76']
['ETH-USD', '5m', 'C3<l5L', '2021-04-01', '2021-10-01', '357', '35.83', '-22.0', 84, '37', '0.9', '1.5', '3.79', '5', '8', 687, -352, '132', '225', '54.76']
['ETH-USD', '5m', 'bpal.o', '2021-04-01', '2021-10-01', '62', '20.42', '-15.0', 45, '37', '0.56', '1.14', '3.08', '3', '5', 1326, -1044, '23', '39', '54.76']
['ETH-USD', '5m', 'H3<I5i', '2021-04-01', '2021-10-01', '114', '7.43', '-14.0', 15, '39', '0.16', '0.72', '1.11', '5', '9', 313, -441, '45', '69', '54.76']
['ETH-USD', '5m', 'J3al.o', '2021-04-01', '2021-10-01', '146', '26.52', '-13.0', 60, '40', '0.91', '1.47', '4.76', '4', '7', 1075, -462, '59', '87', '54.76']
['ETH-USD', '5m', 'C*<H5i', '2021-04-01', '2021-10-01', '147', '28.29', '-12.0', 64, '41', '0.92', '2.11', '5.41', '5', '6', 355, -286, '60', '87', '54.76']
