iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.ott_bw,parameters.tps_qty_index
3000,lg+F,0.16340071061556982,55,34,17.92,50,18,-12.73,45,249,25,380
3000,Xu.@,0.14173776024580392,57,33,8.77,26,19,-2.39,32,302,40,304
3000,Q\1J,0.13701828902576255,44,86,10.68,42,54,-3.19,28,207,54,430
3000,XY+A,0.13531604461412597,47,87,13.56,42,68,-4.24,32,196,25,316
3000,_o+F,0.13358579660476863,50,32,12.39,39,23,-9.22,37,280,25,380
3000,hl+Q,0.12881674071815113,46,32,16.82,38,18,-18.74,43,268,25,519
3000,il+Q,0.12881674071815113,46,32,16.82,38,18,-18.74,43,268,25,519
3000,Xp.l,0.12843237940359256,68,44,5.13,52,23,1.61,32,283,40,861
3000,i])F,0.12645526766536874,45,66,10.76,29,37,-10.07,43,211,15,380
3100,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
3100,ijHF,0.6867899827607941,72,11,10.17,88,9,13.05,43,261,168,380
3100,X).1,0.5710613648977267,49,55,9.18,35,31,4.39,32,14,40,114
3100,X`+F,0.45487874326458594,49,61,15.67,41,41,-9.02,32,223,25,380
3100,ip).,0.430059688775815,53,32,23.13,44,9,-15.38,43,283,15,76
3100,ip)f,0.4198072075360171,75,37,14.61,55,9,-10.85,43,283,15,785
3100,"ij,F",0.4155899406417016,56,30,16.14,52,21,-5.84,43,261,30,380
3100,i_)J,0.3828933973819611,55,52,16.69,48,31,-0.69,43,219,15,430
3100,h*.l,0.31113842879961573,60,40,5.12,47,23,2.78,43,18,40,861
3100,XX.Q,0.263438613316048,46,93,8.4,48,75,9.66,32,192,40,519
3100,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
3100,XlCQ,0.2449895579617266,41,56,11.15,39,43,-2.94,32,268,143,519
3100,is)S,0.24182313597100835,56,32,13.0,42,14,-9.48,43,295,15,544
3100,il)U,0.19911872184878804,51,35,9.95,47,19,-13.56,43,268,15,570
3100,ep)J,0.19830943165119821,63,30,8.48,40,15,-4.45,41,283,15,430
3100,fp)J,0.19830943165119821,63,30,8.48,40,15,-4.45,41,283,15,430
3100,_a+Q,0.1929616032480244,45,61,9.53,45,37,0.44,37,226,25,519
3100,Xe.Q,0.19004430307412348,45,62,9.38,50,38,-2.14,32,242,40,519
3100,is)p,0.17666477961697077,75,29,6.98,64,14,-0.61,43,295,15,911
3100,il=Q,0.17027065492703916,54,37,16.95,33,21,-19.46,43,268,114,519
3100,pg)F,0.16759670143420655,33,33,5.75,38,18,-16.62,48,249,15,380
3100,lg+F,0.16340071061556982,55,34,17.92,50,18,-12.73,45,249,25,380
3100,Xf.Q,0.1552847134753856,49,59,5.88,35,39,-5.49,32,245,40,519
3100,Xu.@,0.14173776024580392,57,33,8.77,26,19,-2.39,32,302,40,304
3100,XY+A,0.13531604461412597,47,87,13.56,42,68,-4.24,32,196,25,316
3100,`l+Q,0.13496054291735585,50,42,6.81,41,31,-7.39,37,268,25,519
3100,_o+F,0.13358579660476863,50,32,12.39,39,23,-9.22,37,280,25,380
3100,hl+Q,0.12881674071815113,46,32,16.82,38,18,-18.74,43,268,25,519
3100,il+Q,0.12881674071815113,46,32,16.82,38,18,-18.74,43,268,25,519
3100,Xp.l,0.12843237940359256,68,44,5.13,52,23,1.61,32,283,40,861
3200,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
3200,ijHF,0.6867899827607941,72,11,10.17,88,9,13.05,43,261,168,380
3200,X).1,0.5710613648977267,49,55,9.18,35,31,4.39,32,14,40,114
3200,uj+.,0.4735295189037639,60,23,27.74,41,17,-1.8,51,261,25,76
3200,X`+F,0.45487874326458594,49,61,15.67,41,41,-9.02,32,223,25,380
3200,ip).,0.430059688775815,53,32,23.13,44,9,-15.38,43,283,15,76
3200,ip)f,0.4198072075360171,75,37,14.61,55,9,-10.85,43,283,15,785
3200,i_)J,0.3828933973819611,55,52,16.69,48,31,-0.69,43,219,15,430
3200,h*.l,0.31113842879961573,60,40,5.12,47,23,2.78,43,18,40,861
3200,XX.Q,0.263438613316048,46,93,8.4,48,75,9.66,32,192,40,519
3200,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
3200,XlCQ,0.2449895579617266,41,56,11.15,39,43,-2.94,32,268,143,519
3200,is)S,0.24182313597100835,56,32,13.0,42,14,-9.48,43,295,15,544
3200,Zl+8,0.23428155821543367,48,50,11.81,47,21,-11.02,34,268,25,203
3200,"_l,Q",0.22173229191675287,52,40,11.6,50,26,-0.7,37,268,30,519
3200,il)U,0.19911872184878804,51,35,9.95,47,19,-13.56,43,268,15,570
3200,ep)J,0.19830943165119821,63,30,8.48,40,15,-4.45,41,283,15,430
3200,fp)J,0.19830943165119821,63,30,8.48,40,15,-4.45,41,283,15,430
3200,_a+Q,0.1929616032480244,45,61,9.53,45,37,0.44,37,226,25,519
3200,_j+q,0.19204230478956674,61,49,4.16,52,23,-4.52,37,261,25,924
3200,Xe.Q,0.19004430307412348,45,62,9.38,50,38,-2.14,32,242,40,519
3200,is)p,0.17666477961697077,75,29,6.98,64,14,-0.61,43,295,15,911
3200,il=Q,0.17027065492703916,54,37,16.95,33,21,-19.46,43,268,114,519
3200,XlAQ,0.1696818892949468,40,50,7.8,48,37,-0.99,32,268,133,519
3200,pg)F,0.16759670143420655,33,33,5.75,38,18,-16.62,48,249,15,380
3200,lg+F,0.16340071061556982,55,34,17.92,50,18,-12.73,45,249,25,380
3200,Xf.Q,0.1552847134753856,49,59,5.88,35,39,-5.49,32,245,40,519
3200,_[+Q,0.15371836570177982,43,57,5.99,40,42,-5.1,37,204,25,519
3200,_Y+Q,0.14347729322270303,46,56,6.67,44,49,-10.58,37,196,25,519
3200,XY+A,0.13531604461412597,47,87,13.56,42,68,-4.24,32,196,25,316
3300,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
3300,ijHF,0.6867899827607941,72,11,10.17,88,9,13.05,43,261,168,380
3300,X).1,0.5710613648977267,49,55,9.18,35,31,4.39,32,14,40,114
3300,uj+.,0.4735295189037639,60,23,27.74,41,17,-1.8,51,261,25,76
3300,X`+F,0.45487874326458594,49,61,15.67,41,41,-9.02,32,223,25,380
3300,ip)f,0.4198072075360171,75,37,14.61,55,9,-10.85,43,283,15,785
3300,"ij,.",0.4102334703366713,53,30,21.33,52,21,-3.42,43,261,30,76
3300,i_)J,0.3828933973819611,55,52,16.69,48,31,-0.69,43,219,15,430
3300,ir).,0.3507359464568293,44,29,14.91,38,13,-18.84,43,291,15,76
3300,XX.Q,0.263438613316048,46,93,8.4,48,75,9.66,32,192,40,519
3300,_p+8,0.2601614419965255,59,32,11.14,38,18,-0.93,37,283,25,203
3300,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
3300,XlCQ,0.2449895579617266,41,56,11.15,39,43,-2.94,32,268,143,519
3300,Zl+8,0.23428155821543367,48,50,11.81,47,21,-11.02,34,268,25,203
3300,"_l,Q",0.22173229191675287,52,40,11.6,50,26,-0.7,37,268,30,519
3300,_l)8,0.21460640712102005,63,41,11.61,46,26,-7.35,37,268,15,203
3300,ij4.,0.20161394099881477,54,35,12.82,38,21,-8.3,43,261,69,76
3300,il)U,0.19911872184878804,51,35,9.95,47,19,-13.56,43,268,15,570
3300,ep)J,0.19830943165119821,63,30,8.48,40,15,-4.45,41,283,15,430
3300,fp)J,0.19830943165119821,63,30,8.48,40,15,-4.45,41,283,15,430
3300,_j+q,0.19204230478956674,61,49,4.16,52,23,-4.52,37,261,25,924
3300,Xe.Q,0.19004430307412348,45,62,9.38,50,38,-2.14,32,242,40,519
3300,is)p,0.17666477961697077,75,29,6.98,64,14,-0.61,43,295,15,911
3300,XlAQ,0.1696818892949468,40,50,7.8,48,37,-0.99,32,268,133,519
3300,pg)F,0.16759670143420655,33,33,5.75,38,18,-16.62,48,249,15,380
3300,lg+F,0.16340071061556982,55,34,17.92,50,18,-12.73,45,249,25,380
3300,Xf.Q,0.1552847134753856,49,59,5.88,35,39,-5.49,32,245,40,519
3300,_Y+Q,0.14347729322270303,46,56,6.67,44,49,-10.58,37,196,25,519
3300,wj+(,0.1356485843435858,66,24,23.86,23,21,-17.99,52,261,25,0
3300,XY+A,0.13531604461412597,47,87,13.56,42,68,-4.24,32,196,25,316
3400,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
3400,ijHF,0.6867899827607941,72,11,10.17,88,9,13.05,43,261,168,380
3400,X).1,0.5710613648977267,49,55,9.18,35,31,4.39,32,14,40,114
3400,ul.S,0.5421293269526053,57,28,19.32,31,16,-10.37,51,268,40,544
3400,ul.X,0.49308957025552874,67,28,17.36,37,16,-7.62,51,268,40,608
3400,X`+F,0.45487874326458594,49,61,15.67,41,41,-9.02,32,223,25,380
3400,ip)f,0.4198072075360171,75,37,14.61,55,9,-10.85,43,283,15,785
3400,ir).,0.3507359464568293,44,29,14.91,38,13,-18.84,43,291,15,76
3400,ulH2,0.33767828973090186,50,12,12.38,75,12,15.05,51,268,168,127
3400,uV.(,0.2648060028699697,45,55,13.94,35,39,-0.24,51,185,40,0
3400,XX.Q,0.263438613316048,46,93,8.4,48,75,9.66,32,192,40,519
3400,_p+8,0.2601614419965255,59,32,11.14,38,18,-0.93,37,283,25,203
3400,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
3400,XlCQ,0.2449895579617266,41,56,11.15,39,43,-2.94,32,268,143,519
3400,ujG(,0.23858889655128013,46,15,8.86,63,11,10.41,51,261,163,0
3400,Zl+8,0.23428155821543367,48,50,11.81,47,21,-11.02,34,268,25,203
3400,"_l,Q",0.22173229191675287,52,40,11.6,50,26,-0.7,37,268,30,519
3400,_l)8,0.21460640712102005,63,41,11.61,46,26,-7.35,37,268,15,203
3400,il)U,0.19911872184878804,51,35,9.95,47,19,-13.56,43,268,15,570
3400,ep)J,0.19830943165119821,63,30,8.48,40,15,-4.45,41,283,15,430
3400,fp)J,0.19830943165119821,63,30,8.48,40,15,-4.45,41,283,15,430
3400,_j+q,0.19204230478956674,61,49,4.16,52,23,-4.52,37,261,25,924
3400,Xe.Q,0.19004430307412348,45,62,9.38,50,38,-2.14,32,242,40,519
3400,"fs),",0.17903615564192515,55,27,11.51,29,17,-14.55,41,295,15,51
3400,is)p,0.17666477961697077,75,29,6.98,64,14,-0.61,43,295,15,911
3400,XlAQ,0.1696818892949468,40,50,7.8,48,37,-0.99,32,268,133,519
3400,Xf.Q,0.1552847134753856,49,59,5.88,35,39,-5.49,32,245,40,519
3400,uj.2,0.14655771123023276,50,24,8.27,36,19,1.49,51,261,40,127
3400,_Y+Q,0.14347729322270303,46,56,6.67,44,49,-10.58,37,196,25,519
3400,"Ls),",0.13918328087209958,43,55,6.38,31,29,-7.2,25,295,15,51
3500,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
3500,ijHF,0.6867899827607941,72,11,10.17,88,9,13.05,43,261,168,380
3500,ulK2,0.6090076000505972,71,7,9.32,80,5,10.44,51,268,183,127
3500,X).1,0.5710613648977267,49,55,9.18,35,31,4.39,32,14,40,114
3500,ul._,0.5485871721949276,64,28,17.93,31,16,-8.69,51,268,40,696
3500,ul.S,0.5421293269526053,57,28,19.32,31,16,-10.37,51,268,40,544
3500,ul.X,0.49308957025552874,67,28,17.36,37,16,-7.62,51,268,40,608
3500,X`+F,0.45487874326458594,49,61,15.67,41,41,-9.02,32,223,25,380
3500,ul.@,0.45298644068442956,57,28,22.32,25,16,-11.09,51,268,40,304
3500,ip)f,0.4198072075360171,75,37,14.61,55,9,-10.85,43,283,15,785
3500,ir).,0.3507359464568293,44,29,14.91,38,13,-18.84,43,291,15,76
3500,ul.M,0.34720422101242265,69,23,12.59,31,16,-6.8,51,268,40,468
3500,uV.(,0.2648060028699697,45,55,13.94,35,39,-0.24,51,185,40,0
3500,uV.(,0.2648060028699697,45,55,13.94,35,39,-0.24,51,185,40,0
3500,XX.Q,0.263438613316048,46,93,8.4,48,75,9.66,32,192,40,519
3500,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
3500,Zl+8,0.23428155821543367,48,50,11.81,47,21,-11.02,34,268,25,203
3500,"_l,Q",0.22173229191675287,52,40,11.6,50,26,-0.7,37,268,30,519
3500,_l)8,0.21460640712102005,63,41,11.61,46,26,-7.35,37,268,15,203
3500,il)U,0.19911872184878804,51,35,9.95,47,19,-13.56,43,268,15,570
3500,ep)J,0.19830943165119821,63,30,8.48,40,15,-4.45,41,283,15,430
3500,fp)J,0.19830943165119821,63,30,8.48,40,15,-4.45,41,283,15,430
3500,_j+q,0.19204230478956674,61,49,4.16,52,23,-4.52,37,261,25,924
3500,Xe.Q,0.19004430307412348,45,62,9.38,50,38,-2.14,32,242,40,519
3500,"fs),",0.17903615564192515,55,27,11.51,29,17,-14.55,41,295,15,51
3500,is)p,0.17666477961697077,75,29,6.98,64,14,-0.61,43,295,15,911
3500,uj.2,0.14655771123023276,50,24,8.27,36,19,1.49,51,261,40,127
3500,"Ls),",0.13918328087209958,43,55,6.38,31,29,-7.2,25,295,15,51
3500,XY.(,0.136961166112275,41,79,11.5,35,64,-3.29,32,196,40,0
3500,wj+(,0.1356485843435858,66,24,23.86,23,21,-17.99,52,261,25,0
3600,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
3600,ijHF,0.6867899827607941,72,11,10.17,88,9,13.05,43,261,168,380
3600,ulK2,0.6090076000505972,71,7,9.32,80,5,10.44,51,268,183,127
3600,X).1,0.5710613648977267,49,55,9.18,35,31,4.39,32,14,40,114
3600,ul._,0.5485871721949276,64,28,17.93,31,16,-8.69,51,268,40,696
3600,ul.S,0.5421293269526053,57,28,19.32,31,16,-10.37,51,268,40,544
3600,ul.X,0.49308957025552874,67,28,17.36,37,16,-7.62,51,268,40,608
3600,X`+F,0.45487874326458594,49,61,15.67,41,41,-9.02,32,223,25,380
3600,ul.@,0.45298644068442956,57,28,22.32,25,16,-11.09,51,268,40,304
3600,d+.k,0.42971014511200695,57,47,5.89,48,31,2.08,40,21,40,848
3600,ip)f,0.4198072075360171,75,37,14.61,55,9,-10.85,43,283,15,785
3600,ir).,0.3507359464568293,44,29,14.91,38,13,-18.84,43,291,15,76
3600,ul.M,0.34720422101242265,69,23,12.59,31,16,-6.8,51,268,40,468
3600,_p+.,0.2665722928668773,56,32,13.41,27,18,-1.6,37,283,25,76
3600,uV.(,0.2648060028699697,45,55,13.94,35,39,-0.24,51,185,40,0
3600,XX.Q,0.263438613316048,46,93,8.4,48,75,9.66,32,192,40,519
3600,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
3600,Zl+8,0.23428155821543367,48,50,11.81,47,21,-11.02,34,268,25,203
3600,"_l,Q",0.22173229191675287,52,40,11.6,50,26,-0.7,37,268,30,519
3600,_l)8,0.21460640712102005,63,41,11.61,46,26,-7.35,37,268,15,203
3600,il)U,0.19911872184878804,51,35,9.95,47,19,-13.56,43,268,15,570
3600,ep)J,0.19830943165119821,63,30,8.48,40,15,-4.45,41,283,15,430
3600,fp)J,0.19830943165119821,63,30,8.48,40,15,-4.45,41,283,15,430
3600,_j+q,0.19204230478956674,61,49,4.16,52,23,-4.52,37,261,25,924
3600,`i.F,0.18296244924814056,53,52,8.6,53,30,9.82,37,257,40,380
3600,"fs),",0.17903615564192515,55,27,11.51,29,17,-14.55,41,295,15,51
3600,is)p,0.17666477961697077,75,29,6.98,64,14,-0.61,43,295,15,911
3600,ui.:,0.1441462191336356,74,27,11.21,47,21,-6.91,51,257,40,228
3600,"Ls),",0.13918328087209958,43,55,6.38,31,29,-7.2,25,295,15,51
3600,XY.(,0.136961166112275,41,79,11.5,35,64,-3.29,32,196,40,0
3700,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
3700,X).1,0.5710613648977267,49,55,9.18,35,31,4.39,32,14,40,114
3700,ul._,0.5485871721949276,64,28,17.93,31,16,-8.69,51,268,40,696
3700,ul.S,0.5421293269526053,57,28,19.32,31,16,-10.37,51,268,40,544
3700,X`+F,0.45487874326458594,49,61,15.67,41,41,-9.02,32,223,25,380
3700,d+.k,0.42971014511200695,57,47,5.89,48,31,2.08,40,21,40,848
3700,ir).,0.3507359464568293,44,29,14.91,38,13,-18.84,43,291,15,76
3700,ul.M,0.34720422101242265,69,23,12.59,31,16,-6.8,51,268,40,468
3700,_p+.,0.2665722928668773,56,32,13.41,27,18,-1.6,37,283,25,76
3700,XX.Q,0.263438613316048,46,93,8.4,48,75,9.66,32,192,40,519
3700,Zl+8,0.23428155821543367,48,50,11.81,47,21,-11.02,34,268,25,203
3700,"_l,Q",0.22173229191675287,52,40,11.6,50,26,-0.7,37,268,30,519
3700,_l)8,0.21460640712102005,63,41,11.61,46,26,-7.35,37,268,15,203
3700,il)U,0.19911872184878804,51,35,9.95,47,19,-13.56,43,268,15,570
3700,ep)J,0.19830943165119821,63,30,8.48,40,15,-4.45,41,283,15,430
3700,_j+q,0.19204230478956674,61,49,4.16,52,23,-4.52,37,261,25,924
3700,`i.F,0.18296244924814056,53,52,8.6,53,30,9.82,37,257,40,380
3700,is)p,0.17666477961697077,75,29,6.98,64,14,-0.61,43,295,15,911
3700,ui.:,0.1441462191336356,74,27,11.21,47,21,-6.91,51,257,40,228
3700,"Ls),",0.13918328087209958,43,55,6.38,31,29,-7.2,25,295,15,51
3700,mj..,0.13793587227164086,46,28,16.18,37,24,-16.16,46,261,40,76
3700,XY.(,0.136961166112275,41,79,11.5,35,64,-3.29,32,196,40,0
3700,wj+(,0.1356485843435858,66,24,23.86,23,21,-17.99,52,261,25,0
3700,XY+A,0.13531604461412597,47,87,13.56,42,68,-4.24,32,196,25,316
3700,sl.2,0.13503557702863103,51,29,7.66,36,19,-3.85,49,268,40,127
3700,_o+F,0.13358579660476863,50,32,12.39,39,23,-9.22,37,280,25,380
3700,Tj).,0.13073923927446393,40,67,5.25,34,35,-11.88,30,261,15,76
3700,ts.F,0.13010183449496637,85,20,23.83,40,15,-6.94,50,295,40,380
3700,ds.5,0.12887153193951334,60,38,9.47,30,10,-17.06,40,295,40,165
3700,hl+Q,0.12881674071815113,46,32,16.82,38,18,-18.74,43,268,25,519
3800,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
3800,X).1,0.5710613648977267,49,55,9.18,35,31,4.39,32,14,40,114
3800,ul._,0.5485871721949276,64,28,17.93,31,16,-8.69,51,268,40,696
3800,dl.l,0.4633495395583836,68,41,13.11,50,16,-4.45,40,268,40,861
3800,X`+F,0.45487874326458594,49,61,15.67,41,41,-9.02,32,223,25,380
3800,d+.k,0.42971014511200695,57,47,5.89,48,31,2.08,40,21,40,848
3800,dl.@,0.40830904496892423,58,41,22.36,18,16,-20.89,40,268,40,304
3800,dl.^,0.36936948607865144,56,37,15.54,25,16,-15.99,40,268,40,684
3800,ir).,0.3507359464568293,44,29,14.91,38,13,-18.84,43,291,15,76
3800,ul.M,0.34720422101242265,69,23,12.59,31,16,-6.8,51,268,40,468
3800,dl.`,0.3464450777041944,56,37,13.79,43,16,-13.5,40,268,40,709
3800,_p+.,0.2665722928668773,56,32,13.41,27,18,-1.6,37,283,25,76
3800,Zl+8,0.23428155821543367,48,50,11.81,47,21,-11.02,34,268,25,203
3800,"_l,Q",0.22173229191675287,52,40,11.6,50,26,-0.7,37,268,30,519
3800,_l)8,0.21460640712102005,63,41,11.61,46,26,-7.35,37,268,15,203
3800,il)U,0.19911872184878804,51,35,9.95,47,19,-13.56,43,268,15,570
3800,ep)J,0.19830943165119821,63,30,8.48,40,15,-4.45,41,283,15,430
3800,is)p,0.17666477961697077,75,29,6.98,64,14,-0.61,43,295,15,911
3800,ui.:,0.1441462191336356,74,27,11.21,47,21,-6.91,51,257,40,228
3800,"Ls),",0.13918328087209958,43,55,6.38,31,29,-7.2,25,295,15,51
3800,dj.?,0.13812267677575632,48,39,22.42,38,21,-14.57,40,261,40,291
3800,mj..,0.13793587227164086,46,28,16.18,37,24,-16.16,46,261,40,76
3800,wj+(,0.1356485843435858,66,24,23.86,23,21,-17.99,52,261,25,0
3800,XY+A,0.13531604461412597,47,87,13.56,42,68,-4.24,32,196,25,316
3800,sl.2,0.13503557702863103,51,29,7.66,36,19,-3.85,49,268,40,127
3800,_o+F,0.13358579660476863,50,32,12.39,39,23,-9.22,37,280,25,380
3800,ul(2,0.13288049839789304,61,21,8.87,53,13,3.03,51,268,10,127
3800,ilA2,0.12909493795031451,55,40,21.18,34,32,-20.44,43,268,133,127
3800,ds.5,0.12887153193951334,60,38,9.47,30,10,-17.06,40,295,40,165
3800,hl+Q,0.12881674071815113,46,32,16.82,38,18,-18.74,43,268,25,519
3900,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
3900,ul._,0.5485871721949276,64,28,17.93,31,16,-8.69,51,268,40,696
3900,X`+F,0.45487874326458594,49,61,15.67,41,41,-9.02,32,223,25,380
3900,d+.k,0.42971014511200695,57,47,5.89,48,31,2.08,40,21,40,848
3900,dl.@,0.40830904496892423,58,41,22.36,18,16,-20.89,40,268,40,304
3900,dl.^,0.36936948607865144,56,37,15.54,25,16,-15.99,40,268,40,684
3900,ir).,0.3507359464568293,44,29,14.91,38,13,-18.84,43,291,15,76
3900,ul.M,0.34720422101242265,69,23,12.59,31,16,-6.8,51,268,40,468
3900,dl.`,0.3464450777041944,56,37,13.79,43,16,-13.5,40,268,40,709
3900,_p+.,0.2665722928668773,56,32,13.41,27,18,-1.6,37,283,25,76
3900,"_l,Q",0.22173229191675287,52,40,11.6,50,26,-0.7,37,268,30,519
3900,_l)8,0.21460640712102005,63,41,11.61,46,26,-7.35,37,268,15,203
3900,il)U,0.19911872184878804,51,35,9.95,47,19,-13.56,43,268,15,570
3900,ep)J,0.19830943165119821,63,30,8.48,40,15,-4.45,41,283,15,430
3900,is)p,0.17666477961697077,75,29,6.98,64,14,-0.61,43,295,15,911
3900,ui.:,0.1441462191336356,74,27,11.21,47,21,-6.91,51,257,40,228
3900,"Ls),",0.13918328087209958,43,55,6.38,31,29,-7.2,25,295,15,51
3900,dj.?,0.13812267677575632,48,39,22.42,38,21,-14.57,40,261,40,291
3900,mj..,0.13793587227164086,46,28,16.18,37,24,-16.16,46,261,40,76
3900,XY+A,0.13531604461412597,47,87,13.56,42,68,-4.24,32,196,25,316
3900,sl.2,0.13503557702863103,51,29,7.66,36,19,-3.85,49,268,40,127
3900,dj.P,0.133008422552774,48,39,23.74,38,21,-14.03,40,261,40,506
3900,ul(2,0.13288049839789304,61,21,8.87,53,13,3.03,51,268,10,127
3900,ilA2,0.12909493795031451,55,40,21.18,34,32,-20.44,43,268,133,127
3900,ds.5,0.12887153193951334,60,38,9.47,30,10,-17.06,40,295,40,165
3900,hl+Q,0.12881674071815113,46,32,16.82,38,18,-18.74,43,268,25,519
3900,Xp.l,0.12843237940359256,68,44,5.13,52,23,1.61,32,283,40,861
3900,iX)F,0.12384186544455741,39,64,8.75,48,56,11.2,43,192,15,380
3900,ij:F,0.12364341003349169,54,33,13.1,45,24,-13.46,43,261,99,380
3900,up.J,0.12245904496906945,60,20,7.48,26,15,-18.9,51,283,40,430
4000,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
4000,dj.i,0.5459377155296533,61,39,17.32,47,21,-10.64,40,261,40,823
4000,d+.k,0.42971014511200695,57,47,5.89,48,31,2.08,40,21,40,848
4000,d*.1,0.4143565104579701,46,41,7.08,40,25,5.36,40,18,40,114
4000,dl.@,0.40830904496892423,58,41,22.36,18,16,-20.89,40,268,40,304
4000,dl.@,0.40830904496892423,58,41,22.36,18,16,-20.89,40,268,40,304
4000,d*.*,0.3835838101079513,43,41,6.34,40,25,7.94,40,18,40,25
4000,dl.^,0.36936948607865144,56,37,15.54,25,16,-15.99,40,268,40,684
4000,ir).,0.3507359464568293,44,29,14.91,38,13,-18.84,43,291,15,76
4000,ul.M,0.34720422101242265,69,23,12.59,31,16,-6.8,51,268,40,468
4000,dl.`,0.3464450777041944,56,37,13.79,43,16,-13.5,40,268,40,709
4000,iv)W,0.3206380800478673,65,20,15.96,64,14,0.23,43,306,15,595
4000,ej)F,0.3174354665963285,57,35,12.98,33,24,-14.95,41,261,15,380
4000,`j)F,0.29308587728236035,50,44,12.31,36,25,-11.51,37,261,15,380
4000,_p+.,0.2665722928668773,56,32,13.41,27,18,-1.6,37,283,25,76
4000,Is.E,0.2637076438129559,51,54,13.87,45,33,1.72,23,295,40,367
4000,_l)8,0.21460640712102005,63,41,11.61,46,26,-7.35,37,268,15,203
4000,is)F,0.18369111163327745,58,29,10.39,42,14,-9.08,43,295,15,380
4000,djC?,0.17740567691126677,45,37,9.87,48,27,-0.7,40,261,143,291
4000,is)p,0.17666477961697077,75,29,6.98,64,14,-0.61,43,295,15,911
4000,ui.:,0.1441462191336356,74,27,11.21,47,21,-6.91,51,257,40,228
4000,"Ls),",0.13918328087209958,43,55,6.38,31,29,-7.2,25,295,15,51
4000,dj.?,0.13812267677575632,48,39,22.42,38,21,-14.57,40,261,40,291
4000,mj..,0.13793587227164086,46,28,16.18,37,24,-16.16,46,261,40,76
4000,T+.F,0.1367192702436107,45,72,8.68,38,50,1.3,30,21,40,380
4000,XY+A,0.13531604461412597,47,87,13.56,42,68,-4.24,32,196,25,316
4000,sl.2,0.13503557702863103,51,29,7.66,36,19,-3.85,49,268,40,127
4000,dj.P,0.133008422552774,48,39,23.74,38,21,-14.03,40,261,40,506
4000,dj.P,0.133008422552774,48,39,23.74,38,21,-14.03,40,261,40,506
4000,ul(2,0.13288049839789304,61,21,8.87,53,13,3.03,51,268,10,127
4100,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
4100,dj.i,0.5459377155296533,61,39,17.32,47,21,-10.64,40,261,40,823
4100,dj.E,0.4314895534711066,48,39,17.37,38,21,-11.8,40,261,40,367
4100,d+.k,0.42971014511200695,57,47,5.89,48,31,2.08,40,21,40,848
4100,d*.1,0.4143565104579701,46,41,7.08,40,25,5.36,40,18,40,114
4100,dl.@,0.40830904496892423,58,41,22.36,18,16,-20.89,40,268,40,304
4100,d*.N,0.4062089658418422,48,41,7.19,44,25,3.36,40,18,40,481
4100,d*..,0.3857248498918622,46,41,6.41,40,25,8.43,40,18,40,76
4100,d*.*,0.3835838101079513,43,41,6.34,40,25,7.94,40,18,40,25
4100,dl.^,0.36936948607865144,56,37,15.54,25,16,-15.99,40,268,40,684
4100,ir).,0.3507359464568293,44,29,14.91,38,13,-18.84,43,291,15,76
4100,ej)F,0.3174354665963285,57,35,12.98,33,24,-14.95,41,261,15,380
4100,`j)F,0.29308587728236035,50,44,12.31,36,25,-11.51,37,261,15,380
4100,Is.E,0.2637076438129559,51,54,13.87,45,33,1.72,23,295,40,367
4100,dk.F,0.2586698129931042,56,32,10.76,40,20,-11.0,40,264,40,380
4100,_l)8,0.21460640712102005,63,41,11.61,46,26,-7.35,37,268,15,203
4100,is)F,0.18369111163327745,58,29,10.39,42,14,-9.08,43,295,15,380
4100,ui.:,0.1441462191336356,74,27,11.21,47,21,-6.91,51,257,40,228
4100,"Ls),",0.13918328087209958,43,55,6.38,31,29,-7.2,25,295,15,51
4100,dj.?,0.13812267677575632,48,39,22.42,38,21,-14.57,40,261,40,291
4100,mj..,0.13793587227164086,46,28,16.18,37,24,-16.16,46,261,40,76
4100,T+.F,0.1367192702436107,45,72,8.68,38,50,1.3,30,21,40,380
4100,XY+A,0.13531604461412597,47,87,13.56,42,68,-4.24,32,196,25,316
