'Pair','TF','StartDate','EndDate','TotalTrades','TotalNetProfit','Max.DD','AnnualProfit','Winrate','Sharpe','Calmar','WinningStrike','LosingStrike','LargestWinning','LargestLosing','Num.ofWins','Num.ofLosses','MarketChange'
'BNB-USDT','30m','2021-04-20','2021-05-30','150','172.29','-17.62',746079,'29','6.12','42353.51','3','12',163,-23,'43','107','-33.58'
'BNB-USDT','30m','2021-04-10','2021-05-20','167','154.72','-16.56',411922,'27','6.14','24880.34','3','15',152,-15,'45','122','-17.17'
'BNB-USDT','30m','2021-03-13','2021-04-22','155','149.86','-14.12',346963,'29','8.5','24573.28','4','15',110,-20,'45','110','89.4'
'BNB-USDT','30m','2021-03-26','2021-05-05','154','141.05','-13.82',252081,'29','7.17','18242.5','4','15',142,-20,'45','109','96.4'
'BNB-USDT','30m','2021-06-29','2021-08-08','139','110.92','-14.03',76722,'30','7.61','5466.99','3','15',93,-18,'42','97','43.41'
'BNB-USDT','30m','2021-03-15','2021-04-24','152','113.44','-15.85',85293,'28','7.62','5382.29','4','15',91,-16,'43','109','69.84'
'BNB-USDT','30m','2021-03-21','2021-04-30','155','103.75','-13.69',56362,'27','6.9','4116.4','4','15',100,-19,'42','113','79.32'
'BNB-USDT','30m','2021-06-30','2021-08-09','142','95.37','-14.04',38748,'30','6.63','2758.99','4','15',93,-18,'43','99','27.75'
'BNB-USDT','30m','2021-04-09','2021-05-19','170','94.12','-17.07',36594,'26','4.97','2143.61','3','15',116,-15,'45','125','20.88'
'BNB-USDT','30m','2021-03-04','2021-04-13','167','94.8','-19.97',37740,'28','6.22','1889.99','4','13',87,-16,'46','121','88.71'
'BNB-USDT','30m','2021-04-28','2021-06-07','156','84.91','-23.88',23701,'26','3.97','992.68','4','13',140,-20,'41','115','-26.02'
'BNB-USDT','30m','2021-02-18','2021-03-30','149','77.72','-18.04',16618,'28','4.46','921.05','4','13',100,-12,'41','108','22.17'
'BNB-USDT','30m','2021-06-13','2021-07-23','138','66.87','-14.31',9443,'29','4.96','659.97','3','15',80,-13,'40','98','-22.29'
'BNB-USDT','30m','2021-06-14','2021-07-24','138','66.26','-13.88',9138,'29','4.85','658.53','5','15',76,-13,'40','98','-24.92'
'BNB-USDT','30m','2021-05-07','2021-06-16','137','77.18','-25.82',16171,'30','3.86','626.18','4','13',140,-19,'41','96','-44.2'
'BNB-USDT','30m','2021-01-20','2021-03-01','147','74.82','-24.72',14344,'27','4.02','580.32','4','12',147,-18,'40','107','103.84'
'BNB-USDT','30m','2021-02-06','2021-03-18','141','67.24','-18.25',9634,'28','3.87','527.88','4','12',103,-14,'39','102','99.56'
'BNB-USDT','30m','2020-12-16','2021-01-25','146','66.06','-23.14',9040,'24','4.03','390.59','3','26',91,-16,'35','111','64.98'
'BNB-USDT','30m','2021-02-05','2021-03-17','138','55.89','-18.23',5108,'29','3.42','280.27','4','12',103,-14,'40','98','115.29'
'BNB-USDT','30m','2020-11-13','2020-12-23','179','48.39','-23.29',3256,'28','3.31','139.79','5','26',94,-13,'51','128','27.8'
'BNB-USDT','30m','2020-10-25','2020-12-04','171','45.14','-31.65',2656,'27','3.07','83.92','4','20',89,-12,'46','125','25.16'
'BNB-USDT','30m','2020-12-08','2021-01-17','161','37.3','-22.9',1581,'25','2.93','69.07','4','26',79,-15,'41','120','59.04'
'BNB-USDT','30m','2020-10-23','2020-12-02','176','38.05','-31.34',1665,'24','2.74','53.13','5','20',79,-10,'43','133','19.08'
'BNB-USDT','30m','2020-11-11','2020-12-21','182','28.95','-23.41',861,'26','2.35','36.79','4','26',89,-12,'47','135','33.71'
'BNB-USDT','30m','2020-11-28','2021-01-07','173','16.5','-23.5',290,'23','1.72','12.32','4','26',72,-16,'40','133','65.33'
'BNB-USDT','30m','2020-11-05','2020-12-15','184','17.79','-27.47',329,'24','1.71','11.99','4','26',82,-11,'45','139','30.89'
'BNB-USDT','30m','2021-06-03','2021-07-13','149','12.75','-21.26',191,'28','1.48','8.99','4','15',56,-22,'42','107','-28.96'
'BNB-USDT','30m','2020-12-04','2021-01-13','178','11.53','-22.73',164,'22','1.38','7.22','4','26',79,-15,'39','139','36.8'
'BNB-USDT','30m','2021-05-24','2021-07-03','147','-8.22','-31.22',-53,'28','0.15','-1.71','4','13',56,-19,'41','106','-4.58'
'BNB-USDT','30m','2020-12-01','2021-01-10','180','-6.75','-22.39',-46,'21','-0.0','-2.07','4','26',56,-13,'38','142','55.08'
