['Pair', 'TF', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['AAVE-USDT', '5m', '2021-05-27', '2021-06-16', '19', '11.34', '-7.89', 1116, '53', '4.75', '141.45', '5', '3', 357, -386, '10', '9', '-24.81']
['AAVE-USDT', '5m', '2021-08-24', '2021-09-13', '14', '-6.06', '-7.17', -64, '43', '-3.11', '-8.88', '2', '3', 299, -364, '6', '8', '-18.44']
['AAVE-USDT', '5m', '2021-07-05', '2021-07-25', '16', '0.4', '-10.85', 23, '44', '0.69', '2.1', '3', '4', 299, -310, '7', '9', '4.53']
['AAVE-USDT', '5m', '2021-08-11', '2021-08-31', '17', '-0.61', '-7.24', -7, '41', '-0.08', '-0.98', '2', '3', 319, -263, '7', '10', '-6.85']
['AAVE-USDT', '5m', '2021-07-17', '2021-08-06', '18', '13.49', '-8.1', 1017, '56', '5.99', '125.54', '3', '4', 345, -357, '10', '8', '46.91']
['AAVE-USDT', '5m', '2021-07-13', '2021-08-02', '19', '2.7', '-8.1', 92, '42', '1.78', '11.36', '3', '4', 320, -341, '8', '11', '6.82']
['AAVE-USDT', '5m', '2021-05-31', '2021-06-20', '19', '17.21', '-7.89', 2787, '58', '6.0', '353.35', '5', '3', 364, -383, '11', '8', '-21.05']
['AAVE-USDT', '5m', '2021-06-06', '2021-06-26', '19', '3.89', '-7.89', 222, '47', '2.22', '28.14', '2', '3', 335, -395, '9', '10', '-47.69']
['AAVE-USDT', '5m', '2021-06-23', '2021-07-13', '18', '-2.64', '-8.93', -29, '50', '-0.51', '-3.23', '5', '4', 318, -349, '9', '9', '43.95']
['AAVE-USDT', '5m', '2021-08-25', '2021-09-14', '15', '-3.01', '-7.17', -35, '47', '-1.07', '-4.9', '2', '3', 298, -362, '7', '8', '-12.51']
['AAVE-USDT', '5m', '2021-09-09', '2021-09-29', '13', '18.12', '-3.6', 2277, '77', '7.69', '632.85', '5', '1', 331, -288, '10', '3', '-20.98']
['AAVE-USDT', '5m', '2021-08-12', '2021-09-01', '18', '-2.39', '-7.24', -30, '39', '-1.04', '-4.17', '2', '3', 311, -257, '7', '11', '-2.55']
['AAVE-USDT', '5m', '2021-07-26', '2021-08-15', '18', '0.32', '-8.1', 16, '39', '0.54', '1.94', '2', '4', 305, -316, '7', '11', '44.14']
