['Pair', 'TF', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['AAVE-USDT', '5m', '2021-05-19', '2021-06-08', '19', '-2.98', '-7.98', 152, '53', '2.96', '19.05', '4', '5', 290, -496, '10', '9', '-46.87']
['AAVE-USDT', '5m', '2021-06-21', '2021-07-11', '20', '3.87', '-7.74', 113, '60', '2.13', '14.61', '8', '5', 308, -536, '12', '8', '7.69']
['AAVE-USDT', '5m', '2021-05-17', '2021-06-06', '20', '-7.53', '-7.98', 17, '45', '0.6', '2.11', '2', '5', 279, -476, '9', '11', '-32.47']
['AAVE-USDT', '5m', '2021-09-01', '2021-09-21', '5', '7.1', '-1.09', 250, '100', '7.22', '228.34', '5', '0', 288, 0, '5', '0', '-25.31']
['AAVE-USDT', '5m', '2021-05-11', '2021-05-31', '18', '-6.44', '-7.98', 50, '44', '1.35', '6.28', '2', '5', 298, -508, '8', '10', '-25.38']
['AAVE-USDT', '5m', '2021-07-11', '2021-07-31', '16', '8.1', '-2.03', 453, '69', '6.77', '223.26', '5', '1', 302, -349, '11', '5', '8.51']
['AAVE-USDT', '5m', '2021-08-18', '2021-09-07', '4', '-1.69', '-1.98', -21, '50', '-2.03', '-10.52', '1', '1', 79, -213, '2', '2', '7.21']
['AAVE-USDT', '5m', '2021-07-03', '2021-07-23', '19', '2.65', '-9.33', 61, '58', '1.59', '6.54', '5', '5', 281, -489, '11', '8', '18.81']
['AAVE-USDT', '5m', '2021-08-30', '2021-09-19', '4', '4.22', '-1.09', 113, '100', '5.16', '102.89', '4', '0', 278, 0, '4', '0', '-2.34']
['AAVE-USDT', '5m', '2021-09-03', '2021-09-23', '6', '8.2', '-1.09', 321, '100', '7.69', '293.6', '6', '0', 288, 0, '6', '0', '-24.65']
['AAVE-USDT', '5m', '2021-06-18', '2021-07-08', '21', '-1.05', '-6.09', 13, '62', '0.49', '2.21', '8', '2', 291, -505, '13', '8', '7.48']
['AAVE-USDT', '5m', '2021-09-12', '2021-10-02', '10', '16.52', '-1.09', 1528, '100', '10.43', '1396.35', '10', '0', 294, 0, '10', '0', '-7.91']
['AAVE-USDT', '5m', '2021-06-29', '2021-07-19', '18', '-2.53', '-9.33', -37, '50', '-1.46', '-4.01', '5', '5', 293, -509, '9', '9', '11.34']
['AAVE-USDT', '5m', '2021-06-17', '2021-07-07', '21', '0.8', '-6.09', 58, '62', '1.31', '9.53', '8', '2', 291, -505, '13', '8', '9.1']
['AAVE-USDT', '5m', '2021-06-22', '2021-07-12', '19', '-2.0', '-7.74', -4, '53', '0.06', '-0.49', '7', '5', 295, -513, '10', '9', '42.89']
['AAVE-USDT', '5m', '2021-09-13', '2021-10-03', '10', '16.93', '-1.09', 1638, '100', '10.74', '1496.56', '10', '0', 315, 0, '10', '0', '-5.98']
['AAVE-USDT', '5m', '2021-08-16', '2021-09-05', '7', '2.17', '-1.98', 60, '57', '3.2', '30.1', '2', '1', 280, -221, '4', '3', '-3.29']
['AAVE-USDT', '5m', '2021-08-29', '2021-09-18', '4', '5.05', '-1.09', 146, '100', '6.41', '133.24', '4', '0', 278, 0, '4', '0', '-3.77']
