['Pair', 'TF', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['AAVE-USDT', '5m', '2021-04-11', '2021-05-01', '11', '-16.29', '-13.03', -92, '0', '-13.06', '-7.08', '0', '11', 0, -260, '0', '11', '20.37']
['AAVE-USDT', '5m', '2021-05-17', '2021-06-06', '8', '-1.27', '-3.46', 14, '38', '0.79', '3.95', '1', '3', 324, -258, '3', '5', '-32.47']
['AAVE-USDT', '5m', '2021-08-18', '2021-09-07', '13', '-13.11', '-11.38', -89, '15', '-7.51', '-7.82', '1', '5', 302, -212, '2', '11', '7.21']
['AAVE-USDT', '5m', '2021-02-04', '2021-02-24', '5', '1.86', '-2.81', 58, '40', '2.43', '20.77', '2', '2', 334, -183, '2', '3', '-5.84']
['AAVE-USDT', '5m', '2021-04-18', '2021-05-08', '11', '-4.96', '-8.23', -30, '27', '-1.22', '-3.61', '3', '8', 300, -275, '3', '8', '4.08']
['AAVE-USDT', '5m', '2021-06-06', '2021-06-26', '11', '4.97', '-3.47', 203, '55', '4.09', '58.36', '2', '2', 330, -208, '6', '5', '-47.69']
['AAVE-USDT', '5m', '2021-03-10', '2021-03-30', '12', '-6.97', '-10.38', -65, '25', '-3.4', '-6.22', '1', '6', 327, -249, '3', '9', '-19.58']
['AAVE-USDT', '5m', '2021-04-28', '2021-05-18', '11', '6.27', '-1.54', 503, '45', '6.98', '326.81', '3', '2', 347, -184, '5', '6', '29.67']
['AAVE-USDT', '5m', '2021-05-09', '2021-05-29', '6', '1.75', '-1.32', 137, '33', '4.45', '103.9', '1', '2', 330, -175, '2', '4', '-31.45']
['AAVE-USDT', '5m', '2021-08-20', '2021-09-09', '14', '-10.81', '-8.99', -82, '21', '-4.9', '-9.13', '1', '6', 315, -216, '3', '11', '-18.43']
['AAVE-USDT', '5m', '2021-08-09', '2021-08-29', '18', '-9.71', '-8.97', -77, '28', '-3.17', '-8.54', '2', '6', 312, -259, '5', '13', '1.74']
['AAVE-USDT', '5m', '2021-06-01', '2021-06-21', '13', '-0.43', '-3.0', 37, '46', '1.49', '12.26', '2', '2', 239, -253, '6', '7', '-28.3']
['AAVE-USDT', '5m', '2021-03-04', '2021-03-24', '12', '-1.63', '-8.01', -6, '42', '-0.1', '-0.74', '3', '6', 335, -255, '5', '7', '-16.46']
['AAVE-USDT', '5m', '2021-06-07', '2021-06-27', '11', '4.97', '-3.47', 203, '55', '4.09', '58.36', '2', '2', 330, -208, '6', '5', '-48.86']
['AAVE-USDT', '5m', '2021-04-16', '2021-05-06', '11', '-7.93', '-9.48', -57, '18', '-3.12', '-6.03', '2', '9', 295, -271, '2', '9', '3.18']
['AAVE-USDT', '5m', '2021-01-21', '2021-02-10', '5', '-5.76', '-5.95', -59, '20', '-5.0', '-9.89', '1', '3', 138, -260, '1', '4', '146.51']
['AAVE-USDT', '5m', '2021-09-16', '2021-10-06', '8', '7.23', '-4.13', 371, '50', '6.03', '89.96', '2', '4', 338, -174, '4', '4', '-25.6']
['AAVE-USDT', '5m', '2021-04-12', '2021-05-02', '12', '-13.45', '-13.03', -86, '8', '-7.48', '-6.6', '1', '11', 284, -260, '1', '11', '35.45']
['AAVE-USDT', '5m', '2021-01-25', '2021-02-14', '7', '-6.14', '-6.93', -59, '29', '-4.74', '-8.55', '1', '4', 138, -260, '2', '5', '85.15']
['AAVE-USDT', '5m', '2021-04-14', '2021-05-04', '12', '-10.02', '-11.54', -72, '17', '-4.46', '-6.22', '2', '10', 289, -265, '2', '10', '29.36']
['AAVE-USDT', '5m', '2021-07-04', '2021-07-24', '16', '-4.16', '-10.01', -31, '31', '-0.99', '-3.06', '3', '8', 320, -226, '5', '11', '12.14']
['AAVE-USDT', '5m', '2021-08-27', '2021-09-16', '14', '-1.09', '-9.04', 14, '36', '0.5', '1.5', '4', '6', 318, -218, '5', '9', '18.72']
['AAVE-USDT', '5m', '2021-06-13', '2021-07-03', '9', '6.15', '-3.47', 249, '56', '4.44', '71.7', '2', '2', 339, -206, '5', '4', '-16.26']
['AAVE-USDT', '5m', '2021-08-12', '2021-09-01', '18', '-10.26', '-11.33', -79, '28', '-3.42', '-6.96', '2', '6', 323, -247, '5', '13', '-2.55']
['AAVE-USDT', '5m', '2021-02-16', '2021-03-08', '13', '-0.71', '-3.83', 117, '31', '3.08', '30.61', '2', '5', 330, -226, '4', '9', '-9.3']
['AAVE-USDT', '5m', '2021-05-06', '2021-05-26', '7', '3.12', '-1.32', 203, '43', '5.54', '153.34', '1', '2', 334, -177, '3', '4', '-23.03']
['AAVE-USDT', '5m', '2021-01-24', '2021-02-13', '6', '-7.08', '-6.93', -66, '17', '-5.99', '-9.52', '1', '4', 138, -260, '1', '5', '146.32']
['AAVE-USDT', '5m', '2021-07-08', '2021-07-28', '15', '0.75', '-4.83', 69, '40', '2.05', '14.31', '3', '5', 328, -250, '6', '9', '-4.31']
['AAVE-USDT', '5m', '2021-06-18', '2021-07-08', '11', '-1.38', '-5.45', -11, '36', '-0.21', '-1.99', '2', '3', 332, -234, '4', '7', '7.48']
['AAVE-USDT', '5m', '2021-04-10', '2021-04-30', '12', '-17.5', '-13.95', -94, '0', '-14.18', '-6.71', '0', '12', 0, -258, '0', '12', '21.98']
['AAVE-USDT', '5m', '2021-02-27', '2021-03-19', '15', '-3.94', '-6.15', 26, '27', '0.89', '4.23', '3', '5', 341, -260, '4', '11', '11.98']
['AAVE-USDT', '5m', '2021-02-25', '2021-03-17', '14', '-2.41', '-4.74', 66, '29', '1.83', '13.84', '3', '5', 341, -260, '4', '10', '0.97']
['AAVE-USDT', '5m', '2021-05-01', '2021-05-21', '9', '8.75', '-1.32', 700, '56', '8.42', '529.11', '3', '2', 353, -187, '5', '4', '5.24']
['AAVE-USDT', '5m', '2021-09-16', '2021-10-06', '8', '7.23', '-4.13', 371, '50', '6.03', '89.96', '2', '4', 338, -174, '4', '4', '-25.6']
['AAVE-USDT', '5m', '2021-01-28', '2021-02-17', '7', '-0.65', '-6.93', 5, '43', '0.3', '0.69', '2', '4', 309, -261, '3', '4', '51.28']
['AAVE-USDT', '5m', '2021-05-21', '2021-06-10', '9', '2.34', '-3.46', 96, '56', '3.62', '27.86', '3', '3', 327, -260, '5', '4', '-27.42']
['AAVE-USDT', '5m', '2021-01-23', '2021-02-12', '6', '-7.08', '-6.93', -66, '17', '-5.99', '-9.52', '1', '4', 138, -260, '1', '5', '174.49']
['AAVE-USDT', '5m', '2021-03-29', '2021-04-18', '12', '-4.8', '-8.82', -50, '33', '-1.98', '-5.7', '3', '5', 330, -250, '4', '8', '22.57']
