['Pair', 'TF', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['AAVE-USDT', '5m', '2021-07-02', '2021-07-22', '9', '-6.18', '-5.23', -3, '44', '-0.08', '-0.54', '3', '3', 202, -394, '4', '5', '12.2']
['AAVE-USDT', '5m', '2021-09-06', '2021-09-26', '3', '6.02', '-0.37', 191, '100', '5.75', '515.01', '3', '0', 205, 0, '3', '0', '-34.25']
['AAVE-USDT', '5m', '2021-09-23', '2021-10-13', '3', '2.87', '0.0', 68, '100', '6.43', 'inf', '3', '0', 198, 0, '3', '0', '-5.7']
['AAVE-USDT', '5m', '2021-08-02', '2021-08-22', '7', '-2.39', '-3.72', -13, '57', '-0.67', '-3.56', '2', '1', 197, -383, '4', '3', '26.51']
['AAVE-USDT', '5m', '2021-06-22', '2021-07-12', '11', '1.93', '-3.68', 215, '64', '4.53', '58.52', '7', '2', 208, -313, '7', '4', '42.89']
['AAVE-USDT', '5m', '2021-09-13', '2021-10-03', '5', '8.89', '-0.37', 373, '100', '7.97', '1009.22', '5', '0', 210, 0, '5', '0', '-5.98']
['AAVE-USDT', '5m', '2021-05-11', '2021-05-31', '2', '3.14', '0.0', 76, '100', '5.83', 'inf', '2', '0', 197, 0, '2', '0', '-25.38']
['AAVE-USDT', '5m', '2021-06-18', '2021-07-08', '12', '4.65', '-3.68', 302, '67', '5.79', '82.05', '6', '2', 210, -322, '8', '4', '7.48']
['AAVE-USDT', '5m', '2021-09-15', '2021-10-05', '3', '4.73', '0.0', 133, '100', '8.91', 'inf', '3', '0', 202, 0, '3', '0', '-21.72']
['AAVE-USDT', '5m', '2021-05-06', '2021-05-26', '1', '1.97', '0.0', 43, '100', '4.17', 'inf', '1', '0', 197, 0, '1', '0', '-23.03']
['AAVE-USDT', '5m', '2021-05-05', '2021-05-25', '1', '1.97', '0.0', 43, '100', '4.17', 'inf', '1', '0', 197, 0, '1', '0', '-13.39']
['AAVE-USDT', '5m', '2021-07-03', '2021-07-23', '10', '-4.38', '-5.23', 35, '50', '1.61', '6.6', '3', '3', 202, -394, '5', '5', '18.81']
['AAVE-USDT', '5m', '2021-09-07', '2021-09-27', '3', '6.02', '-0.37', 191, '100', '5.75', '515.01', '3', '0', 205, 0, '3', '0', '-28.41']
['AAVE-USDT', '5m', '2021-09-11', '2021-10-01', '4', '6.79', '-0.37', 232, '100', '6.44', '626.49', '4', '0', 205, 0, '4', '0', '-11.7']
['AAVE-USDT', '5m', '2021-08-08', '2021-08-28', '7', '-5.23', '-4.12', -37, '43', '-2.61', '-9.04', '1', '2', 85, -375, '3', '4', '-2.9']
['AAVE-USDT', '5m', '2021-05-29', '2021-06-18', '11', '2.11', '-2.76', 105, '73', '3.56', '38.22', '2', '1', 202, -376, '8', '3', '-8.08']
['AAVE-USDT', '5m', '2021-06-18', '2021-07-08', '12', '4.65', '-3.68', 302, '67', '5.79', '82.05', '6', '2', 210, -322, '8', '4', '7.48']
['AAVE-USDT', '5m', '2021-07-22', '2021-08-11', '9', '2.27', '-3.92', 101, '67', '3.1', '25.8', '3', '1', 203, -413, '6', '3', '48.54']
['AAVE-USDT', '5m', '2021-08-31', '2021-09-20', '3', '4.92', '-0.37', 140, '100', '4.81', '379.2', '3', '0', 201, 0, '3', '0', '-4.7']
['AAVE-USDT', '5m', '2021-05-16', '2021-06-05', '3', '0.45', '0.0', 52, '67', '7.02', 'inf', '2', '1', 128, -198, '2', '1', '-28.27']
['AAVE-USDT', '5m', '2021-08-25', '2021-09-14', '3', '0.22', '-0.69', 4, '67', '0.76', '5.98', '2', '1', 36, -33, '2', '1', '-12.51']
['AAVE-USDT', '5m', '2021-07-23', '2021-08-12', '9', '0.67', '-3.92', 51, '67', '1.96', '12.91', '2', '1', 199, -405, '6', '3', '44.42']
['AAVE-USDT', '5m', '2021-07-05', '2021-07-25', '9', '-5.34', '-5.23', 10, '44', '0.61', '1.93', '2', '3', 197, -384, '4', '5', '4.53']
['AAVE-USDT', '5m', '2021-06-24', '2021-07-14', '10', '3.55', '-3.13', 215, '70', '4.56', '68.49', '7', '2', 208, -313, '7', '3', '30.87']
['AAVE-USDT', '5m', '2021-09-16', '2021-10-06', '3', '4.73', '0.0', 133, '100', '8.91', 'inf', '3', '0', 202, 0, '3', '0', '-25.6']
['AAVE-USDT', '5m', '2021-08-03', '2021-08-23', '8', '-3.96', '-4.12', -20, '50', '-1.07', '-4.77', '2', '2', 197, -383, '4', '4', '25.28']
['AAVE-USDT', '5m', '2021-06-02', '2021-06-22', '11', '4.45', '-2.76', 123, '73', '3.68', '44.59', '3', '1', 202, -367, '8', '3', '-43.14']
['AAVE-USDT', '5m', '2021-09-24', '2021-10-14', '3', '2.87', '0.0', 68, '100', '6.43', 'inf', '3', '0', 198, 0, '3', '0', '-3.72']
['AAVE-USDT', '5m', '2021-06-16', '2021-07-06', '11', '5.72', '-3.68', 268, '73', '5.67', '72.8', '6', '2', 206, -322, '8', '3', '-0.69']
['AAVE-USDT', '5m', '2021-08-30', '2021-09-19', '3', '4.35', '-0.37', 118, '100', '4.33', '317.7', '3', '0', 201, 0, '3', '0', '-2.34']
['AAVE-USDT', '5m', '2021-05-13', '2021-06-02', '3', '0.45', '0.0', 52, '67', '7.02', 'inf', '2', '1', 128, -198, '2', '1', '-26.52']
['AAVE-USDT', '5m', '2021-05-30', '2021-06-19', '12', '3.44', '-2.76', 159, '75', '4.57', '57.7', '3', '1', 202, -376, '9', '3', '-11.01']
['AAVE-USDT', '5m', '2021-08-19', '2021-09-08', '3', '-1.03', '-0.69', 2, '67', '0.45', '3.55', '2', '1', 36, -158, '2', '1', '-8.83']
['AAVE-USDT', '5m', '2021-09-14', '2021-10-04', '4', '6.79', '0.0', 232, '100', '9.95', 'inf', '4', '0', 206, 0, '4', '0', '-6.19']
['AAVE-USDT', '5m', '2021-08-14', '2021-09-03', '3', '-1.03', '-0.69', 2, '67', '0.45', '3.55', '2', '1', 36, -158, '2', '1', '-6.46']
['AAVE-USDT', '5m', '2021-05-06', '2021-05-26', '1', '1.97', '0.0', 43, '100', '4.17', 'inf', '1', '0', 197, 0, '1', '0', '-23.03']
['AAVE-USDT', '5m', '2021-05-25', '2021-06-14', '11', '1.36', '-2.76', 80, '73', '2.97', '29.04', '2', '1', 202, -376, '8', '3', '-17.72']
['AAVE-USDT', '5m', '2021-09-14', '2021-10-04', '4', '6.79', '0.0', 232, '100', '9.95', 'inf', '4', '0', 206, 0, '4', '0', '-6.19']
['AAVE-USDT', '5m', '2021-07-19', '2021-08-08', '8', '0.36', '-3.92', 89, '62', '2.84', '22.68', '3', '2', 203, -413, '5', '3', '52.13']
['AAVE-USDT', '5m', '2021-07-29', '2021-08-18', '8', '-6.21', '-4.66', -58, '50', '-3.31', '-12.47', '2', '1', 189, -392, '4', '4', '27.95']
['AAVE-USDT', '5m', '2021-09-08', '2021-09-28', '3', '6.02', '-0.37', 191, '100', '5.75', '515.01', '3', '0', 205, 0, '3', '0', '-21.55']
['AAVE-USDT', '5m', '2021-06-20', '2021-07-10', '13', '3.47', '-3.68', 315, '62', '5.36', '85.59', '7', '2', 211, -318, '8', '5', '18.96']
['AAVE-USDT', '5m', '2021-09-02', '2021-09-22', '3', '6.02', '-0.37', 191, '100', '5.75', '515.01', '3', '0', 205, 0, '3', '0', '-34.39']
['AAVE-USDT', '5m', '2021-08-06', '2021-08-26', '7', '-5.81', '-4.12', -44, '43', '-3.34', '-10.6', '1', '2', 51, -376, '3', '4', '3.13']
['AAVE-USDT', '5m', '2021-09-12', '2021-10-02', '5', '8.66', '-0.37', 355, '100', '7.74', '960.35', '5', '0', 205, 0, '5', '0', '-7.91']
['AAVE-USDT', '5m', '2021-05-21', '2021-06-10', '7', '-0.75', '-2.36', 23, '71', '1.66', '9.96', '2', '1', 202, -376, '5', '2', '-27.42']
['AAVE-USDT', '5m', '2021-07-16', '2021-08-05', '8', '0.35', '-3.92', 89, '62', '2.83', '22.67', '3', '2', 204, -415, '5', '3', '24.57']
['AAVE-USDT', '5m', '2021-09-22', '2021-10-12', '3', '2.87', '0.0', 68, '100', '6.43', 'inf', '3', '0', 198, 0, '3', '0', '7.32']
['AAVE-USDT', '5m', '2021-06-12', '2021-07-02', '12', '5.19', '-3.68', 237, '67', '4.22', '64.44', '4', '2', 204, -325, '8', '4', '-18.97']
['AAVE-USDT', '5m', '2021-07-07', '2021-07-27', '8', '-3.05', '-4.32', 26, '50', '1.35', '6.02', '3', '2', 195, -380, '4', '4', '-4.21']
