['Pair', 'TF', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['AAVE-USDT', '5m', '2021-06-19', '2021-07-09', '24', '7.29', '-3.45', 385, '71', '6.1', '111.56', '6', '2', 213, -336, '17', '7', '10.43']
['AAVE-USDT', '5m', '2021-07-19', '2021-08-08', '10', '-4.54', '-6.7', -57, '50', '-3.88', '-8.53', '2', '2', 197, -401, '5', '5', '52.13']
['AAVE-USDT', '5m', '2021-05-20', '2021-06-09', '7', '5.12', '-0.77', 265, '71', '9.23', '344.38', '5', '2', 204, -148, '5', '2', '-21.11']
['AAVE-USDT', '5m', '2021-08-03', '2021-08-23', '11', '-0.9', '-5.08', -15, '73', '-0.73', '-2.99', '4', '1', 147, -405, '8', '3', '25.28']
['AAVE-USDT', '5m', '2021-07-07', '2021-07-27', '16', '3.64', '-1.82', 92, '62', '4.28', '50.5', '4', '2', 200, -350, '10', '6', '-4.21']
['AAVE-USDT', '5m', '2021-05-11', '2021-05-31', '6', '-1.69', '-1.53', 66, '33', '3.97', '43.29', '2', '4', 196, -174, '2', '4', '-25.38']
['AAVE-USDT', '5m', '2021-07-11', '2021-07-31', '12', '-1.63', '-2.77', -26, '42', '-1.57', '-9.37', '2', '2', 196, -343, '5', '7', '8.51']
['AAVE-USDT', '5m', '2021-06-16', '2021-07-06', '21', '6.6', '-3.45', 311, '67', '5.51', '90.01', '6', '2', 211, -336, '14', '7', '-0.69']
['AAVE-USDT', '5m', '2021-05-06', '2021-05-26', '2', '-3.1', '-1.53', -13, '0', '-2.41', '-8.8', '0', '2', 0, -174, '0', '2', '-23.03']
['AAVE-USDT', '5m', '2021-07-28', '2021-08-17', '10', '-5.26', '-7.71', -63, '60', '-4.28', '-8.13', '2', '2', 112, -394, '6', '4', '37.88']
['AAVE-USDT', '5m', '2021-06-18', '2021-07-08', '23', '6.31', '-3.45', 311, '70', '5.48', '90.09', '6', '2', 213, -336, '16', '7', '7.48']
['AAVE-USDT', '5m', '2021-08-18', '2021-09-07', '4', '3.06', '-0.31', 73, '75', '7.16', '237.13', '2', '1', 150, -17, '3', '1', '7.21']
['AAVE-USDT', '5m', '2021-07-23', '2021-08-12', '11', '-5.7', '-7.71', -66, '55', '-4.49', '-8.53', '2', '2', 195, -399, '6', '5', '44.42']
