['Pair', 'TF', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['AAVE-USDT', '5m', '2021-02-06', '2021-02-26', '12', '-12.54', '-10.57', -78, '42', '-3.46', '-7.39', '2', '3', 277, -462, '5', '7', '-33.28']
['AAVE-USDT', '5m', '2021-06-04', '2021-06-24', '16', '20.29', '-1.22', 4270, '75', '12.22', '3503.72', '5', '1', 333, -391, '12', '4', '-47.81']
['AAVE-USDT', '5m', '2021-07-22', '2021-08-11', '13', '-0.98', '-5.6', -16, '54', '-0.32', '-2.92', '3', '2', 276, -395, '7', '6', '48.54']
['AAVE-USDT', '5m', '2021-05-19', '2021-06-08', '13', '-9.92', '-7.97', -24, '38', '-0.53', '-3.05', '2', '4', 277, -386, '5', '8', '-46.87']
['AAVE-USDT', '5m', '2021-05-01', '2021-05-21', '10', '-14.5', '-9.01', -78, '30', '-3.83', '-8.64', '2', '4', 259, -497, '3', '7', '5.24']
['AAVE-USDT', '5m', '2021-07-19', '2021-08-08', '13', '5.75', '-5.6', 177, '62', '2.65', '31.66', '3', '2', 292, -417, '8', '5', '52.13']
['AAVE-USDT', '5m', '2021-01-17', '2021-02-06', '15', '-4.94', '-7.84', -7, '53', '-0.04', '-0.84', '4', '3', 285, -435, '8', '7', '181.94']
['AAVE-USDT', '5m', '2021-01-24', '2021-02-13', '13', '-7.43', '-8.29', -45, '46', '-1.53', '-5.37', '2', '2', 277, -423, '6', '7', '146.32']
['AAVE-USDT', '5m', '2021-08-23', '2021-09-12', '6', '0.1', '-2.99', 2, '67', '0.18', '0.61', '3', '1', 276, -308, '4', '2', '-18.23']
['AAVE-USDT', '5m', '2021-02-23', '2021-03-15', '13', '-16.82', '-17.95', -94, '38', '-6.65', '-5.26', '3', '5', 230, -449, '5', '8', '-5.46']
['AAVE-USDT', '5m', '2021-07-20', '2021-08-09', '12', '1.2', '-5.6', 24, '58', '0.77', '4.32', '3', '2', 281, -406, '7', '5', '51.74']
['AAVE-USDT', '5m', '2021-07-24', '2021-08-13', '9', '-0.13', '-5.6', -2, '56', '0.06', '-0.42', '2', '2', 277, -399, '5', '4', '35.46']
['AAVE-USDT', '5m', '2021-08-26', '2021-09-15', '7', '4.92', '-3.36', 140, '71', '2.98', '41.75', '3', '1', 276, -326, '5', '2', '0.08']
['AAVE-USDT', '5m', '2021-05-04', '2021-05-24', '13', '-14.22', '-9.31', -68, '38', '-2.22', '-7.27', '2', '2', 268, -511, '5', '8', '-43.8']
['AAVE-USDT', '5m', '2021-05-22', '2021-06-11', '14', '-12.36', '-7.97', -54, '36', '-1.89', '-6.79', '3', '4', 267, -375, '5', '9', '-17.05']
['AAVE-USDT', '5m', '2021-07-02', '2021-07-22', '17', '-5.36', '-10.89', -60, '47', '-2.42', '-5.49', '3', '6', 275, -476, '8', '9', '12.2']
['AAVE-USDT', '5m', '2021-08-08', '2021-08-28', '7', '4.98', '-1.84', 143, '86', '4.55', '77.38', '6', '1', 280, -154, '6', '1', '-2.9']
['AAVE-USDT', '5m', '2021-04-13', '2021-05-03', '9', '5.24', '-2.13', 282, '56', '5.75', '132.28', '3', '2', 291, -277, '5', '4', '20.74']
['AAVE-USDT', '5m', '2021-08-11', '2021-08-31', '6', '4.98', '-1.84', 143, '83', '4.7', '77.3', '4', '1', 284, -52, '5', '1', '-6.85']
['AAVE-USDT', '5m', '2021-04-15', '2021-05-05', '10', '-3.83', '-4.45', -11, '40', '-0.28', '-2.5', '3', '3', 277, -370, '4', '6', '3.89']
['AAVE-USDT', '5m', '2021-03-21', '2021-04-10', '3', '2.56', '-2.22', 59, '67', '2.78', '26.43', '2', '1', 280, -145, '2', '1', '-2.82']
['AAVE-USDT', '5m', '2021-05-05', '2021-05-25', '13', '-13.7', '-9.31', -50, '38', '-1.54', '-5.39', '2', '2', 268, -512, '5', '8', '-13.39']
['AAVE-USDT', '5m', '2021-03-16', '2021-04-05', '4', '-0.72', '-3.2', -12, '50', '-0.49', '-3.87', '2', '1', 271, -320, '2', '2', '10.03']
['AAVE-USDT', '5m', '2021-03-02', '2021-03-22', '11', '-10.23', '-12.3', -85, '45', '-5.26', '-6.94', '4', '5', 248, -485, '5', '6', '-4.43']
['AAVE-USDT', '5m', '2021-09-07', '2021-09-27', '8', '10.02', '-3.36', 471, '88', '5.46', '140.3', '5', '1', 294, -328, '7', '1', '-28.41']
['AAVE-USDT', '5m', '2021-01-16', '2021-02-05', '16', '-2.31', '-7.84', 54, '56', '1.34', '6.84', '5', '3', 293, -447, '9', '7', '177.55']
['AAVE-USDT', '5m', '2021-05-15', '2021-06-04', '15', '-17.12', '-9.51', -80, '33', '-3.07', '-8.45', '2', '4', 268, -498, '5', '10', '-33.09']
['AAVE-USDT', '5m', '2021-07-27', '2021-08-16', '8', '-2.94', '-5.6', -42, '50', '-1.79', '-7.5', '2', '2', 261, -383, '4', '4', '35.61']
['AAVE-USDT', '5m', '2021-05-06', '2021-05-26', '14', '-17.23', '-10.19', -71, '36', '-2.78', '-7.02', '2', '2', 268, -512, '5', '9', '-23.03']
['AAVE-USDT', '5m', '2021-07-14', '2021-08-03', '13', '0.4', '-5.6', 8, '62', '0.37', '1.36', '3', '2', 285, -407, '8', '5', '18.12']
['AAVE-USDT', '5m', '2021-08-22', '2021-09-11', '5', '3.18', '-1.84', 77, '80', '3.18', '41.8', '3', '1', 276, -49, '4', '1', '-22.05']
['AAVE-USDT', '5m', '2021-03-22', '2021-04-11', '3', '2.56', '-2.22', 59, '67', '2.78', '26.43', '2', '1', 280, -145, '2', '1', '-0.29']
