['Pair', 'TF', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['AAVE-USDT', '5m', '2021-06-12', '2021-07-02', '33', '15.48', '-7.29', 1493, '48', '4.52', '204.95', '6', '5', 473, -292, '16', '17', '-18.97']
['AAVE-USDT', '5m', '2021-08-17', '2021-09-06', '25', '-5.0', '-7.76', -58, '36', '-2.13', '-7.5', '2', '5', 418, -242, '9', '16', '1.05']
['AAVE-USDT', '5m', '2021-07-01', '2021-07-21', '31', '-15.63', '-20.73', -95, '29', '-5.0', '-4.58', '3', '8', 380, -260, '9', '22', '-11.04']
['AAVE-USDT', '5m', '2021-08-21', '2021-09-10', '21', '-4.73', '-6.44', -58, '38', '-1.89', '-9.0', '2', '5', 411, -274, '8', '13', '-19.21']
['AAVE-USDT', '5m', '2021-06-15', '2021-07-05', '34', '17.79', '-6.68', 2080, '50', '5.18', '311.43', '6', '3', 479, -296, '17', '17', '-13.28']
['AAVE-USDT', '5m', '2021-08-31', '2021-09-20', '27', '7.39', '-4.97', 275, '44', '2.75', '55.42', '3', '4', 442, -291, '12', '15', '-4.7']
['AAVE-USDT', '5m', '2021-08-02', '2021-08-22', '32', '-7.45', '-9.48', -74, '38', '-2.43', '-7.82', '2', '3', 421, -275, '12', '20', '26.51']
['AAVE-USDT', '5m', '2021-02-10', '2021-03-02', '27', '-21.47', '-21.35', -98, '26', '-9.44', '-4.61', '2', '5', 426, -269, '7', '20', '-21.89']
['AAVE-USDT', '5m', '2021-09-17', '2021-10-07', '25', '15.36', '-5.09', 1354, '52', '6.04', '266.21', '4', '3', 446, -250, '13', '12', '-18.91']
['AAVE-USDT', '5m', '2021-05-18', '2021-06-07', '23', '14.41', '-7.12', 1498, '52', '4.63', '210.33', '5', '5', 495, -335, '12', '11', '-36.58']
['AAVE-USDT', '5m', '2021-05-28', '2021-06-17', '32', '7.39', '-10.13', 325, '47', '2.5', '32.06', '5', '7', 492, -333, '15', '17', '-21.21']
['AAVE-USDT', '5m', '2021-08-09', '2021-08-29', '30', '-0.35', '-7.92', -1, '43', '0.21', '-0.15', '2', '3', 417, -272, '13', '17', '1.74']
['AAVE-USDT', '5m', '2021-08-06', '2021-08-26', '32', '-8.67', '-10.9', -80, '41', '-3.12', '-7.32', '3', '3', 400, -273, '13', '19', '3.13']
['AAVE-USDT', '5m', '2021-01-18', '2021-02-07', '27', '-3.91', '-7.76', -44, '41', '-1.14', '-5.64', '2', '5', 415, -273, '11', '16', '152.08']
['AAVE-USDT', '5m', '2021-03-23', '2021-04-12', '26', '-4.12', '-12.31', -49, '31', '-1.13', '-3.98', '4', '7', 443, -274, '8', '18', '10.83']
['AAVE-USDT', '5m', '2021-09-21', '2021-10-11', '23', '6.29', '-5.09', 227, '48', '2.93', '44.72', '4', '3', 422, -262, '11', '12', '-1.14']
['AAVE-USDT', '5m', '2021-01-13', '2021-02-02', '27', '3.34', '-7.59', 112, '44', '1.92', '14.76', '2', '5', 438, -292, '12', '15', '131.53']
['AAVE-USDT', '5m', '2021-03-11', '2021-03-31', '25', '11.31', '-8.77', 678, '44', '3.97', '77.32', '3', '6', 468, -273, '11', '14', '-7.23']
['AAVE-USDT', '5m', '2021-08-20', '2021-09-09', '22', '-0.05', '-6.44', 2, '41', '0.28', '0.35', '3', '5', 421, -281, '9', '13', '-18.43']
['AAVE-USDT', '5m', '2021-08-15', '2021-09-04', '26', '-1.94', '-6.44', -25, '38', '-0.58', '-3.92', '2', '5', 428, -265, '10', '16', '-4.69']
['AAVE-USDT', '5m', '2021-01-17', '2021-02-06', '26', '-2.05', '-7.59', -20, '42', '-0.35', '-2.7', '2', '5', 415, -273, '11', '15', '181.94']
['AAVE-USDT', '5m', '2021-04-04', '2021-04-24', '29', '-21.69', '-22.05', -99, '24', '-8.91', '-4.47', '2', '11', 409, -253, '7', '22', '-8.67']
['AAVE-USDT', '5m', '2021-02-12', '2021-03-04', '28', '-22.37', '-20.72', -98, '25', '-9.47', '-4.74', '2', '6', 226, -264, '7', '21', '-23.91']
['AAVE-USDT', '5m', '2021-02-14', '2021-03-06', '27', '-19.31', '-20.24', -96, '26', '-8.0', '-4.76', '1', '6', 343, -268, '7', '20', '-26.47']
['AAVE-USDT', '5m', '2021-07-09', '2021-07-29', '28', '4.72', '-11.26', 155, '39', '1.66', '13.79', '3', '7', 428, -240, '11', '17', '2.11']
['AAVE-USDT', '5m', '2021-02-09', '2021-03-01', '29', '-25.06', '-23.66', -99, '24', '-10.17', '-4.2', '2', '5', 402, -276, '7', '22', '-28.26']
['AAVE-USDT', '5m', '2021-03-18', '2021-04-07', '24', '10.45', '-6.14', 553, '46', '3.87', '89.99', '4', '4', 468, -295, '11', '13', '-0.15']
['AAVE-USDT', '5m', '2021-08-03', '2021-08-23', '32', '-6.18', '-11.13', -67, '38', '-1.93', '-6.01', '2', '4', 429, -287, '12', '20', '25.28']
['AAVE-USDT', '5m', '2021-01-10', '2021-01-30', '26', '7.03', '-7.7', 294, '46', '3.33', '38.21', '2', '5', 455, -297, '12', '14', '143.6']
['AAVE-USDT', '5m', '2021-06-30', '2021-07-20', '32', '-12.05', '-20.73', -89, '31', '-3.41', '-4.3', '3', '8', 426, -271, '10', '22', '0.15']
['AAVE-USDT', '5m', '2021-08-05', '2021-08-25', '30', '-5.42', '-8.6', -62, '40', '-1.67', '-7.19', '2', '3', 419, -280, '12', '18', '11.31']
['AAVE-USDT', '5m', '2021-05-17', '2021-06-06', '22', '17.52', '-7.12', 2451, '55', '5.49', '344.19', '5', '5', 495, -335, '12', '10', '-32.47']
['AAVE-USDT', '5m', '2021-09-13', '2021-10-03', '27', '18.42', '-5.09', 2218, '56', '6.93', '435.95', '3', '3', 474, -266, '15', '12', '-5.98']
['AAVE-USDT', '5m', '2021-02-17', '2021-03-09', '24', '-12.71', '-14.34', -85, '25', '-6.41', '-5.96', '1', '6', 369, -239, '6', '18', '0.42']
['AAVE-USDT', '5m', '2021-06-06', '2021-06-26', '33', '-6.34', '-11.24', -62, '33', '-1.57', '-5.54', '2', '7', 396, -273, '11', '22', '-47.69']
