['Pair', 'TF', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['AAVE-USDT', '5m', '2021-04-07', '2021-04-27', '45', '-21.79', '-20.49', -97, '29', '-7.6', '-4.72', '4', '12', 282, -253, '13', '32', '5.13']
['AAVE-USDT', '5m', '2021-06-10', '2021-06-30', '45', '6.0', '-7.37', 369, '51', '3.14', '50.12', '5', '4', 348, -286, '23', '22', '-29.64']
['AAVE-USDT', '5m', '2021-08-06', '2021-08-26', '39', '-10.82', '-14.1', -86, '38', '-2.96', '-6.07', '2', '5', 327, -262, '15', '24', '3.13']
['AAVE-USDT', '5m', '2021-01-29', '2021-02-18', '43', '-2.16', '-11.41', 1, '42', '0.24', '0.05', '3', '5', 316, -262, '18', '25', '51.64']
['AAVE-USDT', '5m', '2021-03-07', '2021-03-27', '33', '3.86', '-4.24', 117, '45', '2.37', '27.66', '4', '6', 335, -251, '15', '18', '-7.75']
['AAVE-USDT', '5m', '2021-09-20', '2021-10-10', '33', '5.88', '-5.35', 261, '42', '2.89', '48.75', '3', '3', 356, -310, '14', '19', '-9.68']
['AAVE-USDT', '5m', '2021-06-20', '2021-07-10', '49', '8.74', '-7.36', 752, '49', '3.84', '102.15', '5', '4', 371, -291, '24', '25', '18.96']
['AAVE-USDT', '5m', '2021-08-24', '2021-09-13', '31', '-0.58', '-5.65', 3, '45', '0.22', '0.48', '3', '4', 322, -249, '14', '17', '-18.44']
['AAVE-USDT', '5m', '2021-08-14', '2021-09-03', '35', '-10.37', '-14.1', -82, '37', '-3.48', '-5.81', '2', '5', 333, -266, '13', '22', '-6.46']
['AAVE-USDT', '5m', '2021-03-12', '2021-04-01', '34', '-0.81', '-9.53', 3, '44', '0.28', '0.34', '4', '6', 344, -259, '15', '19', '-5.95']
['AAVE-USDT', '5m', '2021-05-05', '2021-05-25', '37', '-13.68', '-8.66', -70, '27', '-2.18', '-8.04', '2', '5', 318, -281, '10', '27', '-13.39']
['AAVE-USDT', '5m', '2021-01-30', '2021-02-19', '45', '-1.15', '-10.04', 20, '42', '0.59', '2.0', '4', '5', 322, -266, '19', '26', '53.06']
['AAVE-USDT', '5m', '2021-08-01', '2021-08-21', '40', '-15.22', '-14.53', -94, '32', '-4.62', '-6.49', '2', '5', 298, -267, '13', '27', '23.91']
