['Pair', 'TF', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['AAVE-USDT', '5m', '2021-09-03', '2021-09-23', '36', '16.9', '-3.21', 1736, '53', '6.77', '540.45', '4', '3', 364, -261, '19', '17', '-24.65']
['AAVE-USDT', '5m', '2021-02-05', '2021-02-25', '45', '1.15', '-4.23', 279, '47', '3.07', '65.9', '4', '4', 348, -290, '21', '24', '-22.13']
['AAVE-USDT', '5m', '2021-09-19', '2021-10-09', '35', '12.4', '-5.13', 969, '49', '4.95', '188.99', '4', '3', 367, -328, '17', '18', '-13.38']
['AAVE-USDT', '5m', '2021-06-01', '2021-06-21', '36', '7.04', '-7.09', 387, '53', '3.22', '54.6', '3', '3', 345, -294, '19', '17', '-28.3']
['AAVE-USDT', '5m', '2021-05-23', '2021-06-12', '38', '-1.65', '-7.84', 97, '42', '1.51', '12.36', '3', '4', 326, -260, '16', '22', '-13.77']
['AAVE-USDT', '5m', '2021-03-06', '2021-03-26', '32', '5.13', '-4.38', 199, '44', '3.53', '45.45', '4', '6', 339, -257, '14', '18', '-11.64']
['AAVE-USDT', '5m', '2021-08-05', '2021-08-25', '37', '-8.21', '-14.1', -76, '38', '-2.05', '-5.36', '2', '5', 333, -267, '14', '23', '11.31']
['AAVE-USDT', '5m', '2021-08-17', '2021-09-06', '35', '-14.25', '-16.31', -92, '34', '-5.48', '-5.64', '2', '5', 326, -261, '12', '23', '1.05']
['AAVE-USDT', '5m', '2021-09-06', '2021-09-26', '38', '16.76', '-3.39', 1807, '53', '6.84', '533.32', '3', '3', 383, -266, '20', '18', '-34.25']
['AAVE-USDT', '5m', '2021-05-16', '2021-06-05', '37', '-16.41', '-14.14', -83, '30', '-3.35', '-5.84', '2', '6', 317, -281, '11', '26', '-28.27']
['AAVE-USDT', '5m', '2021-04-12', '2021-05-02', '46', '-16.3', '-12.85', -88, '35', '-4.97', '-6.85', '3', '6', 310, -281, '16', '30', '35.45']
['AAVE-USDT', '5m', '2021-03-11', '2021-03-31', '34', '0.65', '-9.53', 35, '44', '0.87', '3.66', '4', '6', 349, -262, '15', '19', '-7.23']
['AAVE-USDT', '5m', '2021-02-12', '2021-03-04', '43', '-5.85', '-12.56', -6, '42', '0.1', '-0.46', '4', '5', 367, -291, '18', '25', '-23.91']
['AAVE-USDT', '5m', '2021-07-24', '2021-08-13', '36', '-3.06', '-10.4', -38, '50', '-0.64', '-3.61', '7', '4', 327, -293, '18', '18', '35.46']
['AAVE-USDT', '5m', '2021-08-22', '2021-09-11', '29', '-0.53', '-6.33', 3, '45', '0.25', '0.49', '4', '4', 320, -239, '13', '16', '-22.05']
['AAVE-USDT', '5m', '2021-09-02', '2021-09-22', '34', '9.88', '-5.38', 461, '53', '4.15', '85.66', '4', '4', 348, -255, '18', '16', '-34.39']
['AAVE-USDT', '5m', '2021-03-15', '2021-04-04', '31', '-1.93', '-9.84', -21, '45', '-0.32', '-2.16', '4', '6', 332, -249, '14', '17', '-0.33']
['AAVE-USDT', '5m', '2021-03-13', '2021-04-02', '32', '-4.81', '-8.75', -51, '41', '-1.54', '-5.84', '4', '6', 333, -251, '13', '19', '2.39']
['AAVE-USDT', '5m', '2021-05-07', '2021-05-27', '38', '-16.1', '-8.98', -76, '26', '-3.45', '-8.44', '2', '6', 320, -282, '10', '28', '-8.47']
['AAVE-USDT', '5m', '2021-09-26', '2021-10-16', '29', '8.83', '-5.35', 427, '48', '3.9', '79.88', '4', '3', 342, -306, '14', '15', '10.07']
['AAVE-USDT', '5m', '2021-05-01', '2021-05-21', '41', '-16.95', '-12.4', -85, '27', '-4.27', '-6.87', '2', '5', 326, -271, '11', '30', '5.24']
['AAVE-USDT', '5m', '2021-07-30', '2021-08-19', '40', '-11.43', '-13.51', -87, '38', '-3.16', '-6.44', '3', '4', 311, -278, '15', '25', '21.52']
['AAVE-USDT', '5m', '2021-09-23', '2021-10-13', '30', '0.8', '-5.35', 38, '43', '0.94', '7.12', '3', '3', 335, -292, '13', '17', '-5.7']
['AAVE-USDT', '5m', '2021-03-21', '2021-04-10', '32', '-5.17', '-9.84', -54, '44', '-1.42', '-5.52', '4', '6', 335, -249, '14', '18', '-2.82']
['AAVE-USDT', '5m', '2021-03-30', '2021-04-19', '34', '-7.38', '-15.04', -62, '44', '-1.83', '-4.1', '4', '12', 337, -270, '15', '19', '5.42']
['AAVE-USDT', '5m', '2021-03-21', '2021-04-10', '32', '-5.17', '-9.84', -54, '44', '-1.42', '-5.52', '4', '6', 335, -249, '14', '18', '-2.82']
['AAVE-USDT', '5m', '2021-08-06', '2021-08-26', '39', '-10.82', '-14.1', -86, '38', '-2.96', '-6.07', '2', '5', 327, -262, '15', '24', '3.13']
['AAVE-USDT', '5m', '2021-04-22', '2021-05-12', '45', '-19.63', '-16.16', -96, '29', '-7.8', '-5.91', '3', '6', 319, -287, '13', '32', '30.1']
['AAVE-USDT', '5m', '2021-08-07', '2021-08-27', '40', '-9.95', '-14.45', -83, '40', '-2.76', '-5.73', '2', '5', 324, -264, '16', '24', '-5.05']
['AAVE-USDT', '5m', '2021-08-13', '2021-09-02', '37', '-7.98', '-14.1', -71, '41', '-2.18', '-5.03', '2', '5', 338, -270, '15', '22', '5.3']
['AAVE-USDT', '5m', '2021-03-10', '2021-03-30', '31', '3.24', '-8.52', 101, '45', '1.72', '11.9', '4', '6', 359, -270, '14', '17', '-19.58']
['AAVE-USDT', '5m', '2021-08-16', '2021-09-05', '35', '-12.48', '-16.31', -88, '34', '-4.33', '-5.41', '2', '5', 336, -269, '12', '23', '-3.29']
['AAVE-USDT', '5m', '2021-06-28', '2021-07-18', '42', '3.65', '-8.64', 199, '45', '2.09', '22.99', '4', '5', 367, -306, '19', '23', '25.24']
['AAVE-USDT', '5m', '2021-02-19', '2021-03-11', '40', '-15.78', '-12.55', -81, '32', '-4.45', '-6.47', '2', '5', 325, -258, '13', '27', '-8.43']
['AAVE-USDT', '5m', '2021-09-16', '2021-10-06', '32', '15.39', '-4.55', 1434, '50', '6.47', '315.17', '4', '3', 371, -331, '16', '16', '-25.6']
['AAVE-USDT', '5m', '2021-02-23', '2021-03-15', '35', '-10.13', '-11.02', -61, '34', '-2.26', '-5.58', '2', '5', 299, -236, '12', '23', '-5.46']
['AAVE-USDT', '5m', '2021-05-17', '2021-06-06', '36', '-12.73', '-12.22', -68, '33', '-2.06', '-5.53', '3', '6', 306, -261, '12', '24', '-32.47']
