['Pair', 'TF', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['AAVE-USDT', '5m', '2021-05-08', '2021-05-28', '6', '0.62', '-1.49', 103, '50', '4.59', '69.41', '2', '1', 323, -210, '3', '3', '-16.5']
['AAVE-USDT', '5m', '2021-06-28', '2021-07-18', '18', '6.74', '-4.05', 231, '50', '4.89', '57.01', '4', '5', 349, -360, '9', '9', '25.24']
['AAVE-USDT', '5m', '2021-07-05', '2021-07-25', '17', '0.45', '-3.13', 9, '35', '0.52', '2.93', '2', '5', 326, -346, '6', '11', '4.53']
['AAVE-USDT', '5m', '2021-06-21', '2021-07-11', '23', '13.96', '-6.98', 1100, '57', '5.57', '157.59', '6', '4', 366, -408, '13', '10', '7.69']
['AAVE-USDT', '5m', '2021-06-24', '2021-07-14', '22', '4.07', '-4.05', 130, '45', '2.65', '32.07', '6', '5', 351, -362, '10', '12', '30.87']
['AAVE-USDT', '5m', '2021-09-22', '2021-10-12', '6', '8.28', '-1.09', 327, '67', '7.83', '299.72', '3', '1', 337, -132, '4', '2', '7.32']
['AAVE-USDT', '5m', '2021-05-07', '2021-05-27', '6', '4.41', '-0.43', 168, '67', '7.22', '387.28', '3', '1', 323, -210, '4', '2', '-8.47']
['AAVE-USDT', '5m', '2021-05-24', '2021-06-13', '14', '-4.15', '-12.28', -19, '43', '-0.28', '-1.57', '3', '5', 352, -454, '6', '8', '-5.86']
['AAVE-USDT', '5m', '2021-06-23', '2021-07-13', '22', '0.62', '-6.98', 25, '45', '0.78', '3.61', '6', '4', 338, -377, '10', '12', '43.95']
['AAVE-USDT', '5m', '2021-08-14', '2021-09-03', '7', '4.39', '-1.28', 119, '43', '4.68', '92.82', '2', '2', 206, -56, '3', '4', '-6.46']
['AAVE-USDT', '5m', '2021-06-03', '2021-06-23', '14', '-1.45', '-12.28', -13, '50', '-0.08', '-1.02', '5', '5', 310, -411, '7', '7', '-46.16']
['AAVE-USDT', '5m', '2021-08-04', '2021-08-24', '11', '-3.38', '-6.53', -47, '45', '-2.83', '-7.14', '2', '2', 193, -405, '5', '6', '32.34']
['AAVE-USDT', '5m', '2021-07-17', '2021-08-06', '10', '-0.8', '-4.08', -14, '30', '-0.54', '-3.33', '1', '3', 329, -347, '3', '7', '46.91']
['AAVE-USDT', '5m', '2021-06-13', '2021-07-03', '18', '13.95', '-6.98', 1101, '67', '6.27', '157.74', '6', '4', 362, -418, '12', '6', '-16.26']
['AAVE-USDT', '5m', '2021-07-25', '2021-08-14', '10', '-6.69', '-9.12', -72, '40', '-5.49', '-7.87', '2', '4', 326, -404, '4', '6', '48.53']
['AAVE-USDT', '5m', '2021-08-28', '2021-09-17', '5', '4.93', '-1.86', 141, '40', '2.88', '75.65', '2', '2', 333, -119, '2', '3', '2.96']
['AAVE-USDT', '5m', '2021-05-22', '2021-06-11', '13', '-1.28', '-9.73', 36, '46', '0.93', '3.72', '3', '4', 352, -454, '6', '7', '-17.05']
['AAVE-USDT', '5m', '2021-08-12', '2021-09-01', '8', '3.78', '-1.28', 97, '38', '3.98', '75.54', '2', '2', 205, -58, '3', '5', '-2.55']
['AAVE-USDT', '5m', '2021-08-21', '2021-09-10', '3', '0.98', '-0.98', 20, '33', '1.9', '19.97', '1', '2', 169, -54, '1', '2', '-19.21']
['AAVE-USDT', '5m', '2021-07-29', '2021-08-18', '11', '-7.93', '-9.12', -78, '36', '-6.52', '-8.54', '2', '3', 158, -394, '4', '7', '27.95']
['AAVE-USDT', '5m', '2021-06-08', '2021-06-28', '20', '-9.16', '-12.28', -78, '40', '-2.86', '-6.33', '6', '5', 303, -403, '8', '12', '-39.73']
['AAVE-USDT', '5m', '2021-09-20', '2021-10-10', '7', '11.82', '-1.09', 668, '71', '9.18', '611.79', '3', '1', 348, -137, '5', '2', '-9.68']
['AAVE-USDT', '5m', '2021-09-03', '2021-09-23', '4', '5.1', '-1.86', 148, '50', '3.95', '79.57', '1', '1', 333, -119, '2', '2', '-24.65']
['AAVE-USDT', '5m', '2021-06-14', '2021-07-04', '18', '12.06', '-6.98', 785, '67', '5.72', '112.38', '6', '4', 350, -405, '12', '6', '-18.26']
['AAVE-USDT', '5m', '2021-06-12', '2021-07-02', '18', '10.49', '-6.98', 585, '61', '4.61', '83.76', '6', '4', 351, -406, '11', '7', '-18.97']
['AAVE-USDT', '5m', '2021-05-09', '2021-05-29', '6', '0.62', '-1.49', 103, '50', '4.59', '69.41', '2', '1', 323, -210, '3', '3', '-31.45']
['AAVE-USDT', '5m', '2021-06-11', '2021-07-01', '18', '10.49', '-6.98', 585, '61', '4.61', '83.76', '6', '4', 351, -406, '11', '7', '-19.16']
['AAVE-USDT', '5m', '2021-08-06', '2021-08-26', '12', '1.85', '-2.59', 40, '50', '1.82', '15.32', '2', '2', 201, -319, '6', '6', '3.13']
['AAVE-USDT', '5m', '2021-06-21', '2021-07-11', '23', '13.96', '-6.98', 1100, '57', '5.57', '157.59', '6', '4', 366, -408, '13', '10', '7.69']
['AAVE-USDT', '5m', '2021-08-09', '2021-08-29', '10', '2.25', '-2.2', 50, '50', '2.22', '22.8', '2', '2', 202, -320, '5', '5', '1.74']
['AAVE-USDT', '5m', '2021-05-23', '2021-06-12', '13', '-1.28', '-9.73', 36, '46', '0.93', '3.72', '3', '4', 352, -454, '6', '7', '-13.77']
['AAVE-USDT', '5m', '2021-06-17', '2021-07-07', '22', '15.0', '-6.98', 1316, '68', '6.29', '188.46', '6', '4', 364, -406, '15', '7', '9.1']
['AAVE-USDT', '5m', '2021-05-28', '2021-06-17', '13', '-2.47', '-12.28', -27, '38', '-0.52', '-2.2', '3', '5', 340, -438, '5', '8', '-21.21']
['AAVE-USDT', '5m', '2021-05-06', '2021-05-26', '5', '1.95', '-0.43', 74, '60', '5.75', '171.01', '2', '1', 323, -210, '3', '2', '-23.03']
['AAVE-USDT', '5m', '2021-07-27', '2021-08-16', '8', '-9.12', '-9.12', -83, '38', '-9.63', '-9.05', '2', '3', 145, -394, '3', '5', '35.61']
['AAVE-USDT', '5m', '2021-08-26', '2021-09-15', '4', '4.73', '-1.71', 132, '50', '2.98', '77.26', '2', '2', 322, -119, '2', '2', '0.08']
['AAVE-USDT', '5m', '2021-09-25', '2021-10-15', '4', '8.44', '-0.34', 338, '75', '8.52', '1003.11', '3', '1', 337, -37, '3', '1', '8.23']
['AAVE-USDT', '5m', '2021-08-06', '2021-08-26', '12', '1.85', '-2.59', 40, '50', '1.82', '15.32', '2', '2', 201, -319, '6', '6', '3.13']
['AAVE-USDT', '5m', '2021-08-21', '2021-09-10', '3', '0.98', '-0.98', 20, '33', '1.9', '19.97', '1', '2', 169, -54, '1', '2', '-19.21']
['AAVE-USDT', '5m', '2021-09-13', '2021-10-03', '8', '16.97', '-1.86', 1646, '75', '8.21', '884.94', '2', '1', 370, -145, '6', '2', '-5.98']
['AAVE-USDT', '5m', '2021-08-24', '2021-09-13', '4', '-0.22', '-2.16', -4, '25', '-0.32', '-1.84', '1', '3', 169, -120, '1', '3', '-18.44']
['AAVE-USDT', '5m', '2021-06-08', '2021-06-28', '20', '-9.16', '-12.28', -78, '40', '-2.86', '-6.33', '6', '5', 303, -403, '8', '12', '-39.73']
['AAVE-USDT', '5m', '2021-07-13', '2021-08-02', '11', '3.23', '-2.76', 79, '45', '2.43', '28.46', '2', '2', 336, -354, '5', '6', '6.82']
['AAVE-USDT', '5m', '2021-08-27', '2021-09-16', '5', '7.04', '-1.71', 246, '60', '4.17', '143.54', '3', '2', 333, -119, '3', '2', '18.72']
['AAVE-USDT', '5m', '2021-06-02', '2021-06-22', '12', '-5.97', '-12.28', -63, '42', '-2.28', '-5.1', '3', '5', 300, -411, '5', '7', '-43.14']
['AAVE-USDT', '5m', '2021-05-31', '2021-06-20', '10', '-6.48', '-12.28', -66, '30', '-2.44', '-5.38', '1', '5', 326, -420, '3', '7', '-21.05']
['AAVE-USDT', '5m', '2021-08-29', '2021-09-18', '5', '4.93', '-1.86', 141, '40', '2.88', '75.65', '2', '2', 333, -119, '2', '3', '-3.77']
['AAVE-USDT', '5m', '2021-08-22', '2021-09-11', '3', '0.98', '-0.98', 20, '33', '1.9', '19.97', '1', '2', 169, -54, '1', '2', '-22.05']
['AAVE-USDT', '5m', '2021-09-09', '2021-09-29', '7', '8.38', '-1.86', 334, '57', '5.74', '179.8', '2', '1', 343, -139, '4', '3', '-20.98']
['AAVE-USDT', '5m', '2021-08-16', '2021-09-05', '7', '4.39', '-1.28', 119, '43', '4.68', '92.82', '2', '2', 206, -56, '3', '4', '-3.29']
