'Pair','TF','Dna','StartDate','EndDate','TotalTrades','TotalNetProfit','Max.DD','AnnualProfit','Winrate','Sharpe','Calmar','WinningStrike','LosingStrike','LargestWinning','LargestLosing','Num.ofWins','Num.ofLosses','MarketChange'
'BTC-USDT','1h','7.Ts','2021-04-01','2021-08-01','52','17.37','-17.64',61,'48','1.11','3.45','5','4',181,-78,'25','27','-29.61'
'BTC-USDT','1h','H(hr','2021-04-01','2021-08-01','122','19.79','-20.75',71,'35','1.21','3.42','6','8',200,-70,'43','79','-29.61'
'BTC-USDT','1h','I(hr','2021-04-01','2021-08-01','122','19.79','-20.75',71,'35','1.21','3.42','6','8',200,-70,'43','79','-29.61'
'BTC-USDT','1h','g)Ta','2021-04-01','2021-08-01','36','17.05','-17.92',60,'53','1.36','3.32','6','6',184,-83,'19','17','-29.61'
'BTC-USDT','1h','?*vr','2021-04-01','2021-08-01','80','15.37','-15.9',53,'45','1.0','3.32','5','5',188,-66,'36','44','-29.61'
'BTC-USDT','1h','>*vr','2021-04-01','2021-08-01','80','15.37','-15.9',53,'45','1.0','3.32','5','5',188,-66,'36','44','-29.61'
'BTC-USDT','1h','7.Tr','2021-04-01','2021-08-01','52','15.96','-17.45',55,'48','1.05','3.16','5','4',181,-76,'25','27','-29.61'
'BTC-USDT','1h','O(tr','2021-04-01','2021-08-01','110','20.73','-24.95',75,'35','1.21','3.0','6','9',200,-70,'38','72','-29.61'
'BTC-USDT','1h','?)Zr','2021-04-01','2021-08-01','94','12.08','-13.53',40,'40','0.86','2.98','4','4',200,-46,'38','56','-29.61'
'BTC-USDT','1h','L(hr','2021-04-01','2021-08-01','114','19.36','-23.67',69,'33','1.17','2.92','5','8',200,-42,'38','76','-29.61'
'BTC-USDT','1h','M(hr','2021-04-01','2021-08-01','114','19.36','-23.67',69,'33','1.17','2.92','5','8',200,-42,'38','76','-29.61'
'BTC-USDT','1h','K(hr','2021-04-01','2021-08-01','114','19.36','-23.67',69,'33','1.17','2.92','5','8',200,-42,'38','76','-29.61'
'BTC-USDT','1h',':.s+','2021-04-01','2021-08-01','52','6.69','-7.63',21,'54','0.94','2.78','3','3',40,-82,'28','24','-29.61'
'BTC-USDT','1h','4.bs','2021-04-01','2021-08-01','68','15.43','-19.4',53,'40','1.0','2.74','5','8',186,-67,'27','41','-29.61'
'BTC-USDT','1h','=*7-','2021-04-01','2021-08-01','86','12.71','-15.71',43,'47','1.22','2.71','6','10',62,-37,'40','46','-29.61'
'BTC-USDT','1h','5.jv','2021-04-01','2021-08-01','68','14.93','-18.9',51,'38','0.98','2.7','4','8',186,-79,'26','42','-29.61'
