iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_ubw,parameters.ott_dbw,parameters.long_tps_qty_index,parameters.short_tps_qty_index,parameters.chop_rsi_len,parameters.chop_bandwidth,parameters.max_risk
60,EUIro-E,0.4315142358589968,64,37,45.06,0,5,-9.88,95,137,52,117,23,38,25
60,C>NP.u@,0.422458506649378,55,49,44.4,25,4,-1.71,90,77,60,63,7,220,22
60,)HdC;rE,0.3926194829518807,44,107,39.54,35,17,-3.59,23,103,95,43,10,212,25
60,=?7-6VH,0.3880937284898019,46,99,49.76,41,17,-11.51,74,80,24,8,9,141,26
60,GDLEsIP,0.3554819650053028,50,77,46.22,29,17,-13.67,100,93,57,46,24,109,30
60,;I6@CIE,0.3486444646675299,44,88,44.01,46,13,-2.23,69,106,22,38,12,109,25
60,GaB>UqU,0.3465196673030151,59,57,40.89,18,11,-14.97,100,168,41,35,16,210,33
60,C9GuZ^I,0.3454705780821784,52,105,29.09,29,24,-10.37,90,64,49,122,18,162,27
60,;rts9JV,0.33147399795027416,51,102,13.96,27,22,-20.59,69,212,120,119,9,111,33
60,Jhhb_Vi,0.3256787631001934,58,62,33.77,40,22,-14.07,108,186,101,92,19,141,43
60,")I,7FJ@",0.32440022370154664,31,135,35.48,23,17,-5.37,23,106,6,24,13,111,22
60,>c<t?N;,0.3206141196661378,59,27,31.31,50,6,1.9,77,173,32,120,11,121,20
60,"?brNQ,O",0.31888504059431055,52,74,21.3,37,16,-10.2,80,171,117,60,15,35,30
60,7emB\BF,0.31869446403876384,43,114,11.72,57,19,3.49,59,178,109,41,18,91,25
60,"<>7Xb,=",0.3113602022387388,45,66,27.49,50,8,1.39,72,77,24,76,20,35,21
60,"F69_,.P",0.31107565573556434,45,139,26.63,40,35,-11.72,98,56,27,87,6,40,30
60,LcX-/^h,0.3109637215899129,61,54,37.57,35,20,-15.02,113,173,76,8,7,162,42
60,7Jwfd1G,0.3092528718694173,44,125,4.32,47,23,-6.89,59,108,125,98,20,48,26
60,Da*Anl?,0.30689115507373327,60,28,37.98,0,2,-3.78,93,168,3,40,23,197,22
60,J]CPR;k,0.3031115422396284,57,66,28.94,37,27,-15.96,108,158,43,63,16,73,44
60,7U4fn/M,0.30284648123104263,45,124,27.04,40,25,-7.17,59,137,19,98,23,43,29
60,Fr\u\:L,0.3021443564690509,54,48,27.23,0,6,-12.25,98,212,82,122,18,71,28
60,:oI7F:D,0.3009374444290791,48,79,21.02,53,15,1.63,67,204,52,24,13,71,24
60,BjqQ5QH,0.29927371686816495,56,46,20.8,45,11,-0.85,87,191,116,65,8,129,26
60,?MO*WgU,0.2986337022254366,48,90,30.75,40,22,11.52,80,116,62,3,17,184,33
60,0]6_6DW,0.29575587968856937,38,148,33.5,26,26,-13.12,41,158,22,87,9,96,34
60,D?eR_E=,0.29496428736142505,52,40,23.47,0,1,-0.86,93,80,97,66,19,98,21
60,2[AG:g),0.29346951335165344,43,48,19.82,100,1,2.77,46,152,40,49,10,184,11
60,S5:DQfq,0.29329066761347805,48,139,24.36,54,44,24.77,132,54,28,44,15,182,47
60,W(boUtq,0.2929983246915992,48,106,22.86,56,25,11.3,142,20,92,112,16,217,47
120,EUIro-E,0.4315142358589968,64,37,45.06,0,5,-9.88,95,137,52,117,23,38,25
120,C>NP.u@,0.422458506649378,55,49,44.4,25,4,-1.71,90,77,60,63,7,220,22
120,)HdC;rE,0.3926194829518807,44,107,39.54,35,17,-3.59,23,103,95,43,10,212,25
120,=?7-6VH,0.3880937284898019,46,99,49.76,41,17,-11.51,74,80,24,8,9,141,26
120,GDLEsIP,0.3554819650053028,50,77,46.22,29,17,-13.67,100,93,57,46,24,109,30
120,;I6@CIE,0.3486444646675299,44,88,44.01,46,13,-2.23,69,106,22,38,12,109,25
120,GaB>UqU,0.3465196673030151,59,57,40.89,18,11,-14.97,100,168,41,35,16,210,33
120,C9GuZ^I,0.3454705780821784,52,105,29.09,29,24,-10.37,90,64,49,122,18,162,27
120,Jhhb_Vi,0.3256787631001934,58,62,33.77,40,22,-14.07,108,186,101,92,19,141,43
120,")I,7FJ@",0.32440022370154664,31,135,35.48,23,17,-5.37,23,106,6,24,13,111,22
120,>c<t?N;,0.3206141196661378,59,27,31.31,50,6,1.9,77,173,32,120,11,121,20
120,"?brNQ,O",0.31888504059431055,52,74,21.3,37,16,-10.2,80,171,117,60,15,35,30
120,7emB\BF,0.31869446403876384,43,114,11.72,57,19,3.49,59,178,109,41,18,91,25
120,"<>7Xb,=",0.3113602022387388,45,66,27.49,50,8,1.39,72,77,24,76,20,35,21
120,"F69_,.P",0.31107565573556434,45,139,26.63,40,35,-11.72,98,56,27,87,6,40,30
120,LcX-/^h,0.3109637215899129,61,54,37.57,35,20,-15.02,113,173,76,8,7,162,42
120,7Jwfd1G,0.3092528718694173,44,125,4.32,47,23,-6.89,59,108,125,98,20,48,26
120,Da*Anl?,0.30689115507373327,60,28,37.98,0,2,-3.78,93,168,3,40,23,197,22
120,J]CPR;k,0.3031115422396284,57,66,28.94,37,27,-15.96,108,158,43,63,16,73,44
120,7U4fn/M,0.30284648123104263,45,124,27.04,40,25,-7.17,59,137,19,98,23,43,29
120,Fr\u\:L,0.3021443564690509,54,48,27.23,0,6,-12.25,98,212,82,122,18,71,28
120,:oI7F:D,0.3009374444290791,48,79,21.02,53,15,1.63,67,204,52,24,13,71,24
120,BjqQ5QH,0.29927371686816495,56,46,20.8,45,11,-0.85,87,191,116,65,8,129,26
120,?MO*WgU,0.2986337022254366,48,90,30.75,40,22,11.52,80,116,62,3,17,184,33
120,0]6_6DW,0.29575587968856937,38,148,33.5,26,26,-13.12,41,158,22,87,9,96,34
120,D?eR_E=,0.29496428736142505,52,40,23.47,0,1,-0.86,93,80,97,66,19,98,21
120,2[AG:g),0.29346951335165344,43,48,19.82,100,1,2.77,46,152,40,49,10,184,11
120,S5:DQfq,0.29329066761347805,48,139,24.36,54,44,24.77,132,54,28,44,15,182,47
120,W(boUtq,0.2929983246915992,48,106,22.86,56,25,11.3,142,20,92,112,16,217,47
120,*p<L;r@,0.2918963621067343,41,90,26.08,35,14,1.12,25,207,32,57,10,212,22
180,EUIro-E,0.4315142358589968,64,37,45.06,0,5,-9.88,95,137,52,117,23,38,25
180,C>NP.u@,0.422458506649378,55,49,44.4,25,4,-1.71,90,77,60,63,7,220,22
180,)HdC;rE,0.3926194829518807,44,107,39.54,35,17,-3.59,23,103,95,43,10,212,25
180,=?7-6VH,0.3880937284898019,46,99,49.76,41,17,-11.51,74,80,24,8,9,141,26
180,GDLEsIP,0.3554819650053028,50,77,46.22,29,17,-13.67,100,93,57,46,24,109,30
180,;I6@CIE,0.3486444646675299,44,88,44.01,46,13,-2.23,69,106,22,38,12,109,25
180,GaB>UqU,0.3465196673030151,59,57,40.89,18,11,-14.97,100,168,41,35,16,210,33
180,C9GuZ^I,0.3454705780821784,52,105,29.09,29,24,-10.37,90,64,49,122,18,162,27
180,Jhhb_Vi,0.3256787631001934,58,62,33.77,40,22,-14.07,108,186,101,92,19,141,43
180,")I,7FJ@",0.32440022370154664,31,135,35.48,23,17,-5.37,23,106,6,24,13,111,22
180,>c<t?N;,0.3206141196661378,59,27,31.31,50,6,1.9,77,173,32,120,11,121,20
180,"?brNQ,O",0.31888504059431055,52,74,21.3,37,16,-10.2,80,171,117,60,15,35,30
180,7emB\BF,0.31869446403876384,43,114,11.72,57,19,3.49,59,178,109,41,18,91,25
180,"<>7Xb,=",0.3113602022387388,45,66,27.49,50,8,1.39,72,77,24,76,20,35,21
180,"F69_,.P",0.31107565573556434,45,139,26.63,40,35,-11.72,98,56,27,87,6,40,30
180,LcX-/^h,0.3109637215899129,61,54,37.57,35,20,-15.02,113,173,76,8,7,162,42
180,7Jwfd1G,0.3092528718694173,44,125,4.32,47,23,-6.89,59,108,125,98,20,48,26
180,Da*Anl?,0.30689115507373327,60,28,37.98,0,2,-3.78,93,168,3,40,23,197,22
180,J]CPR;k,0.3031115422396284,57,66,28.94,37,27,-15.96,108,158,43,63,16,73,44
180,7U4fn/M,0.30284648123104263,45,124,27.04,40,25,-7.17,59,137,19,98,23,43,29
180,Fr\u\:L,0.3021443564690509,54,48,27.23,0,6,-12.25,98,212,82,122,18,71,28
180,:oI7F:D,0.3009374444290791,48,79,21.02,53,15,1.63,67,204,52,24,13,71,24
180,BjqQ5QH,0.29927371686816495,56,46,20.8,45,11,-0.85,87,191,116,65,8,129,26
180,?MO*WgU,0.2986337022254366,48,90,30.75,40,22,11.52,80,116,62,3,17,184,33
180,D?eR_E=,0.29496428736142505,52,40,23.47,0,1,-0.86,93,80,97,66,19,98,21
180,S5:DQfq,0.29329066761347805,48,139,24.36,54,44,24.77,132,54,28,44,15,182,47
180,W(boUtq,0.2929983246915992,48,106,22.86,56,25,11.3,142,20,92,112,16,217,47
180,*p<L;r@,0.2918963621067343,41,90,26.08,35,14,1.12,25,207,32,57,10,212,22
180,<HQ?wSF,0.2914134483256408,49,73,27.22,41,12,-6.18,72,103,65,36,25,134,25
180,D;aIDTE,0.2910355534873375,49,87,19.14,30,13,-9.3,93,69,90,52,12,136,25
240,EUIro-E,0.4315142358589968,64,37,45.06,0,5,-9.88,95,137,52,117,23,38,25
240,C>NP.u@,0.422458506649378,55,49,44.4,25,4,-1.71,90,77,60,63,7,220,22
240,)HdC;rE,0.3926194829518807,44,107,39.54,35,17,-3.59,23,103,95,43,10,212,25
240,=?7-6VH,0.3880937284898019,46,99,49.76,41,17,-11.51,74,80,24,8,9,141,26
240,GDLEsIP,0.3554819650053028,50,77,46.22,29,17,-13.67,100,93,57,46,24,109,30
240,;I6@CIE,0.3486444646675299,44,88,44.01,46,13,-2.23,69,106,22,38,12,109,25
240,GaB>UqU,0.3465196673030151,59,57,40.89,18,11,-14.97,100,168,41,35,16,210,33
240,C9GuZ^I,0.3454705780821784,52,105,29.09,29,24,-10.37,90,64,49,122,18,162,27
240,Jhhb_Vi,0.3256787631001934,58,62,33.77,40,22,-14.07,108,186,101,92,19,141,43
240,")I,7FJ@",0.32440022370154664,31,135,35.48,23,17,-5.37,23,106,6,24,13,111,22
240,"?brNQ,O",0.31888504059431055,52,74,21.3,37,16,-10.2,80,171,117,60,15,35,30
240,7emB\BF,0.31869446403876384,43,114,11.72,57,19,3.49,59,178,109,41,18,91,25
240,"<>7Xb,=",0.3113602022387388,45,66,27.49,50,8,1.39,72,77,24,76,20,35,21
240,"F69_,.P",0.31107565573556434,45,139,26.63,40,35,-11.72,98,56,27,87,6,40,30
240,LcX-/^h,0.3109637215899129,61,54,37.57,35,20,-15.02,113,173,76,8,7,162,42
240,7Jwfd1G,0.3092528718694173,44,125,4.32,47,23,-6.89,59,108,125,98,20,48,26
240,Da*Anl?,0.30689115507373327,60,28,37.98,0,2,-3.78,93,168,3,40,23,197,22
240,J]CPR;k,0.3031115422396284,57,66,28.94,37,27,-15.96,108,158,43,63,16,73,44
240,7U4fn/M,0.30284648123104263,45,124,27.04,40,25,-7.17,59,137,19,98,23,43,29
240,Fr\u\:L,0.3021443564690509,54,48,27.23,0,6,-12.25,98,212,82,122,18,71,28
240,:oI7F:D,0.3009374444290791,48,79,21.02,53,15,1.63,67,204,52,24,13,71,24
240,BjqQ5QH,0.29927371686816495,56,46,20.8,45,11,-0.85,87,191,116,65,8,129,26
240,?MO*WgU,0.2986337022254366,48,90,30.75,40,22,11.52,80,116,62,3,17,184,33
240,D?eR_E=,0.29496428736142505,52,40,23.47,0,1,-0.86,93,80,97,66,19,98,21
240,S5:DQfq,0.29329066761347805,48,139,24.36,54,44,24.77,132,54,28,44,15,182,47
240,W(boUtq,0.2929983246915992,48,106,22.86,56,25,11.3,142,20,92,112,16,217,47
240,*p<L;r@,0.2918963621067343,41,90,26.08,35,14,1.12,25,207,32,57,10,212,22
240,<HQ?wSF,0.2914134483256408,49,73,27.22,41,12,-6.18,72,103,65,36,25,134,25
240,D;aIDTE,0.2910355534873375,49,87,19.14,30,13,-9.3,93,69,90,52,12,136,25
240,Ea?D@0u,0.2884445764916753,54,91,35.3,39,28,-9.91,95,168,36,44,11,45,49
300,EUIro-E,0.4315142358589968,64,37,45.06,0,5,-9.88,95,137,52,117,23,38,25
300,C>NP.u@,0.422458506649378,55,49,44.4,25,4,-1.71,90,77,60,63,7,220,22
300,)HdC;rE,0.3926194829518807,44,107,39.54,35,17,-3.59,23,103,95,43,10,212,25
300,=?7-6VH,0.3880937284898019,46,99,49.76,41,17,-11.51,74,80,24,8,9,141,26
300,GDLEsIP,0.3554819650053028,50,77,46.22,29,17,-13.67,100,93,57,46,24,109,30
300,;I6@CIE,0.3486444646675299,44,88,44.01,46,13,-2.23,69,106,22,38,12,109,25
300,GaB>UqU,0.3465196673030151,59,57,40.89,18,11,-14.97,100,168,41,35,16,210,33
300,C9GuZ^I,0.3454705780821784,52,105,29.09,29,24,-10.37,90,64,49,122,18,162,27
300,Jhhb_Vi,0.3256787631001934,58,62,33.77,40,22,-14.07,108,186,101,92,19,141,43
300,")I,7FJ@",0.32440022370154664,31,135,35.48,23,17,-5.37,23,106,6,24,13,111,22
300,"?brNQ,O",0.31888504059431055,52,74,21.3,37,16,-10.2,80,171,117,60,15,35,30
300,7emB\BF,0.31869446403876384,43,114,11.72,57,19,3.49,59,178,109,41,18,91,25
300,"F69_,.P",0.31107565573556434,45,139,26.63,40,35,-11.72,98,56,27,87,6,40,30
300,LcX-/^h,0.3109637215899129,61,54,37.57,35,20,-15.02,113,173,76,8,7,162,42
300,7Jwfd1G,0.3092528718694173,44,125,4.32,47,23,-6.89,59,108,125,98,20,48,26
300,J]CPR;k,0.3031115422396284,57,66,28.94,37,27,-15.96,108,158,43,63,16,73,44
300,7U4fn/M,0.30284648123104263,45,124,27.04,40,25,-7.17,59,137,19,98,23,43,29
300,Fr\u\:L,0.3021443564690509,54,48,27.23,0,6,-12.25,98,212,82,122,18,71,28
300,:oI7F:D,0.3009374444290791,48,79,21.02,53,15,1.63,67,204,52,24,13,71,24
300,BjqQ5QH,0.29927371686816495,56,46,20.8,45,11,-0.85,87,191,116,65,8,129,26
300,D?eR_E=,0.29496428736142505,52,40,23.47,0,1,-0.86,93,80,97,66,19,98,21
300,S5:DQfq,0.29329066761347805,48,139,24.36,54,44,24.77,132,54,28,44,15,182,47
300,W(boUtq,0.2929983246915992,48,106,22.86,56,25,11.3,142,20,92,112,16,217,47
300,*p<L;r@,0.2918963621067343,41,90,26.08,35,14,1.12,25,207,32,57,10,212,22
300,<HQ?wSF,0.2914134483256408,49,73,27.22,41,12,-6.18,72,103,65,36,25,134,25
300,Ea?D@0u,0.2884445764916753,54,91,35.3,39,28,-9.91,95,168,36,44,11,45,49
300,9CHu]DS,0.28835189774692016,50,157,16.08,41,36,-11.37,64,90,51,122,18,96,32
300,*]O5TM;,0.2830108061422644,33,118,23.75,33,15,2.64,25,158,62,21,16,119,20
300,2E;OTs_,0.2827554882672838,47,142,34.26,53,32,19.64,46,95,30,62,16,215,38
300,F7ks4TI,0.28088982912967914,44,109,13.18,27,18,-13.44,98,59,106,119,8,136,27
360,EUIro-E,0.4315142358589968,64,37,45.06,0,5,-9.88,95,137,52,117,23,38,25
360,C>NP.u@,0.422458506649378,55,49,44.4,25,4,-1.71,90,77,60,63,7,220,22
360,)HdC;rE,0.3926194829518807,44,107,39.54,35,17,-3.59,23,103,95,43,10,212,25
360,=?7-6VH,0.3880937284898019,46,99,49.76,41,17,-11.51,74,80,24,8,9,141,26
360,GDLEsIP,0.3554819650053028,50,77,46.22,29,17,-13.67,100,93,57,46,24,109,30
360,;I6@CIE,0.3486444646675299,44,88,44.01,46,13,-2.23,69,106,22,38,12,109,25
360,GaB>UqU,0.3465196673030151,59,57,40.89,18,11,-14.97,100,168,41,35,16,210,33
360,C9GuZ^I,0.3454705780821784,52,105,29.09,29,24,-10.37,90,64,49,122,18,162,27
360,Jhhb_Vi,0.3256787631001934,58,62,33.77,40,22,-14.07,108,186,101,92,19,141,43
360,")I,7FJ@",0.32440022370154664,31,135,35.48,23,17,-5.37,23,106,6,24,13,111,22
360,"?brNQ,O",0.31888504059431055,52,74,21.3,37,16,-10.2,80,171,117,60,15,35,30
360,7emB\BF,0.31869446403876384,43,114,11.72,57,19,3.49,59,178,109,41,18,91,25
360,"F69_,.P",0.31107565573556434,45,139,26.63,40,35,-11.72,98,56,27,87,6,40,30
360,LcX-/^h,0.3109637215899129,61,54,37.57,35,20,-15.02,113,173,76,8,7,162,42
360,7Jwfd1G,0.3092528718694173,44,125,4.32,47,23,-6.89,59,108,125,98,20,48,26
360,J]CPR;k,0.3031115422396284,57,66,28.94,37,27,-15.96,108,158,43,63,16,73,44
360,7U4fn/M,0.30284648123104263,45,124,27.04,40,25,-7.17,59,137,19,98,23,43,29
360,Fr\u\:L,0.3021443564690509,54,48,27.23,0,6,-12.25,98,212,82,122,18,71,28
360,:oI7F:D,0.3009374444290791,48,79,21.02,53,15,1.63,67,204,52,24,13,71,24
360,BjqQ5QH,0.29927371686816495,56,46,20.8,45,11,-0.85,87,191,116,65,8,129,26
360,D?eR_E=,0.29496428736142505,52,40,23.47,0,1,-0.86,93,80,97,66,19,98,21
360,S5:DQfq,0.29329066761347805,48,139,24.36,54,44,24.77,132,54,28,44,15,182,47
360,W(boUtq,0.2929983246915992,48,106,22.86,56,25,11.3,142,20,92,112,16,217,47
360,*p<L;r@,0.2918963621067343,41,90,26.08,35,14,1.12,25,207,32,57,10,212,22
360,<HQ?wSF,0.2914134483256408,49,73,27.22,41,12,-6.18,72,103,65,36,25,134,25
360,Ea?D@0u,0.2884445764916753,54,91,35.3,39,28,-9.91,95,168,36,44,11,45,49
360,9CHu]DS,0.28835189774692016,50,157,16.08,41,36,-11.37,64,90,51,122,18,96,32
360,*]O5TM;,0.2830108061422644,33,118,23.75,33,15,2.64,25,158,62,21,16,119,20
360,2E;OTs_,0.2827554882672838,47,142,34.26,53,32,19.64,46,95,30,62,16,215,38
360,F7ks4TI,0.28088982912967914,44,109,13.18,27,18,-13.44,98,59,106,119,8,136,27
420,EUIro-E,0.4315142358589968,64,37,45.06,0,5,-9.88,95,137,52,117,23,38,25
420,C>NP.u@,0.422458506649378,55,49,44.4,25,4,-1.71,90,77,60,63,7,220,22
420,)HdC;rE,0.3926194829518807,44,107,39.54,35,17,-3.59,23,103,95,43,10,212,25
420,GDLEsIP,0.3554819650053028,50,77,46.22,29,17,-13.67,100,93,57,46,24,109,30
420,;I6@CIE,0.3486444646675299,44,88,44.01,46,13,-2.23,69,106,22,38,12,109,25
420,GaB>UqU,0.3465196673030151,59,57,40.89,18,11,-14.97,100,168,41,35,16,210,33
420,C9GuZ^I,0.3454705780821784,52,105,29.09,29,24,-10.37,90,64,49,122,18,162,27
420,Jhhb_Vi,0.3256787631001934,58,62,33.77,40,22,-14.07,108,186,101,92,19,141,43
420,")I,7FJ@",0.32440022370154664,31,135,35.48,23,17,-5.37,23,106,6,24,13,111,22
420,"?brNQ,O",0.31888504059431055,52,74,21.3,37,16,-10.2,80,171,117,60,15,35,30
420,7emB\BF,0.31869446403876384,43,114,11.72,57,19,3.49,59,178,109,41,18,91,25
420,"F69_,.P",0.31107565573556434,45,139,26.63,40,35,-11.72,98,56,27,87,6,40,30
420,LcX-/^h,0.3109637215899129,61,54,37.57,35,20,-15.02,113,173,76,8,7,162,42
420,7Jwfd1G,0.3092528718694173,44,125,4.32,47,23,-6.89,59,108,125,98,20,48,26
420,7U4fn/M,0.30284648123104263,45,124,27.04,40,25,-7.17,59,137,19,98,23,43,29
420,Fr\u\:L,0.3021443564690509,54,48,27.23,0,6,-12.25,98,212,82,122,18,71,28
420,:oI7F:D,0.3009374444290791,48,79,21.02,53,15,1.63,67,204,52,24,13,71,24
420,BjqQ5QH,0.29927371686816495,56,46,20.8,45,11,-0.85,87,191,116,65,8,129,26
420,D?eR_E=,0.29496428736142505,52,40,23.47,0,1,-0.86,93,80,97,66,19,98,21
420,S5:DQfq,0.29329066761347805,48,139,24.36,54,44,24.77,132,54,28,44,15,182,47
420,W(boUtq,0.2929983246915992,48,106,22.86,56,25,11.3,142,20,92,112,16,217,47
420,*p<L;r@,0.2918963621067343,41,90,26.08,35,14,1.12,25,207,32,57,10,212,22
420,<HQ?wSF,0.2914134483256408,49,73,27.22,41,12,-6.18,72,103,65,36,25,134,25
420,9CHu]DS,0.28835189774692016,50,157,16.08,41,36,-11.37,64,90,51,122,18,96,32
420,*]O5TM;,0.2830108061422644,33,118,23.75,33,15,2.64,25,158,62,21,16,119,20
420,2E;OTs_,0.2827554882672838,47,142,34.26,53,32,19.64,46,95,30,62,16,215,38
420,F7ks4TI,0.28088982912967914,44,109,13.18,27,18,-13.44,98,59,106,119,8,136,27
420,D\>`.8Z,0.27652120252070506,52,70,21.73,37,16,-7.64,93,155,35,89,7,66,35
420,7>m.@fE,0.2755818033428647,42,142,9.94,47,23,-2.02,59,77,109,9,11,182,25
420,IK=8Xiu,0.2717338518225401,51,104,30.4,54,37,9.99,106,111,33,25,17,190,49
480,EUIro-E,0.4315142358589968,64,37,45.06,0,5,-9.88,95,137,52,117,23,38,25
480,C>NP.u@,0.422458506649378,55,49,44.4,25,4,-1.71,90,77,60,63,7,220,22
480,)HdC;rE,0.3926194829518807,44,107,39.54,35,17,-3.59,23,103,95,43,10,212,25
480,GDLEsIP,0.3554819650053028,50,77,46.22,29,17,-13.67,100,93,57,46,24,109,30
