iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_ubw,parameters.ott_dbw,parameters.long_tps_qty_index,parameters.short_tps_qty_index,parameters.chop_rsi_len,parameters.chop_bandwidth,parameters.max_risk
540,E:_(Nta,0.8509033531535254,55,56,44.88,54,11,1.25,95,67,87,0,15,217,39
540,@@BLSnw,0.8127235737711832,55,60,33.06,54,11,-0.07,82,82,41,57,16,202,50
540,-489sU\,0.7982017689084803,49,67,30.89,41,12,-0.0,33,51,25,27,24,139,36
540,"CNUI*,q",0.795419379829486,48,47,31.97,57,7,1.92,90,119,71,52,6,35,47
540,PP;l-)m,0.7687674262272387,64,31,31.12,66,3,-0.2,124,124,30,108,6,28,45
540,Z=v5/ad,0.7298628750166113,59,37,40.53,57,7,0.07,150,74,123,21,7,169,40
540,"/N,g\qt",0.7270793028448478,59,44,36.9,60,5,4.12,38,119,6,100,18,210,48
540,Y?kCh<_,0.6961710416453816,68,35,33.92,40,5,-3.09,147,80,106,43,21,76,38
540,bF[[u<r,0.684262827703017,72,29,29.27,33,6,-5.71,171,98,81,81,24,76,47
540,TO*r0<e,0.6809774780381143,64,28,32.5,100,2,4.56,134,121,3,117,7,76,41
540,XHm3WPs,0.6771783546509959,62,32,28.17,75,4,2.54,145,103,109,17,17,126,48
540,:<KgBP\,0.6760017933420182,54,64,21.06,58,12,2.67,67,72,55,100,12,126,36
540,"0/NA,ls",0.6731589270467288,45,82,23.13,42,14,-1.82,41,38,60,40,6,197,48
540,FBrl0Ht,0.6660893304861858,64,56,20.77,50,10,-1.56,98,87,117,108,7,106,48
540,/nIt1sT,0.6645597510041203,58,34,21.63,40,5,0.45,38,202,52,120,7,215,32
540,1:G84l\,0.6633624733546258,47,69,26.59,46,13,-0.57,43,67,49,25,8,197,36
540,B5/iX6P,0.656911530046595,55,54,28.58,36,11,-2.35,87,54,11,103,17,60,30
540,L6AT9;k,0.6486608565555653,51,56,19.4,55,9,2.46,113,56,40,70,9,73,44
540,SOX<UYo,0.6470785554025966,61,31,28.04,66,3,1.91,132,121,76,32,16,149,46
540,B39d=1N,0.6339736575741697,49,53,25.85,41,12,3.29,87,49,27,95,10,48,29
540,\4h5b^\,0.6289500429816893,52,40,30.73,37,8,2.07,155,51,101,21,20,162,36
540,*-QZu`J,0.6103666371795802,55,49,20.52,18,11,-6.21,25,33,65,79,24,167,27
540,R;aGk>V,0.6102042612574357,62,40,21.7,42,7,-2.47,129,69,90,49,22,81,33
540,",<>Rup^",0.5968240144537658,59,42,25.21,50,8,-0.24,30,72,35,66,24,207,37
