iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_ubw,parameters.ott_dbw,parameters.long_tps_qty_index,parameters.short_tps_qty_index,parameters.chop_rsi_len,parameters.chop_bandwidth,parameters.max_risk
3300,u<ID+i_,0.5123362498400171,63,73,49.07,45,11,0.14,220,72,52,44,6,190,38
3300,s<ID+i_,0.5123362498400171,63,73,49.07,45,11,0.14,215,72,52,44,6,190,38
3360,Z<9Dniu,0.688894599651263,60,100,86.19,54,11,6.15,150,72,27,44,23,190,49
3360,T<MD+i_,0.6052074555144057,60,92,72.17,53,13,8.68,134,72,59,44,6,190,38
3360,H<vDEi],0.587687258630002,59,119,54.47,50,20,-0.95,103,72,123,44,12,190,37
3360,c<ID+iu,0.5876391059257585,63,97,60.87,46,13,1.65,173,72,52,44,6,190,49
3360,c<MD+iv,0.5856659787681673,60,97,63.38,46,13,2.76,173,72,59,44,6,190,49
3360,U<MD?i_,0.5770474249148246,60,90,66.03,53,13,8.68,137,72,59,44,11,190,38
3360,Z<9Dqim,0.568384172726351,57,92,63.94,54,11,6.15,150,72,27,44,23,190,45
3360,+<9Dei_,0.5620041109384601,55,122,55.42,50,22,6.73,28,72,27,44,20,190,38
3360,H<vDEi_,0.5619767937488976,58,127,49.71,47,21,-1.82,103,72,123,44,12,190,38
3360,c4MD+i_,0.5559883519083472,54,95,53.01,35,14,0.24,173,51,59,44,6,190,38
3360,6<MDhi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3360,6<MDhi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3360,6<MDfi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3360,X<MD+i_,0.5426348222457978,60,85,62.22,53,13,8.68,145,72,59,44,6,190,38
3360,V<vDEi],0.5412294787695869,62,82,55.26,53,13,5.11,139,72,123,44,12,190,37
3360,\<vDEi_,0.5375728166259304,59,81,50.73,50,12,2.63,155,72,123,44,12,190,38
3360,c<ID+ih,0.5342467718968119,63,83,55.72,50,12,3.55,173,72,52,44,6,190,42
3360,[<tD?i_,0.5308630046078868,62,82,54.23,50,12,2.63,152,72,120,44,11,190,38
3360,Z<vDEi_,0.5276215718456425,58,82,50.03,50,12,2.63,150,72,123,44,12,190,38
3360,:<mD?i_,0.527546649960344,52,168,38.3,52,25,1.3,67,72,109,44,11,190,38
3360,c<MD+id,0.5272307800510966,62,78,53.51,50,12,4.34,173,72,59,44,6,190,40
3360,c<mD?if,0.5261226710807478,63,82,52.83,50,12,2.85,173,72,109,44,11,190,41
3360,R<tD?i_,0.5252974326284577,60,97,50.44,50,14,3.64,129,72,120,44,11,190,38
3360,+<9D\i[,0.5227647391321255,54,131,56.74,50,24,6.21,28,72,27,44,18,190,36
3360,c:ID+i_,0.5224403532529651,64,74,58.42,50,12,4.02,173,67,52,44,6,190,38
3360,X<MD?i_,0.5220971388438228,58,86,52.85,53,13,8.68,145,72,59,44,11,190,38
3360,6<1D+i_,0.5208561866404058,51,178,55.95,50,24,7.67,56,72,14,44,6,190,38
3360,Y<vDEi],0.5153022366441151,60,79,52.28,50,12,2.63,147,72,123,44,12,190,37
3360,c<vDEig,0.514432120831289,63,83,51.67,50,12,2.66,173,72,123,44,12,190,42
3360,c<vDEig,0.514432120831289,63,83,51.67,50,12,2.66,173,72,123,44,12,190,42
3420,Z<9Dniu,0.688894599651263,60,100,86.19,54,11,6.15,150,72,27,44,23,190,49
3420,6<MDai_,0.6116622864292043,52,159,72.3,50,24,6.44,56,72,59,44,19,190,38
3420,6<MDai_,0.6116622864292043,52,159,72.3,50,24,6.44,56,72,59,44,19,190,38
3420,6<MDdi_,0.5918672443696469,52,156,70.54,50,24,6.44,56,72,59,44,20,190,38
3420,H<vDEi],0.587687258630002,59,119,54.47,50,20,-0.95,103,72,123,44,12,190,37
3420,c<ID+iu,0.5876391059257585,63,97,60.87,46,13,1.65,173,72,52,44,6,190,49
3420,c<MD+iv,0.5856659787681673,60,97,63.38,46,13,2.76,173,72,59,44,6,190,49
3420,U<MD?i_,0.5770474249148246,60,90,66.03,53,13,8.68,137,72,59,44,11,190,38
3420,Z<9Dqim,0.568384172726351,57,92,63.94,54,11,6.15,150,72,27,44,23,190,45
3420,+<9Dei_,0.5620041109384601,55,122,55.42,50,22,6.73,28,72,27,44,20,190,38
3420,H<vDEi_,0.5619767937488976,58,127,49.71,47,21,-1.82,103,72,123,44,12,190,38
3420,c4MD+i_,0.5559883519083472,54,95,53.01,35,14,0.24,173,51,59,44,6,190,38
3420,6<MDhi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3420,6<MDhi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3420,6<MDfi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3420,6<MDfi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3420,6<MDhi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3420,X<MD+i_,0.5426348222457978,60,85,62.22,53,13,8.68,145,72,59,44,6,190,38
3420,V<vDEi],0.5412294787695869,62,82,55.26,53,13,5.11,139,72,123,44,12,190,37
3420,\<vDEi_,0.5375728166259304,59,81,50.73,50,12,2.63,155,72,123,44,12,190,38
3420,c<ID+ih,0.5342467718968119,63,83,55.72,50,12,3.55,173,72,52,44,6,190,42
3420,[<tD?i_,0.5308630046078868,62,82,54.23,50,12,2.63,152,72,120,44,11,190,38
3420,Z<vDEi_,0.5276215718456425,58,82,50.03,50,12,2.63,150,72,123,44,12,190,38
3420,:<mD?i_,0.527546649960344,52,168,38.3,52,25,1.3,67,72,109,44,11,190,38
3420,c<MD+id,0.5272307800510966,62,78,53.51,50,12,4.34,173,72,59,44,6,190,40
3420,c<mD?if,0.5261226710807478,63,82,52.83,50,12,2.85,173,72,109,44,11,190,41
3420,R<tD?i_,0.5252974326284577,60,97,50.44,50,14,3.64,129,72,120,44,11,190,38
3420,+<9D\i[,0.5227647391321255,54,131,56.74,50,24,6.21,28,72,27,44,18,190,36
3420,c:ID+i_,0.5224403532529651,64,74,58.42,50,12,4.02,173,67,52,44,6,190,38
3420,X<MD?i_,0.5220971388438228,58,86,52.85,53,13,8.68,145,72,59,44,11,190,38
3480,Z<9Dniu,0.688894599651263,60,100,86.19,54,11,6.15,150,72,27,44,23,190,49
3480,6<MDai_,0.6116622864292043,52,159,72.3,50,24,6.44,56,72,59,44,19,190,38
3480,6<MDai_,0.6116622864292043,52,159,72.3,50,24,6.44,56,72,59,44,19,190,38
3480,6<MDdi_,0.5918672443696469,52,156,70.54,50,24,6.44,56,72,59,44,20,190,38
3480,H<vDEi],0.587687258630002,59,119,54.47,50,20,-0.95,103,72,123,44,12,190,37
3480,c<ID+iu,0.5876391059257585,63,97,60.87,46,13,1.65,173,72,52,44,6,190,49
3480,c<MD+iv,0.5856659787681673,60,97,63.38,46,13,2.76,173,72,59,44,6,190,49
3480,U<MD?i_,0.5770474249148246,60,90,66.03,53,13,8.68,137,72,59,44,11,190,38
3480,Z<9Dqim,0.568384172726351,57,92,63.94,54,11,6.15,150,72,27,44,23,190,45
3480,H<vDEi_,0.5619767937488976,58,127,49.71,47,21,-1.82,103,72,123,44,12,190,38
3480,c4MD+i_,0.5559883519083472,54,95,53.01,35,14,0.24,173,51,59,44,6,190,38
3480,6<MDhi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3480,6<MDfi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3480,6<MDfi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3480,6<MDhi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3480,X<MD+i_,0.5426348222457978,60,85,62.22,53,13,8.68,145,72,59,44,6,190,38
3480,V<vDEi],0.5412294787695869,62,82,55.26,53,13,5.11,139,72,123,44,12,190,37
3480,\<vDEi_,0.5375728166259304,59,81,50.73,50,12,2.63,155,72,123,44,12,190,38
3480,c<ID+ih,0.5342467718968119,63,83,55.72,50,12,3.55,173,72,52,44,6,190,42
3480,[<tD?i_,0.5308630046078868,62,82,54.23,50,12,2.63,152,72,120,44,11,190,38
3480,Z<vDEi_,0.5276215718456425,58,82,50.03,50,12,2.63,150,72,123,44,12,190,38
3480,:<mD?i_,0.527546649960344,52,168,38.3,52,25,1.3,67,72,109,44,11,190,38
3480,c<MD+id,0.5272307800510966,62,78,53.51,50,12,4.34,173,72,59,44,6,190,40
3480,c<mD?if,0.5261226710807478,63,82,52.83,50,12,2.85,173,72,109,44,11,190,41
3480,R<tD?i_,0.5252974326284577,60,97,50.44,50,14,3.64,129,72,120,44,11,190,38
3480,6<XDii_,0.5233979013014353,52,156,45.59,48,25,3.06,56,72,76,44,21,190,38
3480,+<9D\i[,0.5227647391321255,54,131,56.74,50,24,6.21,28,72,27,44,18,190,36
3480,c:ID+i_,0.5224403532529651,64,74,58.42,50,12,4.02,173,67,52,44,6,190,38
3480,X<MD?i_,0.5220971388438228,58,86,52.85,53,13,8.68,145,72,59,44,11,190,38
3480,6<1D+i_,0.5208561866404058,51,178,55.95,50,24,7.67,56,72,14,44,6,190,38
3540,Z<9Dniu,0.688894599651263,60,100,86.19,54,11,6.15,150,72,27,44,23,190,49
3540,6<MDai_,0.6116622864292043,52,159,72.3,50,24,6.44,56,72,59,44,19,190,38
3540,6<MDai_,0.6116622864292043,52,159,72.3,50,24,6.44,56,72,59,44,19,190,38
3540,J<vDEi],0.606574560872005,58,117,55.95,52,19,-0.6,108,72,123,44,12,190,37
3540,;<vDEi],0.601690551615135,54,159,41.34,52,25,-0.43,69,72,123,44,12,190,37
3540,6<MDdi_,0.5918672443696469,52,156,70.54,50,24,6.44,56,72,59,44,20,190,38
3540,H<vDEi],0.587687258630002,59,119,54.47,50,20,-0.95,103,72,123,44,12,190,37
3540,c<ID+iu,0.5876391059257585,63,97,60.87,46,13,1.65,173,72,52,44,6,190,49
3540,U<MD?i_,0.5770474249148246,60,90,66.03,53,13,8.68,137,72,59,44,11,190,38
3540,Z<9Dqim,0.568384172726351,57,92,63.94,54,11,6.15,150,72,27,44,23,190,45
3540,H<vDEi_,0.5619767937488976,58,127,49.71,47,21,-1.82,103,72,123,44,12,190,38
3540,6<MDhi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3540,6<MDfi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3540,6<MDfi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3540,6<MDhi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3540,X<MD+i_,0.5426348222457978,60,85,62.22,53,13,8.68,145,72,59,44,6,190,38
3540,V<vDEi],0.5412294787695869,62,82,55.26,53,13,5.11,139,72,123,44,12,190,37
3540,\<vDEi_,0.5375728166259304,59,81,50.73,50,12,2.63,155,72,123,44,12,190,38
3540,c<ID+ih,0.5342467718968119,63,83,55.72,50,12,3.55,173,72,52,44,6,190,42
3540,[<tD?i_,0.5308630046078868,62,82,54.23,50,12,2.63,152,72,120,44,11,190,38
3540,Z<vDEi_,0.5276215718456425,58,82,50.03,50,12,2.63,150,72,123,44,12,190,38
3540,:<mD?i_,0.527546649960344,52,168,38.3,52,25,1.3,67,72,109,44,11,190,38
3540,c<MD+id,0.5272307800510966,62,78,53.51,50,12,4.34,173,72,59,44,6,190,40
3540,c<mD?if,0.5261226710807478,63,82,52.83,50,12,2.85,173,72,109,44,11,190,41
3540,6<XDii_,0.5233979013014353,52,156,45.59,48,25,3.06,56,72,76,44,21,190,38
3540,+<9D\i[,0.5227647391321255,54,131,56.74,50,24,6.21,28,72,27,44,18,190,36
3540,X<MD?i_,0.5220971388438228,58,86,52.85,53,13,8.68,145,72,59,44,11,190,38
3540,6<1D+i_,0.5208561866404058,51,178,55.95,50,24,7.67,56,72,14,44,6,190,38
3540,6<XD+t_,0.5154226833845071,51,178,49.27,56,23,9.12,56,72,76,44,6,217,38
3540,6<XD+t_,0.5154226833845071,51,178,49.27,56,23,9.12,56,72,76,44,6,217,38
3600,Z<9Dniu,0.688894599651263,60,100,86.19,54,11,6.15,150,72,27,44,23,190,49
3600,6<MDai_,0.6116622864292043,52,159,72.3,50,24,6.44,56,72,59,44,19,190,38
3600,J<vDEi],0.606574560872005,58,117,55.95,52,19,-0.6,108,72,123,44,12,190,37
3600,;<vDEi],0.601690551615135,54,159,41.34,52,25,-0.43,69,72,123,44,12,190,37
3600,6<MDdi_,0.5918672443696469,52,156,70.54,50,24,6.44,56,72,59,44,20,190,38
3600,H<vDEi],0.587687258630002,59,119,54.47,50,20,-0.95,103,72,123,44,12,190,37
3600,c<ID+iu,0.5876391059257585,63,97,60.87,46,13,1.65,173,72,52,44,6,190,49
3600,U<MD?i_,0.5770474249148246,60,90,66.03,53,13,8.68,137,72,59,44,11,190,38
3600,Z<9Dqim,0.568384172726351,57,92,63.94,54,11,6.15,150,72,27,44,23,190,45
3600,H<vDEi_,0.5619767937488976,58,127,49.71,47,21,-1.82,103,72,123,44,12,190,38
3600,6<MDhi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3600,6<MDfi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3600,6<MDhi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3600,X<MD+i_,0.5426348222457978,60,85,62.22,53,13,8.68,145,72,59,44,6,190,38
3600,V<vDEi],0.5412294787695869,62,82,55.26,53,13,5.11,139,72,123,44,12,190,37
3600,\<vDEi_,0.5375728166259304,59,81,50.73,50,12,2.63,155,72,123,44,12,190,38
3600,[<tD?i_,0.5308630046078868,62,82,54.23,50,12,2.63,152,72,120,44,11,190,38
3600,Z<vDEi_,0.5276215718456425,58,82,50.03,50,12,2.63,150,72,123,44,12,190,38
3600,:<mD?i_,0.527546649960344,52,168,38.3,52,25,1.3,67,72,109,44,11,190,38
3600,c<MD+id,0.5272307800510966,62,78,53.51,50,12,4.34,173,72,59,44,6,190,40
3600,c<mD?if,0.5261226710807478,63,82,52.83,50,12,2.85,173,72,109,44,11,190,41
3600,6<XDii_,0.5233979013014353,52,156,45.59,48,25,3.06,56,72,76,44,21,190,38
3600,+<9D\i[,0.5227647391321255,54,131,56.74,50,24,6.21,28,72,27,44,18,190,36
3600,X<MD?i_,0.5220971388438228,58,86,52.85,53,13,8.68,145,72,59,44,11,190,38
3600,6<1D+i_,0.5208561866404058,51,178,55.95,50,24,7.67,56,72,14,44,6,190,38
3600,6<XD+t_,0.5154226833845071,51,178,49.27,56,23,9.12,56,72,76,44,6,217,38
3600,6<XD+t_,0.5154226833845071,51,178,49.27,56,23,9.12,56,72,76,44,6,217,38
3600,Y<vDEi],0.5153022366441151,60,79,52.28,50,12,2.63,147,72,123,44,12,190,37
3600,.<vSEi],0.514655994095081,50,157,39.37,60,23,7.55,36,72,123,68,12,190,37
3600,c<vDEig,0.514432120831289,63,83,51.67,50,12,2.66,173,72,123,44,12,190,42
3660,Z<9Dniu,0.688894599651263,60,100,86.19,54,11,6.15,150,72,27,44,23,190,49
3660,6<MDai_,0.6116622864292043,52,159,72.3,50,24,6.44,56,72,59,44,19,190,38
3660,J<vDEi],0.606574560872005,58,117,55.95,52,19,-0.6,108,72,123,44,12,190,37
3660,;<vDEi],0.601690551615135,54,159,41.34,52,25,-0.43,69,72,123,44,12,190,37
3660,6<MDdi_,0.5918672443696469,52,156,70.54,50,24,6.44,56,72,59,44,20,190,38
3660,H<vDEi],0.587687258630002,59,119,54.47,50,20,-0.95,103,72,123,44,12,190,37
3660,c<ID+iu,0.5876391059257585,63,97,60.87,46,13,1.65,173,72,52,44,6,190,49
3660,S<vDEi],0.5806808278110244,60,87,57.85,53,13,5.11,132,72,123,44,12,190,37
3660,U<MD?i_,0.5770474249148246,60,90,66.03,53,13,8.68,137,72,59,44,11,190,38
3660,Z<9Dqim,0.568384172726351,57,92,63.94,54,11,6.15,150,72,27,44,23,190,45
3660,H<vDEi_,0.5619767937488976,58,127,49.71,47,21,-1.82,103,72,123,44,12,190,38
3660,6<MDfi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3660,6<MDhi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3660,V<vDEi],0.5412294787695869,62,82,55.26,53,13,5.11,139,72,123,44,12,190,37
3660,\<vDEi_,0.5375728166259304,59,81,50.73,50,12,2.63,155,72,123,44,12,190,38
3660,[<tD?i_,0.5308630046078868,62,82,54.23,50,12,2.63,152,72,120,44,11,190,38
3660,Z<vDEi_,0.5276215718456425,58,82,50.03,50,12,2.63,150,72,123,44,12,190,38
3660,:<mD?i_,0.527546649960344,52,168,38.3,52,25,1.3,67,72,109,44,11,190,38
3660,c<MD+id,0.5272307800510966,62,78,53.51,50,12,4.34,173,72,59,44,6,190,40
3660,c<mD?if,0.5261226710807478,63,82,52.83,50,12,2.85,173,72,109,44,11,190,41
3660,6<XDii_,0.5233979013014353,52,156,45.59,48,25,3.06,56,72,76,44,21,190,38
3660,+<9D\i[,0.5227647391321255,54,131,56.74,50,24,6.21,28,72,27,44,18,190,36
3660,X<MD?i_,0.5220971388438228,58,86,52.85,53,13,8.68,145,72,59,44,11,190,38
3660,6<1D+i_,0.5208561866404058,51,178,55.95,50,24,7.67,56,72,14,44,6,190,38
3660,6<XD+t_,0.5154226833845071,51,178,49.27,56,23,9.12,56,72,76,44,6,217,38
3660,6<XD+t_,0.5154226833845071,51,178,49.27,56,23,9.12,56,72,76,44,6,217,38
3660,Y<vDEi],0.5153022366441151,60,79,52.28,50,12,2.63,147,72,123,44,12,190,37
3660,M<vDEi],0.5150923903033362,57,107,41.4,60,15,5.57,116,72,123,44,12,190,37
3660,K<vDEi],0.5149142384878439,58,109,42.36,55,18,1.79,111,72,123,44,12,190,37
3660,.<vSEi],0.514655994095081,50,157,39.37,60,23,7.55,36,72,123,68,12,190,37
3720,Z<9Dniu,0.688894599651263,60,100,86.19,54,11,6.15,150,72,27,44,23,190,49
3720,6<MDai_,0.6116622864292043,52,159,72.3,50,24,6.44,56,72,59,44,19,190,38
3720,J<vDEi],0.606574560872005,58,117,55.95,52,19,-0.6,108,72,123,44,12,190,37
3720,;<vDEi],0.601690551615135,54,159,41.34,52,25,-0.43,69,72,123,44,12,190,37
3720,6<MDdi_,0.5918672443696469,52,156,70.54,50,24,6.44,56,72,59,44,20,190,38
3720,H<vDEi],0.587687258630002,59,119,54.47,50,20,-0.95,103,72,123,44,12,190,37
3720,c<ID+iu,0.5876391059257585,63,97,60.87,46,13,1.65,173,72,52,44,6,190,49
3720,S<vDEi],0.5806808278110244,60,87,57.85,53,13,5.11,132,72,123,44,12,190,37
3720,U<MD?i_,0.5770474249148246,60,90,66.03,53,13,8.68,137,72,59,44,11,190,38
3720,Z<9Dqim,0.568384172726351,57,92,63.94,54,11,6.15,150,72,27,44,23,190,45
3720,H<vDEi_,0.5619767937488976,58,127,49.71,47,21,-1.82,103,72,123,44,12,190,38
3720,6<MDfi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3720,6<MDhi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3720,V<vDEi],0.5412294787695869,62,82,55.26,53,13,5.11,139,72,123,44,12,190,37
3720,\<vDEi_,0.5375728166259304,59,81,50.73,50,12,2.63,155,72,123,44,12,190,38
3720,Z<vDEi_,0.5276215718456425,58,82,50.03,50,12,2.63,150,72,123,44,12,190,38
3720,:<mD?i_,0.527546649960344,52,168,38.3,52,25,1.3,67,72,109,44,11,190,38
3720,c<MD+id,0.5272307800510966,62,78,53.51,50,12,4.34,173,72,59,44,6,190,40
3720,c<mD?if,0.5261226710807478,63,82,52.83,50,12,2.85,173,72,109,44,11,190,41
3720,6<XDii_,0.5233979013014353,52,156,45.59,48,25,3.06,56,72,76,44,21,190,38
3720,X<MD?i_,0.5220971388438228,58,86,52.85,53,13,8.68,145,72,59,44,11,190,38
3720,6<1D+i_,0.5208561866404058,51,178,55.95,50,24,7.67,56,72,14,44,6,190,38
3720,6<XD+t_,0.5154226833845071,51,178,49.27,56,23,9.12,56,72,76,44,6,217,38
3720,6<XD+t_,0.5154226833845071,51,178,49.27,56,23,9.12,56,72,76,44,6,217,38
3720,Y<vDEi],0.5153022366441151,60,79,52.28,50,12,2.63,147,72,123,44,12,190,37
3720,K<vDEi],0.5149142384878439,58,109,42.36,55,18,1.79,111,72,123,44,12,190,37
3720,.<vSEi],0.514655994095081,50,157,39.37,60,23,7.55,36,72,123,68,12,190,37
3720,c<vDEig,0.514432120831289,63,83,51.67,50,12,2.66,173,72,123,44,12,190,42
3720,u<vDEi],0.5136731118834408,64,70,49.58,45,11,0.14,220,72,123,44,12,190,37
3720,q<vDEi],0.5136731118834408,64,70,49.58,45,11,0.14,209,72,123,44,12,190,37
3780,Z<9Dniu,0.688894599651263,60,100,86.19,54,11,6.15,150,72,27,44,23,190,49
3780,6<MDai_,0.6116622864292043,52,159,72.3,50,24,6.44,56,72,59,44,19,190,38
3780,J<vDEi],0.606574560872005,58,117,55.95,52,19,-0.6,108,72,123,44,12,190,37
3780,;<vDEi],0.601690551615135,54,159,41.34,52,25,-0.43,69,72,123,44,12,190,37
3780,6<MDdi_,0.5918672443696469,52,156,70.54,50,24,6.44,56,72,59,44,20,190,38
3780,H<vDEi],0.587687258630002,59,119,54.47,50,20,-0.95,103,72,123,44,12,190,37
3780,c<ID+iu,0.5876391059257585,63,97,60.87,46,13,1.65,173,72,52,44,6,190,49
3780,S<vDEi],0.5806808278110244,60,87,57.85,53,13,5.11,132,72,123,44,12,190,37
3780,U<MD?i_,0.5770474249148246,60,90,66.03,53,13,8.68,137,72,59,44,11,190,38
3780,Z<9Dqim,0.568384172726351,57,92,63.94,54,11,6.15,150,72,27,44,23,190,45
3780,6<MDfi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3780,6<MDhi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3780,V<vDEi],0.5412294787695869,62,82,55.26,53,13,5.11,139,72,123,44,12,190,37
3780,\<vDEi_,0.5375728166259304,59,81,50.73,50,12,2.63,155,72,123,44,12,190,38
3780,Z<vDEi_,0.5276215718456425,58,82,50.03,50,12,2.63,150,72,123,44,12,190,38
3780,:<mD?i_,0.527546649960344,52,168,38.3,52,25,1.3,67,72,109,44,11,190,38
3780,c<MD+id,0.5272307800510966,62,78,53.51,50,12,4.34,173,72,59,44,6,190,40
3780,c<MD+id,0.5272307800510966,62,78,53.51,50,12,4.34,173,72,59,44,6,190,40
3780,c<mD?if,0.5261226710807478,63,82,52.83,50,12,2.85,173,72,109,44,11,190,41
3780,6<XDii_,0.5233979013014353,52,156,45.59,48,25,3.06,56,72,76,44,21,190,38
3780,X<MD?i_,0.5220971388438228,58,86,52.85,53,13,8.68,145,72,59,44,11,190,38
3780,6<1D+i_,0.5208561866404058,51,178,55.95,50,24,7.67,56,72,14,44,6,190,38
3780,6<XD+t_,0.5154226833845071,51,178,49.27,56,23,9.12,56,72,76,44,6,217,38
3780,6<XD+t_,0.5154226833845071,51,178,49.27,56,23,9.12,56,72,76,44,6,217,38
3780,Y<vDEi],0.5153022366441151,60,79,52.28,50,12,2.63,147,72,123,44,12,190,37
3780,K<vDEi],0.5149142384878439,58,109,42.36,55,18,1.79,111,72,123,44,12,190,37
3780,.<vSEi],0.514655994095081,50,157,39.37,60,23,7.55,36,72,123,68,12,190,37
3780,c<vDEig,0.514432120831289,63,83,51.67,50,12,2.66,173,72,123,44,12,190,42
3780,u<vDEi],0.5136731118834408,64,70,49.58,45,11,0.14,220,72,123,44,12,190,37
3780,q<vDEi],0.5136731118834408,64,70,49.58,45,11,0.14,209,72,123,44,12,190,37
3840,Z<9Dniu,0.688894599651263,60,100,86.19,54,11,6.15,150,72,27,44,23,190,49
3840,6<MDai_,0.6116622864292043,52,159,72.3,50,24,6.44,56,72,59,44,19,190,38
3840,J<vDEi],0.606574560872005,58,117,55.95,52,19,-0.6,108,72,123,44,12,190,37
3840,;<vDEi],0.601690551615135,54,159,41.34,52,25,-0.43,69,72,123,44,12,190,37
3840,6<MDdi_,0.5918672443696469,52,156,70.54,50,24,6.44,56,72,59,44,20,190,38
3840,H<vDEi],0.587687258630002,59,119,54.47,50,20,-0.95,103,72,123,44,12,190,37
3840,c<ID+iu,0.5876391059257585,63,97,60.87,46,13,1.65,173,72,52,44,6,190,49
3840,I<vDEi],0.5849620252646,58,117,52.72,50,20,-1.05,106,72,123,44,12,190,37
3840,U<MD?i_,0.5770474249148246,60,90,66.03,53,13,8.68,137,72,59,44,11,190,38
3840,Z<9Dqim,0.568384172726351,57,92,63.94,54,11,6.15,150,72,27,44,23,190,45
3840,6<MDfi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3840,6<MDhi_,0.5507657445538604,52,155,63.08,44,25,2.16,56,72,59,44,21,190,38
3840,W<vDEi],0.5438736654531959,60,81,51.73,53,13,5.11,142,72,123,44,12,190,37
3840,V<vDEi],0.5412294787695869,62,82,55.26,53,13,5.11,139,72,123,44,12,190,37
3840,\<vDEi_,0.5375728166259304,59,81,50.73,50,12,2.63,155,72,123,44,12,190,38
3840,:<mD?i_,0.527546649960344,52,168,38.3,52,25,1.3,67,72,109,44,11,190,38
3840,c<MD+id,0.5272307800510966,62,78,53.51,50,12,4.34,173,72,59,44,6,190,40
3840,c<MD+id,0.5272307800510966,62,78,53.51,50,12,4.34,173,72,59,44,6,190,40
3840,c<mD?if,0.5261226710807478,63,82,52.83,50,12,2.85,173,72,109,44,11,190,41
3840,6<XDii_,0.5233979013014353,52,156,45.59,48,25,3.06,56,72,76,44,21,190,38
3840,X<MD?i_,0.5220971388438228,58,86,52.85,53,13,8.68,145,72,59,44,11,190,38
3840,6<1D+i_,0.5208561866404058,51,178,55.95,50,24,7.67,56,72,14,44,6,190,38
3840,6<XD+t_,0.5154226833845071,51,178,49.27,56,23,9.12,56,72,76,44,6,217,38
3840,6<XD+t_,0.5154226833845071,51,178,49.27,56,23,9.12,56,72,76,44,6,217,38
3840,Y<vDEi],0.5153022366441151,60,79,52.28,50,12,2.63,147,72,123,44,12,190,37
3840,K<vDEi],0.5149142384878439,58,109,42.36,55,18,1.79,111,72,123,44,12,190,37
3840,.<vSEi],0.514655994095081,50,157,39.37,60,23,7.55,36,72,123,68,12,190,37
3840,c<vDEig,0.514432120831289,63,83,51.67,50,12,2.66,173,72,123,44,12,190,42
3840,u<vDEi],0.5136731118834408,64,70,49.58,45,11,0.14,220,72,123,44,12,190,37
3840,q<vDEi],0.5136731118834408,64,70,49.58,45,11,0.14,209,72,123,44,12,190,37
3900,Z<9Dniu,0.688894599651263,60,100,86.19,54,11,6.15,150,72,27,44,23,190,49
3900,6<MDai_,0.6116622864292043,52,159,72.3,50,24,6.44,56,72,59,44,19,190,38
3900,J<vDEi],0.606574560872005,58,117,55.95,52,19,-0.6,108,72,123,44,12,190,37
3900,;<vDEi],0.601690551615135,54,159,41.34,52,25,-0.43,69,72,123,44,12,190,37
3900,6<MDdi_,0.5918672443696469,52,156,70.54,50,24,6.44,56,72,59,44,20,190,38
3900,H<vDEi],0.587687258630002,59,119,54.47,50,20,-0.95,103,72,123,44,12,190,37
3900,c<ID+iu,0.5876391059257585,63,97,60.87,46,13,1.65,173,72,52,44,6,190,49
