iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.ott_bw,parameters.tps_qty_index,parameters.max_risk
60,X)XB[,0.4368829277534763,70,20,22.09,50,8,-3.3,31,152,121,41,47
60,AB]Ns,0.43247499359972597,61,34,24.12,60,10,3.12,28,184,127,60,62
60,7Fpob,0.4264742356525436,66,12,12.15,75,4,3.62,27,189,151,112,52
60,Z<W[S,0.41097620425466386,64,31,21.82,33,9,-4.87,31,176,120,81,42
60,=bVNC,0.4087389418339844,46,62,22.8,50,12,-0.59,28,224,119,60,32
60,kGfnf,0.4019865812539258,70,20,18.59,42,7,-3.46,33,190,139,111,54
60,9nRqH,0.39966432360355925,50,68,17.3,57,14,-0.47,27,239,114,116,35
60,"_0U,B",0.39635244337729336,68,22,20.64,42,7,0.6,32,161,117,6,31
60,"J,QTc",0.3960683662656392,64,34,21.45,50,10,0.34,29,156,112,70,52
60,k:_Pw,0.3902777352325418,63,22,21.54,50,8,0.39,33,174,130,63,65
60,NKg8L,0.7167915677129485,76,21,33.19,57,7,0.2,30,195,140,25,38
60,>2WpP,0.6749134305122716,74,27,26.71,60,10,-0.83,28,164,120,114,40
60,=ptVt,0.616324267146105,73,26,30.29,50,8,1.89,28,241,156,73,63
60,7HgfU,0.6064608219743098,69,23,23.07,42,7,-1.84,27,191,140,98,43
60,R:inl,0.5778169575400967,66,15,15.11,40,5,-2.01,30,174,142,111,58
60,K;eUR,0.5665295537729826,78,14,20.85,40,5,-2.09,29,175,137,71,42
60,)Zwhj,0.5564741536418504,68,19,16.47,57,7,1.07,25,214,160,101,57
60,?dpMr,0.5175557818687823,61,26,28.05,50,8,2.43,28,226,151,59,62
60,6ZqSa,0.5135629774233612,71,21,23.78,57,7,2.92,27,214,152,68,51
60,a4TTT,0.5060088496921675,66,30,26.46,40,10,-4.88,32,166,116,70,43
60,)QjFa,0.48994806393175255,70,27,20.1,55,9,1.47,25,202,144,47,51
60,(ev0m,0.482709391219024,64,25,28.36,42,7,-0.36,25,227,159,13,59
60,_LbD_,0.4801463045634756,72,25,23.07,40,10,-3.93,32,196,134,44,50
60,/cqmh,0.47742936485426096,67,28,21.02,40,10,-7.06,26,225,152,109,56
60,m)C^V,0.4751238966457874,60,53,27.68,42,14,-3.55,34,152,95,85,44
60,RIlVK,0.46788020406297376,76,13,16.5,50,4,-1.62,30,192,146,73,37
60,a-Hnj,0.46589356317403724,57,47,21.77,58,12,-0.88,32,157,101,111,57
60,QJ^Fp,0.46383461855706604,63,33,23.55,40,10,-4.48,30,194,129,47,61
60,_CYnv,0.46301216122432526,56,37,20.33,36,11,-6.65,32,185,122,111,64
60,<\TjS,0.44871753026209216,56,66,21.6,46,13,-2.7,28,216,116,104,42
60,X)XB[,0.4368829277534763,70,20,22.09,50,8,-3.3,31,152,121,41,47
60,AB]Ns,0.43247499359972597,61,34,24.12,60,10,3.12,28,184,127,60,62
60,7Fpob,0.4264742356525436,66,12,12.15,75,4,3.62,27,189,151,112,52
60,Z<W[S,0.41097620425466386,64,31,21.82,33,9,-4.87,31,176,120,81,42
60,=bVNC,0.4087389418339844,46,62,22.8,50,12,-0.59,28,224,119,60,32
60,kGfnf,0.4019865812539258,70,20,18.59,42,7,-3.46,33,190,139,111,54
60,9nRqH,0.39966432360355925,50,68,17.3,57,14,-0.47,27,239,114,116,35
60,"_0U,B",0.39635244337729336,68,22,20.64,42,7,0.6,32,161,117,6,31
60,"J,QTc",0.3960683662656392,64,34,21.45,50,10,0.34,29,156,112,70,52
60,k:_Pw,0.3902777352325418,63,22,21.54,50,8,0.39,33,174,130,63,65
120,NKg8L,0.7167915677129485,76,21,33.19,57,7,0.2,30,195,140,25,38
120,=ptVt,0.616324267146105,73,26,30.29,50,8,1.89,28,241,156,73,63
120,7HgfU,0.6064608219743098,69,23,23.07,42,7,-1.84,27,191,140,98,43
120,R:inl,0.5778169575400967,66,15,15.11,40,5,-2.01,30,174,142,111,58
120,K;eUR,0.5665295537729826,78,14,20.85,40,5,-2.09,29,175,137,71,42
120,)Zwhj,0.5564741536418504,68,19,16.47,57,7,1.07,25,214,160,101,57
120,6ZqSa,0.5135629774233612,71,21,23.78,57,7,2.92,27,214,152,68,51
120,)QjFa,0.48994806393175255,70,27,20.1,55,9,1.47,25,202,144,47,51
120,(ev0m,0.482709391219024,64,25,28.36,42,7,-0.36,25,227,159,13,59
120,_LbD_,0.4801463045634756,72,25,23.07,40,10,-3.93,32,196,134,44,50
120,/cqmh,0.47742936485426096,67,28,21.02,40,10,-7.06,26,225,152,109,56
120,m)C^V,0.4751238966457874,60,53,27.68,42,14,-3.55,34,152,95,85,44
120,RIlVK,0.46788020406297376,76,13,16.5,50,4,-1.62,30,192,146,73,37
120,a-Hnj,0.46589356317403724,57,47,21.77,58,12,-0.88,32,157,101,111,57
120,QJ^Fp,0.46383461855706604,63,33,23.55,40,10,-4.48,30,194,129,47,61
120,_CYnv,0.46301216122432526,56,37,20.33,36,11,-6.65,32,185,122,111,64
120,<\TjS,0.44871753026209216,56,66,21.6,46,13,-2.7,28,216,116,104,42
120,X)XB[,0.4368829277534763,70,20,22.09,50,8,-3.3,31,152,121,41,47
120,7Fpob,0.4264742356525436,66,12,12.15,75,4,3.62,27,189,151,112,52
120,Z<W[S,0.41097620425466386,64,31,21.82,33,9,-4.87,31,176,120,81,42
120,=bVNC,0.4087389418339844,46,62,22.8,50,12,-0.59,28,224,119,60,32
120,kGfnf,0.4019865812539258,70,20,18.59,42,7,-3.46,33,190,139,111,54
120,"_0U,B",0.39635244337729336,68,22,20.64,42,7,0.6,32,161,117,6,31
120,"J,QTc",0.3960683662656392,64,34,21.45,50,10,0.34,29,156,112,70,52
120,k:_Pw,0.3902777352325418,63,22,21.54,50,8,0.39,33,174,130,63,65
120,QYRcn,0.38884753675425887,50,65,19.63,58,12,3.49,30,212,114,93,59
120,C8]k_,0.38751325988153174,65,26,18.47,44,9,-2.66,28,171,127,106,50
120,LewDb,0.3870031100249751,76,17,19.15,80,5,8.45,30,227,160,44,52
120,V5RbM,0.38542064516584196,56,32,17.96,40,10,-3.76,31,167,114,92,38
120,vNqn],0.38374883268221366,81,11,12.65,100,4,9.27,35,199,152,111,49
180,NKg8L,0.7167915677129485,76,21,33.19,57,7,0.2,30,195,140,25,38
180,R:inl,0.5778169575400967,66,15,15.11,40,5,-2.01,30,174,142,111,58
180,K;eUR,0.5665295537729826,78,14,20.85,40,5,-2.09,29,175,137,71,42
180,)Zwhj,0.5564741536418504,68,19,16.47,57,7,1.07,25,214,160,101,57
180,6ZqSa,0.5135629774233612,71,21,23.78,57,7,2.92,27,214,152,68,51
180,)QjFa,0.48994806393175255,70,27,20.1,55,9,1.47,25,202,144,47,51
180,(ev0m,0.482709391219024,64,25,28.36,42,7,-0.36,25,227,159,13,59
180,_LbD_,0.4801463045634756,72,25,23.07,40,10,-3.93,32,196,134,44,50
180,/cqmh,0.47742936485426096,67,28,21.02,40,10,-7.06,26,225,152,109,56
180,m)C^V,0.4751238966457874,60,53,27.68,42,14,-3.55,34,152,95,85,44
180,a-Hnj,0.46589356317403724,57,47,21.77,58,12,-0.88,32,157,101,111,57
180,QJ^Fp,0.46383461855706604,63,33,23.55,40,10,-4.48,30,194,129,47,61
180,_CYnv,0.46301216122432526,56,37,20.33,36,11,-6.65,32,185,122,111,64
180,<\TjS,0.44871753026209216,56,66,21.6,46,13,-2.7,28,216,116,104,42
180,X)XB[,0.4368829277534763,70,20,22.09,50,8,-3.3,31,152,121,41,47
180,7Fpob,0.4264742356525436,66,12,12.15,75,4,3.62,27,189,151,112,52
180,Z<W[S,0.41097620425466386,64,31,21.82,33,9,-4.87,31,176,120,81,42
180,=bVNC,0.4087389418339844,46,62,22.8,50,12,-0.59,28,224,119,60,32
180,kGfnf,0.4019865812539258,70,20,18.59,42,7,-3.46,33,190,139,111,54
180,"_0U,B",0.39635244337729336,68,22,20.64,42,7,0.6,32,161,117,6,31
180,"J,QTc",0.3960683662656392,64,34,21.45,50,10,0.34,29,156,112,70,52
180,k:_Pw,0.3902777352325418,63,22,21.54,50,8,0.39,33,174,130,63,65
180,QYRcn,0.38884753675425887,50,65,19.63,58,12,3.49,30,212,114,93,59
180,C8]k_,0.38751325988153174,65,26,18.47,44,9,-2.66,28,171,127,106,50
180,V5RbM,0.38542064516584196,56,32,17.96,40,10,-3.76,31,167,114,92,38
180,vNqn],0.38374883268221366,81,11,12.65,100,4,9.27,35,199,152,111,49
180,:YY:_,0.3557748123119034,54,59,21.43,58,12,3.52,27,212,122,28,50
180,H.Su:,0.34553334231749455,73,19,13.4,66,6,3.07,29,159,115,122,26
180,=1]ob,0.33317315095838457,60,23,15.13,42,7,-5.97,28,162,127,112,52
180,VGWE`,0.33074874920258257,55,43,19.67,33,12,-8.12,31,190,120,46,50
240,NKg8L,0.7167915677129485,76,21,33.19,57,7,0.2,30,195,140,25,38
240,)Zwhj,0.5564741536418504,68,19,16.47,57,7,1.07,25,214,160,101,57
240,6ZqSa,0.5135629774233612,71,21,23.78,57,7,2.92,27,214,152,68,51
240,)QjFa,0.48994806393175255,70,27,20.1,55,9,1.47,25,202,144,47,51
240,(ev0m,0.482709391219024,64,25,28.36,42,7,-0.36,25,227,159,13,59
240,_LbD_,0.4801463045634756,72,25,23.07,40,10,-3.93,32,196,134,44,50
240,/cqmh,0.47742936485426096,67,28,21.02,40,10,-7.06,26,225,152,109,56
240,m)C^V,0.4751238966457874,60,53,27.68,42,14,-3.55,34,152,95,85,44
240,a-Hnj,0.46589356317403724,57,47,21.77,58,12,-0.88,32,157,101,111,57
240,QJ^Fp,0.46383461855706604,63,33,23.55,40,10,-4.48,30,194,129,47,61
240,_CYnv,0.46301216122432526,56,37,20.33,36,11,-6.65,32,185,122,111,64
240,X)XB[,0.4368829277534763,70,20,22.09,50,8,-3.3,31,152,121,41,47
240,7Fpob,0.4264742356525436,66,12,12.15,75,4,3.62,27,189,151,112,52
240,Z<W[S,0.41097620425466386,64,31,21.82,33,9,-4.87,31,176,120,81,42
240,=bVNC,0.4087389418339844,46,62,22.8,50,12,-0.59,28,224,119,60,32
240,kGfnf,0.4019865812539258,70,20,18.59,42,7,-3.46,33,190,139,111,54
240,"_0U,B",0.39635244337729336,68,22,20.64,42,7,0.6,32,161,117,6,31
240,"J,QTc",0.3960683662656392,64,34,21.45,50,10,0.34,29,156,112,70,52
240,k:_Pw,0.3902777352325418,63,22,21.54,50,8,0.39,33,174,130,63,65
240,QYRcn,0.38884753675425887,50,65,19.63,58,12,3.49,30,212,114,93,59
240,C8]k_,0.38751325988153174,65,26,18.47,44,9,-2.66,28,171,127,106,50
240,V5RbM,0.38542064516584196,56,32,17.96,40,10,-3.76,31,167,114,92,38
240,vNqn],0.38374883268221366,81,11,12.65,100,4,9.27,35,199,152,111,49
240,:YY:_,0.3557748123119034,54,59,21.43,58,12,3.52,27,212,122,28,50
240,H.Su:,0.34553334231749455,73,19,13.4,66,6,3.07,29,159,115,122,26
240,=1]ob,0.33317315095838457,60,23,15.13,42,7,-5.97,28,162,127,112,52
240,VGWE`,0.33074874920258257,55,43,19.67,33,12,-8.12,31,190,120,46,50
240,YOR9c,0.32400173407905847,51,60,21.87,58,12,2.39,31,200,114,27,52
240,Y5Ow@,0.32352337383921975,64,37,13.46,70,10,-0.89,31,167,110,125,30
240,25YiA,0.3186873652449975,70,24,17.3,44,9,-0.96,26,167,122,103,31
300,NKg8L,0.7167915677129485,76,21,33.19,57,7,0.2,30,195,140,25,38
300,)Zwhj,0.5564741536418504,68,19,16.47,57,7,1.07,25,214,160,101,57
300,6ZqSa,0.5135629774233612,71,21,23.78,57,7,2.92,27,214,152,68,51
300,)QjFa,0.48994806393175255,70,27,20.1,55,9,1.47,25,202,144,47,51
300,(ev0m,0.482709391219024,64,25,28.36,42,7,-0.36,25,227,159,13,59
300,_LbD_,0.4801463045634756,72,25,23.07,40,10,-3.93,32,196,134,44,50
300,/cqmh,0.47742936485426096,67,28,21.02,40,10,-7.06,26,225,152,109,56
300,m)C^V,0.4751238966457874,60,53,27.68,42,14,-3.55,34,152,95,85,44
300,a-Hnj,0.46589356317403724,57,47,21.77,58,12,-0.88,32,157,101,111,57
300,QJ^Fp,0.46383461855706604,63,33,23.55,40,10,-4.48,30,194,129,47,61
300,_CYnv,0.46301216122432526,56,37,20.33,36,11,-6.65,32,185,122,111,64
300,X)XB[,0.4368829277534763,70,20,22.09,50,8,-3.3,31,152,121,41,47
300,7Fpob,0.4264742356525436,66,12,12.15,75,4,3.62,27,189,151,112,52
300,Z<W[S,0.41097620425466386,64,31,21.82,33,9,-4.87,31,176,120,81,42
300,=bVNC,0.4087389418339844,46,62,22.8,50,12,-0.59,28,224,119,60,32
300,"_0U,B",0.39635244337729336,68,22,20.64,42,7,0.6,32,161,117,6,31
300,"J,QTc",0.3960683662656392,64,34,21.45,50,10,0.34,29,156,112,70,52
300,k:_Pw,0.3902777352325418,63,22,21.54,50,8,0.39,33,174,130,63,65
300,QYRcn,0.38884753675425887,50,65,19.63,58,12,3.49,30,212,114,93,59
300,C8]k_,0.38751325988153174,65,26,18.47,44,9,-2.66,28,171,127,106,50
300,V5RbM,0.38542064516584196,56,32,17.96,40,10,-3.76,31,167,114,92,38
300,vNqn],0.38374883268221366,81,11,12.65,100,4,9.27,35,199,152,111,49
300,H.Su:,0.34553334231749455,73,19,13.4,66,6,3.07,29,159,115,122,26
300,=1]ob,0.33317315095838457,60,23,15.13,42,7,-5.97,28,162,127,112,52
300,Y5Ow@,0.32352337383921975,64,37,13.46,70,10,-0.89,31,167,110,125,30
300,25YiA,0.3186873652449975,70,24,17.3,44,9,-0.96,26,167,122,103,31
300,[\sta,0.3149312776582385,66,18,12.71,80,5,5.61,31,216,155,120,51
300,g^VGt,0.30946010925071726,57,61,16.78,63,11,5.52,33,219,119,49,63
300,@kPP^,0.30627558480215505,41,70,19.45,50,16,-2.1,28,235,111,63,49
300,g)W7S,0.30443639638811326,66,18,17.69,44,9,-7.51,33,152,120,24,42
360,NKg8L,0.7167915677129485,76,21,33.19,57,7,0.2,30,195,140,25,38
360,)Zwhj,0.5564741536418504,68,19,16.47,57,7,1.07,25,214,160,101,57
360,6ZqSa,0.5135629774233612,71,21,23.78,57,7,2.92,27,214,152,68,51
360,)QjFa,0.48994806393175255,70,27,20.1,55,9,1.47,25,202,144,47,51
360,(ev0m,0.482709391219024,64,25,28.36,42,7,-0.36,25,227,159,13,59
360,_LbD_,0.4801463045634756,72,25,23.07,40,10,-3.93,32,196,134,44,50
360,/cqmh,0.47742936485426096,67,28,21.02,40,10,-7.06,26,225,152,109,56
360,m)C^V,0.4751238966457874,60,53,27.68,42,14,-3.55,34,152,95,85,44
360,a-Hnj,0.46589356317403724,57,47,21.77,58,12,-0.88,32,157,101,111,57
360,QJ^Fp,0.46383461855706604,63,33,23.55,40,10,-4.48,30,194,129,47,61
360,_CYnv,0.46301216122432526,56,37,20.33,36,11,-6.65,32,185,122,111,64
360,X)XB[,0.4368829277534763,70,20,22.09,50,8,-3.3,31,152,121,41,47
360,7Fpob,0.4264742356525436,66,12,12.15,75,4,3.62,27,189,151,112,52
360,Z<W[S,0.41097620425466386,64,31,21.82,33,9,-4.87,31,176,120,81,42
360,=bVNC,0.4087389418339844,46,62,22.8,50,12,-0.59,28,224,119,60,32
360,"_0U,B",0.39635244337729336,68,22,20.64,42,7,0.6,32,161,117,6,31
360,"J,QTc",0.3960683662656392,64,34,21.45,50,10,0.34,29,156,112,70,52
360,k:_Pw,0.3902777352325418,63,22,21.54,50,8,0.39,33,174,130,63,65
360,QYRcn,0.38884753675425887,50,65,19.63,58,12,3.49,30,212,114,93,59
360,C8]k_,0.38751325988153174,65,26,18.47,44,9,-2.66,28,171,127,106,50
360,V5RbM,0.38542064516584196,56,32,17.96,40,10,-3.76,31,167,114,92,38
360,vNqn],0.38374883268221366,81,11,12.65,100,4,9.27,35,199,152,111,49
360,H.Su:,0.34553334231749455,73,19,13.4,66,6,3.07,29,159,115,122,26
360,=1]ob,0.33317315095838457,60,23,15.13,42,7,-5.97,28,162,127,112,52
360,Y5Ow@,0.32352337383921975,64,37,13.46,70,10,-0.89,31,167,110,125,30
360,25YiA,0.3186873652449975,70,24,17.3,44,9,-0.96,26,167,122,103,31
360,[\sta,0.3149312776582385,66,18,12.71,80,5,5.61,31,216,155,120,51
360,v7E1i,0.3026640734096571,48,68,18.97,46,15,-3.27,35,170,97,14,56
360,"J,MHt",0.28498714074576514,61,42,17.84,50,12,-0.3,29,156,107,51,63
360,q9da],0.27374183358204185,71,14,11.37,75,4,3.13,34,172,136,90,49
420,NKg8L,0.7167915677129485,76,21,33.19,57,7,0.2,30,195,140,25,38
420,)Zwhj,0.5564741536418504,68,19,16.47,57,7,1.07,25,214,160,101,57
420,6ZqSa,0.5135629774233612,71,21,23.78,57,7,2.92,27,214,152,68,51
420,)QjFa,0.48994806393175255,70,27,20.1,55,9,1.47,25,202,144,47,51
420,(ev0m,0.482709391219024,64,25,28.36,42,7,-0.36,25,227,159,13,59
420,_LbD_,0.4801463045634756,72,25,23.07,40,10,-3.93,32,196,134,44,50
420,/cqmh,0.47742936485426096,67,28,21.02,40,10,-7.06,26,225,152,109,56
420,m)C^V,0.4751238966457874,60,53,27.68,42,14,-3.55,34,152,95,85,44
420,a-Hnj,0.46589356317403724,57,47,21.77,58,12,-0.88,32,157,101,111,57
420,QJ^Fp,0.46383461855706604,63,33,23.55,40,10,-4.48,30,194,129,47,61
420,_CYnv,0.46301216122432526,56,37,20.33,36,11,-6.65,32,185,122,111,64
420,X)XB[,0.4368829277534763,70,20,22.09,50,8,-3.3,31,152,121,41,47
420,7Fpob,0.4264742356525436,66,12,12.15,75,4,3.62,27,189,151,112,52
420,Z<W[S,0.41097620425466386,64,31,21.82,33,9,-4.87,31,176,120,81,42
420,=bVNC,0.4087389418339844,46,62,22.8,50,12,-0.59,28,224,119,60,32
420,"_0U,B",0.39635244337729336,68,22,20.64,42,7,0.6,32,161,117,6,31
420,k:_Pw,0.3902777352325418,63,22,21.54,50,8,0.39,33,174,130,63,65
420,QYRcn,0.38884753675425887,50,65,19.63,58,12,3.49,30,212,114,93,59
420,C8]k_,0.38751325988153174,65,26,18.47,44,9,-2.66,28,171,127,106,50
420,V5RbM,0.38542064516584196,56,32,17.96,40,10,-3.76,31,167,114,92,38
420,vNqn],0.38374883268221366,81,11,12.65,100,4,9.27,35,199,152,111,49
420,H.Su:,0.34553334231749455,73,19,13.4,66,6,3.07,29,159,115,122,26
420,=1]ob,0.33317315095838457,60,23,15.13,42,7,-5.97,28,162,127,112,52
420,25YiA,0.3186873652449975,70,24,17.3,44,9,-0.96,26,167,122,103,31
420,v7E1i,0.3026640734096571,48,68,18.97,46,15,-3.27,35,170,97,14,56
420,"J,MHt",0.28498714074576514,61,42,17.84,50,12,-0.3,29,156,107,51,63
420,q9da],0.27374183358204185,71,14,11.37,75,4,3.13,34,172,136,90,49
420,\7gAL,0.26055290729318753,77,9,10.56,66,3,-0.91,32,170,140,40,38
420,X^)d*,0.25073664842662574,43,65,12.56,33,9,-2.31,31,219,62,95,16
420,sGTY],0.2400625231362969,53,49,12.23,50,12,-1.72,34,190,116,78,49
480,NKg8L,0.7167915677129485,76,21,33.19,57,7,0.2,30,195,140,25,38
480,)Zwhj,0.5564741536418504,68,19,16.47,57,7,1.07,25,214,160,101,57
480,6ZqSa,0.5135629774233612,71,21,23.78,57,7,2.92,27,214,152,68,51
480,)QjFa,0.48994806393175255,70,27,20.1,55,9,1.47,25,202,144,47,51
480,(ev0m,0.482709391219024,64,25,28.36,42,7,-0.36,25,227,159,13,59
480,_LbD_,0.4801463045634756,72,25,23.07,40,10,-3.93,32,196,134,44,50
480,/cqmh,0.47742936485426096,67,28,21.02,40,10,-7.06,26,225,152,109,56
480,m)C^V,0.4751238966457874,60,53,27.68,42,14,-3.55,34,152,95,85,44
480,X)XB[,0.4368829277534763,70,20,22.09,50,8,-3.3,31,152,121,41,47
480,7Fpob,0.4264742356525436,66,12,12.15,75,4,3.62,27,189,151,112,52
480,Z<W[S,0.41097620425466386,64,31,21.82,33,9,-4.87,31,176,120,81,42
480,=bVNC,0.4087389418339844,46,62,22.8,50,12,-0.59,28,224,119,60,32
480,k:_Pw,0.3902777352325418,63,22,21.54,50,8,0.39,33,174,130,63,65
480,QYRcn,0.38884753675425887,50,65,19.63,58,12,3.49,30,212,114,93,59
480,C8]k_,0.38751325988153174,65,26,18.47,44,9,-2.66,28,171,127,106,50
480,V5RbM,0.38542064516584196,56,32,17.96,40,10,-3.76,31,167,114,92,38
480,vNqn],0.38374883268221366,81,11,12.65,100,4,9.27,35,199,152,111,49
480,H.Su:,0.34553334231749455,73,19,13.4,66,6,3.07,29,159,115,122,26
480,=1]ob,0.33317315095838457,60,23,15.13,42,7,-5.97,28,162,127,112,52
480,v7E1i,0.3026640734096571,48,68,18.97,46,15,-3.27,35,170,97,14,56
480,"J,MHt",0.28498714074576514,61,42,17.84,50,12,-0.3,29,156,107,51,63
480,q9da],0.27374183358204185,71,14,11.37,75,4,3.13,34,172,136,90,49
480,\7gAL,0.26055290729318753,77,9,10.56,66,3,-0.91,32,170,140,40,38
480,X^)d*,0.25073664842662574,43,65,12.56,33,9,-2.31,31,219,62,95,16
480,sGTY],0.2400625231362969,53,49,12.23,50,12,-1.72,34,190,116,78,49
480,gSbCX,0.23495062599515643,64,31,12.32,33,9,-5.5,33,205,134,43,45
480,O<A8_,0.23487537389185337,44,83,14.86,43,16,3.41,30,176,92,25,50
480,7gU6v,0.22631447153031423,43,71,14.16,58,12,2.87,27,230,117,22,64
480,7rX*c,0.21813893253198205,44,67,14.36,53,13,1.62,27,244,121,3,52
480,SDLT<,0.21499037325753523,50,65,10.21,41,12,-2.7,30,186,106,70,28
540,NKg8L,0.7167915677129485,76,21,33.19,57,7,0.2,30,195,140,25,38
540,)Zwhj,0.5564741536418504,68,19,16.47,57,7,1.07,25,214,160,101,57
540,6ZqSa,0.5135629774233612,71,21,23.78,57,7,2.92,27,214,152,68,51
540,(ev0m,0.482709391219024,64,25,28.36,42,7,-0.36,25,227,159,13,59
540,_LbD_,0.4801463045634756,72,25,23.07,40,10,-3.93,32,196,134,44,50
540,/cqmh,0.47742936485426096,67,28,21.02,40,10,-7.06,26,225,152,109,56
540,m)C^V,0.4751238966457874,60,53,27.68,42,14,-3.55,34,152,95,85,44
540,X)XB[,0.4368829277534763,70,20,22.09,50,8,-3.3,31,152,121,41,47
540,Z<W[S,0.41097620425466386,64,31,21.82,33,9,-4.87,31,176,120,81,42
540,=bVNC,0.4087389418339844,46,62,22.8,50,12,-0.59,28,224,119,60,32
540,k:_Pw,0.3902777352325418,63,22,21.54,50,8,0.39,33,174,130,63,65
540,QYRcn,0.38884753675425887,50,65,19.63,58,12,3.49,30,212,114,93,59
540,C8]k_,0.38751325988153174,65,26,18.47,44,9,-2.66,28,171,127,106,50
540,V5RbM,0.38542064516584196,56,32,17.96,40,10,-3.76,31,167,114,92,38
540,vNqn],0.38374883268221366,81,11,12.65,100,4,9.27,35,199,152,111,49
540,H.Su:,0.34553334231749455,73,19,13.4,66,6,3.07,29,159,115,122,26
540,=1]ob,0.33317315095838457,60,23,15.13,42,7,-5.97,28,162,127,112,52
540,v7E1i,0.3026640734096571,48,68,18.97,46,15,-3.27,35,170,97,14,56
540,"J,MHt",0.28498714074576514,61,42,17.84,50,12,-0.3,29,156,107,51,63
540,q9da],0.27374183358204185,71,14,11.37,75,4,3.13,34,172,136,90,49
540,\7gAL,0.26055290729318753,77,9,10.56,66,3,-0.91,32,170,140,40,38
540,X^)d*,0.25073664842662574,43,65,12.56,33,9,-2.31,31,219,62,95,16
540,sGTY],0.2400625231362969,53,49,12.23,50,12,-1.72,34,190,116,78,49
540,gSbCX,0.23495062599515643,64,31,12.32,33,9,-5.5,33,205,134,43,45
540,O<A8_,0.23487537389185337,44,83,14.86,43,16,3.41,30,176,92,25,50
540,7gU6v,0.22631447153031423,43,71,14.16,58,12,2.87,27,230,117,22,64
540,7rX*c,0.21813893253198205,44,67,14.36,53,13,1.62,27,244,121,3,52
540,SDLT<,0.21499037325753523,50,65,10.21,41,12,-2.7,30,186,106,70,28
540,dl-t^,0.21184097308850944,46,82,7.41,43,16,-0.75,33,236,67,120,49
540,J\h>J,0.21038068566262008,62,29,13.06,33,9,-5.6,29,216,141,35,37
600,NKg8L,0.7167915677129485,76,21,33.19,57,7,0.2,30,195,140,25,38
600,)Zwhj,0.5564741536418504,68,19,16.47,57,7,1.07,25,214,160,101,57
600,6ZqSa,0.5135629774233612,71,21,23.78,57,7,2.92,27,214,152,68,51
600,(ev0m,0.482709391219024,64,25,28.36,42,7,-0.36,25,227,159,13,59
600,_LbD_,0.4801463045634756,72,25,23.07,40,10,-3.93,32,196,134,44,50
600,/cqmh,0.47742936485426096,67,28,21.02,40,10,-7.06,26,225,152,109,56
600,m)C^V,0.4751238966457874,60,53,27.68,42,14,-3.55,34,152,95,85,44
600,X)XB[,0.4368829277534763,70,20,22.09,50,8,-3.3,31,152,121,41,47
600,Z<W[S,0.41097620425466386,64,31,21.82,33,9,-4.87,31,176,120,81,42
600,=bVNC,0.4087389418339844,46,62,22.8,50,12,-0.59,28,224,119,60,32
600,k:_Pw,0.3902777352325418,63,22,21.54,50,8,0.39,33,174,130,63,65
600,QYRcn,0.38884753675425887,50,65,19.63,58,12,3.49,30,212,114,93,59
600,C8]k_,0.38751325988153174,65,26,18.47,44,9,-2.66,28,171,127,106,50
600,V5RbM,0.38542064516584196,56,32,17.96,40,10,-3.76,31,167,114,92,38
