iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_ma_len,parameters.ott_percent,parameters.stop_loss,parameters.risk_reward,parameters.chop_bandwidth
100,-qBf?,0.17542622902554295,23,134,36.1,7,13,-5.94,11,6120,1658,985,1782
100,1i[it,0.17173753690744165,36,58,43.23,0,8,-6.65,16,5614,2291,1023,3124
100,g[XL`,0.167710525890905,36,41,27.87,16,6,-0.06,85,4728,2215,656,2618
100,"ml,2o",0.1658966600225579,66,21,12.64,33,3,-1.1,92,5804,1101,327,2997
100,_;T^],0.16087638809961277,37,51,36.44,60,5,12.44,75,2703,2114,884,2542
100,fRMeH,0.16054067623463475,32,55,29.29,40,5,3.19,83,4158,1937,972,2010
100,EI0p],0.15240538444325583,37,75,23.09,37,8,0.15,42,3589,1203,1111,2542
100,p.Y@8,0.5270471156560939,48,83,66.66,50,8,0.66,96,1880,2241,504,1605
100,oSbtG,0.5114726454768119,46,49,71.23,20,5,1.17,95,4222,2468,1162,1985
100,fV3B1,0.49063700723157805,37,74,40.19,11,9,-5.52,83,4411,1278,529,1428
100,iX7nA,0.39616233841924997,36,60,47.71,11,9,-0.18,87,4538,1380,1086,1833
100,hJ[cG,0.3558380529793421,39,56,45.95,0,5,-5.12,86,3652,2291,947,1985
100,j/euK,0.3457723619625287,38,63,47.17,37,8,-6.04,89,1943,2544,1175,2086
100,o?ocH,0.284480403874077,43,57,52.04,33,6,2.77,95,2956,2797,947,2010
100,abF-r,0.2722229832088919,64,25,24.08,25,4,-0.39,77,5171,1759,263,3073
100,t(MQB,0.267663820811382,37,82,44.25,60,10,18.14,101,1500,1937,719,1858
100,e?jV-,0.25785053269860203,36,76,53.0,0,7,-7.4,82,2956,2671,782,1327
100,q081Q,0.2456400423986865,55,67,31.15,70,10,8.57,97,2006,1405,314,2238
100,k7DkB,0.2379382460797897,34,69,38.14,50,6,4.96,90,2449,1709,1048,1858
100,tE`b4,0.23262427946688533,34,63,37.83,14,7,4.68,101,3335,2418,934,1504
100,gZHcc,0.23147363050193695,39,33,43.79,0,4,-4.85,85,4665,1810,947,2694
100,p.mII,0.2246160679406798,49,67,41.73,57,7,5.2,96,1880,2747,618,2035
100,`Y()e,0.21078497484812847,65,44,10.08,33,6,-2.91,76,4601,1000,213,2744
100,IguPq,0.20985619390441348,44,34,24.36,0,4,-4.64,47,5487,2949,706,3048
100,-UBoP,0.20378359548303895,24,147,35.18,35,20,16.43,11,4348,1658,1099,2213
100,p=9i8,0.20360858922874006,38,76,40.44,22,9,1.97,96,2829,1430,1023,1605
100,)49Fw,0.18531196901931363,30,79,19.45,27,11,0.34,6,2259,1430,580,3200
100,m0SN4,0.18408571013505795,37,81,36.3,30,10,-0.56,92,2006,2089,681,1504
100,oJ^AW,0.18139556267386073,32,46,23.45,0,4,-6.57,95,3652,2367,516,2390
100,3_^Ts,0.18055653958356085,41,53,33.08,0,7,-6.14,19,4981,2367,757,3099
100,-qBf?,0.17542622902554295,23,134,36.1,7,13,-5.94,11,6120,1658,985,1782
100,1i[it,0.17173753690744165,36,58,43.23,0,8,-6.65,16,5614,2291,1023,3124
100,g[XL`,0.167710525890905,36,41,27.87,16,6,-0.06,85,4728,2215,656,2618
100,"ml,2o",0.1658966600225579,66,21,12.64,33,3,-1.1,92,5804,1101,327,2997
100,_;T^],0.16087638809961277,37,51,36.44,60,5,12.44,75,2703,2114,884,2542
100,fRMeH,0.16054067623463475,32,55,29.29,40,5,3.19,83,4158,1937,972,2010
100,EI0p],0.15240538444325583,37,75,23.09,37,8,0.15,42,3589,1203,1111,2542
200,p.Y@8,0.5270471156560939,48,83,66.66,50,8,0.66,96,1880,2241,504,1605
200,oSbtG,0.5114726454768119,46,49,71.23,20,5,1.17,95,4222,2468,1162,1985
200,hJ[cG,0.3558380529793421,39,56,45.95,0,5,-5.12,86,3652,2291,947,1985
200,j/euK,0.3457723619625287,38,63,47.17,37,8,-6.04,89,1943,2544,1175,2086
200,t(MQB,0.267663820811382,37,82,44.25,60,10,18.14,101,1500,1937,719,1858
200,e?jV-,0.25785053269860203,36,76,53.0,0,7,-7.4,82,2956,2671,782,1327
200,q081Q,0.2456400423986865,55,67,31.15,70,10,8.57,97,2006,1405,314,2238
200,k7DkB,0.2379382460797897,34,69,38.14,50,6,4.96,90,2449,1709,1048,1858
200,tE`b4,0.23262427946688533,34,63,37.83,14,7,4.68,101,3335,2418,934,1504
200,gZHcc,0.23147363050193695,39,33,43.79,0,4,-4.85,85,4665,1810,947,2694
200,p.mII,0.2246160679406798,49,67,41.73,57,7,5.2,96,1880,2747,618,2035
200,IguPq,0.20985619390441348,44,34,24.36,0,4,-4.64,47,5487,2949,706,3048
200,-UBoP,0.20378359548303895,24,147,35.18,35,20,16.43,11,4348,1658,1099,2213
200,p=9i8,0.20360858922874006,38,76,40.44,22,9,1.97,96,2829,1430,1023,1605
200,)49Fw,0.18531196901931363,30,79,19.45,27,11,0.34,6,2259,1430,580,3200
200,m0SN4,0.18408571013505795,37,81,36.3,30,10,-0.56,92,2006,2089,681,1504
200,oJ^AW,0.18139556267386073,32,46,23.45,0,4,-6.57,95,3652,2367,516,2390
200,3_^Ts,0.18055653958356085,41,53,33.08,0,7,-6.14,19,4981,2367,757,3099
200,-qBf?,0.17542622902554295,23,134,36.1,7,13,-5.94,11,6120,1658,985,1782
200,1i[it,0.17173753690744165,36,58,43.23,0,8,-6.65,16,5614,2291,1023,3124
200,g[XL`,0.167710525890905,36,41,27.87,16,6,-0.06,85,4728,2215,656,2618
200,"ml,2o",0.1658966600225579,66,21,12.64,33,3,-1.1,92,5804,1101,327,2997
200,_;T^],0.16087638809961277,37,51,36.44,60,5,12.44,75,2703,2114,884,2542
200,fRMeH,0.16054067623463475,32,55,29.29,40,5,3.19,83,4158,1937,972,2010
200,EI0p],0.15240538444325583,37,75,23.09,37,8,0.15,42,3589,1203,1111,2542
200,w]run,0.14088495791490824,45,22,43.51,33,3,3.29,105,4854,2873,1175,2972
200,canZ],0.13729340497684422,32,31,34.42,0,4,-5.44,80,5108,2772,833,2542
200,s?cJ=,0.13445101321818154,37,62,23.6,16,6,3.83,100,2956,2494,630,1732
200,GjP;_,0.1264614156676044,34,52,18.48,0,6,-10.0,44,5677,2013,441,2592
200,eVTHH,0.12548097261674623,34,52,21.55,16,6,1.03,82,4411,2114,605,2010
300,p.Y@8,0.5270471156560939,48,83,66.66,50,8,0.66,96,1880,2241,504,1605
300,hJ[cG,0.3558380529793421,39,56,45.95,0,5,-5.12,86,3652,2291,947,1985
300,j/euK,0.3457723619625287,38,63,47.17,37,8,-6.04,89,1943,2544,1175,2086
300,t(MQB,0.267663820811382,37,82,44.25,60,10,18.14,101,1500,1937,719,1858
300,q081Q,0.2456400423986865,55,67,31.15,70,10,8.57,97,2006,1405,314,2238
300,k7DkB,0.2379382460797897,34,69,38.14,50,6,4.96,90,2449,1709,1048,1858
300,tE`b4,0.23262427946688533,34,63,37.83,14,7,4.68,101,3335,2418,934,1504
300,gZHcc,0.23147363050193695,39,33,43.79,0,4,-4.85,85,4665,1810,947,2694
300,p=9i8,0.20360858922874006,38,76,40.44,22,9,1.97,96,2829,1430,1023,1605
300,m0SN4,0.18408571013505795,37,81,36.3,30,10,-0.56,92,2006,2089,681,1504
300,oJ^AW,0.18139556267386073,32,46,23.45,0,4,-6.57,95,3652,2367,516,2390
300,3_^Ts,0.18055653958356085,41,53,33.08,0,7,-6.14,19,4981,2367,757,3099
300,-qBf?,0.17542622902554295,23,134,36.1,7,13,-5.94,11,6120,1658,985,1782
300,1i[it,0.17173753690744165,36,58,43.23,0,8,-6.65,16,5614,2291,1023,3124
300,g[XL`,0.167710525890905,36,41,27.87,16,6,-0.06,85,4728,2215,656,2618
300,"ml,2o",0.1658966600225579,66,21,12.64,33,3,-1.1,92,5804,1101,327,2997
300,_;T^],0.16087638809961277,37,51,36.44,60,5,12.44,75,2703,2114,884,2542
300,fRMeH,0.16054067623463475,32,55,29.29,40,5,3.19,83,4158,1937,972,2010
300,EI0p],0.15240538444325583,37,75,23.09,37,8,0.15,42,3589,1203,1111,2542
300,w]run,0.14088495791490824,45,22,43.51,33,3,3.29,105,4854,2873,1175,2972
300,canZ],0.13729340497684422,32,31,34.42,0,4,-5.44,80,5108,2772,833,2542
300,s?cJ=,0.13445101321818154,37,62,23.6,16,6,3.83,100,2956,2494,630,1732
300,GjP;_,0.1264614156676044,34,52,18.48,0,6,-10.0,44,5677,2013,441,2592
300,ijKfi,0.12499537261840621,40,20,24.11,0,3,-4.52,87,5677,1886,985,2846
300,dcoA],0.12292158950002771,35,37,26.64,25,4,-3.55,81,5234,2797,516,2542
300,g<SpI,0.11905506422688197,33,65,25.57,40,5,9.46,85,2766,2089,1111,2035
300,)nrq6,0.11587085614054843,20,170,33.46,4,22,-8.81,6,5930,2873,1124,1554
300,-.XOU,0.10897359568474448,29,208,18.43,32,28,6.99,11,1880,2215,694,2339
300,FbQfv,0.1076689454404665,46,30,20.68,16,6,3.54,43,5171,2038,985,3175
300,"qQ5,;",0.10758074101031247,48,80,10.7,50,8,-0.8,97,4095,1329,251,1681
400,p.Y@8,0.5270471156560939,48,83,66.66,50,8,0.66,96,1880,2241,504,1605
400,hJ[cG,0.3558380529793421,39,56,45.95,0,5,-5.12,86,3652,2291,947,1985
400,j/euK,0.3457723619625287,38,63,47.17,37,8,-6.04,89,1943,2544,1175,2086
400,q081Q,0.2456400423986865,55,67,31.15,70,10,8.57,97,2006,1405,314,2238
400,k7DkB,0.2379382460797897,34,69,38.14,50,6,4.96,90,2449,1709,1048,1858
400,tE`b4,0.23262427946688533,34,63,37.83,14,7,4.68,101,3335,2418,934,1504
400,gZHcc,0.23147363050193695,39,33,43.79,0,4,-4.85,85,4665,1810,947,2694
400,p=9i8,0.20360858922874006,38,76,40.44,22,9,1.97,96,2829,1430,1023,1605
400,m0SN4,0.18408571013505795,37,81,36.3,30,10,-0.56,92,2006,2089,681,1504
400,3_^Ts,0.18055653958356085,41,53,33.08,0,7,-6.14,19,4981,2367,757,3099
400,]?(oq,0.1766056300692792,43,37,18.51,66,3,10.64,72,2956,1000,1099,3048
400,-qBf?,0.17542622902554295,23,134,36.1,7,13,-5.94,11,6120,1658,985,1782
400,1i[it,0.17173753690744165,36,58,43.23,0,8,-6.65,16,5614,2291,1023,3124
400,g[XL`,0.167710525890905,36,41,27.87,16,6,-0.06,85,4728,2215,656,2618
400,_;T^],0.16087638809961277,37,51,36.44,60,5,12.44,75,2703,2114,884,2542
400,fRMeH,0.16054067623463475,32,55,29.29,40,5,3.19,83,4158,1937,972,2010
400,EI0p],0.15240538444325583,37,75,23.09,37,8,0.15,42,3589,1203,1111,2542
400,w]run,0.14088495791490824,45,22,43.51,33,3,3.29,105,4854,2873,1175,2972
400,canZ],0.13729340497684422,32,31,34.42,0,4,-5.44,80,5108,2772,833,2542
400,GjP;_,0.1264614156676044,34,52,18.48,0,6,-10.0,44,5677,2013,441,2592
400,ijKfi,0.12499537261840621,40,20,24.11,0,3,-4.52,87,5677,1886,985,2846
400,dcoA],0.12292158950002771,35,37,26.64,25,4,-3.55,81,5234,2797,516,2542
400,g<SpI,0.11905506422688197,33,65,25.57,40,5,9.46,85,2766,2089,1111,2035
400,)nrq6,0.11587085614054843,20,170,33.46,4,22,-8.81,6,5930,2873,1124,1554
400,-.XOU,0.10897359568474448,29,208,18.43,32,28,6.99,11,1880,2215,694,2339
400,FbQfv,0.1076689454404665,46,30,20.68,16,6,3.54,43,5171,2038,985,3175
400,u_:U],0.10543923757983732,44,27,30.41,0,6,-6.84,102,4981,1456,770,2542
400,"-Tw,I",0.09805700526338168,28,155,18.81,23,21,-3.81,11,4285,3000,251,2035
400,cUt<q,0.09695076754547964,30,26,13.52,0,3,-2.51,80,4348,2924,453,3048
400,q?bm3,0.09591146789815658,44,67,75.53,25,8,21.23,97,2956,2468,1073,1478
500,p.Y@8,0.5270471156560939,48,83,66.66,50,8,0.66,96,1880,2241,504,1605
500,hJ[cG,0.3558380529793421,39,56,45.95,0,5,-5.12,86,3652,2291,947,1985
500,q081Q,0.2456400423986865,55,67,31.15,70,10,8.57,97,2006,1405,314,2238
500,k7DkB,0.2379382460797897,34,69,38.14,50,6,4.96,90,2449,1709,1048,1858
500,tE`b4,0.23262427946688533,34,63,37.83,14,7,4.68,101,3335,2418,934,1504
500,gZHcc,0.23147363050193695,39,33,43.79,0,4,-4.85,85,4665,1810,947,2694
500,p=9i8,0.20360858922874006,38,76,40.44,22,9,1.97,96,2829,1430,1023,1605
500,m0SN4,0.18408571013505795,37,81,36.3,30,10,-0.56,92,2006,2089,681,1504
500,3_^Ts,0.18055653958356085,41,53,33.08,0,7,-6.14,19,4981,2367,757,3099
500,]?(oq,0.1766056300692792,43,37,18.51,66,3,10.64,72,2956,1000,1099,3048
500,-qBf?,0.17542622902554295,23,134,36.1,7,13,-5.94,11,6120,1658,985,1782
500,1i[it,0.17173753690744165,36,58,43.23,0,8,-6.65,16,5614,2291,1023,3124
500,g[XL`,0.167710525890905,36,41,27.87,16,6,-0.06,85,4728,2215,656,2618
500,_;T^],0.16087638809961277,37,51,36.44,60,5,12.44,75,2703,2114,884,2542
500,fRMeH,0.16054067623463475,32,55,29.29,40,5,3.19,83,4158,1937,972,2010
500,EI0p],0.15240538444325583,37,75,23.09,37,8,0.15,42,3589,1203,1111,2542
500,w]run,0.14088495791490824,45,22,43.51,33,3,3.29,105,4854,2873,1175,2972
500,canZ],0.13729340497684422,32,31,34.42,0,4,-5.44,80,5108,2772,833,2542
500,GjP;_,0.1264614156676044,34,52,18.48,0,6,-10.0,44,5677,2013,441,2592
500,ijKfi,0.12499537261840621,40,20,24.11,0,3,-4.52,87,5677,1886,985,2846
500,dcoA],0.12292158950002771,35,37,26.64,25,4,-3.55,81,5234,2797,516,2542
500,g<SpI,0.11905506422688197,33,65,25.57,40,5,9.46,85,2766,2089,1111,2035
500,)nrq6,0.11587085614054843,20,170,33.46,4,22,-8.81,6,5930,2873,1124,1554
500,-.XOU,0.10897359568474448,29,208,18.43,32,28,6.99,11,1880,2215,694,2339
500,FbQfv,0.1076689454404665,46,30,20.68,16,6,3.54,43,5171,2038,985,3175
500,u_:U],0.10543923757983732,44,27,30.41,0,6,-6.84,102,4981,1456,770,2542
500,"-Tw,I",0.09805700526338168,28,155,18.81,23,21,-3.81,11,4285,3000,251,2035
500,vUtG@,0.0951611737596537,38,52,15.1,20,5,0.57,104,4348,2924,592,1808
500,B?(Kq,0.09093866225344123,38,52,11.21,14,7,-4.79,38,2956,1000,643,3048
500,j(cN:,0.08831530906582655,36,94,16.14,8,12,-11.24,89,1500,2494,681,1656
600,p.Y@8,0.5270471156560939,48,83,66.66,50,8,0.66,96,1880,2241,504,1605
600,hJ[cG,0.3558380529793421,39,56,45.95,0,5,-5.12,86,3652,2291,947,1985
600,q081Q,0.2456400423986865,55,67,31.15,70,10,8.57,97,2006,1405,314,2238
600,k7DkB,0.2379382460797897,34,69,38.14,50,6,4.96,90,2449,1709,1048,1858
600,gZHcc,0.23147363050193695,39,33,43.79,0,4,-4.85,85,4665,1810,947,2694
600,p=9i8,0.20360858922874006,38,76,40.44,22,9,1.97,96,2829,1430,1023,1605
600,m0SN4,0.18408571013505795,37,81,36.3,30,10,-0.56,92,2006,2089,681,1504
600,3_^Ts,0.18055653958356085,41,53,33.08,0,7,-6.14,19,4981,2367,757,3099
600,]?(oq,0.1766056300692792,43,37,18.51,66,3,10.64,72,2956,1000,1099,3048
600,1i[it,0.17173753690744165,36,58,43.23,0,8,-6.65,16,5614,2291,1023,3124
600,g[XL`,0.167710525890905,36,41,27.87,16,6,-0.06,85,4728,2215,656,2618
600,_;T^],0.16087638809961277,37,51,36.44,60,5,12.44,75,2703,2114,884,2542
600,w]run,0.14088495791490824,45,22,43.51,33,3,3.29,105,4854,2873,1175,2972
600,canZ],0.13729340497684422,32,31,34.42,0,4,-5.44,80,5108,2772,833,2542
600,GjP;_,0.1264614156676044,34,52,18.48,0,6,-10.0,44,5677,2013,441,2592
600,ijKfi,0.12499537261840621,40,20,24.11,0,3,-4.52,87,5677,1886,985,2846
600,dcoA],0.12292158950002771,35,37,26.64,25,4,-3.55,81,5234,2797,516,2542
600,g<SpI,0.11905506422688197,33,65,25.57,40,5,9.46,85,2766,2089,1111,2035
600,-.XOU,0.10897359568474448,29,208,18.43,32,28,6.99,11,1880,2215,694,2339
600,FbQfv,0.1076689454404665,46,30,20.68,16,6,3.54,43,5171,2038,985,3175
600,u_:U],0.10543923757983732,44,27,30.41,0,6,-6.84,102,4981,1456,770,2542
600,"-Tw,I",0.09805700526338168,28,155,18.81,23,21,-3.81,11,4285,3000,251,2035
600,vUtG@,0.0951611737596537,38,52,15.1,20,5,0.57,104,4348,2924,592,1808
600,B?(Kq,0.09093866225344123,38,52,11.21,14,7,-4.79,38,2956,1000,643,3048
600,j(cN:,0.08831530906582655,36,94,16.14,8,12,-11.24,89,1500,2494,681,1656
600,^:Dla,0.08591908318057717,38,47,19.89,40,5,2.46,73,2639,1709,1061,2643
600,o8Adb,0.08500754327319439,38,42,17.65,75,4,23.82,95,2513,1633,959,2668
600,ucoM6,0.08021604017546669,36,41,20.7,40,5,4.53,102,5234,2797,668,1554
600,UbFvK,0.0772736557866801,29,51,14.39,0,8,-7.94,62,5171,1759,1187,2086
600,kZdQv,0.0771741561616111,40,22,19.17,0,2,-1.59,90,4665,2519,719,3175
700,p.Y@8,0.5270471156560939,48,83,66.66,50,8,0.66,96,1880,2241,504,1605
700,q081Q,0.2456400423986865,55,67,31.15,70,10,8.57,97,2006,1405,314,2238
700,k7DkB,0.2379382460797897,34,69,38.14,50,6,4.96,90,2449,1709,1048,1858
700,gZHcc,0.23147363050193695,39,33,43.79,0,4,-4.85,85,4665,1810,947,2694
700,m0SN4,0.18408571013505795,37,81,36.3,30,10,-0.56,92,2006,2089,681,1504
700,]?(oq,0.1766056300692792,43,37,18.51,66,3,10.64,72,2956,1000,1099,3048
700,1i[it,0.17173753690744165,36,58,43.23,0,8,-6.65,16,5614,2291,1023,3124
700,g[XL`,0.167710525890905,36,41,27.87,16,6,-0.06,85,4728,2215,656,2618
700,_;T^],0.16087638809961277,37,51,36.44,60,5,12.44,75,2703,2114,884,2542
700,canZ],0.13729340497684422,32,31,34.42,0,4,-5.44,80,5108,2772,833,2542
700,GjP;_,0.1264614156676044,34,52,18.48,0,6,-10.0,44,5677,2013,441,2592
700,ijKfi,0.12499537261840621,40,20,24.11,0,3,-4.52,87,5677,1886,985,2846
700,g<SpI,0.11905506422688197,33,65,25.57,40,5,9.46,85,2766,2089,1111,2035
700,-.XOU,0.10897359568474448,29,208,18.43,32,28,6.99,11,1880,2215,694,2339
700,FbQfv,0.1076689454404665,46,30,20.68,16,6,3.54,43,5171,2038,985,3175
700,u_:U],0.10543923757983732,44,27,30.41,0,6,-6.84,102,4981,1456,770,2542
700,vUtG@,0.0951611737596537,38,52,15.1,20,5,0.57,104,4348,2924,592,1808
700,B?(Kq,0.09093866225344123,38,52,11.21,14,7,-4.79,38,2956,1000,643,3048
700,j(cN:,0.08831530906582655,36,94,16.14,8,12,-11.24,89,1500,2494,681,1656
700,^:Dla,0.08591908318057717,38,47,19.89,40,5,2.46,73,2639,1709,1061,2643
700,o8Adb,0.08500754327319439,38,42,17.65,75,4,23.82,95,2513,1633,959,2668
700,ucoM6,0.08021604017546669,36,41,20.7,40,5,4.53,102,5234,2797,668,1554
700,w:fA5,0.08009138756464483,45,68,64.59,16,6,-3.82,105,2639,2570,516,1529
700,kZdQv,0.0771741561616111,40,22,19.17,0,2,-1.59,90,4665,2519,719,3175
700,M+?i\,0.07579054743446229,32,95,16.34,20,15,-4.2,52,1690,1582,1023,2516
700,pS[do,0.07521265007833627,40,25,14.57,33,3,7.69,96,4222,2291,959,2997
700,oZGY],0.07144128032474419,41,41,23.25,0,5,-7.21,95,4665,1785,820,2542
700,lZAUm,0.07094794682803812,50,30,41.18,0,4,-6.61,91,4665,1633,770,2947
700,"_F,M:",0.06956051038240582,34,87,12.63,11,9,-3.9,75,3399,1101,668,1656
700,lGAM@,0.06741655361777192,37,62,33.92,14,7,-1.4,91,3462,1633,668,1808
800,p.Y@8,0.5270471156560939,48,83,66.66,50,8,0.66,96,1880,2241,504,1605
800,k7DkB,0.2379382460797897,34,69,38.14,50,6,4.96,90,2449,1709,1048,1858
800,gZHcc,0.23147363050193695,39,33,43.79,0,4,-4.85,85,4665,1810,947,2694
800,m0SN4,0.18408571013505795,37,81,36.3,30,10,-0.56,92,2006,2089,681,1504
800,]?(oq,0.1766056300692792,43,37,18.51,66,3,10.64,72,2956,1000,1099,3048
800,g[XL`,0.167710525890905,36,41,27.87,16,6,-0.06,85,4728,2215,656,2618
800,_;T^],0.16087638809961277,37,51,36.44,60,5,12.44,75,2703,2114,884,2542
800,VTZXe,0.14527339679162152,28,50,26.73,25,4,4.15,63,4285,2266,808,2744
800,canZ],0.13729340497684422,32,31,34.42,0,4,-5.44,80,5108,2772,833,2542
800,GjP;_,0.1264614156676044,34,52,18.48,0,6,-10.0,44,5677,2013,441,2592
800,ijKfi,0.12499537261840621,40,20,24.11,0,3,-4.52,87,5677,1886,985,2846
800,g<SpI,0.11905506422688197,33,65,25.57,40,5,9.46,85,2766,2089,1111,2035
800,-.XOU,0.10897359568474448,29,208,18.43,32,28,6.99,11,1880,2215,694,2339
800,FbQfv,0.1076689454404665,46,30,20.68,16,6,3.54,43,5171,2038,985,3175
800,u_:U],0.10543923757983732,44,27,30.41,0,6,-6.84,102,4981,1456,770,2542
800,wNVfB,0.10027064751939545,33,56,22.38,40,5,1.97,105,3905,2165,985,1858
800,VTZDe,0.09728200530472504,29,51,17.32,25,4,1.41,63,4285,2266,554,2744
800,vUtG@,0.0951611737596537,38,52,15.1,20,5,0.57,104,4348,2924,592,1808
800,B?(Kq,0.09093866225344123,38,52,11.21,14,7,-4.79,38,2956,1000,643,3048
800,j(cN:,0.08831530906582655,36,94,16.14,8,12,-11.24,89,1500,2494,681,1656
800,^:Dla,0.08591908318057717,38,47,19.89,40,5,2.46,73,2639,1709,1061,2643
800,o8Adb,0.08500754327319439,38,42,17.65,75,4,23.82,95,2513,1633,959,2668
800,w`+fB,0.08153522649850595,35,45,23.17,14,7,-2.58,105,5044,1076,985,1858
800,ucoM6,0.08021604017546669,36,41,20.7,40,5,4.53,102,5234,2797,668,1554
800,w:fA5,0.08009138756464483,45,68,64.59,16,6,-3.82,105,2639,2570,516,1529
