iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_ma_len,parameters.ott_percent,parameters.stop_loss,parameters.risk_reward,parameters.chop_bandwidth
2500,V5Zs2,0.15209572232862809,37,103,63.07,50,12,-0.39,63,2323,2266,1149,1453
2500,j\cfd,0.1472179012905113,42,28,36.46,14,7,-2.29,89,4791,2494,985,2719
2500,VTZXe,0.14527339679162152,28,50,26.73,25,4,4.15,63,4285,2266,808,2744
2500,V\Zgq,0.1435219494164773,48,31,26.48,0,3,-1.28,63,4791,2266,997,3048
2500,V\\fq,0.1428995168635336,48,31,26.42,0,3,-1.28,63,4791,2316,985,3048
2500,q\Zuq,0.13059081990305674,39,23,33.45,25,4,-0.62,97,4791,2266,1175,3048
2500,j\Ffe,0.13027790737953168,42,28,29.57,0,8,-12.67,89,4791,1759,985,2744
2500,j-cf),0.12253589136534167,37,95,34.21,50,10,5.99,89,1816,2494,985,1225
2500,VbZ<6,0.11922543581186765,31,67,16.09,0,8,-10.41,63,5171,2266,453,1554
2500,VlS*q,0.11419188977312936,50,34,11.64,0,4,-4.77,63,5804,2089,225,3048
2500,U\DfF,0.11260249540560392,43,57,50.87,0,11,-10.87,62,4791,1709,985,1959
2500,V\j*B,0.10991822772960569,41,62,14.86,20,10,-1.32,63,4791,2671,225,1858
2500,qIdl2,0.10721984331773071,47,57,97.14,16,6,-6.89,97,3589,2519,1061,1453
2500,qIZl4,0.10080129682633462,48,56,95.58,20,5,-5.08,97,3589,2266,1061,1504
2500,j@cf),0.0988185755929299,41,72,89.81,0,7,-7.57,89,3019,2494,985,1225
2500,jpjfe,0.09009440755273193,41,24,24.51,0,2,-2.42,89,6057,2671,985,2744
2500,V\Zu6,0.08963279795951982,42,61,59.32,0,10,-8.73,63,4791,2266,1175,1554
2500,V\Zt6,0.08864811319476304,42,61,58.49,0,10,-8.73,63,4791,2266,1162,1554
2500,V/Zs6,0.08515467439681522,33,109,23.14,23,17,-8.55,63,1943,2266,1149,1554
2500,j8cG:,0.08358215241914818,38,70,48.65,33,6,-5.24,89,2513,2494,592,1656
2600,Z\_f6,0.5482316505622662,44,56,60.37,14,7,-5.89,68,4791,2392,985,1554
2600,p.Y@8,0.5270471156560939,48,83,66.66,50,8,0.66,96,1880,2241,504,1605
2600,U\)fP,0.354221355630103,40,57,32.87,0,10,-9.41,62,4791,1025,985,2213
2600,j?cf),0.30312508502716184,34,72,43.68,0,7,-7.49,89,2956,2494,985,1225
2600,V\ZfF,0.29853146188470875,43,53,54.26,10,10,-2.67,63,4791,2266,985,1959
2600,jPcf),0.19551574159354235,40,61,43.22,66,6,5.29,89,4032,2494,985,1225
2600,j\jee,0.19388066718532598,44,27,41.77,14,7,-2.38,89,4791,2671,972,2744
2600,j\jpe,0.1932810557063893,46,26,42.1,14,7,-2.38,89,4791,2671,1111,2744
2600,V5js5,0.1771818461651758,40,100,79.39,45,11,-5.52,63,2323,2671,1149,1529
2600,V5Zs2,0.15209572232862809,37,103,63.07,50,12,-0.39,63,2323,2266,1149,1453
2600,j\cfd,0.1472179012905113,42,28,36.46,14,7,-2.29,89,4791,2494,985,2719
2600,VTZXe,0.14527339679162152,28,50,26.73,25,4,4.15,63,4285,2266,808,2744
2600,V\Zgq,0.1435219494164773,48,31,26.48,0,3,-1.28,63,4791,2266,997,3048
2600,V\\fq,0.1428995168635336,48,31,26.42,0,3,-1.28,63,4791,2316,985,3048
2600,j\Ffe,0.13027790737953168,42,28,29.57,0,8,-12.67,89,4791,1759,985,2744
2600,VbZ<6,0.11922543581186765,31,67,16.09,0,8,-10.41,63,5171,2266,453,1554
2600,VlS*q,0.11419188977312936,50,34,11.64,0,4,-4.77,63,5804,2089,225,3048
2600,V\j*B,0.10991822772960569,41,62,14.86,20,10,-1.32,63,4791,2671,225,1858
2600,qIdl2,0.10721984331773071,47,57,97.14,16,6,-6.89,97,3589,2519,1061,1453
2600,qIZl4,0.10080129682633462,48,56,95.58,20,5,-5.08,97,3589,2266,1061,1504
2600,j@cf),0.0988185755929299,41,72,89.81,0,7,-7.57,89,3019,2494,985,1225
2600,j@cf),0.0988185755929299,41,72,89.81,0,7,-7.57,89,3019,2494,985,1225
2600,f6cu),0.09161410605578314,36,76,50.89,36,11,30.48,83,2386,2494,1175,1225
2600,jpjfe,0.09009440755273193,41,24,24.51,0,2,-2.42,89,6057,2671,985,2744
2600,V\Zu6,0.08963279795951982,42,61,59.32,0,10,-8.73,63,4791,2266,1175,1554
2600,V\Zt6,0.08864811319476304,42,61,58.49,0,10,-8.73,63,4791,2266,1162,1554
2600,V/Zs6,0.08515467439681522,33,109,23.14,23,17,-8.55,63,1943,2266,1149,1554
2600,q<p>6,0.08302198232767172,44,69,70.39,25,8,9.15,97,2766,2823,478,1554
2600,qkZ*q,0.08213507056390189,65,20,14.54,0,2,-4.08,97,5741,2266,225,3048
2600,Vm8*e,0.08103620194112937,58,39,7.95,0,4,-4.86,63,5867,1405,225,2744
2700,Z\_f6,0.5482316505622662,44,56,60.37,14,7,-5.89,68,4791,2392,985,1554
2700,p.Y@8,0.5270471156560939,48,83,66.66,50,8,0.66,96,1880,2241,504,1605
2700,U\)fP,0.354221355630103,40,57,32.87,0,10,-9.41,62,4791,1025,985,2213
2700,j?cf),0.30312508502716184,34,72,43.68,0,7,-7.49,89,2956,2494,985,1225
2700,V\ZfF,0.29853146188470875,43,53,54.26,10,10,-2.67,63,4791,2266,985,1959
2700,jPcf),0.19551574159354235,40,61,43.22,66,6,5.29,89,4032,2494,985,1225
2700,j\jpe,0.1932810557063893,46,26,42.1,14,7,-2.38,89,4791,2671,1111,2744
2700,j;cf),0.15780505480899526,34,79,30.71,25,8,5.83,89,2703,2494,985,1225
2700,V5Zs2,0.15209572232862809,37,103,63.07,50,12,-0.39,63,2323,2266,1149,1453
2700,j\cfd,0.1472179012905113,42,28,36.46,14,7,-2.29,89,4791,2494,985,2719
2700,V\Zgq,0.1435219494164773,48,31,26.48,0,3,-1.28,63,4791,2266,997,3048
2700,j\Ffe,0.13027790737953168,42,28,29.57,0,8,-12.67,89,4791,1759,985,2744
2700,j\3f),0.12408979048124609,33,72,26.6,0,9,-11.94,89,4791,1278,985,1225
2700,VbZ<6,0.11922543581186765,31,67,16.09,0,8,-10.41,63,5171,2266,453,1554
2700,VlS*q,0.11419188977312936,50,34,11.64,0,4,-4.77,63,5804,2089,225,3048
2700,V\j*B,0.10991822772960569,41,62,14.86,20,10,-1.32,63,4791,2671,225,1858
2700,qIdl2,0.10721984331773071,47,57,97.14,16,6,-6.89,97,3589,2519,1061,1453
2700,qIZl4,0.10080129682633462,48,56,95.58,20,5,-5.08,97,3589,2266,1061,1504
2700,j@cf),0.0988185755929299,41,72,89.81,0,7,-7.57,89,3019,2494,985,1225
2700,j@cf),0.0988185755929299,41,72,89.81,0,7,-7.57,89,3019,2494,985,1225
2700,f6cu),0.09161410605578314,36,76,50.89,36,11,30.48,83,2386,2494,1175,1225
2700,jpjfe,0.09009440755273193,41,24,24.51,0,2,-2.42,89,6057,2671,985,2744
2700,V\Zu6,0.08963279795951982,42,61,59.32,0,10,-8.73,63,4791,2266,1175,1554
2700,V\Zt6,0.08864811319476304,42,61,58.49,0,10,-8.73,63,4791,2266,1162,1554
2700,V/Zs6,0.08515467439681522,33,109,23.14,23,17,-8.55,63,1943,2266,1149,1554
2700,q<p>6,0.08302198232767172,44,69,70.39,25,8,9.15,97,2766,2823,478,1554
2700,qkZ*q,0.08213507056390189,65,20,14.54,0,2,-4.08,97,5741,2266,225,3048
2700,Vm8*e,0.08103620194112937,58,39,7.95,0,4,-4.86,63,5867,1405,225,2744
2700,V\sb-,0.07889420709042035,39,61,52.05,0,10,-8.33,63,4791,2899,934,1327
2700,j6<s),0.07846508590639631,35,85,41.12,36,11,7.61,89,2386,1506,1149,1225
2800,Z\_f6,0.5482316505622662,44,56,60.37,14,7,-5.89,68,4791,2392,985,1554
2800,p.Y@8,0.5270471156560939,48,83,66.66,50,8,0.66,96,1880,2241,504,1605
2800,U\)fP,0.354221355630103,40,57,32.87,0,10,-9.41,62,4791,1025,985,2213
2800,j?cf),0.30312508502716184,34,72,43.68,0,7,-7.49,89,2956,2494,985,1225
2800,V\ZfF,0.29853146188470875,43,53,54.26,10,10,-2.67,63,4791,2266,985,1959
2800,j5cs3,0.29047037490483946,36,72,50.5,25,8,-1.27,89,2323,2494,1149,1478
2800,35dmP,0.21777540601317996,34,161,47.52,39,23,2.56,19,2323,2519,1073,2213
2800,jPcf),0.19551574159354235,40,61,43.22,66,6,5.29,89,4032,2494,985,1225
2800,j;cf),0.15780505480899526,34,79,30.71,25,8,5.83,89,2703,2494,985,1225
2800,V5Zs2,0.15209572232862809,37,103,63.07,50,12,-0.39,63,2323,2266,1149,1453
2800,j\cfd,0.1472179012905113,42,28,36.46,14,7,-2.29,89,4791,2494,985,2719
2800,V\Zgq,0.1435219494164773,48,31,26.48,0,3,-1.28,63,4791,2266,997,3048
2800,jncs),0.14345892833739365,36,41,26.62,0,5,-7.81,89,5930,2494,1149,1225
2800,j0cs),0.14091500598112502,38,88,23.97,55,9,15.38,89,2006,2494,1149,1225
2800,j\3f),0.12408979048124609,33,72,26.6,0,9,-11.94,89,4791,1278,985,1225
2800,VbZ<6,0.11922543581186765,31,67,16.09,0,8,-10.41,63,5171,2266,453,1554
2800,VlS*q,0.11419188977312936,50,34,11.64,0,4,-4.77,63,5804,2089,225,3048
2800,V\j*B,0.10991822772960569,41,62,14.86,20,10,-1.32,63,4791,2671,225,1858
2800,qIdl2,0.10721984331773071,47,57,97.14,16,6,-6.89,97,3589,2519,1061,1453
2800,qIZl4,0.10080129682633462,48,56,95.58,20,5,-5.08,97,3589,2266,1061,1504
2800,j@cf),0.0988185755929299,41,72,89.81,0,7,-7.57,89,3019,2494,985,1225
2800,jIcs),0.09564434710980112,34,66,56.33,0,5,-4.43,89,3589,2494,1149,1225
2800,f6cu),0.09161410605578314,36,76,50.89,36,11,30.48,83,2386,2494,1175,1225
2800,UZdmP,0.09065249844855672,35,54,22.57,25,8,5.76,62,4665,2519,1073,2213
2800,jpjfe,0.09009440755273193,41,24,24.51,0,2,-2.42,89,6057,2671,985,2744
2800,V\Zu6,0.08963279795951982,42,61,59.32,0,10,-8.73,63,4791,2266,1175,1554
2800,V\Zt6,0.08864811319476304,42,61,58.49,0,10,-8.73,63,4791,2266,1162,1554
2800,U5dm(,0.08681970161000467,35,105,22.3,41,12,-2.77,62,2323,2519,1073,1200
2800,V/Zs6,0.08515467439681522,33,109,23.14,23,17,-8.55,63,1943,2266,1149,1554
2800,q<p>6,0.08302198232767172,44,69,70.39,25,8,9.15,97,2766,2823,478,1554
2900,Z\_f6,0.5482316505622662,44,56,60.37,14,7,-5.89,68,4791,2392,985,1554
2900,p.Y@8,0.5270471156560939,48,83,66.66,50,8,0.66,96,1880,2241,504,1605
2900,U\)fP,0.354221355630103,40,57,32.87,0,10,-9.41,62,4791,1025,985,2213
2900,j?cf),0.30312508502716184,34,72,43.68,0,7,-7.49,89,2956,2494,985,1225
2900,V\ZfF,0.29853146188470875,43,53,54.26,10,10,-2.67,63,4791,2266,985,1959
2900,35dmP,0.21777540601317996,34,161,47.52,39,23,2.56,19,2323,2519,1073,2213
2900,jPcf),0.19551574159354235,40,61,43.22,66,6,5.29,89,4032,2494,985,1225
2900,V5Zs2,0.15209572232862809,37,103,63.07,50,12,-0.39,63,2323,2266,1149,1453
2900,j\cfd,0.1472179012905113,42,28,36.46,14,7,-2.29,89,4791,2494,985,2719
2900,V\Zgq,0.1435219494164773,48,31,26.48,0,3,-1.28,63,4791,2266,997,3048
2900,j0cs),0.14091500598112502,38,88,23.97,55,9,15.38,89,2006,2494,1149,1225
2900,j8cs),0.1327065186423658,37,77,72.54,42,7,1.48,89,2513,2494,1149,1225
2900,U/d*P,0.12712913856986263,45,95,18.32,43,16,3.46,62,1943,2519,225,2213
2900,j\3f),0.12408979048124609,33,72,26.6,0,9,-11.94,89,4791,1278,985,1225
2900,U8dmP,0.12218760999987122,36,65,20.6,22,9,-6.7,62,2513,2519,1073,2213
2900,VbZ<6,0.11922543581186765,31,67,16.09,0,8,-10.41,63,5171,2266,453,1554
2900,VlS*q,0.11419188977312936,50,34,11.64,0,4,-4.77,63,5804,2089,225,3048
2900,V\j*B,0.10991822772960569,41,62,14.86,20,10,-1.32,63,4791,2671,225,1858
2900,qIdl2,0.10721984331773071,47,57,97.14,16,6,-6.89,97,3589,2519,1061,1453
2900,qIZl4,0.10080129682633462,48,56,95.58,20,5,-5.08,97,3589,2266,1061,1504
2900,j@cf),0.0988185755929299,41,72,89.81,0,7,-7.57,89,3019,2494,985,1225
2900,jIcs),0.09564434710980112,34,66,56.33,0,5,-4.43,89,3589,2494,1149,1225
2900,f6cu),0.09161410605578314,36,76,50.89,36,11,30.48,83,2386,2494,1175,1225
2900,jpjfe,0.09009440755273193,41,24,24.51,0,2,-2.42,89,6057,2671,985,2744
2900,V\Zu6,0.08963279795951982,42,61,59.32,0,10,-8.73,63,4791,2266,1175,1554
2900,U5dm(,0.08681970161000467,35,105,22.3,41,12,-2.77,62,2323,2519,1073,1200
2900,V/Zs6,0.08515467439681522,33,109,23.14,23,17,-8.55,63,1943,2266,1149,1554
2900,q<p>6,0.08302198232767172,44,69,70.39,25,8,9.15,97,2766,2823,478,1554
2900,qkZ*q,0.08213507056390189,65,20,14.54,0,2,-4.08,97,5741,2266,225,3048
2900,U/dG;,0.08136480363240432,35,104,14.74,41,17,9.03,62,1943,2519,592,1681
3000,Z\_f6,0.5482316505622662,44,56,60.37,14,7,-5.89,68,4791,2392,985,1554
3000,p.Y@8,0.5270471156560939,48,83,66.66,50,8,0.66,96,1880,2241,504,1605
3000,U\)fP,0.354221355630103,40,57,32.87,0,10,-9.41,62,4791,1025,985,2213
3000,V\ZfF,0.29853146188470875,43,53,54.26,10,10,-2.67,63,4791,2266,985,1959
3000,U\dGP,0.29425113898713884,45,53,43.96,0,8,-9.25,62,4791,2519,592,2213
3000,jPcf),0.19551574159354235,40,61,43.22,66,6,5.29,89,4032,2494,985,1225
3000,V5Zs2,0.15209572232862809,37,103,63.07,50,12,-0.39,63,2323,2266,1149,1453
3000,j\cfd,0.1472179012905113,42,28,36.46,14,7,-2.29,89,4791,2494,985,2719
3000,j\cfg,0.1472179012905113,42,28,36.46,14,7,-2.29,89,4791,2494,985,2795
3000,j\cfh,0.1472179012905113,42,28,36.46,0,6,-7.98,89,4791,2494,985,2820
3000,V\Zgq,0.1435219494164773,48,31,26.48,0,3,-1.28,63,4791,2266,997,3048
3000,P/dGP,0.13904471599708598,40,98,25.5,38,13,5.23,56,1943,2519,592,2213
3000,U/d*P,0.12712913856986263,45,95,18.32,43,16,3.46,62,1943,2519,225,2213
3000,j\3f),0.12408979048124609,33,72,26.6,0,9,-11.94,89,4791,1278,985,1225
3000,U8dmP,0.12218760999987122,36,65,20.6,22,9,-6.7,62,2513,2519,1073,2213
3000,VbZ<6,0.11922543581186765,31,67,16.09,0,8,-10.41,63,5171,2266,453,1554
3000,V\j*B,0.10991822772960569,41,62,14.86,20,10,-1.32,63,4791,2671,225,1858
3000,qIdl2,0.10721984331773071,47,57,97.14,16,6,-6.89,97,3589,2519,1061,1453
3000,j/dGP,0.10523387588978841,37,59,14.64,50,8,2.9,89,1943,2519,592,2213
3000,qIZl4,0.10080129682633462,48,56,95.58,20,5,-5.08,97,3589,2266,1061,1504
3000,j@cf),0.0988185755929299,41,72,89.81,0,7,-7.57,89,3019,2494,985,1225
3000,jIcs),0.09564434710980112,34,66,56.33,0,5,-4.43,89,3589,2494,1149,1225
3000,f6cu),0.09161410605578314,36,76,50.89,36,11,30.48,83,2386,2494,1175,1225
3000,jpjfe,0.09009440755273193,41,24,24.51,0,2,-2.42,89,6057,2671,985,2744
3000,V\Zu6,0.08963279795951982,42,61,59.32,0,10,-8.73,63,4791,2266,1175,1554
3000,U5dm(,0.08681970161000467,35,105,22.3,41,12,-2.77,62,2323,2519,1073,1200
3000,U/dG;,0.08136480363240432,35,104,14.74,41,17,9.03,62,1943,2519,592,1681
3000,j6<s),0.07846508590639631,35,85,41.12,36,11,7.61,89,2386,1506,1149,1225
3000,UZdGP,0.07716781761672897,35,54,18.77,25,8,0.12,62,4665,2519,592,2213
3000,u/dGP,0.07547033972359175,45,57,45.77,28,7,9.17,102,1943,2519,592,2213
3100,Z\_f6,0.5482316505622662,44,56,60.37,14,7,-5.89,68,4791,2392,985,1554
3100,p.Y@8,0.5270471156560939,48,83,66.66,50,8,0.66,96,1880,2241,504,1605
3100,U\)fP,0.354221355630103,40,57,32.87,0,10,-9.41,62,4791,1025,985,2213
3100,V\ZfF,0.29853146188470875,43,53,54.26,10,10,-2.67,63,4791,2266,985,1959
3100,j9cf),0.2961949205854204,37,77,55.04,25,8,1.57,89,2576,2494,985,1225
3100,U\dGP,0.29425113898713884,45,53,43.96,0,8,-9.25,62,4791,2519,592,2213
3100,jPcf),0.19551574159354235,40,61,43.22,66,6,5.29,89,4032,2494,985,1225
3100,V5Zs2,0.15209572232862809,37,103,63.07,50,12,-0.39,63,2323,2266,1149,1453
3100,j\cfg,0.1472179012905113,42,28,36.46,14,7,-2.29,89,4791,2494,985,2795
3100,j\cfh,0.1472179012905113,42,28,36.46,0,6,-7.98,89,4791,2494,985,2820
3100,V\Zgq,0.1435219494164773,48,31,26.48,0,3,-1.28,63,4791,2266,997,3048
3100,P/dGP,0.13904471599708598,40,98,25.5,38,13,5.23,56,1943,2519,592,2213
3100,T\cf),0.1325119774801474,35,65,30.79,0,11,-8.16,61,4791,2494,985,1225
3100,j\3f),0.12408979048124609,33,72,26.6,0,9,-11.94,89,4791,1278,985,1225
3100,U8dmP,0.12218760999987122,36,65,20.6,22,9,-6.7,62,2513,2519,1073,2213
3100,"j,cf)",0.12099448572860952,36,96,33.68,50,12,0.46,89,1753,2494,985,1225
3100,VbZ<6,0.11922543581186765,31,67,16.09,0,8,-10.41,63,5171,2266,453,1554
3100,V\j*B,0.10991822772960569,41,62,14.86,20,10,-1.32,63,4791,2671,225,1858
3100,qIdl2,0.10721984331773071,47,57,97.14,16,6,-6.89,97,3589,2519,1061,1453
3100,j/dGP,0.10523387588978841,37,59,14.64,50,8,2.9,89,1943,2519,592,2213
3100,qIZl4,0.10080129682633462,48,56,95.58,20,5,-5.08,97,3589,2266,1061,1504
3100,jIcs),0.09564434710980112,34,66,56.33,0,5,-4.43,89,3589,2494,1149,1225
3100,f6cu),0.09161410605578314,36,76,50.89,36,11,30.48,83,2386,2494,1175,1225
3100,jpjfe,0.09009440755273193,41,24,24.51,0,2,-2.42,89,6057,2671,985,2744
3100,V\Zu6,0.08963279795951982,42,61,59.32,0,10,-8.73,63,4791,2266,1175,1554
3100,V_sG-,0.08868337859479804,33,66,19.66,14,7,-6.29,63,4981,2899,592,1327
3100,j[cf),0.08771618904871159,35,57,24.41,12,8,-7.87,89,4728,2494,985,1225
3100,U5dm(,0.08681970161000467,35,105,22.3,41,12,-2.77,62,2323,2519,1073,1200
3100,U/dG;,0.08136480363240432,35,104,14.74,41,17,9.03,62,1943,2519,592,1681
3100,j6<s),0.07846508590639631,35,85,41.12,36,11,7.61,89,2386,1506,1149,1225
3200,U\5fP,0.6886718336369522,45,55,64.27,0,10,-10.24,62,4791,1329,985,2213
3200,Z\_f6,0.5482316505622662,44,56,60.37,14,7,-5.89,68,4791,2392,985,1554
3200,p.Y@8,0.5270471156560939,48,83,66.66,50,8,0.66,96,1880,2241,504,1605
3200,V5sm),0.45374052610408855,34,105,77.03,45,11,-5.63,63,2323,2899,1073,1225
3200,U\STP,0.3939157536605754,45,53,52.34,0,8,-8.85,62,4791,2089,757,2213
3200,U\)fP,0.354221355630103,40,57,32.87,0,10,-9.41,62,4791,1025,985,2213
3200,V\ZfF,0.29853146188470875,43,53,54.26,10,10,-2.67,63,4791,2266,985,1959
3200,j9cf),0.2961949205854204,37,77,55.04,25,8,1.57,89,2576,2494,985,1225
3200,U\dGP,0.29425113898713884,45,53,43.96,0,8,-9.25,62,4791,2519,592,2213
3200,V5[m-,0.27558276914693597,35,107,44.34,50,12,-0.41,63,2323,2291,1073,1327
3200,V5[m-,0.27558276914693597,35,107,44.34,50,12,-0.41,63,2323,2291,1073,1327
3200,V5sC-,0.21816972364092593,33,105,32.88,54,11,4.03,63,2323,2899,542,1327
3200,V5Zs2,0.15209572232862809,37,103,63.07,50,12,-0.39,63,2323,2266,1149,1453
3200,j\cfg,0.1472179012905113,42,28,36.46,14,7,-2.29,89,4791,2494,985,2795
3200,j\cfh,0.1472179012905113,42,28,36.46,0,6,-7.98,89,4791,2494,985,2820
3200,V\Zgq,0.1435219494164773,48,31,26.48,0,3,-1.28,63,4791,2266,997,3048
3200,P/dGP,0.13904471599708598,40,98,25.5,38,13,5.23,56,1943,2519,592,2213
3200,T\cf),0.1325119774801474,35,65,30.79,0,11,-8.16,61,4791,2494,985,1225
3200,j\3f),0.12408979048124609,33,72,26.6,0,9,-11.94,89,4791,1278,985,1225
3200,U8dmP,0.12218760999987122,36,65,20.6,22,9,-6.7,62,2513,2519,1073,2213
3200,VbZ<6,0.11922543581186765,31,67,16.09,0,8,-10.41,63,5171,2266,453,1554
3200,V\j*B,0.10991822772960569,41,62,14.86,20,10,-1.32,63,4791,2671,225,1858
3200,qIdl2,0.10721984331773071,47,57,97.14,16,6,-6.89,97,3589,2519,1061,1453
3200,j/dGP,0.10523387588978841,37,59,14.64,50,8,2.9,89,1943,2519,592,2213
3200,qIZl4,0.10080129682633462,48,56,95.58,20,5,-5.08,97,3589,2266,1061,1504
3200,f6cu),0.09161410605578314,36,76,50.89,36,11,30.48,83,2386,2494,1175,1225
3200,jpjfe,0.09009440755273193,41,24,24.51,0,2,-2.42,89,6057,2671,985,2744
3200,V_sG-,0.08868337859479804,33,66,19.66,14,7,-6.29,63,4981,2899,592,1327
3200,j[cf),0.08771618904871159,35,57,24.41,12,8,-7.87,89,4728,2494,985,1225
3200,U5dm(,0.08681970161000467,35,105,22.3,41,12,-2.77,62,2323,2519,1073,1200
3300,U\5fP,0.6886718336369522,45,55,64.27,0,10,-10.24,62,4791,1329,985,2213
3300,Z\_f6,0.5482316505622662,44,56,60.37,14,7,-5.89,68,4791,2392,985,1554
3300,p.Y@8,0.5270471156560939,48,83,66.66,50,8,0.66,96,1880,2241,504,1605
3300,V5sm),0.45374052610408855,34,105,77.03,45,11,-5.63,63,2323,2899,1073,1225
3300,U\STP,0.3939157536605754,45,53,52.34,0,8,-8.85,62,4791,2089,757,2213
3300,U\)fP,0.354221355630103,40,57,32.87,0,10,-9.41,62,4791,1025,985,2213
3300,V\ZfF,0.29853146188470875,43,53,54.26,10,10,-2.67,63,4791,2266,985,1959
3300,j9cf),0.2961949205854204,37,77,55.04,25,8,1.57,89,2576,2494,985,1225
3300,U\dGP,0.29425113898713884,45,53,43.96,0,8,-9.25,62,4791,2519,592,2213
3300,V5[m-,0.27558276914693597,35,107,44.34,50,12,-0.41,63,2323,2291,1073,1327
3300,V5[m-,0.27558276914693597,35,107,44.34,50,12,-0.41,63,2323,2291,1073,1327
3300,V5sC-,0.21816972364092593,33,105,32.88,54,11,4.03,63,2323,2899,542,1327
3300,V5sm@,0.19066536260959013,39,82,51.5,40,10,-0.03,63,2323,2899,1073,1808
3300,j/c)K,0.16106292108768147,41,72,17.95,50,8,0.29,89,1943,2494,213,2086
3300,V5Zs2,0.15209572232862809,37,103,63.07,50,12,-0.39,63,2323,2266,1149,1453
3300,j\cfg,0.1472179012905113,42,28,36.46,14,7,-2.29,89,4791,2494,985,2795
3300,j\cfh,0.1472179012905113,42,28,36.46,0,6,-7.98,89,4791,2494,985,2820
3300,V\Zgq,0.1435219494164773,48,31,26.48,0,3,-1.28,63,4791,2266,997,3048
3300,P/dGP,0.13904471599708598,40,98,25.5,38,13,5.23,56,1943,2519,592,2213
3300,T\cf),0.1325119774801474,35,65,30.79,0,11,-8.16,61,4791,2494,985,1225
3300,j\3f),0.12408979048124609,33,72,26.6,0,9,-11.94,89,4791,1278,985,1225
3300,U8dmP,0.12218760999987122,36,65,20.6,22,9,-6.7,62,2513,2519,1073,2213
3300,VbZ<6,0.11922543581186765,31,67,16.09,0,8,-10.41,63,5171,2266,453,1554
3300,V\j*B,0.10991822772960569,41,62,14.86,20,10,-1.32,63,4791,2671,225,1858
3300,qIdl2,0.10721984331773071,47,57,97.14,16,6,-6.89,97,3589,2519,1061,1453
3300,j/dGP,0.10523387588978841,37,59,14.64,50,8,2.9,89,1943,2519,592,2213
3300,qIZl4,0.10080129682633462,48,56,95.58,20,5,-5.08,97,3589,2266,1061,1504
3300,;\c[),0.09803034581023587,30,89,22.73,11,9,-6.0,29,4791,2494,846,1225
3300,j/cGX,0.09792167693814424,35,51,12.56,66,6,6.02,89,1943,2494,592,2415
3300,f6cu),0.09161410605578314,36,76,50.89,36,11,30.48,83,2386,2494,1175,1225
3400,U\5fP,0.6886718336369522,45,55,64.27,0,10,-10.24,62,4791,1329,985,2213
3400,Z\_f6,0.5482316505622662,44,56,60.37,14,7,-5.89,68,4791,2392,985,1554
3400,p.Y@8,0.5270471156560939,48,83,66.66,50,8,0.66,96,1880,2241,504,1605
3400,V5sm),0.45374052610408855,34,105,77.03,45,11,-5.63,63,2323,2899,1073,1225
3400,U\STP,0.3939157536605754,45,53,52.34,0,8,-8.85,62,4791,2089,757,2213
3400,U\)fP,0.354221355630103,40,57,32.87,0,10,-9.41,62,4791,1025,985,2213
3400,V\ZfF,0.29853146188470875,43,53,54.26,10,10,-2.67,63,4791,2266,985,1959
3400,j9cf),0.2961949205854204,37,77,55.04,25,8,1.57,89,2576,2494,985,1225
3400,U\dGP,0.29425113898713884,45,53,43.96,0,8,-9.25,62,4791,2519,592,2213
3400,V5[m-,0.27558276914693597,35,107,44.34,50,12,-0.41,63,2323,2291,1073,1327
3400,V5[m-,0.27558276914693597,35,107,44.34,50,12,-0.41,63,2323,2291,1073,1327
3400,V5sC-,0.21816972364092593,33,105,32.88,54,11,4.03,63,2323,2899,542,1327
3400,V5sm@,0.19066536260959013,39,82,51.5,40,10,-0.03,63,2323,2899,1073,1808
3400,j/c)K,0.16106292108768147,41,72,17.95,50,8,0.29,89,1943,2494,213,2086
3400,j;c[),0.15977342314247056,33,80,31.09,25,8,4.19,89,2703,2494,846,1225
3400,j\cfg,0.1472179012905113,42,28,36.46,14,7,-2.29,89,4791,2494,985,2795
3400,j\cfh,0.1472179012905113,42,28,36.46,0,6,-7.98,89,4791,2494,985,2820
3400,j\3f),0.12408979048124609,33,72,26.6,0,9,-11.94,89,4791,1278,985,1225
3400,U8dmP,0.12218760999987122,36,65,20.6,22,9,-6.7,62,2513,2519,1073,2213
3400,VbZ<6,0.11922543581186765,31,67,16.09,0,8,-10.41,63,5171,2266,453,1554
3400,\\c[),0.1109554192185154,36,63,17.42,12,8,-6.96,71,4791,2494,846,1225
3400,V\j*B,0.10991822772960569,41,62,14.86,20,10,-1.32,63,4791,2671,225,1858
3400,qIdl2,0.10721984331773071,47,57,97.14,16,6,-6.89,97,3589,2519,1061,1453
3400,j/dGP,0.10523387588978841,37,59,14.64,50,8,2.9,89,1943,2519,592,2213
3400,qIZl4,0.10080129682633462,48,56,95.58,20,5,-5.08,97,3589,2266,1061,1504
3400,;\c[),0.09803034581023587,30,89,22.73,11,9,-6.0,29,4791,2494,846,1225
3400,;\c[),0.09803034581023587,30,89,22.73,11,9,-6.0,29,4791,2494,846,1225
3400,j/cGX,0.09792167693814424,35,51,12.56,66,6,6.02,89,1943,2494,592,2415
