iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.stop_loss,parameters.risk_reward,parameters.chop_rsi_len,parameters.chop_bandwidth
90,h<?Y<X,0.11642321498725303,42,153,59.18,42,33,-0.43,61,277,152,53,20,217
90,basX([,0.11584535095957706,33,113,54.9,26,19,1.1,56,605,382,53,2,229
90,"O;ie`,",0.11245901639344263,34,259,54.86,28,39,0.04,38,268,338,64,54,27
90,0\f`M6,0.10819672131147541,28,313,66.24,28,49,-3.98,9,561,325,60,36,70
90,`;BQR=,0.1078688524590164,39,259,53.07,48,43,12.53,54,268,165,46,41,100
90,fFQ7.c,0.10441713865686846,46,143,37.4,40,27,4.99,59,366,232,23,8,264
90,m32lAo,0.1036118559028265,52,23,13.84,66,9,7.2,66,197,94,70,25,316
90,j1n+M`,0.10169381068869775,48,33,15.12,70,10,7.52,63,180,360,13,36,251
90,r8cD7M,0.10100793492661844,39,184,48.15,32,31,-9.12,70,242,311,35,16,169
90,>R/+Pa,0.096090345838176,78,28,4.55,86,15,3.62,22,472,81,13,39,255
90,q?O<ZF,0.09578494727526181,40,190,35.52,45,35,9.2,69,304,223,28,48,139
90,cHQS=:,0.09442622950819672,35,209,33.45,30,36,-4.41,57,384,232,48,21,87
90,SA^CwJ,0.24917820600616114,39,104,78.1,44,25,0.06,42,322,289,34,75,156
90,<.B3ZR,0.18803804349297396,58,74,31.54,20,15,-4.69,20,153,165,20,48,191
90,;DXh8=,0.18262295081967214,34,303,73.61,34,47,7.78,20,348,263,67,17,100
90,_@7[+L,0.17901639344262296,40,231,72.53,36,41,8.32,53,313,116,55,5,165
90,f3Z@Cf,0.16990708648722674,53,43,36.61,46,13,3.31,59,197,272,31,27,277
90,tAfr*I,0.16566620179426023,41,130,84.1,39,23,-6.54,72,322,325,76,4,152
90,TJ[i<S,0.1570995286963602,34,176,75.02,41,29,14.83,43,401,276,68,20,195
90,UIKi_?,0.15475409836065573,31,231,56.69,35,34,4.92,44,392,205,68,53,109
90,S<KTQ],0.15081699503035043,52,38,34.78,56,16,2.95,42,277,205,49,40,238
90,DqP]-u,0.14794584787628004,35,95,71.79,30,13,-7.74,28,747,227,57,7,341
90,D1`++W,0.14393442622950822,43,394,47.96,31,64,-10.15,28,180,298,13,5,212
90,L`jS:f,0.14358218509370052,37,81,66.65,26,15,0.99,35,596,342,48,19,277
90,"9,D=3j",0.13344262295081968,39,294,47.26,30,62,-2.25,18,135,174,29,12,294
90,15=lw>,0.13180327868852457,33,574,69.5,25,108,0.95,10,215,143,70,75,105
90,p[\XMg,0.12790922348323513,47,19,44.02,28,7,-5.84,69,552,280,53,36,281
90,@KstuK,0.12759606670184875,36,92,41.03,44,25,10.11,24,410,382,77,73,161
90,"o,[`XY",0.12674874292777988,47,42,30.32,57,14,9.37,68,135,276,60,46,221
90,t=?r;D,0.1259016393442623,39,226,55.66,32,40,-4.85,72,286,152,76,20,131
90,h<?Y<X,0.11642321498725303,42,153,59.18,42,33,-0.43,61,277,152,53,20,217
90,basX([,0.11584535095957706,33,113,54.9,26,19,1.1,56,605,382,53,2,229
90,"O;ie`,",0.11245901639344263,34,259,54.86,28,39,0.04,38,268,338,64,54,27
90,0\f`M6,0.10819672131147541,28,313,66.24,28,49,-3.98,9,561,325,60,36,70
90,`;BQR=,0.1078688524590164,39,259,53.07,48,43,12.53,54,268,165,46,41,100
90,fFQ7.c,0.10441713865686846,46,143,37.4,40,27,4.99,59,366,232,23,8,264
90,m32lAo,0.1036118559028265,52,23,13.84,66,9,7.2,66,197,94,70,25,316
90,j1n+M`,0.10169381068869775,48,33,15.12,70,10,7.52,63,180,360,13,36,251
90,r8cD7M,0.10100793492661844,39,184,48.15,32,31,-9.12,70,242,311,35,16,169
90,>R/+Pa,0.096090345838176,78,28,4.55,86,15,3.62,22,472,81,13,39,255
90,q?O<ZF,0.09578494727526181,40,190,35.52,45,35,9.2,69,304,223,28,48,139
90,cHQS=:,0.09442622950819672,35,209,33.45,30,36,-4.41,57,384,232,48,21,87
180,SA^CwJ,0.24917820600616114,39,104,78.1,44,25,0.06,42,322,289,34,75,156
180,<.B3ZR,0.18803804349297396,58,74,31.54,20,15,-4.69,20,153,165,20,48,191
180,;DXh8=,0.18262295081967214,34,303,73.61,34,47,7.78,20,348,263,67,17,100
180,_@7[+L,0.17901639344262296,40,231,72.53,36,41,8.32,53,313,116,55,5,165
180,f3Z@Cf,0.16990708648722674,53,43,36.61,46,13,3.31,59,197,272,31,27,277
180,tAfr*I,0.16566620179426023,41,130,84.1,39,23,-6.54,72,322,325,76,4,152
180,TJ[i<S,0.1570995286963602,34,176,75.02,41,29,14.83,43,401,276,68,20,195
180,UIKi_?,0.15475409836065573,31,231,56.69,35,34,4.92,44,392,205,68,53,109
180,S<KTQ],0.15081699503035043,52,38,34.78,56,16,2.95,42,277,205,49,40,238
180,L`jS:f,0.14358218509370052,37,81,66.65,26,15,0.99,35,596,342,48,19,277
180,"9,D=3j",0.13344262295081968,39,294,47.26,30,62,-2.25,18,135,174,29,12,294
180,15=lw>,0.13180327868852457,33,574,69.5,25,108,0.95,10,215,143,70,75,105
180,p[\XMg,0.12790922348323513,47,19,44.02,28,7,-5.84,69,552,280,53,36,281
180,@KstuK,0.12759606670184875,36,92,41.03,44,25,10.11,24,410,382,77,73,161
180,"o,[`XY",0.12674874292777988,47,42,30.32,57,14,9.37,68,135,276,60,46,221
180,t=?r;D,0.1259016393442623,39,226,55.66,32,40,-4.85,72,286,152,76,20,131
180,h<?Y<X,0.11642321498725303,42,153,59.18,42,33,-0.43,61,277,152,53,20,217
180,basX([,0.11584535095957706,33,113,54.9,26,19,1.1,56,605,382,53,2,229
180,"O;ie`,",0.11245901639344263,34,259,54.86,28,39,0.04,38,268,338,64,54,27
180,`;BQR=,0.1078688524590164,39,259,53.07,48,43,12.53,54,268,165,46,41,100
180,fFQ7.c,0.10441713865686846,46,143,37.4,40,27,4.99,59,366,232,23,8,264
180,m32lAo,0.1036118559028265,52,23,13.84,66,9,7.2,66,197,94,70,25,316
180,j1n+M`,0.10169381068869775,48,33,15.12,70,10,7.52,63,180,360,13,36,251
180,r8cD7M,0.10100793492661844,39,184,48.15,32,31,-9.12,70,242,311,35,16,169
180,>R/+Pa,0.096090345838176,78,28,4.55,86,15,3.62,22,472,81,13,39,255
180,q?O<ZF,0.09578494727526181,40,190,35.52,45,35,9.2,69,304,223,28,48,139
180,cHQS=:,0.09442622950819672,35,209,33.45,30,36,-4.41,57,384,232,48,21,87
180,Ub(4]N,0.09333004616821086,78,150,14.97,79,34,5.67,44,614,50,21,51,174
180,k2g/>e,0.09269415061474334,47,68,30.67,60,15,8.31,64,189,329,16,22,273
180,22M:wE,0.09016393442622951,34,286,32.83,25,56,-10.4,11,189,214,26,75,135
270,SA^CwJ,0.24917820600616114,39,104,78.1,44,25,0.06,42,322,289,34,75,156
270,<.B3ZR,0.18803804349297396,58,74,31.54,20,15,-4.69,20,153,165,20,48,191
270,f3Z@Cf,0.16990708648722674,53,43,36.61,46,13,3.31,59,197,272,31,27,277
270,tAfr*I,0.16566620179426023,41,130,84.1,39,23,-6.54,72,322,325,76,4,152
270,UIKi_?,0.15475409836065573,31,231,56.69,35,34,4.92,44,392,205,68,53,109
270,S<KTQ],0.15081699503035043,52,38,34.78,56,16,2.95,42,277,205,49,40,238
270,L`jS:f,0.14358218509370052,37,81,66.65,26,15,0.99,35,596,342,48,19,277
270,"9,D=3j",0.13344262295081968,39,294,47.26,30,62,-2.25,18,135,174,29,12,294
270,15=lw>,0.13180327868852457,33,574,69.5,25,108,0.95,10,215,143,70,75,105
270,p[\XMg,0.12790922348323513,47,19,44.02,28,7,-5.84,69,552,280,53,36,281
270,@KstuK,0.12759606670184875,36,92,41.03,44,25,10.11,24,410,382,77,73,161
270,"o,[`XY",0.12674874292777988,47,42,30.32,57,14,9.37,68,135,276,60,46,221
270,h<?Y<X,0.11642321498725303,42,153,59.18,42,33,-0.43,61,277,152,53,20,217
270,"O;ie`,",0.11245901639344263,34,259,54.86,28,39,0.04,38,268,338,64,54,27
270,fFQ7.c,0.10441713865686846,46,143,37.4,40,27,4.99,59,366,232,23,8,264
270,m32lAo,0.1036118559028265,52,23,13.84,66,9,7.2,66,197,94,70,25,316
270,j1n+M`,0.10169381068869775,48,33,15.12,70,10,7.52,63,180,360,13,36,251
270,r8cD7M,0.10100793492661844,39,184,48.15,32,31,-9.12,70,242,311,35,16,169
270,>R/+Pa,0.096090345838176,78,28,4.55,86,15,3.62,22,472,81,13,39,255
270,q?O<ZF,0.09578494727526181,40,190,35.52,45,35,9.2,69,304,223,28,48,139
270,cHQS=:,0.09442622950819672,35,209,33.45,30,36,-4.41,57,384,232,48,21,87
270,Ub(4]N,0.09333004616821086,78,150,14.97,79,34,5.67,44,614,50,21,51,174
270,k2g/>e,0.09269415061474334,47,68,30.67,60,15,8.31,64,189,329,16,22,273
270,22M:wE,0.09016393442622951,34,286,32.83,25,56,-10.4,11,189,214,26,75,135
270,N;v11m,0.08985576681412952,40,142,40.84,28,28,-8.03,37,268,396,18,10,307
270,",OM_XO",0.08781415942792124,31,129,37.09,26,30,2.32,6,446,214,59,46,178
270,8MsK<A,0.08426229508196721,32,275,36.3,29,47,5.15,17,428,382,41,20,118
270,Kr-m5b,0.08076774782945292,40,128,23.17,38,18,2.86,34,756,72,71,14,260
270,R@k3DY,0.08070003807522594,41,123,36.89,42,26,5.14,41,313,347,20,28,221
270,`:7r6G,0.08032786885245902,41,284,57.66,46,49,17.68,54,259,116,76,15,143
360,SA^CwJ,0.24917820600616114,39,104,78.1,44,25,0.06,42,322,289,34,75,156
360,<.B3ZR,0.18803804349297396,58,74,31.54,20,15,-4.69,20,153,165,20,48,191
360,f3Z@Cf,0.16990708648722674,53,43,36.61,46,13,3.31,59,197,272,31,27,277
360,tAfr*I,0.16566620179426023,41,130,84.1,39,23,-6.54,72,322,325,76,4,152
360,S<KTQ],0.15081699503035043,52,38,34.78,56,16,2.95,42,277,205,49,40,238
360,L`jS:f,0.14358218509370052,37,81,66.65,26,15,0.99,35,596,342,48,19,277
360,"9,D=3j",0.13344262295081968,39,294,47.26,30,62,-2.25,18,135,174,29,12,294
360,15=lw>,0.13180327868852457,33,574,69.5,25,108,0.95,10,215,143,70,75,105
360,p[\XMg,0.12790922348323513,47,19,44.02,28,7,-5.84,69,552,280,53,36,281
360,@KstuK,0.12759606670184875,36,92,41.03,44,25,10.11,24,410,382,77,73,161
360,"o,[`XY",0.12674874292777988,47,42,30.32,57,14,9.37,68,135,276,60,46,221
360,h<?Y<X,0.11642321498725303,42,153,59.18,42,33,-0.43,61,277,152,53,20,217
360,"O;ie`,",0.11245901639344263,34,259,54.86,28,39,0.04,38,268,338,64,54,27
360,fFQ7.c,0.10441713865686846,46,143,37.4,40,27,4.99,59,366,232,23,8,264
360,m32lAo,0.1036118559028265,52,23,13.84,66,9,7.2,66,197,94,70,25,316
360,r8cD7M,0.10100793492661844,39,184,48.15,32,31,-9.12,70,242,311,35,16,169
360,>R/+Pa,0.096090345838176,78,28,4.55,86,15,3.62,22,472,81,13,39,255
360,q?O<ZF,0.09578494727526181,40,190,35.52,45,35,9.2,69,304,223,28,48,139
360,cHQS=:,0.09442622950819672,35,209,33.45,30,36,-4.41,57,384,232,48,21,87
360,Ub(4]N,0.09333004616821086,78,150,14.97,79,34,5.67,44,614,50,21,51,174
360,k2g/>e,0.09269415061474334,47,68,30.67,60,15,8.31,64,189,329,16,22,273
360,22M:wE,0.09016393442622951,34,286,32.83,25,56,-10.4,11,189,214,26,75,135
360,",OM_XO",0.08781415942792124,31,129,37.09,26,30,2.32,6,446,214,59,46,178
360,8MsK<A,0.08426229508196721,32,275,36.3,29,47,5.15,17,428,382,41,20,118
360,Kr-m5b,0.08076774782945292,40,128,23.17,38,18,2.86,34,756,72,71,14,260
360,SI_]gC,0.08019206033725085,34,194,40.4,46,32,17.75,42,392,294,57,60,126
360,:o*.2*,0.0780327868852459,74,389,14.58,69,65,1.62,19,729,59,15,11,19
360,"S,_=gO",0.07664603063445488,44,76,43.1,30,20,-4.01,42,135,294,29,60,178
360,U+*<IU,0.07631722099714186,65,186,20.35,50,36,-8.67,44,127,59,28,32,204
360,O(LLG1,0.0701639344262295,34,453,32.55,32,76,-4.67,38,100,209,42,31,49
450,SA^CwJ,0.24917820600616114,39,104,78.1,44,25,0.06,42,322,289,34,75,156
450,<.B3ZR,0.18803804349297396,58,74,31.54,20,15,-4.69,20,153,165,20,48,191
450,f3Z@Cf,0.16990708648722674,53,43,36.61,46,13,3.31,59,197,272,31,27,277
450,tAfr*I,0.16566620179426023,41,130,84.1,39,23,-6.54,72,322,325,76,4,152
450,S<KTQ],0.15081699503035043,52,38,34.78,56,16,2.95,42,277,205,49,40,238
450,L`jS:f,0.14358218509370052,37,81,66.65,26,15,0.99,35,596,342,48,19,277
450,"9,D=3j",0.13344262295081968,39,294,47.26,30,62,-2.25,18,135,174,29,12,294
450,15=lw>,0.13180327868852457,33,574,69.5,25,108,0.95,10,215,143,70,75,105
450,p[\XMg,0.12790922348323513,47,19,44.02,28,7,-5.84,69,552,280,53,36,281
450,@KstuK,0.12759606670184875,36,92,41.03,44,25,10.11,24,410,382,77,73,161
450,"o,[`XY",0.12674874292777988,47,42,30.32,57,14,9.37,68,135,276,60,46,221
450,h<?Y<X,0.11642321498725303,42,153,59.18,42,33,-0.43,61,277,152,53,20,217
450,fFQ7.c,0.10441713865686846,46,143,37.4,40,27,4.99,59,366,232,23,8,264
450,m32lAo,0.1036118559028265,52,23,13.84,66,9,7.2,66,197,94,70,25,316
450,r8cD7M,0.10100793492661844,39,184,48.15,32,31,-9.12,70,242,311,35,16,169
450,>R/+Pa,0.096090345838176,78,28,4.55,86,15,3.62,22,472,81,13,39,255
450,q?O<ZF,0.09578494727526181,40,190,35.52,45,35,9.2,69,304,223,28,48,139
450,cHQS=:,0.09442622950819672,35,209,33.45,30,36,-4.41,57,384,232,48,21,87
450,Ub(4]N,0.09333004616821086,78,150,14.97,79,34,5.67,44,614,50,21,51,174
450,k2g/>e,0.09269415061474334,47,68,30.67,60,15,8.31,64,189,329,16,22,273
450,",OM_XO",0.08781415942792124,31,129,37.09,26,30,2.32,6,446,214,59,46,178
450,8MsK<A,0.08426229508196721,32,275,36.3,29,47,5.15,17,428,382,41,20,118
450,Kr-m5b,0.08076774782945292,40,128,23.17,38,18,2.86,34,756,72,71,14,260
450,SI_]gC,0.08019206033725085,34,194,40.4,46,32,17.75,42,392,294,57,60,126
450,:o*.2*,0.0780327868852459,74,389,14.58,69,65,1.62,19,729,59,15,11,19
450,"S,_=gO",0.07664603063445488,44,76,43.1,30,20,-4.01,42,135,294,29,60,178
450,U+*<IU,0.07631722099714186,65,186,20.35,50,36,-8.67,44,127,59,28,32,204
450,O(LLG1,0.0701639344262295,34,453,32.55,32,76,-4.67,38,100,209,42,31,49
450,b`uS.m,0.061717073196612265,34,75,29.88,21,14,-6.36,56,596,391,48,8,307
450,>ua7`^,0.06090823256389971,50,16,13.32,66,6,8.71,22,782,303,23,54,242
540,SA^CwJ,0.24917820600616114,39,104,78.1,44,25,0.06,42,322,289,34,75,156
540,<.B3ZR,0.18803804349297396,58,74,31.54,20,15,-4.69,20,153,165,20,48,191
540,f3Z@Cf,0.16990708648722674,53,43,36.61,46,13,3.31,59,197,272,31,27,277
540,tAfr*I,0.16566620179426023,41,130,84.1,39,23,-6.54,72,322,325,76,4,152
540,L`jS:f,0.14358218509370052,37,81,66.65,26,15,0.99,35,596,342,48,19,277
540,"9,D=3j",0.13344262295081968,39,294,47.26,30,62,-2.25,18,135,174,29,12,294
540,p[\XMg,0.12790922348323513,47,19,44.02,28,7,-5.84,69,552,280,53,36,281
540,@KstuK,0.12759606670184875,36,92,41.03,44,25,10.11,24,410,382,77,73,161
540,h<?Y<X,0.11642321498725303,42,153,59.18,42,33,-0.43,61,277,152,53,20,217
540,fFQ7.c,0.10441713865686846,46,143,37.4,40,27,4.99,59,366,232,23,8,264
540,m32lAo,0.1036118559028265,52,23,13.84,66,9,7.2,66,197,94,70,25,316
540,r8cD7M,0.10100793492661844,39,184,48.15,32,31,-9.12,70,242,311,35,16,169
540,>R/+Pa,0.096090345838176,78,28,4.55,86,15,3.62,22,472,81,13,39,255
540,cHQS=:,0.09442622950819672,35,209,33.45,30,36,-4.41,57,384,232,48,21,87
540,Ub(4]N,0.09333004616821086,78,150,14.97,79,34,5.67,44,614,50,21,51,174
540,k2g/>e,0.09269415061474334,47,68,30.67,60,15,8.31,64,189,329,16,22,273
540,",OM_XO",0.08781415942792124,31,129,37.09,26,30,2.32,6,446,214,59,46,178
540,8MsK<A,0.08426229508196721,32,275,36.3,29,47,5.15,17,428,382,41,20,118
540,Kr-m5b,0.08076774782945292,40,128,23.17,38,18,2.86,34,756,72,71,14,260
540,SI_]gC,0.08019206033725085,34,194,40.4,46,32,17.75,42,392,294,57,60,126
540,:o*.2*,0.0780327868852459,74,389,14.58,69,65,1.62,19,729,59,15,11,19
540,"S,_=gO",0.07664603063445488,44,76,43.1,30,20,-4.01,42,135,294,29,60,178
540,O(LLG1,0.0701639344262295,34,453,32.55,32,76,-4.67,38,100,209,42,31,49
540,c?Qt=K,0.06708561873407817,39,198,132.41,38,34,13.05,57,304,232,77,21,161
540,b`uS.m,0.061717073196612265,34,75,29.88,21,14,-6.36,56,596,391,48,8,307
540,>ua7`^,0.06090823256389971,50,16,13.32,66,6,8.71,22,782,303,23,54,242
540,*Fk6mU,0.057573698478834485,54,11,8.51,0,3,-1.98,4,366,347,22,66,204
540,unmq4r,0.05721258910989304,41,36,38.82,25,8,-4.72,73,720,356,75,13,328
540,"O,g_Du",0.05669864695461469,77,9,9.9,0,1,-1.21,38,135,329,59,28,341
540,cEQi=?,0.05344262295081967,34,202,50.27,33,33,-2.68,57,357,232,68,21,109
630,SA^CwJ,0.24917820600616114,39,104,78.1,44,25,0.06,42,322,289,34,75,156
630,<.B3ZR,0.18803804349297396,58,74,31.54,20,15,-4.69,20,153,165,20,48,191
630,tAfr*I,0.16566620179426023,41,130,84.1,39,23,-6.54,72,322,325,76,4,152
630,L`jS:f,0.14358218509370052,37,81,66.65,26,15,0.99,35,596,342,48,19,277
630,"9,D=3j",0.13344262295081968,39,294,47.26,30,62,-2.25,18,135,174,29,12,294
630,p[\XMg,0.12790922348323513,47,19,44.02,28,7,-5.84,69,552,280,53,36,281
630,@KstuK,0.12759606670184875,36,92,41.03,44,25,10.11,24,410,382,77,73,161
630,fFQ7.c,0.10441713865686846,46,143,37.4,40,27,4.99,59,366,232,23,8,264
630,m32lAo,0.1036118559028265,52,23,13.84,66,9,7.2,66,197,94,70,25,316
630,r8cD7M,0.10100793492661844,39,184,48.15,32,31,-9.12,70,242,311,35,16,169
630,cHQS=:,0.09442622950819672,35,209,33.45,30,36,-4.41,57,384,232,48,21,87
630,Ub(4]N,0.09333004616821086,78,150,14.97,79,34,5.67,44,614,50,21,51,174
630,",OM_XO",0.08781415942792124,31,129,37.09,26,30,2.32,6,446,214,59,46,178
630,Kr-m5b,0.08076774782945292,40,128,23.17,38,18,2.86,34,756,72,71,14,260
630,SI_]gC,0.08019206033725085,34,194,40.4,46,32,17.75,42,392,294,57,60,126
630,:o*.2*,0.0780327868852459,74,389,14.58,69,65,1.62,19,729,59,15,11,19
630,"S,_=gO",0.07664603063445488,44,76,43.1,30,20,-4.01,42,135,294,29,60,178
630,O(LLG1,0.0701639344262295,34,453,32.55,32,76,-4.67,38,100,209,42,31,49
630,c?Qt=K,0.06708561873407817,39,198,132.41,38,34,13.05,57,304,232,77,21,161
630,b`uS.m,0.061717073196612265,34,75,29.88,21,14,-6.36,56,596,391,48,8,307
630,*Fk6mU,0.057573698478834485,54,11,8.51,0,3,-1.98,4,366,347,22,66,204
630,"O,g_Du",0.05669864695461469,77,9,9.9,0,1,-1.21,38,135,329,59,28,341
630,^KId^2,0.05016393442622951,33,220,17.0,27,33,-1.42,52,410,196,63,52,53
630,^<IY^-,0.05016393442622951,37,251,56.95,37,40,16.5,52,277,196,53,52,32
630,^<IY^7,0.05016393442622951,37,251,56.95,37,40,16.5,52,277,196,53,52,75
630,S[_XKg,0.04992605432146866,47,21,34.89,55,9,6.48,42,552,294,53,34,281
630,.KQt=K,0.04918032786885246,30,396,78.69,29,61,-4.67,8,410,232,77,21,161
630,tJGfFs,0.048818935050351925,72,11,18.43,75,4,5.75,72,401,187,65,30,333
630,3.pe(C,0.048196721311475406,32,615,24.88,25,113,-8.46,12,153,369,64,2,126
630,*[kX7g,0.048168848955531696,27,162,42.74,20,34,-1.23,4,552,347,53,16,281
720,SA^CwJ,0.24917820600616114,39,104,78.1,44,25,0.06,42,322,289,34,75,156
720,<.B3ZR,0.18803804349297396,58,74,31.54,20,15,-4.69,20,153,165,20,48,191
720,tAfr*I,0.16566620179426023,41,130,84.1,39,23,-6.54,72,322,325,76,4,152
720,L`jS:f,0.14358218509370052,37,81,66.65,26,15,0.99,35,596,342,48,19,277
720,"9,D=3j",0.13344262295081968,39,294,47.26,30,62,-2.25,18,135,174,29,12,294
720,p[\XMg,0.12790922348323513,47,19,44.02,28,7,-5.84,69,552,280,53,36,281
720,@KstuK,0.12759606670184875,36,92,41.03,44,25,10.11,24,410,382,77,73,161
720,_3kl7o,0.10824049634151849,53,67,69.67,47,17,10.58,53,197,347,70,16,316
720,fFQ7.c,0.10441713865686846,46,143,37.4,40,27,4.99,59,366,232,23,8,264
720,m32lAo,0.1036118559028265,52,23,13.84,66,9,7.2,66,197,94,70,25,316
720,r8cD7M,0.10100793492661844,39,184,48.15,32,31,-9.12,70,242,311,35,16,169
720,cHQS=:,0.09442622950819672,35,209,33.45,30,36,-4.41,57,384,232,48,21,87
720,Ub(4]N,0.09333004616821086,78,150,14.97,79,34,5.67,44,614,50,21,51,174
720,",OM_XO",0.08781415942792124,31,129,37.09,26,30,2.32,6,446,214,59,46,178
720,Kr-m5b,0.08076774782945292,40,128,23.17,38,18,2.86,34,756,72,71,14,260
720,SI_]gC,0.08019206033725085,34,194,40.4,46,32,17.75,42,392,294,57,60,126
720,:o*.2*,0.0780327868852459,74,389,14.58,69,65,1.62,19,729,59,15,11,19
720,"S,_=gO",0.07664603063445488,44,76,43.1,30,20,-4.01,42,135,294,29,60,178
720,b3kl7o,0.07489139018068232,53,64,52.82,57,14,13.42,56,197,347,70,16,316
720,t3GlFA,0.07475409836065575,41,243,82.74,48,41,11.51,72,197,187,70,30,118
720,q3kl7o,0.07151033845715779,51,62,48.74,69,13,14.55,69,197,347,70,16,316
720,O(LLG1,0.0701639344262295,34,453,32.55,32,76,-4.67,38,100,209,42,31,49
720,b`uS.m,0.061717073196612265,34,75,29.88,21,14,-6.36,56,596,391,48,8,307
720,*Fk6mU,0.057573698478834485,54,11,8.51,0,3,-1.98,4,366,347,22,66,204
720,"O,g_Du",0.05669864695461469,77,9,9.9,0,1,-1.21,38,135,329,59,28,341
720,C3<l5L,0.05114754098360656,37,431,67.84,28,69,-13.83,27,197,139,70,14,165
720,C3<l+o,0.05081967213114754,41,317,66.73,35,59,-4.08,27,197,139,70,5,316
720,C3<l+o,0.05081967213114754,41,317,66.73,35,59,-4.08,27,197,139,70,5,316
720,^<IY^-,0.05016393442622951,37,251,56.95,37,40,16.5,52,277,196,53,52,32
720,^<IY^7,0.05016393442622951,37,251,56.95,37,40,16.5,52,277,196,53,52,75
810,SA^CwJ,0.24917820600616114,39,104,78.1,44,25,0.06,42,322,289,34,75,156
810,<.B3ZR,0.18803804349297396,58,74,31.54,20,15,-4.69,20,153,165,20,48,191
810,tAfr*I,0.16566620179426023,41,130,84.1,39,23,-6.54,72,322,325,76,4,152
810,L`jS:f,0.14358218509370052,37,81,66.65,26,15,0.99,35,596,342,48,19,277
810,"9,D=3j",0.13344262295081968,39,294,47.26,30,62,-2.25,18,135,174,29,12,294
810,p[\XMg,0.12790922348323513,47,19,44.02,28,7,-5.84,69,552,280,53,36,281
810,@KstuK,0.12759606670184875,36,92,41.03,44,25,10.11,24,410,382,77,73,161
810,_3kl7o,0.10824049634151849,53,67,69.67,47,17,10.58,53,197,347,70,16,316
810,fFQ7.c,0.10441713865686846,46,143,37.4,40,27,4.99,59,366,232,23,8,264
810,m32lAo,0.1036118559028265,52,23,13.84,66,9,7.2,66,197,94,70,25,316
810,r8cD7M,0.10100793492661844,39,184,48.15,32,31,-9.12,70,242,311,35,16,169
810,cHQS=:,0.09442622950819672,35,209,33.45,30,36,-4.41,57,384,232,48,21,87
810,Ub(4]N,0.09333004616821086,78,150,14.97,79,34,5.67,44,614,50,21,51,174
810,",OM_XO",0.08781415942792124,31,129,37.09,26,30,2.32,6,446,214,59,46,178
810,Kr-m5b,0.08076774782945292,40,128,23.17,38,18,2.86,34,756,72,71,14,260
810,SI_]gC,0.08019206033725085,34,194,40.4,46,32,17.75,42,392,294,57,60,126
810,:o*.2*,0.0780327868852459,74,389,14.58,69,65,1.62,19,729,59,15,11,19
810,b3kl7o,0.07489139018068232,53,64,52.82,57,14,13.42,56,197,347,70,16,316
810,t3GlFA,0.07475409836065575,41,243,82.74,48,41,11.51,72,197,187,70,30,118
810,q3kl7o,0.07151033845715779,51,62,48.74,69,13,14.55,69,197,347,70,16,316
810,O(LLG1,0.0701639344262295,34,453,32.55,32,76,-4.67,38,100,209,42,31,49
810,b`uS.m,0.061717073196612265,34,75,29.88,21,14,-6.36,56,596,391,48,8,307
810,*Fk6mU,0.057573698478834485,54,11,8.51,0,3,-1.98,4,366,347,22,66,204
810,"O,g_Du",0.05669864695461469,77,9,9.9,0,1,-1.21,38,135,329,59,28,341
