Pair	 TF	 Dna	 Start Date	 End Date	 Total Trades	 Longs %	 Short %	 Total Net Profit	 Max.DD	 Annual Profit	 Winrate	 Serenity	 Sharpe	 Calmar	 Winning Strike	 Losing Strike	 Largest Winning	 Largest Losing	 Num. of Wins	 Num. of Losses	 Paid Fees	 Market Change
BTC-USDT	5m	'eVswv'	2019-12-20	2021-11-12	103	100	0	83.86	-4.56	44.97	72	10.68	3.0	9.87	9	3	428.38	-635.31	74	29	1158.21	806.1
BTC-USDT	5m	'vNqn]'	2019-12-20	2021-11-12	92	100	0	106.67	-6.46	50.67	66	7.67	2.67	7.84	15	4	718.84	-569.66	61	31	1050.78	806.1
BTC-USDT	5m	'q9da]'	2019-12-20	2021-11-12	103	100	0	69.83	-7.05	37.41	66	5.89	2.18	5.31	8	5	466.71	-628.25	68	35	1108.18	806.1
BTC-USDT	5m	'hPmHf'	2019-12-20	2021-11-12	123	100	0	95.42	-10.35	47.33	61	4.42	2.17	4.57	7	3	583.57	-657.18	75	48	1434.66	806.1
BTC-USDT	5m	'eEsWv'	2019-12-20	2021-11-12	71	100	0	78.55	-11.28	37.04	68	3.39	2.04	3.29	9	3	606.25	-533.7	48	23	719.08	806.1
BTC-USDT	5m	'e/_ev'	2019-12-20	2021-11-12	115	100	0	83.43	-7.49	40.54	62	3.77	2.04	5.41	9	5	558.22	-567.1	71	44	1244.51	806.1
BTC-USDT	5m	'[VsWv'	2019-12-20	2021-11-12	112	100	0	95.13	-13.25	44.73	60	2.81	1.99	3.37	6	4	637.34	-760.85	67	45	1267.01	806.1
BTC-USDT	5m	'WVsWv'	2019-12-20	2021-11-12	112	100	0	95.13	-13.25	44.73	60	2.81	1.99	3.37	6	4	637.34	-760.85	67	45	1267.01	806.1
BTC-USDT	5m	'[\\sta'	2019-12-20	2021-11-12	119	100	0	54.01	-13.74	32.53	62	1.83	1.95	2.37	7	5	389.56	-654.18	74	45	1245.47	806.1
BTC-USDT	5m	'MVsWv'	2019-12-20	2021-11-12	117	100	0	87.31	-9.02	42.53	57	4.73	1.95	4.71	8	5	637.34	-704.06	67	50	1310.94	806.1
BTC-USDT	5m	'HPqWv'	2019-12-20	2021-11-12	118	100	0	83.03	-10.04	41.19	58	2.8	1.93	4.1	9	4	637.34	-674.56	69	49	1324.6	806.1
BTC-USDT	5m	'EVsWv'	2019-12-20	2021-11-12	122	100	0	79.61	-12.88	39.77	57	2.94	1.8	3.09	9	4	637.34	-698.69	70	52	1355.24	806.1
BTC-USDT	5m	'K;eUR'	2019-12-20	2021-11-12	110	100	0	79.1	-7.57	38.38	59	4.05	1.8	5.07	8	4	775.57	-601.78	65	45	1178.63	806.1
BTC-USDT	5m	'NKg8L'	2019-12-20	2021-11-12	136	100	0	92.34	-14.14	44.54	56	1.98	1.79	3.15	11	4	725.02	-552.99	76	60	1511.29	806.1
BTC-USDT	5m	'LewDb'	2019-12-20	2021-11-12	125	100	0	70.52	-18.78	39.56	57	1.53	1.76	2.11	8	5	554.59	-645.55	71	54	1396.47	806.1
BTC-USDT	5m	'ePjWv'	2019-12-20	2021-11-12	142	100	0	94.14	-16.44	45.64	57	2.3	1.75	2.78	8	4	652.88	-675.41	81	61	1600.98	806.1
BTC-USDT	5m	'ePjWu'	2019-12-20	2021-11-12	142	100	0	94.14	-16.44	45.64	57	2.3	1.75	2.78	8	4	652.88	-675.41	81	61	1600.98	806.1
BTC-USDT	5m	'iPiWn'	2019-12-20	2021-11-12	147	100	0	98.06	-16.12	46.59	58	2.22	1.73	2.89	8	4	683.97	-696.46	85	62	1690.91	806.1
BTC-USDT	5m	'j-NHq'	2019-12-20	2021-11-12	216	100	0	98.77	-19.78	48.13	59	1.62	1.72	2.43	12	6	619.33	-803.18	128	88	2644.67	806.1
BTC-USDT	5m	'h-NHs'	2019-12-20	2021-11-12	216	100	0	98.77	-19.78	48.13	59	1.62	1.72	2.43	12	6	619.33	-803.18	128	88	2644.67	806.1
BTC-USDT	5m	'e-NWR'	2019-12-20	2021-11-12	212	100	0	101.16	-15.28	48.62	58	2.67	1.72	3.18	12	6	726.24	-675.23	122	90	2657.34	806.1
BTC-USDT	5m	'?VuWv'	2019-12-20	2021-11-12	116	100	0	70.74	-10.34	36.81	58	2.53	1.71	3.56	9	4	606.25	-770.4	67	49	1252.99	806.1
