Pair	 TF	 Dna	 Start Date	 End Date	 Total Trades	 Longs %	 Short %	 Total Net Profit	 Max.DD	 Annual Profit	 Winrate	 Serenity	 Sharpe	 Calmar	 Winning Strike	 Losing Strike	 Largest Winning	 Largest Losing	 Num. of Wins	 Num. of Losses	 Paid Fees	 Market Change
ETH-USDT	5m	'V5sC-'	2020-11-12	2021-01-21	64	48	52	56.82	-7.36	910.32	41	16.84	5.04	123.77	3	4	1153.92	-439.79	26	38	331.61	197.19
ETH-USDT	5m	'V5sC-'	2020-11-02	2021-01-11	57	49	51	49.49	-7.42	689.93	40	8.17	5.26	92.98	2	5	1085.42	-458.94	23	34	284.82	216.7
ETH-USDT	5m	'V5sC-'	2020-01-20	2020-03-30	68	50	50	46.47	-9.7	611.29	40	6.17	3.8	63.01	3	6	1125.01	-690.92	27	41	331.4	-25.7
ETH-USDT	5m	'V5sC-'	2020-01-24	2020-04-03	70	51	49	45.97	-9.7	599.03	39	5.18	3.76	61.74	3	6	1117.11	-686.06	27	43	342.58	-13.4
ETH-USDT	5m	'V5sC-'	2020-12-17	2021-02-25	78	50	50	43.05	-9.37	529.98	35	5.02	3.5	56.58	2	6	1082.6	-545.81	27	51	379.53	154.14
ETH-USDT	5m	'V5sC-'	2020-08-10	2020-10-19	56	48	52	25.93	-5.48	227.11	45	4.81	3.6	41.45	4	6	847.44	-271.81	25	31	247.53	-3.32
ETH-USDT	5m	'V5sC-'	2020-10-02	2020-12-11	47	49	51	32.66	-7.42	327.52	49	4.76	4.64	44.14	6	5	976.28	-319.67	23	24	215.95	59.28
ETH-USDT	5m	'V5sC-'	2020-02-24	2020-05-04	73	52	48	50.99	-9.91	731.62	34	4.67	3.8	73.84	3	6	1113.63	-632.75	25	48	378.22	-23.52
ETH-USDT	5m	'V5sC-'	2020-02-22	2020-05-02	74	53	47	50.14	-9.91	707.86	34	4.66	3.73	71.45	3	6	1115.32	-633.7	25	49	380.84	-19.96
ETH-USDT	5m	'V5sC-'	2020-02-18	2020-04-28	71	54	46	46.64	-9.91	615.59	37	4.28	3.64	62.13	3	6	1040.81	-639.18	26	45	359.56	-26.68
ETH-USDT	5m	'V5sC-'	2020-02-16	2020-04-26	71	54	46	46.37	-9.91	608.98	38	4.26	3.65	61.46	3	6	1018.78	-625.63	27	44	348.35	-26.72
ETH-USDT	5m	'V5sC-'	2020-01-13	2020-03-23	70	50	50	53.51	-9.7	805.62	40	4.18	4.05	83.03	3	6	1122.6	-689.44	28	42	326.74	-16.71
ETH-USDT	5m	'V5sC-'	2020-02-25	2020-05-05	73	53	47	42.21	-9.91	511.15	34	3.83	3.32	51.59	3	6	1033.0	-586.92	25	48	353.02	-22.34
ETH-USDT	5m	'V5sC-'	2021-04-26	2021-07-05	84	49	51	44.56	-12.08	564.96	40	2.87	3.41	46.78	4	6	996.85	-983.8	34	50	393.84	-0.13
ETH-USDT	5m	'V5sC-'	2021-05-13	2021-07-22	84	49	51	37.74	-12.07	418.57	40	2.44	3.13	34.67	3	6	901.69	-888.84	34	50	378.19	-47.86
ETH-USDT	5m	'V5sC-'	2020-07-13	2020-09-21	53	49	51	30.33	-9.77	290.39	42	1.66	3.71	29.73	3	4	928.15	-270.08	22	31	241.79	52.45
ETH-USDT	5m	'V5sC-'	2020-07-11	2020-09-19	53	49	51	28.07	-9.77	256.79	40	1.53	3.48	26.29	3	4	928.15	-270.08	21	32	241.88	59.14
ETH-USDT	5m	'V5sC-'	2021-04-23	2021-07-02	89	48	52	24.68	-12.07	210.76	37	1.26	2.1	17.46	4	6	904.71	-890.74	33	56	375.13	-12.35
ETH-USDT	5m	'V5sC-'	2019-12-24	2020-03-03	57	54	46	17.61	-9.45	130.22	44	1.03	2.48	13.77	3	6	850.73	-284.44	25	32	239.64	81.56
ETH-USDT	5m	'V5sC-'	2021-05-24	2021-08-02	79	48	52	18.6	-12.08	140.33	39	1.02	2.09	11.62	3	6	868.49	-404.33	31	48	318.87	21.06
ETH-USDT	5m	'V5sC-'	2020-05-25	2020-08-03	40	55	45	18.93	-8.65	143.83	35	0.84	2.87	16.62	4	9	903.19	-285.91	14	26	171.07	87.18
ETH-USDT	5m	'V5sC-'	2021-04-20	2021-06-29	93	48	52	18.12	-12.08	135.43	38	0.83	1.65	11.21	4	6	833.74	-875.54	35	58	380.85	-4.15
ETH-USDT	5m	'V5sC-'	2020-08-01	2020-10-10	58	47	53	16.83	-9.77	122.43	40	0.79	2.39	12.53	4	6	787.51	-229.15	23	35	234.53	5.23
ETH-USDT	5m	'V5sC-'	2020-06-15	2020-08-24	47	53	47	12.93	-8.66	86.82	36	0.72	2.23	10.03	4	5	894.72	-283.27	17	30	208.43	68.94
ETH-USDT	5m	'V5sC-'	2021-01-19	2021-03-30	79	49	51	13.28	-11.27	89.8	37	0.51	1.46	7.97	2	6	912.08	-460.24	29	50	358.18	43.02
ETH-USDT	5m	'V5sC-'	2021-07-29	2021-10-07	58	48	52	8.08	-12.72	49.13	38	0.4	1.2	3.86	6	8	712.5	-309.35	22	36	227.12	55.61
ETH-USDT	5m	'V5sC-'	2021-04-10	2021-06-19	91	48	52	13.48	-15.29	91.61	34	0.4	1.31	5.99	4	6	867.87	-911.63	31	60	381.0	7.91
ETH-USDT	5m	'V5sC-'	2020-05-12	2020-07-21	42	55	45	10.24	-8.65	65.08	38	0.38	1.95	7.52	4	9	805.4	-267.87	16	26	177.16	27.14
ETH-USDT	5m	'V5sC-'	2021-07-15	2021-09-23	61	49	51	9.18	-14.47	57.1	38	0.29	1.33	3.95	6	8	784.31	-328.53	23	38	249.31	54.23
ETH-USDT	5m	'V5sC-'	2021-07-06	2021-09-14	67	49	51	8.84	-14.47	54.57	36	0.28	1.28	3.77	4	8	796.93	-334.37	24	43	275.08	49.68
ETH-USDT	5m	'V5sC-'	2021-02-12	2021-04-23	78	47	53	6.75	-11.27	39.9	35	0.23	0.94	3.54	2	5	841.21	-404.73	27	51	320.24	33.66
ETH-USDT	5m	'V5sC-'	2021-03-10	2021-05-19	75	47	53	6.27	-15.3	36.73	32	0.17	0.87	2.4	4	6	825.71	-335.93	24	51	298.3	79.7
ETH-USDT	5m	'V5sC-'	2020-04-16	2020-06-25	54	52	48	8.21	-15.78	50.01	31	0.1	1.24	3.17	4	9	851.0	-308.19	17	37	232.73	55.45
ETH-USDT	5m	'V5sC-'	2020-04-15	2020-06-24	54	52	48	7.55	-15.78	45.39	31	0.09	1.17	2.88	4	9	853.31	-309.07	17	37	233.17	54.14
ETH-USDT	5m	'V5sC-'	2021-06-29	2021-09-07	67	49	51	2.66	-14.49	14.46	33	0.08	0.54	1.0	3	8	816.58	-342.7	22	45	280.56	88.42
ETH-USDT	5m	'V5sC-'	2021-02-15	2021-04-26	79	48	52	1.87	-15.01	9.99	32	0.06	0.43	0.67	2	6	858.11	-412.83	25	54	332.17	28.48
ETH-USDT	5m	'V5sC-'	2020-05-02	2020-07-11	51	51	49	-4.61	-14.25	-21.53	29	-0.06	-0.59	-1.51	4	9	707.57	-268.75	15	36	190.48	14.2
ETH-USDT	5m	'V5sC-'	2021-03-03	2021-05-12	77	48	52	-4.04	-15.3	-19.09	32	-0.09	-0.18	-1.25	2	6	794.27	-332.12	25	52	302.01	181.49
ETH-USDT	5m	'V5sC-'	2020-05-04	2020-07-13	50	52	48	-6.55	-14.25	-29.39	28	-0.09	-0.93	-2.06	4	9	695.34	-264.09	14	36	183.33	15.67
ETH-USDT	5m	'V5sC-'	2021-03-02	2021-05-11	77	47	53	-4.84	-15.29	-22.52	31	-0.11	-0.27	-1.47	2	6	792.39	-330.59	24	53	301.01	151.29
