['Pair', 'TF', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['AAVE-USDT', '5m', '2021-01-02', '2021-02-01', '191', '98.2', '-36.54', 314752, '34', '3.9', '8612.91', '6', '13', 148, -63, '65', '126', '73.2']
['AAVE-USDT', '5m', '2020-12-31', '2021-01-30', '192', '69.17', '-25.2', 48695, '32', '3.4', '1932.72', '6', '18', 104, -35, '62', '130', '78.58']
['AAVE-USDT', '5m', '2021-07-16', '2021-08-15', '198', '138.17', '-25.74', 2739123, '30', '5.0', '106411.36', '3', '12', 154, -42, '60', '138', '69.26']
['AAVE-USDT', '5m', '2021-02-06', '2021-03-08', '176', '59.4', '-44.52', 24121, '31', '3.43', '541.86', '4', '11', 148, -41, '54', '122', '64.06']
['AAVE-USDT', '5m', '2021-03-28', '2021-04-27', '203', '246.18', '-38.41', 223783271, '32', '7.47', '5825620.07', '4', '13', 298, -52, '64', '139', '56.49']
['AAVE-USDT', '5m', '2021-01-23', '2021-02-22', '203', '35.1', '-36.19', 3354, '28', '2.72', '92.68', '4', '13', 136, -37, '57', '146', '194.57']
['AAVE-USDT', '5m', '2021-07-21', '2021-08-20', '201', '259.43', '-25.99', 348244977, '32', '8.01', '13400522.3', '5', '12', 214, -46, '65', '136', '93.32']
['AAVE-USDT', '5m', '2021-01-24', '2021-02-23', '200', '23.36', '-36.48', 1084, '28', '2.23', '29.72', '4', '13', 120, -32, '57', '143', '151.16']
['AAVE-USDT', '5m', '2021-03-20', '2021-04-19', '214', '167.7', '-13.84', 10844270, '30', '7.98', '783314.53', '4', '13', 106, -27, '65', '149', '73.51']
['AAVE-USDT', '5m', '2021-05-04', '2021-06-03', '194', '426.91', '-43.0', 31467176798, '33', '6.39', '731856302.0', '5', '16', 350, -140, '64', '130', '-32.05']
['AAVE-USDT', '5m', '2021-05-12', '2021-06-11', '175', '751.97', '-33.93', 9015545485175, '38', '8.07', '265681707484.5', '6', '16', 479, -192, '66', '109', '-45.95']
['AAVE-USDT', '5m', '2021-06-02', '2021-07-02', '191', '329.98', '-11.66', 2872908085, '36', '10.12', '246326441.49', '5', '8', 198, -66, '68', '123', '-27.76']
['AAVE-USDT', '5m', '2021-01-15', '2021-02-14', '196', '160.1', '-37.85', 7725534, '32', '5.68', '204130.49', '6', '13', 198, -33, '63', '133', '126.77']
['AAVE-USDT', '5m', '2021-03-22', '2021-04-21', '203', '225.31', '-13.96', 107628841, '31', '8.79', '7707751.78', '5', '13', 115, -33, '62', '141', '77.67']
['AAVE-USDT', '5m', '2021-01-11', '2021-02-10', '193', '166.82', '-36.93', 10432716, '33', '5.94', '282523.94', '6', '13', 137, -41, '63', '130', '94.8']
['AAVE-USDT', '5m', '2021-01-07', '2021-02-06', '201', '22.02', '-37.8', 942, '32', '2.05', '24.91', '6', '13', 67, -29, '64', '137', '83.53']
['AAVE-USDT', '5m', '2021-03-19', '2021-04-18', '218', '103.31', '-13.63', 424890, '28', '6.16', '31167.27', '4', '13', 90, -25, '62', '156', '72.44']
['AAVE-USDT', '5m', '2021-01-19', '2021-02-18', '208', '110.87', '-36.3', 653222, '30', '4.94', '17997.26', '6', '13', 172, -28, '63', '145', '105.32']
['AAVE-USDT', '5m', '2021-01-10', '2021-02-09', '197', '106.78', '-37.22', 518603, '33', '4.38', '13934.84', '6', '13', 86, -36, '65', '132', '86.7']
