['Pair', 'TF', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['AAVE-USDT', '5m', '2021-01-31', '2021-02-14', '39', '12.06', '-11.57', 1496, '33', '2.66', '129.4', '2', '7', 216, -63, '13', '26', '56.97']
['AAVE-USDT', '5m', '2021-03-20', '2021-04-03', '50', '3.41', '-14.4', 126, '36', '1.36', '8.75', '2', '4', 105, -42, '18', '32', '14.13']
['AAVE-USDT', '5m', '2021-07-31', '2021-08-14', '43', '44.92', '-8.89', 832585, '40', '8.39', '93676.16', '3', '5', 296, -76, '17', '26', '33.55']
['AAVE-USDT', '5m', '2021-05-17', '2021-05-31', '40', '181.54', '-17.95', 8687653836132, '45', '11.12', '483988343194.91', '6', '5', 536, -95, '18', '22', '-38.56']
['AAVE-USDT', '5m', '2021-04-30', '2021-05-14', '45', '-4.5', '-21.29', -67, '31', '-0.36', '-3.17', '2', '4', 225, -56, '14', '31', '15.85']
['AAVE-USDT', '5m', '2021-02-08', '2021-02-22', '43', '11.23', '-19.36', 1233, '33', '2.42', '63.68', '2', '8', 218, -72, '14', '29', '-7.29']
['AAVE-USDT', '5m', '2020-12-08', '2020-12-22', '48', '-2.12', '-12.95', -41, '40', '0.15', '-3.14', '4', '5', 106, -50, '19', '29', '-11.26']
['AAVE-USDT', '5m', '2020-12-13', '2020-12-27', '45', '-7.56', '-15.23', -85, '38', '-1.25', '-5.59', '5', '5', 82, -45, '17', '28', '-3.37']
['AAVE-USDT', '5m', '2021-05-08', '2021-05-22', '43', '77.84', '-24.41', 121337850, '37', '6.78', '4970249.41', '3', '5', 472, -87, '16', '27', '-16.33']
['AAVE-USDT', '5m', '2021-08-01', '2021-08-15', '47', '15.72', '-12.65', 3394, '36', '3.31', '268.22', '3', '7', 270, -69, '17', '30', '25.39']
['AAVE-USDT', '5m', '2021-06-12', '2021-06-26', '37', '48.08', '-10.17', 1407311, '43', '6.81', '138375.65', '3', '4', 237, -86, '16', '21', '-34.33']
['AAVE-USDT', '5m', '2021-05-12', '2021-05-26', '36', '166.7', '-24.41', 2326210787934, '47', '10.04', '95281802899.33', '3', '5', 591, -78, '17', '19', '-18.9']
['AAVE-USDT', '5m', '2021-04-16', '2021-04-30', '41', '96.09', '-23.43', 1306944651, '41', '8.66', '55779154.85', '3', '5', 460, -92, '17', '24', '-5.87']
['AAVE-USDT', '5m', '2020-12-21', '2021-01-04', '46', '20.89', '-13.14', 10015, '43', '4.03', '762.0', '5', '6', 132, -59, '20', '26', '10.33']
['AAVE-USDT', '5m', '2020-12-11', '2020-12-25', '45', '13.37', '-15.23', 2017, '42', '3.21', '132.4', '4', '5', 95, -53, '19', '26', '4.88']
['AAVE-USDT', '5m', '2021-05-16', '2021-05-30', '39', '148.19', '-24.41', 404000158581, '46', '9.46', '16548634347.46', '6', '5', 519, -92, '18', '21', '-42.74']
['AAVE-USDT', '5m', '2021-03-04', '2021-03-18', '35', '26.77', '-13.15', 31995, '37', '4.13', '2433.34', '3', '6', 268, -61, '13', '22', '-3.23']
['AAVE-USDT', '5m', '2021-05-23', '2021-06-06', '32', '133.65', '-9.13', 92974740967, '50', '11.62', '10183886106.49', '6', '4', 339, -105, '16', '16', '7.72']
['AAVE-USDT', '5m', '2021-06-02', '2021-06-16', '37', '67.98', '-7.05', 30295672, '43', '8.43', '4298356.19', '5', '4', 293, -53, '16', '21', '-16.56']
['AAVE-USDT', '5m', '2021-05-18', '2021-06-01', '36', '229.07', '-5.3', 386705702057367, '47', '13.85', '72923368821958.98', '6', '5', 609, -108, '17', '19', '-33.78']
['AAVE-USDT', '5m', '2021-03-31', '2021-04-14', '44', '-7.01', '-11.89', -83, '34', '-1.65', '-6.98', '4', '9', 134, -39, '15', '29', '5.54']
['AAVE-USDT', '5m', '2021-02-10', '2021-02-24', '41', '17.77', '-19.36', 5254, '29', '3.13', '271.33', '2', '8', 208, -69, '12', '29', '-26.18']
['AAVE-USDT', '5m', '2021-02-09', '2021-02-23', '43', '0.72', '-19.37', 19, '28', '0.85', '0.99', '2', '8', 208, -69, '12', '31', '-18.85']
['AAVE-USDT', '5m', '2021-01-27', '2021-02-10', '40', '-8.2', '-20.21', -88, '32', '-1.26', '-4.33', '2', '7', 123, -56, '13', '27', '74.74']
['AAVE-USDT', '5m', '2021-01-02', '2021-01-16', '40', '93.48', '-23.38', 943538941, '50', '6.96', '40357758.26', '6', '6', 362, -131, '20', '20', '82.46']
['AAVE-USDT', '5m', '2021-02-14', '2021-02-28', '35', '-1.83', '-17.37', -36, '31', '0.55', '-2.08', '2', '5', 135, -64, '11', '24', '-33.35']
['AAVE-USDT', '5m', '2021-01-24', '2021-02-07', '39', '-23.54', '-28.24', -100, '28', '-4.9', '-3.54', '2', '7', 140, -58, '11', '28', '121.21']
['AAVE-USDT', '5m', '2021-06-16', '2021-06-30', '38', '62.46', '-6.09', 13432160, '45', '9.06', '2205640.03', '3', '4', 204, -74, '17', '21', '-23.21']
['AAVE-USDT', '5m', '2021-02-24', '2021-03-10', '27', '24.17', '-22.47', 19292, '41', '3.82', '858.56', '3', '4', 223, -61, '11', '16', '21.66']
['AAVE-USDT', '5m', '2021-07-10', '2021-07-24', '40', '-16.36', '-33.28', -99, '28', '-2.04', '-2.97', '3', '8', 123, -55, '11', '29', '-3.84']
