['Pair', 'TF', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['AAVE-USDT', '5m', '2021-05-21', '2021-05-26', '10', '110.93', '-1.86', 5223745313342382669824, '60', '23.37', '2.8022526760856044e+21', '3', '3', 467, -58, '6', '4', '-20.66']
['AAVE-USDT', '5m', '2021-04-11', '2021-04-16', '21', '-17.4', '-19.0', -100, '10', '-9.44', '-5.26', '1', '9', 135, -44, '2', '19', '26.1']
['AAVE-USDT', '5m', '2021-01-28', '2021-02-02', '18', '-11.45', '-13.25', -100, '22', '-5.61', '-7.54', '1', '7', 126, -40, '4', '14', '3.17']
['AAVE-USDT', '5m', '2021-06-30', '2021-07-05', '13', '20.87', '-6.96', 10185429, '54', '8.11', '1462671.36', '2', '3', 164, -53, '7', '6', '16.29']
['AAVE-USDT', '5m', '2021-07-15', '2021-07-20', '19', '-21.81', '-21.81', -100, '16', '-14.93', '-4.58', '2', '7', 42, -37, '3', '16', '-14.7']
['AAVE-USDT', '5m', '2021-07-11', '2021-07-16', '14', '-8.97', '-17.08', -100, '21', '-5.38', '-5.84', '1', '6', 76, -60, '3', '11', '-7.78']
['AAVE-USDT', '5m', '2021-07-19', '2021-07-24', '10', '11.41', '-10.14', 71399, '40', '4.29', '7043.4', '3', '5', 164, -36, '4', '6', '14.57']
['AAVE-USDT', '5m', '2021-07-05', '2021-07-10', '8', '19.63', '-8.22', 5432025, '38', '8.95', '660810.95', '2', '3', 334, -60, '3', '5', '9.98']
['AAVE-USDT', '5m', '2021-05-17', '2021-05-22', '19', '45.48', '-17.95', 800006692704, '32', '8.51', '44568294392.27', '2', '5', 386, -71, '6', '13', '-29.36']
['AAVE-USDT', '5m', '2021-06-25', '2021-06-30', '16', '25.55', '-6.09', 102736817, '38', '9.26', '16867377.52', '3', '3', 146, -58, '6', '10', '12.44']
['AAVE-USDT', '5m', '2021-03-28', '2021-04-02', '15', '-6.54', '-6.54', -98, '40', '-14.32', '-15.05', '2', '4', 39, -34, '6', '9', '8.58']
['AAVE-USDT', '5m', '2020-12-24', '2020-12-29', '16', '15.47', '-6.28', 632503, '62', '9.25', '100776.23', '4', '3', 96, -65, '10', '6', '8.67']
