['Pair', 'TF', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['AAVE-USDT', '5m', '2021-03-16', '2021-04-05', '148', '83.54', '-31.49', 3835162, '30', '5.23', '121794.95', '3', '16', 42, -7, '44', '104', '31.74']
['AAVE-USDT', '5m', '2021-03-07', '2021-03-27', '150', '16.06', '-47.98', 1231, '27', '2.28', '25.66', '3', '16', 38, -10, '40', '110', '10.86']
['AAVE-USDT', '5m', '2021-03-20', '2021-04-09', '142', '172.04', '-16.68', 3583939929, '32', '7.8', '214840952.53', '3', '10', 54, -13, '46', '96', '43.09']
['AAVE-USDT', '5m', '2021-03-19', '2021-04-08', '144', '165.42', '-17.81', 2334805664, '31', '7.5', '131099901.31', '3', '10', 75, -11, '44', '100', '38.35']
['AAVE-USDT', '5m', '2021-02-22', '2021-03-14', '107', '77.97', '-54.32', 2244888, '35', '4.51', '41326.6', '5', '11', 60, -11, '37', '70', '-7.21']
['AAVE-USDT', '5m', '2021-01-24', '2021-02-13', '135', '58.82', '-59.6', 310274, '30', '4.18', '5205.65', '4', '13', 45, -9, '41', '94', '103.04']
['AAVE-USDT', '5m', '2021-03-08', '2021-03-28', '151', '-7.18', '-43.79', -73, '26', '1.03', '-1.66', '3', '16', 38, -10, '40', '111', '7.49']
['AAVE-USDT', '5m', '2021-01-17', '2021-02-06', '143', '42.41', '-53.19', 46548, '31', '3.34', '875.1', '6', '13', 52, -15, '45', '98', '54.12']
['AAVE-USDT', '5m', '2021-06-21', '2021-07-11', '110', '295.39', '-29.23', 2381787670848, '35', '11.12', '81482048618.89', '4', '10', 208, -64, '39', '71', '-7.93']
['AAVE-USDT', '5m', '2021-05-28', '2021-06-17', '135', '130.68', '-42.29', 203898613, '33', '5.57', '4821867.0', '6', '16', 46, -18, '44', '91', '-16.81']
['AAVE-USDT', '5m', '2021-04-09', '2021-04-29', '148', '95.77', '-54.29', 11772765, '28', '5.38', '216863.15', '4', '13', 91, -18, '41', '107', '19.5']
['AAVE-USDT', '5m', '2021-06-22', '2021-07-12', '115', '246.53', '-29.17', 240571798905, '34', '10.39', '8248508302.31', '4', '10', 182, -56, '39', '76', '18.41']
['AAVE-USDT', '5m', '2021-06-10', '2021-06-30', '129', '443.91', '-17.42', 608418093916338, '33', '10.66', '34919642213991.27', '3', '8', 114, -37, '42', '87', '-20.91']
['AAVE-USDT', '5m', '2021-05-14', '2021-06-03', '111', '1050.77', '-50.92', 276052543914950000640, '37', '8.47', '5.421126506435002e+18', '5', '16', 386, -191, '41', '70', '-31.04']
['AAVE-USDT', '5m', '2021-06-29', '2021-07-19', '119', '39.48', '-31.01', 32409, '32', '3.69', '1045.06', '4', '10', 70, -20, '38', '81', '-3.89']
['AAVE-USDT', '5m', '2021-06-23', '2021-07-13', '117', '171.14', '-29.39', 3383921384, '35', '8.92', '115130938.04', '4', '10', 129, -39, '41', '76', '19.8']
['AAVE-USDT', '5m', '2021-02-16', '2021-03-08', '114', '-22.14', '-53.79', -99, '32', '0.91', '-1.84', '4', '11', 18, -12, '37', '77', '11.99']
['AAVE-USDT', '5m', '2021-06-08', '2021-06-28', '136', '382.64', '-17.72', 76209868713311, '32', '9.95', '4300553480632.21', '3', '8', 110, -27, '43', '93', '-25.88']
