['Pair', 'TF', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['AAVE-USDT', '5m', '2021-01-20', '2021-02-19', '207', '82.73', '-26.29', 120874, '30', '5.24', '4596.97', '6', '13', 132, -27, '63', '144', '131.03']
['AAVE-USDT', '5m', '2021-02-09', '2021-03-11', '173', '35.98', '-31.93', 3629, '30', '2.98', '113.66', '4', '11', 86, -24, '52', '121', '54.98']
['AAVE-USDT', '5m', '2021-02-04', '2021-03-06', '172', '34.45', '-31.64', 3162, '30', '2.87', '99.95', '4', '11', 106, -29, '52', '120', '79.4']
['AAVE-USDT', '5m', '2021-07-02', '2021-08-01', '177', '179.73', '-13.76', 18198990, '31', '9.27', '1322576.68', '4', '12', 254, -27, '54', '123', '24.94']
['AAVE-USDT', '5m', '2021-06-08', '2021-07-08', '186', '197.48', '-8.47', 37541538, '34', '10.48', '4429851.54', '4', '8', 227, -37, '64', '122', '-13.68']
['AAVE-USDT', '5m', '2021-04-04', '2021-05-04', '215', '107.08', '-27.6', 527370, '29', '5.86', '19108.26', '4', '13', 138, -23, '63', '152', '66.35']
['AAVE-USDT', '5m', '2021-07-15', '2021-08-14', '189', '126.26', '-21.61', 1497016, '32', '6.29', '69266.55', '4', '12', 136, -25, '60', '129', '65.48']
['AAVE-USDT', '5m', '2021-04-10', '2021-05-10', '233', '23.68', '-32.03', 1121, '27', '2.32', '35.01', '4', '13', 121, -32, '63', '170', '55.66']
['AAVE-USDT', '5m', '2021-06-21', '2021-07-21', '173', '156.07', '-12.18', 6428623, '32', '10.39', '527663.88', '4', '10', 321, -45, '56', '117', '-25.73']
['AAVE-USDT', '5m', '2021-07-06', '2021-08-05', '181', '95.05', '-21.33', 260621, '28', '5.95', '12218.15', '4', '12', 144, -20, '51', '130', '16.69']
['AAVE-USDT', '5m', '2021-01-27', '2021-02-26', '193', '18.53', '-24.22', 640, '28', '2.04', '26.44', '4', '13', 102, -28, '54', '139', '108.06']
['AAVE-USDT', '5m', '2021-03-11', '2021-04-10', '215', '62.41', '-19.95', 30086, '31', '4.75', '1508.1', '3', '16', 77, -14, '66', '149', '44.8']
['AAVE-USDT', '5m', '2021-04-21', '2021-05-21', '224', '198.53', '-35.58', 39142238, '31', '5.64', '1100057.76', '5', '12', 257, -44, '69', '155', '-11.66']
['AAVE-USDT', '5m', '2021-01-25', '2021-02-24', '196', '43.38', '-25.7', 6861, '29', '3.52', '267.01', '4', '13', 100, -28, '56', '140', '109.17']
['AAVE-USDT', '5m', '2021-06-14', '2021-07-14', '181', '133.66', '-12.08', 2186198, '34', '8.61', '180995.29', '4', '10', 186, -50, '61', '120', '-22.44']
['AAVE-USDT', '5m', '2021-06-09', '2021-07-09', '182', '202.5', '-8.53', 45726428, '35', '10.7', '5361398.07', '4', '8', 225, -36, '64', '118', '-17.11']
['AAVE-USDT', '5m', '2020-12-23', '2021-01-22', '196', '100.96', '-17.95', 370477, '34', '5.29', '20642.91', '5', '22', 131, -35, '66', '130', '41.36']
['AAVE-USDT', '5m', '2021-01-08', '2021-02-07', '203', '9.43', '-27.47', 189, '31', '1.42', '6.88', '6', '13', 60, -25, '63', '140', '80.21']
['AAVE-USDT', '5m', '2021-05-22', '2021-06-21', '190', '116.07', '-23.78', 869820, '35', '5.59', '36585.27', '6', '16', 97, -33, '67', '123', '-15.09']
['AAVE-USDT', '5m', '2021-01-17', '2021-02-16', '205', '114.67', '-27.18', 805793, '30', '5.72', '29644.56', '6', '13', 159, -32, '62', '143', '103.77']
['AAVE-USDT', '5m', '2021-07-07', '2021-08-06', '190', '62.99', '-23.59', 31371, '27', '4.37', '1329.85', '4', '12', 135, -25, '52', '138', '16.45']
['AAVE-USDT', '5m', '2021-02-10', '2021-03-12', '180', '24.93', '-31.94', 1275, '29', '2.37', '39.92', '4', '11', 86, -24, '53', '127', '38.87']
['AAVE-USDT', '5m', '2021-01-06', '2021-02-05', '203', '12.63', '-27.31', 306, '32', '1.6', '11.19', '6', '13', 60, -25, '65', '138', '74.74']
['AAVE-USDT', '5m', '2021-02-28', '2021-03-30', '206', '77.34', '-19.6', 84940, '31', '5.39', '4334.21', '4', '16', 73, -17, '64', '142', '28.73']
['AAVE-USDT', '5m', '2021-01-15', '2021-02-14', '196', '98.14', '-27.56', 313652, '32', '5.68', '11379.51', '6', '13', 139, -28, '63', '133', '126.77']
['AAVE-USDT', '5m', '2021-02-26', '2021-03-28', '210', '35.82', '-20.07', 3579, '30', '3.09', '178.29', '4', '16', 64, -20, '63', '147', '21.66']
['AAVE-USDT', '5m', '2020-12-13', '2021-01-12', '214', '100.25', '-20.52', 355299, '31', '5.15', '17311.57', '6', '22', 123, -37, '66', '148', '53.81']
['AAVE-USDT', '5m', '2021-04-18', '2021-05-18', '218', '101.49', '-35.19', 382202, '31', '4.83', '10860.62', '4', '12', 193, -28, '68', '150', '6.13']
['AAVE-USDT', '5m', '2021-02-12', '2021-03-14', '177', '25.83', '-31.25', 1395, '31', '2.43', '44.65', '5', '11', 60, -19, '55', '122', '22.43']
['AAVE-USDT', '5m', '2021-03-18', '2021-04-17', '220', '58.83', '-11.38', 23121, '28', '5.22', '2031.62', '4', '16', 74, -18, '61', '159', '69.86']
['AAVE-USDT', '5m', '2021-05-31', '2021-06-30', '197', '118.34', '-18.58', 983767, '32', '6.33', '52935.13', '5', '15', 107, -29, '63', '134', '-17.47']
['AAVE-USDT', '5m', '2021-01-21', '2021-02-20', '200', '70.06', '-25.71', 51797, '30', '4.91', '2014.99', '7', '13', 122, -25, '61', '139', '183.43']
['AAVE-USDT', '5m', '2020-12-29', '2021-01-28', '190', '73.84', '-18.26', 67110, '32', '4.15', '3676.28', '6', '22', 81, -28, '60', '130', '67.73']
['AAVE-USDT', '5m', '2020-12-31', '2021-01-30', '192', '58.02', '-18.36', 21769, '32', '3.53', '1185.5', '6', '18', 81, -28, '62', '130', '78.58']
['AAVE-USDT', '5m', '2021-04-19', '2021-05-19', '227', '98.42', '-35.28', 319019, '32', '4.77', '9042.99', '4', '12', 203, -28, '73', '154', '10.87']
['AAVE-USDT', '5m', '2021-03-30', '2021-04-29', '210', '113.93', '-27.67', 773811, '31', '6.14', '27967.71', '4', '13', 166, -27, '65', '145', '56.85']
['AAVE-USDT', '5m', '2021-02-23', '2021-03-25', '205', '28.3', '-26.75', 1781, '29', '2.58', '66.58', '4', '16', 59, -20, '60', '145', '-8.29']
['AAVE-USDT', '5m', '2020-12-20', '2021-01-19', '203', '85.96', '-12.55', 148536, '33', '5.42', '11835.17', '6', '22', 123, -39, '66', '137', '63.17']
['AAVE-USDT', '5m', '2021-01-04', '2021-02-03', '206', '53.3', '-26.86', 15192, '33', '3.51', '565.51', '6', '13', 84, -37, '67', '139', '65.17']
['AAVE-USDT', '5m', '2021-06-10', '2021-07-10', '178', '218.84', '-8.18', 84952980, '36', '11.3', '10389922.29', '4', '8', 235, -38, '64', '114', '-19.53']
['AAVE-USDT', '5m', '2021-06-24', '2021-07-24', '176', '161.92', '-12.69', 8385188, '34', '8.86', '660929.32', '5', '10', 236, -33, '59', '117', '6.17']
['AAVE-USDT', '5m', '2021-02-28', '2021-03-30', '206', '77.34', '-19.6', 84940, '31', '5.39', '4334.21', '4', '16', 73, -17, '64', '142', '28.73']
['AAVE-USDT', '5m', '2021-02-08', '2021-03-10', '170', '54.06', '-31.88', 16116, '31', '3.83', '505.55', '5', '11', 98, -27, '53', '117', '84.96']
['AAVE-USDT', '5m', '2021-01-22', '2021-02-21', '197', '50.88', '-25.86', 12585, '29', '3.96', '486.68', '4', '13', 114, -23, '58', '139', '188.02']
['AAVE-USDT', '5m', '2021-06-03', '2021-07-03', '195', '190.55', '-10.75', 28446291, '36', '9.48', '2647325.47', '5', '8', 122, -37, '70', '125', '-29.56']
['AAVE-USDT', '5m', '2021-03-23', '2021-04-22', '197', '142.59', '-9.2', 3401397, '32', '9.11', '369829.94', '5', '13', 86, -19, '64', '133', '72.78']
['AAVE-USDT', '5m', '2021-03-02', '2021-04-01', '215', '73.19', '-20.15', 64208, '30', '5.38', '3186.07', '4', '16', 71, -14, '65', '150', '28.45']
['AAVE-USDT', '5m', '2020-12-14', '2021-01-13', '220', '79.22', '-16.82', 96153, '30', '4.74', '5715.34', '6', '22', 123, -37, '67', '153', '46.03']
['AAVE-USDT', '5m', '2021-03-29', '2021-04-28', '202', '146.99', '-27.62', 4202606, '32', '7.28', '152144.42', '4', '13', 179, -30, '65', '137', '64.4']
['AAVE-USDT', '5m', '2020-12-26', '2021-01-25', '194', '84.49', '-18.33', 135282, '32', '4.54', '7381.87', '6', '22', 97, -28, '62', '132', '87.73']
