['Pair', 'TF', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['ETH-USDT', '5m', '2021-02-23', '2021-03-16', '46', '4.06', '-3.96', 93, '33', '2.38', '23.57', '2', '7', 410, -117, '15', '31', '0.84']
['ETH-USDT', '5m', '2021-06-19', '2021-07-10', '54', '-1.33', '-9.27', -20, '35', '-0.41', '-2.14', '3', '6', 339, -135, '19', '35', '-3.78']
['ETH-USDT', '5m', '2020-12-24', '2021-01-14', '55', '7.33', '-11.45', 224, '38', '2.07', '19.53', '3', '4', 961, -200, '21', '34', '93.63']
['ETH-USDT', '5m', '2021-01-22', '2021-02-12', '63', '-4.17', '-12.3', -51, '35', '-1.61', '-4.12', '4', '8', 319, -171, '22', '41', '60.73']
['ETH-USDT', '5m', '2021-04-10', '2021-05-01', '56', '-0.75', '-8.83', -12, '38', '-0.12', '-1.33', '4', '8', 483, -182, '21', '35', '34.11']
['ETH-USDT', '5m', '2021-05-16', '2021-06-06', '50', '18.72', '-4.7', 1623, '50', '6.01', '345.09', '4', '4', 693, -211, '25', '25', '-28.22']
['ETH-USDT', '5m', '2021-05-30', '2021-06-20', '59', '5.99', '-3.84', 162, '46', '3.34', '42.28', '4', '6', 352, -187, '27', '32', '-5.1']
['ETH-USDT', '5m', '2021-02-11', '2021-03-04', '48', '6.09', '-3.68', 166, '35', '3.47', '45.26', '3', '5', 414, -150, '17', '31', '-10.06']
['ETH-USDT', '5m', '2021-06-24', '2021-07-15', '55', '-6.77', '-9.28', -69, '29', '-3.32', '-7.41', '2', '6', 322, -128, '16', '39', '1.42']
['ETH-USDT', '5m', '2021-02-22', '2021-03-15', '44', '3.87', '-3.73', 88, '32', '2.32', '23.53', '2', '7', 415, -118, '14', '30', '-4.45']
