['Pair', 'TF', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['AAVE-USDT', '5m', '2021-04-23', '2021-05-07', '125', '-13.39', '-29.6', -97, '25', '-0.15', '-3.28', '3', '12', 207, -49, '31', '94', '38.14']
['AAVE-USDT', '5m', '2021-07-17', '2021-07-31', '89', '33.35', '-23.25', 109872, '28', '4.23', '4725.13', '5', '12', 344, -53, '25', '64', '27.14']
['AAVE-USDT', '5m', '2021-02-01', '2021-02-15', '98', '59.13', '-21.4', 8115367, '31', '6.85', '379307.61', '4', '7', 306, -70, '30', '68', '89.28']
['AAVE-USDT', '5m', '2021-06-10', '2021-06-24', '106', '102.43', '-9.63', 2834366592, '33', '10.02', '294200754.37', '3', '8', 314, -112, '35', '71', '-27.83']
['AAVE-USDT', '5m', '2021-07-28', '2021-08-11', '96', '24.0', '-17.85', 18654, '30', '3.76', '1045.07', '3', '12', 262, -67, '29', '67', '32.27']
['AAVE-USDT', '5m', '2021-01-24', '2021-02-07', '113', '-27.0', '-38.72', -100, '27', '-4.96', '-2.58', '5', '14', 137, -57, '31', '82', '40.57']
['AAVE-USDT', '5m', '2021-07-01', '2021-07-15', '87', '16.52', '-20.18', 4032, '37', '3.29', '199.84', '7', '10', 398, -68, '32', '55', '-6.06']
['AAVE-USDT', '5m', '2021-01-20', '2021-02-03', '120', '-23.26', '-39.37', -100, '31', '-3.12', '-2.54', '6', '14', 161, -62, '37', '83', '13.43']
['AAVE-USDT', '5m', '2021-07-13', '2021-07-27', '81', '-4.57', '-35.79', -68, '28', '0.42', '-1.9', '6', '9', 150, -55, '23', '58', '1.69']
['AAVE-USDT', '5m', '2021-05-04', '2021-05-18', '109', '32.58', '-23.27', 95450, '30', '4.22', '4101.89', '3', '12', 270, -59, '33', '76', '-8.26']
['AAVE-USDT', '5m', '2021-02-07', '2021-02-21', '88', '32.11', '-21.17', 87527, '26', '4.78', '4134.05', '3', '7', 238, -84, '23', '65', '67.46']
['AAVE-USDT', '5m', '2021-03-22', '2021-04-05', '101', '52.4', '-15.35', 2835538, '33', '7.4', '184745.05', '3', '10', 124, -42, '33', '68', '21.91']
['AAVE-USDT', '5m', '2021-04-29', '2021-05-13', '119', '6.82', '-28.03', 398, '28', '1.71', '14.19', '3', '12', 216, -53, '33', '86', '15.43']
['AAVE-USDT', '5m', '2021-04-21', '2021-05-05', '113', '58.67', '-31.3', 7558637, '29', '5.59', '241526.81', '3', '12', 421, -75, '33', '80', '6.65']
['AAVE-USDT', '5m', '2020-12-20', '2021-01-03', '119', '12.67', '-18.03', 1722, '28', '3.05', '95.51', '3', '25', 303, -62, '33', '86', '5.76']
['AAVE-USDT', '5m', '2021-02-15', '2021-03-01', '79', '45.98', '-21.64', 994298, '27', '4.84', '45953.13', '3', '11', 264, -74, '21', '58', '-10.62']
['AAVE-USDT', '5m', '2021-01-05', '2021-01-19', '90', '36.78', '-22.91', 204012, '36', '4.16', '8905.52', '3', '10', 219, -82, '32', '58', '30.25']
['AAVE-USDT', '5m', '2021-06-25', '2021-07-09', '77', '68.32', '-12.5', 31837366, '39', '9.13', '2546137.38', '4', '7', 540, -90, '30', '47', '5.42']
['AAVE-USDT', '5m', '2021-01-08', '2021-01-22', '92', '26.26', '-22.85', 29037, '34', '3.21', '1271.0', '5', '10', 237, -66, '31', '61', '-4.32']
