['Pair', 'TF', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['AAVE-USDT', '5m', '2020-12-24', '2021-01-14', '61', '33.66', '-4.92', 12217, '49', '6.98', '2481.43', '6', '6', 81, -25, '30', '31', '94.78']
['AAVE-USDT', '5m', '2020-12-25', '2021-01-15', '63', '27.81', '-7.97', 5758, '46', '5.81', '722.14', '6', '6', 80, -24, '29', '34', '82.99']
['AAVE-USDT', '5m', '2021-05-02', '2021-05-23', '61', '30.74', '-8.36', 8440, '39', '6.54', '1009.89', '3', '5', 129, -22, '24', '37', '-34.27']
['AAVE-USDT', '5m', '2021-07-21', '2021-08-11', '47', '13.6', '-6.96', 730, '36', '4.78', '104.81', '4', '6', 90, -20, '17', '30', '72.58']
['AAVE-USDT', '5m', '2021-06-30', '2021-07-21', '57', '1.62', '-12.06', 30, '32', '0.79', '2.53', '2', '8', 120, -20, '18', '39', '-6.29']
['AAVE-USDT', '5m', '2021-02-03', '2021-02-24', '56', '12.26', '-6.44', 581, '32', '4.18', '90.33', '2', '8', 69, -20, '18', '38', '19.67']
['AAVE-USDT', '5m', '2021-03-06', '2021-03-27', '62', '6.7', '-5.83', 193, '31', '2.8', '33.19', '3', '6', 77, -15, '19', '43', '-2.9']
['AAVE-USDT', '5m', '2021-03-03', '2021-03-24', '62', '7.32', '-5.84', 223, '34', '2.58', '38.19', '3', '6', 77, -16, '21', '41', '-15.12']
['AAVE-USDT', '5m', '2021-04-25', '2021-05-16', '59', '18.39', '-7.14', 1546, '36', '5.88', '216.39', '3', '5', 98, -20, '21', '38', '62.65']
['AAVE-USDT', '5m', '2021-06-12', '2021-07-03', '59', '32.8', '-3.37', 10968, '44', '9.02', '3256.26', '3', '6', 71, -21, '26', '33', '-17.67']
['AAVE-USDT', '5m', '2021-02-01', '2021-02-22', '64', '5.35', '-6.45', 137, '33', '2.13', '21.31', '2', '8', 67, -20, '21', '43', '45.72']
