['Pair', 'TF', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['AAVE-USDT', '5m', '2021-03-08', '2021-04-05', '157', '-9.05', '-21.71', -70, '31', '-1.39', '-3.21', '4', '9', 119, -23, '49', '108', '-2.65']
['AAVE-USDT', '5m', '2021-02-13', '2021-03-13', '147', '20.67', '-23.65', 964, '35', '2.42', '40.76', '5', '8', 118, -35, '52', '95', '-29.72']
['AAVE-USDT', '5m', '2021-03-13', '2021-04-10', '163', '-11.59', '-22.69', -79, '31', '-1.81', '-3.47', '3', '9', 119, -23, '51', '112', '-3.86']
['AAVE-USDT', '5m', '2021-02-27', '2021-03-27', '153', '4.82', '-17.38', 81, '32', '1.09', '4.65', '5', '7', 134, -33, '49', '104', '10.41']
['AAVE-USDT', '5m', '2021-01-11', '2021-02-08', '167', '28.59', '-31.95', 2268, '33', '2.77', '71.01', '5', '10', 251, -44, '55', '112', '271.53']
['AAVE-USDT', '5m', '2021-05-05', '2021-06-02', '158', '71.72', '-16.28', 90161, '35', '5.35', '5537.38', '5', '8', 217, -53, '55', '103', '-16.55']
['AAVE-USDT', '5m', '2021-03-07', '2021-04-04', '156', '-6.37', '-21.72', -56, '31', '-0.8', '-2.59', '4', '9', 125, -25, '49', '107', '-2.21']
['AAVE-USDT', '5m', '2021-01-21', '2021-02-18', '165', '18.43', '-31.93', 741, '30', '2.13', '23.2', '3', '10', 112, -33, '49', '116', '127.12']
['AAVE-USDT', '5m', '2020-11-15', '2020-12-13', '173', '-22.11', '-29.03', -96, '29', '-2.19', '-3.3', '3', '10', 82, -30, '51', '122', '16.3']
['AAVE-USDT', '5m', '2021-07-09', '2021-08-06', '147', '11.58', '-17.48', 297, '28', '1.97', '17.01', '5', '10', 145, -34, '41', '106', '27.74']
['AAVE-USDT', '5m', '2021-02-19', '2021-03-19', '145', '4.88', '-21.95', 82, '34', '1.1', '3.75', '5', '7', 125, -31, '50', '95', '-18.2']
