'Pair','TF','StartDate','EndDate','TotalTrades','TotalNetProfit','Max.DD','AnnualProfit','Winrate','Sharpe','Calmar','WinningStrike','LosingStrike','LargestWinning','LargestLosing','Num.ofWins','Num.ofLosses','MarketChange'
'ADA-USDT','15m','2021-06-08','2021-06-22','201','191.58','-22.84',20367621937597,'43','5.69','891758446746.32','25','41',27,-5,'86','115','-30.13'
'ADA-USDT','15m','2021-06-21','2021-07-05','212','183.26','-27.81',10073090003637,'42','5.72','362263240653.63','15','27',37,-12,'88','124','-6.91'
'ADA-USDT','15m','2021-06-14','2021-06-28','213','175.11','-19.9',4948612701396,'45','5.54','248644887470.15','15','27',34,-15,'95','118','-24.28'
'ADA-USDT','15m','2021-08-13','2021-08-27','211','162.48','-19.22',1577230876523,'38','10.85','82078388788.72','16','16',189,-13,'81','130','18.19'
'ADA-USDT','15m','2021-07-31','2021-08-14','209','160.27','-16.52',1284135716861,'44','9.6','77710620765.57','13','18',33,-9,'93','116','40.25'
'ADA-USDT','15m','2021-07-14','2021-07-28','198','130.62','-9.84',67653230049,'52','11.13','6877844373.86','17','10',33,-6,'102','96','6.5'
'ADA-USDT','15m','2021-06-20','2021-07-04','206','134.25','-27.8',98994008608,'37','5.18','3560479337.21','15','27',35,-11,'76','130','-7.52'
'ADA-USDT','15m','2021-08-11','2021-08-25','202','119.54','-13.9',20414290766,'34','8.68','1469144540.92','11','16',182,-13,'69','133','31.97'
'ADA-USDT','15m','2021-05-18','2021-06-01','161','120.94','-28.4',23833500276,'32','6.87','839267691.93','9','17',63,-17,'51','110','-29.99'
'ADA-USDT','15m','2021-07-13','2021-07-27','190','110.7','-9.86',7514758312,'49','9.83','762332293.48','17','12',32,-5,'93','97','-1.61'
'ADA-USDT','15m','2021-07-27','2021-08-10','240','110.43','-16.53',7281576086,'38','10.28','440619416.96','9','18',41,-6,'92','148','33.91'
'ADA-USDT','15m','2021-08-12','2021-08-26','209','100.82','-19.27',2336157950,'34','7.65','121207206.96','11','16',184,-13,'71','138','25.61'
'ADA-USDT','15m','2021-05-11','2021-05-25','132','101.18','-26.1',2439486074,'30','6.28','93449434.04','7','26',51,-7,'39','93','-31.81'
'ADA-USDT','15m','2021-07-20','2021-08-03','221','88.01','-10.16',469896115,'42','9.22','46234630.74','17','18',32,-9,'92','129','39.48'
'ADA-USDT','15m','2021-06-07','2021-06-21','198','84.99','-18.58',316608517,'42','6.83','17038819.13','10','21',19,-7,'83','115','-18.56'
'ADA-USDT','15m','2021-08-23','2021-09-06','252','85.22','-22.0',326356164,'28','7.47','14832565.59','12','31',63,-6,'71','181','25.65'
'ADA-USDT','15m','2021-05-31','2021-06-14','229','67.72','-18.5',29186281,'37','5.71','1577238.57','13','21',23,-8,'84','145','-2.6'
'ADA-USDT','15m','2021-08-22','2021-09-05','264','62.39','-22.02',13292226,'30','6.17','603738.92','12','21',47,-5,'79','185','19.43'
'ADA-USDT','15m','2021-05-09','2021-05-23','159','63.49','-26.19',15656165,'28','4.88','597796.53','6','26',33,-7,'45','114','-43.43'
'ADA-USDT','15m','2021-05-14','2021-05-28','161','58.24','-28.22',7075738,'29','4.6','250757.58','7','25',52,-14,'47','114','-27.07'
'ADA-USDT','15m','2021-08-19','2021-09-02','247','41.62','-22.02',475662,'30','4.61','21603.07','12','21',47,-6,'74','173','20.36'
'ADA-USDT','15m','2021-05-27','2021-06-10','230','22.42','-20.1',13645,'33','3.02','678.94','9','18',21,-7,'76','154','-13.65'
'ADA-USDT','15m','2021-07-03','2021-07-17','209','17.25','-19.91',4702,'37','3.56','236.13','12','14',15,-6,'77','132','-13.26'
'ADA-USDT','15m','2021-08-16','2021-08-30','223','17.53','-22.25',4997,'29','2.83','224.56','12','21',107,-7,'64','159','12.53'
'ADA-USDT','15m','2021-04-15','2021-04-29','180','5.44','-18.17',263,'29','1.62','14.46','3','21',21,-7,'52','128','7.46'
'ADA-USDT','15m','2021-04-27','2021-05-11','242','-46.17','-54.19',-100,'18','-6.68','-1.85','4','37',19,-7,'44','198','37.24'
'ADA-USDT','15m','2021-04-28','2021-05-12','244','-51.43','-51.43',-100,'18','-8.9','-1.94','4','37',12,-5,'45','199','39.78'
'ADA-USDT','15m','2021-04-30','2021-05-14','204','-33.62','-49.46',-100,'19','-4.59','-2.02','4','37',15,-7,'39','165','23.71'
'ADA-USDT','15m','2021-04-17','2021-05-01','198','-6.75','-33.12',-82,'25','0.07','-2.47','5','21',21,-7,'49','149','4.54'
'ADA-USDT','15m','2021-05-24','2021-06-07','218','-11.71','-22.03',-95,'31','0.05','-4.32','9','18',18,-7,'67','151','31.91'
