'Pair','TF','StartDate','EndDate','TotalTrades','TotalNetProfit','Max.DD','AnnualProfit','Winrate','Sharpe','Calmar','WinningStrike','LosingStrike','LargestWinning','LargestLosing','Num.ofWins','Num.ofLosses','MarketChange'
'ADA-USDT','15m','2021-07-16','2021-08-03','281','166.85','-10.16',15443491879,'44','10.42','1519658606.26','17','18',45,-13,'123','158','25.23'
'ADA-USDT','15m','2021-07-24','2021-08-11','297','173.02','-16.52',23964379440,'41','10.38','1450257889.18','17','18',50,-8,'121','176','45.02'
'ADA-USDT','15m','2021-07-13','2021-07-31','278','165.18','-9.86',13694868787,'45','10.88','1389271656.81','19','12',45,-6,'126','152','11.33'
'ADA-USDT','15m','2021-07-11','2021-07-29','259','162.77','-9.84',11487669382,'44','10.56','1167118799.55','17','20',69,-7,'114','145','2.6'
'ADA-USDT','15m','2021-06-21','2021-07-09','271','175.93','-27.81',29376642572,'38','4.96','1056485917.8','15','27',39,-12,'104','167','-12.37'
'ADA-USDT','15m','2021-07-22','2021-08-09','290','165.87','-16.47',14387178215,'42','9.84','873563824.83','17','18',57,-9,'122','168','44.58'
'ADA-USDT','15m','2021-07-10','2021-07-28','270','157.12','-9.85',7568408650,'46','10.36','768366502.87','17','14',36,-7,'124','146','-1.54'
'ADA-USDT','15m','2021-06-15','2021-07-03','263','170.72','-27.97',20370183103,'40','4.91','728354892.13','15','27',42,-13,'105','158','-22.51'
'ADA-USDT','15m','2021-05-19','2021-06-06','227','170.66','-29.99',20282467264,'37','6.7','676416713.74','13','18',70,-19,'83','144','-37.18'
'ADA-USDT','15m','2021-07-26','2021-08-13','282','154.22','-16.53',6085271894,'41','9.41','368245979.94','9','18',41,-12,'116','166','46.61'
'ADA-USDT','15m','2021-08-15','2021-09-02','307','157.05','-22.01',7529702763,'33','8.4','342139806.85','12','21',158,-11,'102','205','27.8'
'ADA-USDT','15m','2021-08-13','2021-08-31','294','152.52','-22.0',5348116426,'35','8.06','243100359.72','12','21',189,-13,'103','191','31.54'
'ADA-USDT','15m','2021-08-13','2021-08-31','294','152.52','-22.0',5348116426,'35','8.06','243100359.72','12','21',189,-13,'103','191','31.54'
'ADA-USDT','15m','2021-06-20','2021-07-08','274','153.93','-27.8',5953560686,'37','4.83','214129421.6','15','27',49,-11,'102','172','-3.87'
'ADA-USDT','15m','2021-08-11','2021-08-29','251','138.0','-19.23',1715537895,'37','7.51','89229573.7','12','16',182,-13,'93','158','36.11'
'ADA-USDT','15m','2021-06-19','2021-07-07','283','142.2','-27.8',2400724514,'37','4.67','86350592.88','15','27',36,-11,'104','179','-6.83'
'ADA-USDT','15m','2021-06-19','2021-07-07','283','142.2','-27.8',2400724514,'37','4.67','86350592.88','15','27',36,-11,'104','179','-6.83'
'ADA-USDT','15m','2021-05-21','2021-06-08','265','131.99','-30.4',1049485384,'35','6.28','34523759.75','15','18',47,-13,'94','171','-22.98'
'ADA-USDT','15m','2021-05-21','2021-06-08','265','131.99','-30.4',1049485384,'35','6.28','34523759.75','15','18',47,-13,'94','171','-22.98'
'ADA-USDT','15m','2021-05-18','2021-06-05','227','121.67','-29.99',437738043,'32','5.89','14594034.74','9','18',63,-17,'72','155','-31.09'
'ADA-USDT','15m','2021-07-09','2021-07-27','261','107.68','-21.11',125157858,'43','7.71','5927902.19','17','14',31,-6,'111','150','-2.24'
'ADA-USDT','15m','2021-08-19','2021-09-06','309','105.68','-22.02',103864054,'28','7.19','4717181.95','12','21',70,-7,'88','221','41.09'
'ADA-USDT','15m','2021-08-19','2021-09-06','309','105.68','-22.02',103864054,'28','7.19','4717181.95','12','21',70,-7,'88','221','41.09'
'ADA-USDT','15m','2021-05-12','2021-05-30','197','104.86','-28.4',96224663,'30','5.51','3388210.41','7','26',56,-16,'60','137','-44.73'
'ADA-USDT','15m','2021-08-12','2021-08-30','285','100.44','-22.25',63277153,'33','6.05','2843602.89','12','21',184,-13,'95','190','28.69'
'ADA-USDT','15m','2021-08-14','2021-09-01','308','100.2','-22.01',61865997,'31','6.66','2811385.07','12','21',149,-10,'95','213','20.65'
'ADA-USDT','15m','2021-06-03','2021-06-21','267','86.69','-18.51',16164539,'40','5.9','873464.15','10','21',21,-7,'106','161','-20.83'
'ADA-USDT','15m','2021-05-09','2021-05-27','195','85.76','-26.19',14680118,'29','4.97','560528.34','7','26',48,-13,'57','138','-27.27'
'ADA-USDT','15m','2021-07-07','2021-07-25','252','82.87','-19.93',10861005,'40','7.65','544833.96','12','14',40,-6,'102','150','-10.36'
'ADA-USDT','15m','2021-05-14','2021-06-01','223','82.09','-28.4',10000431,'30','4.83','352147.29','9','25',52,-14,'66','157','-29.74'
'ADA-USDT','15m','2021-07-06','2021-07-24','270','68.43','-19.91',2236659,'40','6.55','112341.51','21','14',41,-6,'107','163','-8.63'
'ADA-USDT','15m','2021-05-15','2021-06-02','226','71.55','-30.33',3183295,'31','4.49','104951.12','9','17',58,-16,'70','156','-37.7'
'ADA-USDT','15m','2021-04-13','2021-05-01','257','67.89','-33.11',2103757,'30','5.87','63538.26','5','21',99,-13,'76','181','23.51'
'ADA-USDT','15m','2021-08-18','2021-09-05','308','62.87','-22.01',1173028,'28','5.26','53307.17','12','21',47,-6,'87','221','37.84'
'ADA-USDT','15m','2021-07-08','2021-07-26','265','61.04','-20.93',945062,'42','6.0','45164.21','14','14',31,-6,'110','155','-10.79'
'ADA-USDT','15m','2021-07-03','2021-07-21','258','53.56','-19.91',378580,'37','5.62','19012.83','12','14',17,-6,'96','162','-22.33'
'ADA-USDT','15m','2021-07-04','2021-07-22','263','51.0','-19.91',274267,'37','5.36','13776.65','12','14',18,-6,'98','165','-15.83'
'ADA-USDT','15m','2021-07-05','2021-07-23','262','50.51','-19.91',257636,'35','5.42','12942.53','12','14',38,-6,'92','170','-14.71'
'ADA-USDT','15m','2021-07-05','2021-07-23','262','50.51','-19.91',257636,'35','5.42','12942.53','12','14',38,-6,'92','170','-14.71'
'ADA-USDT','15m','2021-07-05','2021-07-23','262','50.51','-19.91',257636,'35','5.42','12942.53','12','14',38,-6,'92','170','-14.71'
'ADA-USDT','15m','2021-05-20','2021-06-07','245','53.64','-30.41',382734,'32','4.13','12587.41','9','18',45,-13,'79','166','-2.18'
'ADA-USDT','15m','2021-05-06','2021-05-24','216','55.58','-44.09',486766,'23','3.94','11040.48','7','37',37,-5,'50','166','-49.13'
'ADA-USDT','15m','2021-05-06','2021-05-24','216','55.58','-44.09',486766,'23','3.94','11040.48','7','37',37,-5,'50','166','-49.13'
'ADA-USDT','15m','2021-07-02','2021-07-20','270','46.84','-19.92',160349,'37','5.38','8050.98','14','14',16,-7,'101','169','-17.32'
'ADA-USDT','15m','2021-07-02','2021-07-20','270','46.84','-19.92',160349,'37','5.38','8050.98','14','14',16,-7,'101','169','-17.32'
'ADA-USDT','15m','2021-05-13','2021-05-31','211','49.29','-28.4',220177,'28','3.72','7753.04','7','30',49,-14,'59','152','-33.96'
'ADA-USDT','15m','2021-05-27','2021-06-14','298','46.31','-20.1',149547,'34','3.95','7441.16','13','21',21,-7,'102','196','-18.11'
'ADA-USDT','15m','2021-05-30','2021-06-17','291','45.4','-18.5',132620,'35','3.94','7167.42','10','21',21,-7,'101','190','-1.06'
'ADA-USDT','15m','2021-05-08','2021-05-26','204','49.51','-33.47',226679,'25','3.71','6772.87','7','32',44,-12,'52','152','-32.41'
'ADA-USDT','15m','2021-05-25','2021-06-12','292','24.24','-22.03',6370,'33','2.81','289.12','12','18',18,-7,'96','196','-14.6'
'ADA-USDT','15m','2021-05-23','2021-06-10','263','20.67','-25.9',3594,'32','2.62','138.8','9','18',20,-8,'85','178','6.77'
'ADA-USDT','15m','2021-06-25','2021-07-13','285','19.85','-33.42',3139,'33','2.64','93.93','13','24',19,-7,'95','190','1.05'
'ADA-USDT','15m','2021-06-27','2021-07-15','274','17.08','-33.42',1967,'32','2.51','58.85','12','24',17,-7,'88','186','5.73'
'ADA-USDT','15m','2021-05-05','2021-05-23','224','16.75','-47.31',1858,'23','2.29','39.27','6','37',24,-5,'51','173','-30.16'
'ADA-USDT','15m','2021-06-29','2021-07-17','267','14.5','-33.02',1248,'36','2.4','37.81','12','15',15,-6,'96','171','-11.16'
'ADA-USDT','15m','2021-06-29','2021-07-17','267','14.5','-33.02',1248,'36','2.4','37.81','12','15',15,-6,'96','171','-11.16'
'ADA-USDT','15m','2021-07-01','2021-07-19','280','7.65','-20.48',312,'36','1.72','15.23','12','15',15,-6,'100','180','-17.79'
'ADA-USDT','15m','2021-06-28','2021-07-16','260','7.69','-33.45',315,'33','1.78','9.42','12','15',15,-6,'87','173','-3.51'
'ADA-USDT','15m','2021-06-28','2021-07-16','260','7.69','-33.45',315,'33','1.78','9.42','12','15',15,-6,'87','173','-3.51'
'ADA-USDT','15m','2021-06-24','2021-07-12','284','4.71','-33.34',142,'31','1.59','4.27','10','24',19,-7,'87','197','8.98'
'ADA-USDT','15m','2021-04-27','2021-05-15','279','-54.73','-58.77',-100,'18','-6.43','-1.7','4','37',19,-7,'50','229','46.64'
'ADA-USDT','15m','2021-04-27','2021-05-15','279','-54.73','-58.77',-100,'18','-6.43','-1.7','4','37',19,-7,'50','229','46.64'
'ADA-USDT','15m','2021-04-24','2021-05-12','298','-50.65','-58.7',-100,'21','-5.88','-1.7','4','37',19,-7,'62','236','66.61'
'ADA-USDT','15m','2021-04-26','2021-05-14','272','-34.85','-57.8',-100,'22','-2.39','-1.73','4','37',22,-8,'59','213','54.6'
'ADA-USDT','15m','2021-04-22','2021-05-10','295','-41.45','-56.04',-100,'21','-4.33','-1.78','4','37',22,-8,'62','233','56.97'
'ADA-USDT','15m','2021-04-22','2021-05-10','295','-41.45','-56.04',-100,'21','-4.33','-1.78','4','37',22,-8,'62','233','56.97'
'ADA-USDT','15m','2021-04-22','2021-05-10','295','-41.45','-56.04',-100,'21','-4.33','-1.78','4','37',22,-8,'62','233','56.97'
'ADA-USDT','15m','2021-04-29','2021-05-17','279','-48.41','-51.74',-100,'21','-6.14','-1.93','6','37',13,-6,'58','221','27.96'
'ADA-USDT','15m','2021-04-21','2021-05-09','305','-44.34','-50.21',-100,'21','-5.06','-1.99','4','23',18,-6,'63','242','47.67'
'ADA-USDT','15m','2021-05-02','2021-05-20','259','-20.56','-49.29',-99,'21','-0.27','-2.0','5','37',18,-7,'55','204','-23.14'
'ADA-USDT','15m','2021-05-03','2021-05-21','242','-22.69','-47.97',-99,'22','-0.51','-2.07','4','37',15,-7,'53','189','-9.17'
'ADA-USDT','15m','2021-04-20','2021-05-08','289','-41.19','-45.56',-100,'22','-4.53','-2.2','4','21',17,-6,'64','225','46.63'
'ADA-USDT','15m','2021-04-19','2021-05-07','289','-33.71','-39.73',-100,'24','-3.35','-2.52','4','21',18,-6,'69','220','40.51'
'ADA-USDT','15m','2021-06-22','2021-07-10','267','-8.26','-27.82',-81,'31','0.66','-2.91','10','35',15,-8,'83','184','16.01'
