'Pair','TF','StartDate','EndDate','TotalTrades','TotalNetProfit','Max.DD','AnnualProfit','Winrate','Sharpe','Calmar','WinningStrike','LosingStrike','LargestWinning','LargestLosing','Num.ofWins','Num.ofLosses','MarketChange'
'ADA-USDT','15m','2021-06-04','2021-06-22','267','394.52','-18.51',2165905725960439,'46','6.65','117015997341968.45','25','21',46,-7,'123','144','-41.88'
'ADA-USDT','15m','2021-08-04','2021-08-22','248','372.04','-16.53',886187252623838,'44','12.53','53620221112400.41','11','13',404,-25,'108','140','60.96'
'ADA-USDT','15m','2021-08-04','2021-08-22','248','372.04','-16.53',886187252623828,'44','12.53','53620221112399.77','11','13',404,-25,'108','140','60.96'
'ADA-USDT','15m','2021-07-30','2021-08-17','271','345.58','-16.52',292605747540057,'47','12.13','17708190905892.32','11','18',120,-13,'127','144','50.69'
'ADA-USDT','15m','2021-07-30','2021-08-17','271','345.58','-16.52',292605747540057,'47','12.13','17708190905892.32','11','18',120,-13,'127','144','50.69'
'ADA-USDT','15m','2021-08-02','2021-08-20','263','319.12','-16.53',90237134217183,'44','11.64','5459991247440.62','11','17',181,-13,'116','147','54.86'
'ADA-USDT','15m','2021-08-02','2021-08-20','263','319.12','-16.53',90237134217183,'44','11.64','5459991247440.6','11','17',181,-13,'116','147','54.86'
'ADA-USDT','15m','2021-06-12','2021-06-30','256','295.79','-19.9',30040392540501,'43','6.02','1509433446883.41','15','27',56,-15,'109','147','-10.28'
'ADA-USDT','15m','2021-07-29','2021-08-16','287','287.39','-16.52',19887780846955,'45','11.27','1203538845829.35','19','18',57,-13,'130','157','56.33'
'ADA-USDT','15m','2021-06-07','2021-06-25','258','282.61','-20.03',15669728856987,'43','5.91','782246274937.33','15','27',51,-22,'110','148','-29.46'
'ADA-USDT','15m','2021-08-06','2021-08-24','262','279.27','-17.16',13237692044279,'41','10.59','771222880228.41','11','13',314,-22,'107','155','56.76'
'ADA-USDT','15m','2021-08-09','2021-08-27','266','278.29','-19.22',12601430823653,'42','10.86','655521054422.41','16','16',273,-19,'112','154','32.58'
'ADA-USDT','15m','2021-07-25','2021-08-12','289','273.43','-16.52',9828531699487,'43','12.67','594829859424.08','17','18',53,-8,'125','164','49.55'
'ADA-USDT','15m','2021-07-27','2021-08-14','292','254.62','-16.53',3642061366054,'42','10.8','220386759208.7','13','18',44,-12,'123','169','58.65'
'ADA-USDT','15m','2021-07-18','2021-08-05','287','232.65','-9.87',1065444439355,'44','13.29','107956166158.16','17','18',101,-13,'125','162','35.92'
'ADA-USDT','15m','2021-07-18','2021-08-05','287','232.65','-9.87',1065444439355,'44','13.29','107956166158.16','17','18',101,-13,'125','162','35.92'
'ADA-USDT','15m','2021-06-10','2021-06-28','276','224.57','-19.9',664577021955,'43','5.39','33396394905.48','15','27',40,-17,'118','158','-27.72'
'ADA-USDT','15m','2021-07-12','2021-07-30','263','206.75','-9.85',224525643630,'46','12.49','22787861603.04','17','11',75,-8,'122','141','3.57'
'ADA-USDT','15m','2021-07-12','2021-07-30','263','206.75','-9.85',224525643630,'46','12.49','22787861603.04','17','11',75,-8,'122','141','3.57'
'ADA-USDT','15m','2021-07-15','2021-08-02','272','199.37','-9.85',140683632004,'46','12.16','14275891803.41','17','10',47,-14,'126','146','17.8'
'ADA-USDT','15m','2021-06-08','2021-06-26','255','211.73','-22.84',305981945507,'40','5.29','13396850417.48','15','41',37,-14,'102','153','-30.32'
'ADA-USDT','15m','2021-06-16','2021-07-04','260','208.04','-27.8',243443655302,'40','5.3','8756181938.95','15','27',46,-15,'104','156','-18.87'
'ADA-USDT','15m','2021-08-10','2021-08-28','260','199.67','-19.22',143433516717,'40','8.79','7462319479.85','12','16',238,-16,'103','157','41.29'
'ADA-USDT','15m','2021-07-19','2021-08-06','283','186.25','-9.87',59474522387,'44','12.49','6025285689.79','17','18',73,-11,'125','158','38.72'
'ADA-USDT','15m','2021-08-07','2021-08-25','267','180.09','-14.1',39157629216,'37','8.77','2776229399.44','11','16',232,-16,'98','169','44.15'
'ADA-USDT','15m','2021-06-18','2021-07-06','267','182.03','-27.81',44710828021,'41','5.16','1608005538.63','15','27',40,-13,'109','158','-16.59'
