iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.ott_bw,parameters.tps_qty_index,parameters.max_risk
900,swcSL,0.3834450556482819,66,24,10.58,48,25,-5.15,48,350,150,68,43
900,st=3L,0.382237332044153,53,28,10.76,30,36,-26.7,48,342,92,17,43
900,*e\5n,0.36155535615199996,48,66,17.36,36,94,-30.95,6,304,139,21,64
900,sU=3L,0.3515685227583016,58,31,11.42,36,36,-18.7,48,264,92,17,43
900,swa3L,0.3480188874941047,60,25,11.93,36,25,-15.11,48,350,147,17,43
900,sV=3L,0.3417507919797631,56,32,11.01,38,36,-19.22,48,266,92,17,43
900,swc3r,0.33723522149442997,61,26,12.32,48,31,-16.72,48,350,150,17,67
900,swc3m,0.33723522149442997,61,26,12.32,48,31,-16.72,48,350,150,17,64
900,s]cGL,0.3129025745296912,66,30,8.82,41,36,-14.36,48,284,150,49,43
900,sw=3O,0.30826893241527986,48,27,5.69,29,34,-26.36,48,350,92,17,45
900,X-UH],0.30724981215320507,68,16,5.94,57,28,-2.45,32,163,128,51,54
900,`GLfP,0.3034959830918268,60,40,8.23,48,43,-10.08,37,228,115,98,45
900,sw=3C,0.301446793544062,50,24,5.88,32,31,-15.86,48,350,92,17,37
900,\QgbM,0.2944211709370811,52,17,9.26,35,28,-10.81,35,254,156,92,43
900,swc3h,0.28451064010200755,60,25,9.19,48,31,-16.72,48,350,150,17,61
900,Zw=3L,0.2841872427976581,48,37,7.44,39,41,-16.95,33,350,92,17,43
990,_hGO(,0.9258026627664637,60,10,12.62,20,5,-3.11,36,312,107,62,20
990,swc31,0.7986978793551481,75,12,16.06,50,6,1.69,48,350,150,17,26
990,s^=*L,0.7391245711590515,60,28,32.79,27,36,-18.5,48,287,92,3,43
990,_\FE0,0.6652006839515014,61,18,15.99,34,23,-6.79,36,282,106,46,25
990,se=*L,0.6115623710513335,54,31,28.97,25,35,-26.96,48,304,92,3,43
990,swn*L,0.5964024667105233,65,23,26.64,39,23,-14.07,48,350,166,3,43
990,swi3r,0.5777248819317001,68,25,20.34,46,32,-23.3,48,350,159,17,67
990,swT3L,0.5282540780867171,65,23,16.92,38,31,-11.68,48,350,127,17,43
990,swT*L,0.511357505032469,56,23,20.31,37,29,-8.19,48,350,127,3,43
990,smc3L,0.49991258449365006,72,22,21.34,44,29,-10.3,48,325,150,17,43
990,nwc3r,0.47946387357320147,66,27,19.38,40,35,-24.29,45,350,150,17,67
990,swcNL,0.47046788597514017,54,24,16.32,44,25,-2.4,48,350,150,60,43
990,YoVE0,0.45669070226918523,57,19,13.67,30,10,-4.64,33,330,130,46,25
990,swc3J,0.4460480415108376,62,24,14.64,45,24,-0.79,48,350,150,17,42
990,swc3M,0.4460480415108376,62,24,14.64,44,25,-5.13,48,350,150,17,43
990,awc3L,0.43452690941948574,69,26,19.75,46,32,-16.94,37,350,150,17,43
990,swc4L,0.4308552085687335,66,24,13.08,48,25,-6.52,48,350,150,19,43
990,swf3L,0.4252622687415422,65,23,16.31,44,25,-8.95,48,350,154,17,43
990,swc3;,0.4206701712081068,61,21,10.27,50,12,2.2,48,350,150,17,32
990,swcTL,0.41331487942537964,66,24,10.11,48,25,-7.81,48,350,150,70,43
990,swV*L,0.4125555463346656,52,25,17.62,40,27,-6.11,48,350,130,3,43
990,swd3r,0.41141910035043294,62,27,15.82,47,34,-17.97,48,350,151,17,67
990,swc*L,0.40915713395658254,54,24,17.14,44,25,1.14,48,350,150,3,43
990,swcqL,0.4039334757705835,66,24,6.78,45,24,-10.31,48,350,150,116,43
990,OrD<b,0.4017786491804493,53,39,14.41,41,48,-24.34,27,337,103,32,57
990,qwc3r,0.4010556658841149,64,28,17.15,45,35,-19.08,47,350,150,17,67
990,sws3L,0.3989535416164133,53,26,9.64,45,22,-8.59,48,350,174,17,43
990,bwc3r,0.393420195703519,60,28,16.78,44,38,-24.55,38,350,150,17,67
990,uwc3L,0.3860748356796476,68,22,15.4,42,26,-7.79,49,350,150,17,43
990,vwc3L,0.3860748356796476,68,22,15.4,42,26,-7.79,49,350,150,17,43
1080,_hGO(,0.9258026627664637,60,10,12.62,20,5,-3.11,36,312,107,62,20
1080,swc31,0.7986978793551481,75,12,16.06,50,6,1.69,48,350,150,17,26
1080,s^=*L,0.7391245711590515,60,28,32.79,27,36,-18.5,48,287,92,3,43
1080,_\FE0,0.6652006839515014,61,18,15.99,34,23,-6.79,36,282,106,46,25
1080,se=*L,0.6115623710513335,54,31,28.97,25,35,-26.96,48,304,92,3,43
1080,swn*L,0.5964024667105233,65,23,26.64,39,23,-14.07,48,350,166,3,43
1080,swi3r,0.5777248819317001,68,25,20.34,46,32,-23.3,48,350,159,17,67
1080,swT3L,0.5282540780867171,65,23,16.92,38,31,-11.68,48,350,127,17,43
1080,swT*L,0.511357505032469,56,23,20.31,37,29,-8.19,48,350,127,3,43
1080,nwc3r,0.47946387357320147,66,27,19.38,40,35,-24.29,45,350,150,17,67
1080,swcNL,0.47046788597514017,54,24,16.32,44,25,-2.4,48,350,150,60,43
1080,swc3J,0.4460480415108376,62,24,14.64,45,24,-0.79,48,350,150,17,42
1080,sw=3u,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,69
1080,sw=3w,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,70
1080,awc3L,0.43452690941948574,69,26,19.75,46,32,-16.94,37,350,150,17,43
1080,swc4L,0.4308552085687335,66,24,13.08,48,25,-6.52,48,350,150,19,43
1080,swc3;,0.4206701712081068,61,21,10.27,50,12,2.2,48,350,150,17,32
1080,swcTL,0.41331487942537964,66,24,10.11,48,25,-7.81,48,350,150,70,43
1080,swg3L,0.4132021094517049,68,22,17.59,46,26,-5.76,48,350,156,17,43
1080,swV*L,0.4125555463346656,52,25,17.62,40,27,-6.11,48,350,130,3,43
1080,swd3r,0.41141910035043294,62,27,15.82,47,34,-17.97,48,350,151,17,67
1080,swc*L,0.40915713395658254,54,24,17.14,44,25,1.14,48,350,150,3,43
1080,swcqL,0.4039334757705835,66,24,6.78,45,24,-10.31,48,350,150,116,43
1080,OrD<b,0.4017786491804493,53,39,14.41,41,48,-24.34,27,337,103,32,57
1080,sws3L,0.3989535416164133,53,26,9.64,45,22,-8.59,48,350,174,17,43
1080,uwc3L,0.3860748356796476,68,22,15.4,42,26,-7.79,49,350,150,17,43
1080,vwc3L,0.3860748356796476,68,22,15.4,42,26,-7.79,49,350,150,17,43
1080,st=3L,0.382237332044153,53,28,10.76,30,36,-26.7,48,342,92,17,43
1080,pw^3L,0.3780572150341074,66,24,15.06,42,28,-9.18,46,350,142,17,43
1080,swc3S,0.3752884597149829,62,24,12.67,44,27,-9.89,48,350,150,17,47
1170,_hGO(,0.9258026627664637,60,10,12.62,20,5,-3.11,36,312,107,62,20
1170,swc31,0.7986978793551481,75,12,16.06,50,6,1.69,48,350,150,17,26
1170,_\FE0,0.6652006839515014,61,18,15.99,34,23,-6.79,36,282,106,46,25
1170,s`c3L,0.6604278475007394,60,28,20.4,44,34,-1.8,48,292,150,17,43
1170,swn*L,0.5964024667105233,65,23,26.64,39,23,-14.07,48,350,166,3,43
1170,scc3L,0.5825747034178184,53,28,12.6,46,28,-4.56,48,299,150,17,43
1170,swi3r,0.5777248819317001,68,25,20.34,46,32,-23.3,48,350,159,17,67
1170,swk3L,0.5257497201892289,72,22,23.1,40,25,-17.04,48,350,162,17,43
1170,slc3L,0.5121714668813698,75,24,21.58,46,28,-7.99,48,322,150,17,43
1170,swT*L,0.511357505032469,56,23,20.31,37,29,-8.19,48,350,127,3,43
1170,nwc3r,0.47946387357320147,66,27,19.38,40,35,-24.29,45,350,150,17,67
1170,swcNL,0.47046788597514017,54,24,16.32,44,25,-2.4,48,350,150,60,43
1170,swc3J,0.4460480415108376,62,24,14.64,45,24,-0.79,48,350,150,17,42
1170,swc3G,0.4460480415108376,62,24,14.64,42,21,-2.43,48,350,150,17,40
1170,swc3D,0.4460480415108376,62,24,14.64,33,21,-12.46,48,350,150,17,38
1170,swc3F,0.4460480415108376,62,24,14.64,33,21,-12.46,48,350,150,17,39
1170,swc3G,0.4460480415108376,62,24,14.64,42,21,-2.43,48,350,150,17,40
1170,twc3L,0.4460480415108376,62,24,14.64,44,25,-5.13,48,350,150,17,43
1170,sw=3u,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,69
1170,sw=3w,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,70
1170,sic3L,0.44192599529204313,68,25,16.69,50,28,-4.81,48,315,150,17,43
1170,awc3L,0.43452690941948574,69,26,19.75,46,32,-16.94,37,350,150,17,43
1170,swc4L,0.4308552085687335,66,24,13.08,48,25,-6.52,48,350,150,19,43
1170,swc3;,0.4206701712081068,61,21,10.27,50,12,2.2,48,350,150,17,32
1170,swc3;,0.4206701712081068,61,21,10.27,50,12,2.2,48,350,150,17,32
1170,swcTL,0.41331487942537964,66,24,10.11,48,25,-7.81,48,350,150,70,43
1170,swV*L,0.4125555463346656,52,25,17.62,40,27,-6.11,48,350,130,3,43
1170,swcgL,0.4114107221974476,66,24,8.51,48,25,-7.98,48,350,150,100,43
1170,swc*L,0.40915713395658254,54,24,17.14,44,25,1.14,48,350,150,3,43
1170,swc*L,0.40915713395658254,54,24,17.14,44,25,1.14,48,350,150,3,43
1260,_hGO(,0.9258026627664637,60,10,12.62,20,5,-3.11,36,312,107,62,20
1260,_\FE0,0.6652006839515014,61,18,15.99,34,23,-6.79,36,282,106,46,25
1260,s`c3L,0.6604278475007394,60,28,20.4,44,34,-1.8,48,292,150,17,43
1260,s`=3L,0.6270462312470243,60,28,21.38,35,39,-24.66,48,292,92,17,43
1260,swn*L,0.5964024667105233,65,23,26.64,39,23,-14.07,48,350,166,3,43
1260,swi3r,0.5777248819317001,68,25,20.34,46,32,-23.3,48,350,159,17,67
1260,slc3L,0.5121714668813698,75,24,21.58,46,28,-7.99,48,322,150,17,43
1260,swT*L,0.511357505032469,56,23,20.31,37,29,-8.19,48,350,127,3,43
1260,nwc3r,0.47946387357320147,66,27,19.38,40,35,-24.29,45,350,150,17,67
1260,swcNL,0.47046788597514017,54,24,16.32,44,25,-2.4,48,350,150,60,43
1260,swc3J,0.4460480415108376,62,24,14.64,45,24,-0.79,48,350,150,17,42
1260,swc3G,0.4460480415108376,62,24,14.64,42,21,-2.43,48,350,150,17,40
1260,swc3D,0.4460480415108376,62,24,14.64,33,21,-12.46,48,350,150,17,38
1260,swc3F,0.4460480415108376,62,24,14.64,33,21,-12.46,48,350,150,17,39
1260,swc3G,0.4460480415108376,62,24,14.64,42,21,-2.43,48,350,150,17,40
1260,twc3L,0.4460480415108376,62,24,14.64,44,25,-5.13,48,350,150,17,43
1260,sw=3u,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,69
1260,sw=3w,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,70
1260,sw=3u,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,69
1260,sw=3w,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,70
1260,sic3L,0.44192599529204313,68,25,16.69,50,28,-4.81,48,315,150,17,43
1260,awc3L,0.43452690941948574,69,26,19.75,46,32,-16.94,37,350,150,17,43
1260,sg=3L,0.43259225825452857,51,31,14.29,29,37,-29.89,48,309,92,17,43
1260,swc4L,0.4308552085687335,66,24,13.08,48,25,-6.52,48,350,150,19,43
1260,swc3;,0.4206701712081068,61,21,10.27,50,12,2.2,48,350,150,17,32
1260,swc3;,0.4206701712081068,61,21,10.27,50,12,2.2,48,350,150,17,32
1260,swcTL,0.41331487942537964,66,24,10.11,48,25,-7.81,48,350,150,70,43
1260,swV*L,0.4125555463346656,52,25,17.62,40,27,-6.11,48,350,130,3,43
1260,swcgL,0.4114107221974476,66,24,8.51,48,25,-7.98,48,350,150,100,43
1260,swc*L,0.40915713395658254,54,24,17.14,44,25,1.14,48,350,150,3,43
1350,_hGO(,0.9258026627664637,60,10,12.62,20,5,-3.11,36,312,107,62,20
1350,_\FE0,0.6652006839515014,61,18,15.99,34,23,-6.79,36,282,106,46,25
1350,s`c3L,0.6604278475007394,60,28,20.4,44,34,-1.8,48,292,150,17,43
1350,swn*L,0.5964024667105233,65,23,26.64,39,23,-14.07,48,350,166,3,43
1350,swi3r,0.5777248819317001,68,25,20.34,46,32,-23.3,48,350,159,17,67
1350,slc3L,0.5121714668813698,75,24,21.58,46,28,-7.99,48,322,150,17,43
1350,swT*L,0.511357505032469,56,23,20.31,37,29,-8.19,48,350,127,3,43
1350,nwc3r,0.47946387357320147,66,27,19.38,40,35,-24.29,45,350,150,17,67
1350,swc3J,0.4460480415108376,62,24,14.64,45,24,-0.79,48,350,150,17,42
1350,swc3G,0.4460480415108376,62,24,14.64,42,21,-2.43,48,350,150,17,40
1350,swc3D,0.4460480415108376,62,24,14.64,33,21,-12.46,48,350,150,17,38
1350,swc3F,0.4460480415108376,62,24,14.64,33,21,-12.46,48,350,150,17,39
1350,swc3G,0.4460480415108376,62,24,14.64,42,21,-2.43,48,350,150,17,40
1350,twc3L,0.4460480415108376,62,24,14.64,44,25,-5.13,48,350,150,17,43
1350,sw=3u,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,69
1350,sw=3w,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,70
1350,sw=3u,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,69
1350,sw=3w,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,70
1350,sic3L,0.44192599529204313,68,25,16.69,50,28,-4.81,48,315,150,17,43
1350,awc3L,0.43452690941948574,69,26,19.75,46,32,-16.94,37,350,150,17,43
1350,`wc3L,0.43452690941948574,69,26,19.75,46,32,-16.94,37,350,150,17,43
1350,sg=3L,0.43259225825452857,51,31,14.29,29,37,-29.89,48,309,92,17,43
1350,swc4L,0.4308552085687335,66,24,13.08,48,25,-6.52,48,350,150,19,43
1350,jwq3L,0.42867771001031896,66,24,16.93,50,30,-2.57,43,350,171,17,43
1350,swc3;,0.4206701712081068,61,21,10.27,50,12,2.2,48,350,150,17,32
1350,swc3;,0.4206701712081068,61,21,10.27,50,12,2.2,48,350,150,17,32
1350,jtc3L,0.4172346859520846,64,25,15.7,40,30,-15.17,43,342,150,17,43
1350,swV*L,0.4125555463346656,52,25,17.62,40,27,-6.11,48,350,130,3,43
1350,swcgL,0.4114107221974476,66,24,8.51,48,25,-7.98,48,350,150,100,43
1350,swc*L,0.40915713395658254,54,24,17.14,44,25,1.14,48,350,150,3,43
1440,_hGO(,0.9258026627664637,60,10,12.62,20,5,-3.11,36,312,107,62,20
1440,_\FE0,0.6652006839515014,61,18,15.99,34,23,-6.79,36,282,106,46,25
1440,s`c3L,0.6604278475007394,60,28,20.4,44,34,-1.8,48,292,150,17,43
1440,swn*L,0.5964024667105233,65,23,26.64,39,23,-14.07,48,350,166,3,43
1440,jwj3n,0.534953829319067,73,26,20.98,42,33,-25.04,43,350,160,17,64
1440,jac3n,0.519451713842305,58,31,14.59,40,42,-28.47,43,294,150,17,64
1440,swT*L,0.511357505032469,56,23,20.31,37,29,-8.19,48,350,127,3,43
1440,joc3n,0.5063916144845112,68,25,22.28,42,35,-24.24,43,330,150,17,64
1440,jw]3n,0.5016426312320134,64,28,18.82,44,34,-18.98,43,350,141,17,64
1440,cwc3n,0.4959195320255145,67,28,20.8,44,36,-19.89,39,350,150,17,64
1440,jwcWn,0.4771825295296963,62,27,17.08,43,37,-19.51,43,350,150,74,64
1440,jwcMn,0.4649454908589739,59,27,19.39,43,37,-17.94,43,350,150,59,64
1440,swc3J,0.4460480415108376,62,24,14.64,45,24,-0.79,48,350,150,17,42
1440,swc3G,0.4460480415108376,62,24,14.64,42,21,-2.43,48,350,150,17,40
1440,swc3D,0.4460480415108376,62,24,14.64,33,21,-12.46,48,350,150,17,38
1440,swc3F,0.4460480415108376,62,24,14.64,33,21,-12.46,48,350,150,17,39
1440,swc3G,0.4460480415108376,62,24,14.64,42,21,-2.43,48,350,150,17,40
1440,twc3L,0.4460480415108376,62,24,14.64,44,25,-5.13,48,350,150,17,43
1440,sw=3u,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,69
1440,sw=3w,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,70
1440,sw=3u,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,69
1440,sic3L,0.44192599529204313,68,25,16.69,50,28,-4.81,48,315,150,17,43
1440,awc3L,0.43452690941948574,69,26,19.75,46,32,-16.94,37,350,150,17,43
1440,`wc3L,0.43452690941948574,69,26,19.75,46,32,-16.94,37,350,150,17,43
1440,sg=3L,0.43259225825452857,51,31,14.29,29,37,-29.89,48,309,92,17,43
1440,j-c3n,0.4322370490394858,83,6,8.68,66,6,0.1,43,163,150,17,64
1440,swc4L,0.4308552085687335,66,24,13.08,48,25,-6.52,48,350,150,19,43
1440,jwq3L,0.42867771001031896,66,24,16.93,50,30,-2.57,43,350,171,17,43
1440,jwi3L,0.42726068031176817,73,23,18.54,45,24,-5.58,43,350,159,17,43
1440,jwm3L,0.42288274608755605,73,23,18.17,50,28,-0.64,43,350,165,17,43
1530,_hGO(,0.9258026627664637,60,10,12.62,20,5,-3.11,36,312,107,62,20
1530,_\FE0,0.6652006839515014,61,18,15.99,34,23,-6.79,36,282,106,46,25
1530,s`c3L,0.6604278475007394,60,28,20.4,44,34,-1.8,48,292,150,17,43
1530,swn*L,0.5964024667105233,65,23,26.64,39,23,-14.07,48,350,166,3,43
1530,jwj3n,0.534953829319067,73,26,20.98,42,33,-25.04,43,350,160,17,64
1530,jwj3n,0.534953829319067,73,26,20.98,42,33,-25.04,43,350,160,17,64
1530,jac3n,0.519451713842305,58,31,14.59,40,42,-28.47,43,294,150,17,64
1530,joc3n,0.5063916144845112,68,25,22.28,42,35,-24.24,43,330,150,17,64
1530,jw]3n,0.5016426312320134,64,28,18.82,44,34,-18.98,43,350,141,17,64
1530,cwc3n,0.4959195320255145,67,28,20.8,44,36,-19.89,39,350,150,17,64
1530,jwcMn,0.4649454908589739,59,27,19.39,43,37,-17.94,43,350,150,59,64
1530,swc3J,0.4460480415108376,62,24,14.64,45,24,-0.79,48,350,150,17,42
1530,swc3G,0.4460480415108376,62,24,14.64,42,21,-2.43,48,350,150,17,40
1530,swc3D,0.4460480415108376,62,24,14.64,33,21,-12.46,48,350,150,17,38
1530,swc3G,0.4460480415108376,62,24,14.64,42,21,-2.43,48,350,150,17,40
1530,twc3L,0.4460480415108376,62,24,14.64,44,25,-5.13,48,350,150,17,43
1530,sw=3u,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,69
1530,sw=3w,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,70
1530,sw=3u,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,69
1530,sic3L,0.44192599529204313,68,25,16.69,50,28,-4.81,48,315,150,17,43
1530,`wc3L,0.43452690941948574,69,26,19.75,46,32,-16.94,37,350,150,17,43
1530,j-c3n,0.4322370490394858,83,6,8.68,66,6,0.1,43,163,150,17,64
1530,swc4L,0.4308552085687335,66,24,13.08,48,25,-6.52,48,350,150,19,43
1530,swc4L,0.4308552085687335,66,24,13.08,48,25,-6.52,48,350,150,19,43
1530,jwq3L,0.42867771001031896,66,24,16.93,50,30,-2.57,43,350,171,17,43
1530,jwi3L,0.42726068031176817,73,23,18.54,45,24,-5.58,43,350,159,17,43
1530,sjc3L,0.4217414723966651,69,23,16.18,45,31,-13.66,48,317,150,17,43
1530,swc3;,0.4206701712081068,61,21,10.27,50,12,2.2,48,350,150,17,32
1530,swc3;,0.4206701712081068,61,21,10.27,50,12,2.2,48,350,150,17,32
1530,swcgL,0.4114107221974476,66,24,8.51,48,25,-7.98,48,350,150,100,43
1620,_hGO(,0.9258026627664637,60,10,12.62,20,5,-3.11,36,312,107,62,20
1620,s`c3L,0.6604278475007394,60,28,20.4,44,34,-1.8,48,292,150,17,43
1620,swn*L,0.5964024667105233,65,23,26.64,39,23,-14.07,48,350,166,3,43
1620,vwc.O,0.568190051576422,66,24,24.4,40,27,-5.96,49,350,150,9,45
1620,jwj3n,0.534953829319067,73,26,20.98,42,33,-25.04,43,350,160,17,64
1620,vwc.r,0.5247421750942238,65,26,25.07,42,35,-16.32,49,350,150,9,67
1620,jac3n,0.519451713842305,58,31,14.59,40,42,-28.47,43,294,150,17,64
1620,joc3n,0.5063916144845112,68,25,22.28,42,35,-24.24,43,330,150,17,64
1620,jw]3n,0.5016426312320134,64,28,18.82,44,34,-18.98,43,350,141,17,64
1620,cwc3n,0.4959195320255145,67,28,20.8,44,36,-19.89,39,350,150,17,64
1620,v`c.L,0.49538533762466924,55,27,18.08,48,33,7.31,49,292,150,9,43
1620,jwcMn,0.4649454908589739,59,27,19.39,43,37,-17.94,43,350,150,59,64
1620,swc3J,0.4460480415108376,62,24,14.64,45,24,-0.79,48,350,150,17,42
1620,swc3G,0.4460480415108376,62,24,14.64,42,21,-2.43,48,350,150,17,40
1620,swc3D,0.4460480415108376,62,24,14.64,33,21,-12.46,48,350,150,17,38
1620,swc3G,0.4460480415108376,62,24,14.64,42,21,-2.43,48,350,150,17,40
1620,twc3L,0.4460480415108376,62,24,14.64,44,25,-5.13,48,350,150,17,43
1620,vwcTL,0.44582637643580353,73,23,13.05,44,25,-12.92,49,350,150,70,43
1620,sw=3u,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,69
1620,sw=3w,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,70
1620,sw=3u,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,69
1620,sic3L,0.44192599529204313,68,25,16.69,50,28,-4.81,48,315,150,17,43
1620,vwclL,0.4406578706603986,69,23,9.78,44,25,-10.44,49,350,150,108,43
1620,vwcfL,0.4365470594764489,69,23,11.55,42,26,-10.35,49,350,150,98,43
1620,vwc3H,0.43551241143271313,68,22,16.29,31,22,-15.79,49,350,150,17,40
1620,`wc3L,0.43452690941948574,69,26,19.75,46,32,-16.94,37,350,150,17,43
1620,swc4L,0.4308552085687335,66,24,13.08,48,25,-6.52,48,350,150,19,43
1620,swc4L,0.4308552085687335,66,24,13.08,48,25,-6.52,48,350,150,19,43
1620,jwq3L,0.42867771001031896,66,24,16.93,50,30,-2.57,43,350,171,17,43
1620,jwi3L,0.42726068031176817,73,23,18.54,45,24,-5.58,43,350,159,17,43
1710,_hGO(,0.9258026627664637,60,10,12.62,20,5,-3.11,36,312,107,62,20
1710,s`c3L,0.6604278475007394,60,28,20.4,44,34,-1.8,48,292,150,17,43
1710,swn*L,0.5964024667105233,65,23,26.64,39,23,-14.07,48,350,166,3,43
1710,vwc.O,0.568190051576422,66,24,24.4,40,27,-5.96,49,350,150,9,45
1710,jwj3n,0.534953829319067,73,26,20.98,42,33,-25.04,43,350,160,17,64
1710,jac3n,0.519451713842305,58,31,14.59,40,42,-28.47,43,294,150,17,64
1710,joc3n,0.5063916144845112,68,25,22.28,42,35,-24.24,43,330,150,17,64
1710,jw]3n,0.5016426312320134,64,28,18.82,44,34,-18.98,43,350,141,17,64
1710,cwc3n,0.4959195320255145,67,28,20.8,44,36,-19.89,39,350,150,17,64
1710,v`c.L,0.49538533762466924,55,27,18.08,48,33,7.31,49,292,150,9,43
1710,jwcMn,0.4649454908589739,59,27,19.39,43,37,-17.94,43,350,150,59,64
1710,swc3J,0.4460480415108376,62,24,14.64,45,24,-0.79,48,350,150,17,42
1710,swc3G,0.4460480415108376,62,24,14.64,42,21,-2.43,48,350,150,17,40
1710,swc3D,0.4460480415108376,62,24,14.64,33,21,-12.46,48,350,150,17,38
1710,swc3G,0.4460480415108376,62,24,14.64,42,21,-2.43,48,350,150,17,40
1710,twc3L,0.4460480415108376,62,24,14.64,44,25,-5.13,48,350,150,17,43
1710,vwcTL,0.44582637643580353,73,23,13.05,44,25,-12.92,49,350,150,70,43
1710,sw=3u,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,69
1710,sw=3w,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,70
1710,sw=3u,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,69
1710,sic3L,0.44192599529204313,68,25,16.69,50,28,-4.81,48,315,150,17,43
1710,vwcfL,0.4365470594764489,69,23,11.55,42,26,-10.35,49,350,150,98,43
1710,vwc3H,0.43551241143271313,68,22,16.29,31,22,-15.79,49,350,150,17,40
1710,`wc3L,0.43452690941948574,69,26,19.75,46,32,-16.94,37,350,150,17,43
1710,swc4L,0.4308552085687335,66,24,13.08,48,25,-6.52,48,350,150,19,43
1710,swc4L,0.4308552085687335,66,24,13.08,48,25,-6.52,48,350,150,19,43
1710,jwq3L,0.42867771001031896,66,24,16.93,50,30,-2.57,43,350,171,17,43
1710,jwi3L,0.42726068031176817,73,23,18.54,45,24,-5.58,43,350,159,17,43
1710,vwc^L,0.4226546165776495,69,23,11.57,42,26,-11.04,49,350,150,85,43
1710,vwX.L,0.4220759230827626,58,24,19.35,39,28,-8.61,49,350,133,9,43
1800,_hGO(,0.9258026627664637,60,10,12.62,20,5,-3.11,36,312,107,62,20
1800,swn*L,0.5964024667105233,65,23,26.64,39,23,-14.07,48,350,166,3,43
1800,vwc.O,0.568190051576422,66,24,24.4,40,27,-5.96,49,350,150,9,45
1800,jwj3n,0.534953829319067,73,26,20.98,42,33,-25.04,43,350,160,17,64
1800,vwm3L,0.5307044526291071,64,25,19.5,38,26,-19.01,49,350,165,17,43
1800,jac3n,0.519451713842305,58,31,14.59,40,42,-28.47,43,294,150,17,64
1800,jrc3o,0.5149511659708327,66,27,22.56,42,35,-23.37,43,337,150,17,65
1800,joc3n,0.5063916144845112,68,25,22.28,42,35,-24.24,43,330,150,17,64
1800,jw]3n,0.5016426312320134,64,28,18.82,44,34,-18.98,43,350,141,17,64
1800,cwc3n,0.4959195320255145,67,28,20.8,44,36,-19.89,39,350,150,17,64
1800,v`c.L,0.49538533762466924,55,27,18.08,48,33,7.31,49,292,150,9,43
1800,vwV3L,0.4817433685629786,69,23,19.09,38,31,-13.55,49,350,130,17,43
1800,nwc3o,0.47946387357320147,66,27,19.38,40,35,-24.29,45,350,150,17,65
1800,vwe3L,0.4779269748318008,70,24,21.58,44,25,-8.06,49,350,153,17,43
1800,vwc1L,0.47390834504758705,69,23,19.77,42,26,-6.76,49,350,150,14,43
1800,vwc3l,0.470675795034984,69,26,21.13,45,31,-21.23,49,350,150,17,63
1800,jwm3o,0.46658040950812624,72,25,19.97,44,38,-24.81,43,350,165,17,65
1800,jwcMn,0.4649454908589739,59,27,19.39,43,37,-17.94,43,350,150,59,64
1800,swc3J,0.4460480415108376,62,24,14.64,45,24,-0.79,48,350,150,17,42
1800,swc3G,0.4460480415108376,62,24,14.64,42,21,-2.43,48,350,150,17,40
1800,swc3D,0.4460480415108376,62,24,14.64,33,21,-12.46,48,350,150,17,38
1800,swc3G,0.4460480415108376,62,24,14.64,42,21,-2.43,48,350,150,17,40
1800,twc3L,0.4460480415108376,62,24,14.64,44,25,-5.13,48,350,150,17,43
1800,twc3L,0.4460480415108376,62,24,14.64,44,25,-5.13,48,350,150,17,43
1800,vwcTL,0.44582637643580353,73,23,13.05,44,25,-12.92,49,350,150,70,43
1800,vwcTL,0.44582637643580353,73,23,13.05,44,25,-12.92,49,350,150,70,43
1800,vwc<L,0.4434695021353629,69,23,16.49,44,25,-6.66,49,350,150,32,43
1800,sw=3u,0.4420207357954298,51,29,10.96,34,38,-26.13,48,350,92,17,69
