iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.ott_bw,parameters.tps_qty_index,parameters.max_risk
90,"cHH?,",0.2590827456051185,44,38,11.56,32,34,-6.51,39,231,109,36,23
90,mUJ(J,0.2510454853257945,42,59,16.93,38,52,4.13,44,264,112,0,42
90,]V3?X,0.23843211091222286,45,70,10.7,33,75,-21.39,35,266,77,36,50
90,+oq`:,0.23565035001051782,56,85,2.26,53,86,-19.52,7,330,171,89,31
90,24sw>,0.23404051814551546,57,26,3.11,60,30,-6.34,11,180,174,125,34
90,"XIX*,",0.2308024979220119,41,12,8.49,40,10,1.02,32,234,133,3,23
90,<1OEB,0.22916209036014726,47,74,5.1,58,81,2.97,16,173,119,46,36
90,_\T\n,0.22352043082633372,53,63,9.34,41,67,-22.29,36,282,127,82,64
90,eI:MV,0.22016758330303127,45,68,9.59,36,68,-8.96,40,234,87,59,49
90,Rd_:/,0.835506828607772,61,31,33.37,40,35,2.26,29,302,144,28,24
90,EmE?(,0.6388181869899614,48,29,23.84,36,25,12.47,22,325,104,36,20
90,3cXY4,0.4858340531215061,58,80,17.6,44,81,-16.57,11,299,133,78,28
90,N]^t/,0.43258957114793506,66,27,11.07,41,43,-14.93,27,284,142,120,24
90,9r^<-,0.3985797251354252,58,39,17.06,30,30,-14.89,15,337,142,32,23
90,M<dY;,0.3491480422922539,90,11,12.4,72,11,6.68,26,201,151,78,32
90,Q8q_I,0.3296565214292423,75,8,4.11,75,4,-0.39,28,191,171,87,41
90,ZVU:a,0.32897317524681213,57,68,21.84,39,74,-22.87,33,266,128,28,56
90,eIIQI,0.32058145489220785,51,66,11.79,40,64,-4.28,40,234,110,65,41
90,aWX^>,0.31677178231826036,53,52,8.06,41,58,-22.12,37,269,133,85,34
90,\IE</,0.31058232723253837,51,39,11.66,29,31,-15.55,35,234,104,32,24
90,UbCgI,0.3093308469040956,56,69,6.03,42,70,-25.92,31,297,101,100,41
90,\w5_\,0.29640433283382683,46,66,-1.0,33,71,-36.92,35,350,80,87,53
90,wYHBO,0.2927693649281553,48,56,12.22,41,48,-13.82,50,274,109,41,45
90,^\FYR,0.28847742859607345,59,64,10.01,46,64,-14.39,36,282,106,78,47
90,hu[86,0.2851078381119948,48,31,14.1,42,28,4.25,41,345,137,25,29
90,fq`e1,0.2807927421316443,50,24,6.07,53,13,5.34,40,335,145,97,26
90,Ra]Ya,0.2729146001947387,58,68,7.31,49,71,-17.77,29,294,141,78,56
90,L1<;+,0.2727053179580451,46,77,9.07,39,74,0.17,26,173,90,30,22
90,RgF8P,0.27230485530404663,49,71,13.99,40,70,-15.7,29,309,106,25,45
90,"bQS@,",0.26858472329036653,45,42,9.09,39,41,-6.27,38,254,125,38,23
90,"cHH?,",0.2590827456051185,44,38,11.56,32,34,-6.51,39,231,109,36,23
90,mUJ(J,0.2510454853257945,42,59,16.93,38,52,4.13,44,264,112,0,42
90,]V3?X,0.23843211091222286,45,70,10.7,33,75,-21.39,35,266,77,36,50
90,+oq`:,0.23565035001051782,56,85,2.26,53,86,-19.52,7,330,171,89,31
90,24sw>,0.23404051814551546,57,26,3.11,60,30,-6.34,11,180,174,125,34
90,"XIX*,",0.2308024979220119,41,12,8.49,40,10,1.02,32,234,133,3,23
90,<1OEB,0.22916209036014726,47,74,5.1,58,81,2.97,16,173,119,46,36
90,_\T\n,0.22352043082633372,53,63,9.34,41,67,-22.29,36,282,127,82,64
90,eI:MV,0.22016758330303127,45,68,9.59,36,68,-8.96,40,234,87,59,49
180,Rd_:/,0.835506828607772,61,31,33.37,40,35,2.26,29,302,144,28,24
180,N]^t/,0.43258957114793506,66,27,11.07,41,43,-14.93,27,284,142,120,24
180,9r^<-,0.3985797251354252,58,39,17.06,30,30,-14.89,15,337,142,32,23
180,M<dY;,0.3491480422922539,90,11,12.4,72,11,6.68,26,201,151,78,32
180,Q8q_I,0.3296565214292423,75,8,4.11,75,4,-0.39,28,191,171,87,41
180,eIIQI,0.32058145489220785,51,66,11.79,40,64,-4.28,40,234,110,65,41
180,aWX^>,0.31677178231826036,53,52,8.06,41,58,-22.12,37,269,133,85,34
180,\IE</,0.31058232723253837,51,39,11.66,29,31,-15.55,35,234,104,32,24
180,UbCgI,0.3093308469040956,56,69,6.03,42,70,-25.92,31,297,101,100,41
180,\w5_\,0.29640433283382683,46,66,-1.0,33,71,-36.92,35,350,80,87,53
180,^\FYR,0.28847742859607345,59,64,10.01,46,64,-14.39,36,282,106,78,47
180,hu[86,0.2851078381119948,48,31,14.1,42,28,4.25,41,345,137,25,29
180,fq`e1,0.2807927421316443,50,24,6.07,53,13,5.34,40,335,145,97,26
180,Ra]Ya,0.2729146001947387,58,68,7.31,49,71,-17.77,29,294,141,78,56
180,L1<;+,0.2727053179580451,46,77,9.07,39,74,0.17,26,173,90,30,22
180,RgF8P,0.27230485530404663,49,71,13.99,40,70,-15.7,29,309,106,25,45
180,"bQS@,",0.26858472329036653,45,42,9.09,39,41,-6.27,38,254,125,38,23
180,"cHH?,",0.2590827456051185,44,38,11.56,32,34,-6.51,39,231,109,36,23
180,mUJ(J,0.2510454853257945,42,59,16.93,38,52,4.13,44,264,112,0,42
180,]V3?X,0.23843211091222286,45,70,10.7,33,75,-21.39,35,266,77,36,50
180,+oq`:,0.23565035001051782,56,85,2.26,53,86,-19.52,7,330,171,89,31
180,24sw>,0.23404051814551546,57,26,3.11,60,30,-6.34,11,180,174,125,34
180,<1OEB,0.22916209036014726,47,74,5.1,58,81,2.97,16,173,119,46,36
180,_\T\n,0.22352043082633372,53,63,9.34,41,67,-22.29,36,282,127,82,64
180,eI:MV,0.22016758330303127,45,68,9.59,36,68,-8.96,40,234,87,59,49
180,VPNdr,0.217803318195422,51,70,4.58,41,81,-18.75,31,251,118,95,67
180,\[G5g,0.21335238389304484,43,67,12.7,42,71,-7.48,35,279,107,21,60
180,UW9)k,0.20916732234602212,46,78,14.83,35,81,-17.38,31,269,86,2,62
180,d=DXA,0.2081129405041762,53,71,5.31,35,79,-14.49,39,203,103,76,36
180,fnN1w,0.2037238198736142,50,58,8.15,40,60,-6.2,40,327,118,14,70
270,Rd_:/,0.835506828607772,61,31,33.37,40,35,2.26,29,302,144,28,24
270,N]^t/,0.43258957114793506,66,27,11.07,41,43,-14.93,27,284,142,120,24
270,9r^<-,0.3985797251354252,58,39,17.06,30,30,-14.89,15,337,142,32,23
270,M<dY;,0.3491480422922539,90,11,12.4,72,11,6.68,26,201,151,78,32
270,Q8q_I,0.3296565214292423,75,8,4.11,75,4,-0.39,28,191,171,87,41
270,aWX^>,0.31677178231826036,53,52,8.06,41,58,-22.12,37,269,133,85,34
270,\IE</,0.31058232723253837,51,39,11.66,29,31,-15.55,35,234,104,32,24
270,UbCgI,0.3093308469040956,56,69,6.03,42,70,-25.92,31,297,101,100,41
270,^\FYR,0.28847742859607345,59,64,10.01,46,64,-14.39,36,282,106,78,47
270,hu[86,0.2851078381119948,48,31,14.1,42,28,4.25,41,345,137,25,29
270,fq`e1,0.2807927421316443,50,24,6.07,53,13,5.34,40,335,145,97,26
270,Ra]Ya,0.2729146001947387,58,68,7.31,49,71,-17.77,29,294,141,78,56
270,RgF8P,0.27230485530404663,49,71,13.99,40,70,-15.7,29,309,106,25,45
270,"bQS@,",0.26858472329036653,45,42,9.09,39,41,-6.27,38,254,125,38,23
270,"cHH?,",0.2590827456051185,44,38,11.56,32,34,-6.51,39,231,109,36,23
270,mUJ(J,0.2510454853257945,42,59,16.93,38,52,4.13,44,264,112,0,42
270,]V3?X,0.23843211091222286,45,70,10.7,33,75,-21.39,35,266,77,36,50
270,+oq`:,0.23565035001051782,56,85,2.26,53,86,-19.52,7,330,171,89,31
270,_\T\n,0.22352043082633372,53,63,9.34,41,67,-22.29,36,282,127,82,64
270,eI:MV,0.22016758330303127,45,68,9.59,36,68,-8.96,40,234,87,59,49
270,VPNdr,0.217803318195422,51,70,4.58,41,81,-18.75,31,251,118,95,67
270,\[G5g,0.21335238389304484,43,67,12.7,42,71,-7.48,35,279,107,21,60
270,UW9)k,0.20916732234602212,46,78,14.83,35,81,-17.38,31,269,86,2,62
270,d=DXA,0.2081129405041762,53,71,5.31,35,79,-14.49,39,203,103,76,36
270,fnN1w,0.2037238198736142,50,58,8.15,40,60,-6.2,40,327,118,14,70
270,Wo9-a,0.2032506956003975,43,67,8.54,36,76,-14.16,32,330,86,8,56
270,ZVA>e,0.1998892259795807,55,70,3.8,42,76,-25.84,33,266,98,35,59
270,"W70,.",0.19910691632055227,40,67,11.47,35,53,-5.5,32,188,72,6,24
270,PV>Le,0.19591455761993995,45,77,9.01,37,83,-18.73,28,266,93,57,59
270,cCL9B,0.19001089756332215,45,64,3.79,38,71,-16.88,39,218,115,27,36
360,Rd_:/,0.835506828607772,61,31,33.37,40,35,2.26,29,302,144,28,24
360,9r^<-,0.3985797251354252,58,39,17.06,30,30,-14.89,15,337,142,32,23
360,M<dY;,0.3491480422922539,90,11,12.4,72,11,6.68,26,201,151,78,32
360,aWX^>,0.31677178231826036,53,52,8.06,41,58,-22.12,37,269,133,85,34
360,\IE</,0.31058232723253837,51,39,11.66,29,31,-15.55,35,234,104,32,24
360,hu[86,0.2851078381119948,48,31,14.1,42,28,4.25,41,345,137,25,29
360,RgF8P,0.27230485530404663,49,71,13.99,40,70,-15.7,29,309,106,25,45
360,"bQS@,",0.26858472329036653,45,42,9.09,39,41,-6.27,38,254,125,38,23
360,"cHH?,",0.2590827456051185,44,38,11.56,32,34,-6.51,39,231,109,36,23
360,mUJ(J,0.2510454853257945,42,59,16.93,38,52,4.13,44,264,112,0,42
360,+oq`:,0.23565035001051782,56,85,2.26,53,86,-19.52,7,330,171,89,31
360,_\T\n,0.22352043082633372,53,63,9.34,41,67,-22.29,36,282,127,82,64
360,eI:MV,0.22016758330303127,45,68,9.59,36,68,-8.96,40,234,87,59,49
360,VPNdr,0.217803318195422,51,70,4.58,41,81,-18.75,31,251,118,95,67
360,\[G5g,0.21335238389304484,43,67,12.7,42,71,-7.48,35,279,107,21,60
360,UW9)k,0.20916732234602212,46,78,14.83,35,81,-17.38,31,269,86,2,62
360,d=DXA,0.2081129405041762,53,71,5.31,35,79,-14.49,39,203,103,76,36
360,Wo9-a,0.2032506956003975,43,67,8.54,36,76,-14.16,32,330,86,8,56
360,"W70,.",0.19910691632055227,40,67,11.47,35,53,-5.5,32,188,72,6,24
360,PV>Le,0.19591455761993995,45,77,9.01,37,83,-18.73,28,266,93,57,59
360,cCL9B,0.19001089756332215,45,64,3.79,38,71,-16.88,39,218,115,27,36
360,"te`D,",0.1830782876259089,45,22,2.86,34,23,1.31,48,304,145,44,23
360,UYKft,0.17979746197556343,56,69,2.35,45,77,-22.48,31,274,113,98,68
360,iE]f9,0.17029350520980233,72,11,6.87,53,13,-1.27,42,223,141,98,31
360,dq.Qp,0.16663986144326937,41,62,0.41,37,70,-23.92,39,335,69,65,66
360,L_PHF,0.16076042787962153,57,64,-1.99,43,64,-19.97,26,289,121,51,39
360,u?H.M,0.15036257614211632,49,71,24.94,41,72,-3.32,49,208,109,9,43
360,V[H.M,0.14750070120698539,54,70,27.69,34,66,-16.88,31,279,109,9,43
360,Lqjan,0.14611445912195595,61,67,-4.5,51,70,-26.69,26,335,160,90,64
360,s?6Na,0.14596723585568636,43,67,0.19,39,68,-19.53,48,208,81,60,56
450,Rd_:/,0.835506828607772,61,31,33.37,40,35,2.26,29,302,144,28,24
450,9r^<-,0.3985797251354252,58,39,17.06,30,30,-14.89,15,337,142,32,23
450,M<dY;,0.3491480422922539,90,11,12.4,72,11,6.68,26,201,151,78,32
450,\IE</,0.31058232723253837,51,39,11.66,29,31,-15.55,35,234,104,32,24
450,hu[86,0.2851078381119948,48,31,14.1,42,28,4.25,41,345,137,25,29
450,"cHH?,",0.2590827456051185,44,38,11.56,32,34,-6.51,39,231,109,36,23
450,mUJ(J,0.2510454853257945,42,59,16.93,38,52,4.13,44,264,112,0,42
450,O29.:,0.245796383232929,44,90,13.0,33,96,-28.78,27,175,86,9,31
450,+oq`:,0.23565035001051782,56,85,2.26,53,86,-19.52,7,330,171,89,31
450,_\T\n,0.22352043082633372,53,63,9.34,41,67,-22.29,36,282,127,82,64
450,eI:MV,0.22016758330303127,45,68,9.59,36,68,-8.96,40,234,87,59,49
450,VPNdr,0.217803318195422,51,70,4.58,41,81,-18.75,31,251,118,95,67
450,\[G5g,0.21335238389304484,43,67,12.7,42,71,-7.48,35,279,107,21,60
450,UW9)k,0.20916732234602212,46,78,14.83,35,81,-17.38,31,269,86,2,62
450,d=DXA,0.2081129405041762,53,71,5.31,35,79,-14.49,39,203,103,76,36
450,Wo9-a,0.2032506956003975,43,67,8.54,36,76,-14.16,32,330,86,8,56
450,"W70,.",0.19910691632055227,40,67,11.47,35,53,-5.5,32,188,72,6,24
450,PV>Le,0.19591455761993995,45,77,9.01,37,83,-18.73,28,266,93,57,59
450,cCL9B,0.19001089756332215,45,64,3.79,38,71,-16.88,39,218,115,27,36
450,"te`D,",0.1830782876259089,45,22,2.86,34,23,1.31,48,304,145,44,23
450,UYKft,0.17979746197556343,56,69,2.35,45,77,-22.48,31,274,113,98,68
450,dq.Qp,0.16663986144326937,41,62,0.41,37,70,-23.92,39,335,69,65,66
450,O(5.:,0.1626162009194228,45,103,6.49,37,104,-11.32,27,150,80,9,31
450,u?H.M,0.15036257614211632,49,71,24.94,41,72,-3.32,49,208,109,9,43
450,V[H.M,0.14750070120698539,54,70,27.69,34,66,-16.88,31,279,109,9,43
450,Lqjan,0.14611445912195595,61,67,-4.5,51,70,-26.69,26,335,160,90,64
450,s?6Na,0.14596723585568636,43,67,0.19,39,68,-19.53,48,208,81,60,56
450,OY9.:,0.14565373117478264,46,65,15.57,39,66,-5.22,27,274,86,9,31
450,_]M`p,0.14121180044628728,57,66,-6.84,49,69,-25.58,36,284,116,89,66
450,vbOA`,0.14060739731442115,50,52,4.18,43,53,-0.5,49,297,119,40,55
540,Rd_:/,0.835506828607772,61,31,33.37,40,35,2.26,29,302,144,28,24
540,9r^<-,0.3985797251354252,58,39,17.06,30,30,-14.89,15,337,142,32,23
540,M<dY;,0.3491480422922539,90,11,12.4,72,11,6.68,26,201,151,78,32
540,\IE</,0.31058232723253837,51,39,11.66,29,31,-15.55,35,234,104,32,24
540,hu[86,0.2851078381119948,48,31,14.1,42,28,4.25,41,345,137,25,29
540,"cHH?,",0.2590827456051185,44,38,11.56,32,34,-6.51,39,231,109,36,23
540,mUJ(J,0.2510454853257945,42,59,16.93,38,52,4.13,44,264,112,0,42
540,O29.:,0.245796383232929,44,90,13.0,33,96,-28.78,27,175,86,9,31
540,_\T\n,0.22352043082633372,53,63,9.34,41,67,-22.29,36,282,127,82,64
540,VPNdr,0.217803318195422,51,70,4.58,41,81,-18.75,31,251,118,95,67
540,\[G5g,0.21335238389304484,43,67,12.7,42,71,-7.48,35,279,107,21,60
540,UW9)k,0.20916732234602212,46,78,14.83,35,81,-17.38,31,269,86,2,62
540,d=DXA,0.2081129405041762,53,71,5.31,35,79,-14.49,39,203,103,76,36
540,Wo9-a,0.2032506956003975,43,67,8.54,36,76,-14.16,32,330,86,8,56
540,"W70,.",0.19910691632055227,40,67,11.47,35,53,-5.5,32,188,72,6,24
540,cCL9B,0.19001089756332215,45,64,3.79,38,71,-16.88,39,218,115,27,36
540,UYKft,0.17979746197556343,56,69,2.35,45,77,-22.48,31,274,113,98,68
540,O(5.:,0.1626162009194228,45,103,6.49,37,104,-11.32,27,150,80,9,31
540,u?H.M,0.15036257614211632,49,71,24.94,41,72,-3.32,49,208,109,9,43
540,V[H.M,0.14750070120698539,54,70,27.69,34,66,-16.88,31,279,109,9,43
540,Lqjan,0.14611445912195595,61,67,-4.5,51,70,-26.69,26,335,160,90,64
540,s?6Na,0.14596723585568636,43,67,0.19,39,68,-19.53,48,208,81,60,56
540,OY9.:,0.14565373117478264,46,65,15.57,39,66,-5.22,27,274,86,9,31
540,_]M`p,0.14121180044628728,57,66,-6.84,49,69,-25.58,36,284,116,89,66
540,vbOA`,0.14060739731442115,50,52,4.18,43,53,-0.5,49,297,119,40,55
540,O19.:,0.14031534029594256,45,88,11.96,35,98,-24.7,27,173,86,9,31
540,PrH-M,0.14015758817932206,51,68,17.08,36,63,-1.73,28,337,109,8,43
540,0?kW9,0.13451622472195027,50,46,5.13,57,42,7.07,10,208,162,74,31
540,>stOj,0.13222867536065408,51,72,0.88,40,76,-25.54,18,340,175,62,62
540,Ob9.:,0.13076140204898723,43,64,13.27,40,65,0.98,27,297,86,9,31
630,Rd_:/,0.835506828607772,61,31,33.37,40,35,2.26,29,302,144,28,24
630,9r^<-,0.3985797251354252,58,39,17.06,30,30,-14.89,15,337,142,32,23
630,M<dY;,0.3491480422922539,90,11,12.4,72,11,6.68,26,201,151,78,32
630,\IE</,0.31058232723253837,51,39,11.66,29,31,-15.55,35,234,104,32,24
630,hu[86,0.2851078381119948,48,31,14.1,42,28,4.25,41,345,137,25,29
630,"cHH?,",0.2590827456051185,44,38,11.56,32,34,-6.51,39,231,109,36,23
630,O29.:,0.245796383232929,44,90,13.0,33,96,-28.78,27,175,86,9,31
630,Orqm:,0.22354219372430614,65,32,12.89,48,37,-1.67,27,337,171,109,31
630,_\T\n,0.22352043082633372,53,63,9.34,41,67,-22.29,36,282,127,82,64
630,\[G5g,0.21335238389304484,43,67,12.7,42,71,-7.48,35,279,107,21,60
630,UW9)k,0.20916732234602212,46,78,14.83,35,81,-17.38,31,269,86,2,62
630,d=DXA,0.2081129405041762,53,71,5.31,35,79,-14.49,39,203,103,76,36
630,"W70,.",0.19910691632055227,40,67,11.47,35,53,-5.5,32,188,72,6,24
630,Orem:,0.19797452509872263,64,45,10.46,35,31,-15.49,27,337,153,109,31
630,cCL9B,0.19001089756332215,45,64,3.79,38,71,-16.88,39,218,115,27,36
630,UYKft,0.17979746197556343,56,69,2.35,45,77,-22.48,31,274,113,98,68
630,O(5.:,0.1626162009194228,45,103,6.49,37,104,-11.32,27,150,80,9,31
630,O^9m:,0.15220138224383845,51,62,-0.56,42,63,-12.76,27,287,86,109,31
630,u?H.M,0.15036257614211632,49,71,24.94,41,72,-3.32,49,208,109,9,43
630,V[H.M,0.14750070120698539,54,70,27.69,34,66,-16.88,31,279,109,9,43
630,s?6Na,0.14596723585568636,43,67,0.19,39,68,-19.53,48,208,81,60,56
630,OY9.:,0.14565373117478264,46,65,15.57,39,66,-5.22,27,274,86,9,31
630,_]M`p,0.14121180044628728,57,66,-6.84,49,69,-25.58,36,284,116,89,66
630,vbOA`,0.14060739731442115,50,52,4.18,43,53,-0.5,49,297,119,40,55
630,O19.:,0.14031534029594256,45,88,11.96,35,98,-24.7,27,173,86,9,31
630,PrH-M,0.14015758817932206,51,68,17.08,36,63,-1.73,28,337,109,8,43
630,0?kW9,0.13451622472195027,50,46,5.13,57,42,7.07,10,208,162,74,31
630,Ob9.:,0.13076140204898723,43,64,13.27,40,65,0.98,27,297,86,9,31
630,QrH2M,0.12979877941189702,52,68,11.1,43,65,-5.06,28,337,109,16,43
630,PrH7M,0.12814242741519516,50,68,13.44,36,65,-5.05,28,337,109,24,43
720,Rd_:/,0.835506828607772,61,31,33.37,40,35,2.26,29,302,144,28,24
720,9r^<-,0.3985797251354252,58,39,17.06,30,30,-14.89,15,337,142,32,23
720,Prh5M,0.33039197318525493,49,53,24.54,36,58,4.2,28,337,157,21,43
720,\IE</,0.31058232723253837,51,39,11.66,29,31,-15.55,35,234,104,32,24
720,PrhmC,0.27087920157440315,61,52,5.17,41,46,-17.59,28,337,157,109,37
720,PrhPM,0.25981221053259634,54,53,16.02,42,57,-1.88,28,337,157,63,43
720,PrhPM,0.25981221053259634,54,53,16.02,42,57,-1.88,28,337,157,63,43
720,"cHH?,",0.2590827456051185,44,38,11.56,32,34,-6.51,39,231,109,36,23
720,Prh7M,0.2586274023305129,50,53,17.79,41,56,0.49,28,337,157,24,43
720,O29.:,0.245796383232929,44,90,13.0,33,96,-28.78,27,175,86,9,31
720,PrhSM,0.24451466285182524,62,53,12.99,48,58,-4.43,28,337,157,68,43
720,Orqm:,0.22354219372430614,65,32,12.89,48,37,-1.67,27,337,171,109,31
720,_\T\n,0.22352043082633372,53,63,9.34,41,67,-22.29,36,282,127,82,64
720,PrhvM,0.21783887201243313,62,53,1.52,48,58,-16.04,28,337,157,123,43
720,\[G5g,0.21335238389304484,43,67,12.7,42,71,-7.48,35,279,107,21,60
720,PrhDM,0.20878551032366727,62,53,9.45,45,57,-11.81,28,337,157,44,43
720,Prh>M,0.20245278800894873,62,53,9.59,50,56,-5.17,28,337,157,35,43
720,Prhmt,0.20200451137261416,60,58,0.16,50,66,-24.33,28,337,157,109,68
720,"W70,.",0.19910691632055227,40,67,11.47,35,53,-5.5,32,188,72,6,24
720,Orem:,0.19797452509872263,64,45,10.46,35,31,-15.49,27,337,153,109,31
720,cCL9B,0.19001089756332215,45,64,3.79,38,71,-16.88,39,218,115,27,36
720,PrmmM,0.18800618997767543,60,53,1.17,48,56,-20.11,28,337,165,109,43
720,UYKft,0.17979746197556343,56,69,2.35,45,77,-22.48,31,274,113,98,68
720,PrhmS,0.17523361715551397,60,56,-0.97,47,59,-23.31,28,337,157,109,47
720,PrhmO,0.17523361715551397,60,56,-0.97,50,58,-13.74,28,337,157,109,45
720,O(5.:,0.1626162009194228,45,103,6.49,37,104,-11.32,27,150,80,9,31
720,Prhm_,0.16032089224591226,58,56,-2.95,49,61,-20.54,28,337,157,109,55
720,TrhmM,0.1486980350761316,58,55,-3.73,50,48,-12.83,30,337,157,109,43
720,V[H.M,0.14750070120698539,54,70,27.69,34,66,-16.88,31,279,109,9,43
720,Prhm\,0.14624708431928887,58,56,-3.77,47,59,-23.31,28,337,157,109,53
810,Rd_:/,0.835506828607772,61,31,33.37,40,35,2.26,29,302,144,28,24
810,9r^<-,0.3985797251354252,58,39,17.06,30,30,-14.89,15,337,142,32,23
810,\IE</,0.31058232723253837,51,39,11.66,29,31,-15.55,35,234,104,32,24
810,PrhmC,0.27087920157440315,61,52,5.17,41,46,-17.59,28,337,157,109,37
810,PrhPM,0.25981221053259634,54,53,16.02,42,57,-1.88,28,337,157,63,43
810,PrhPM,0.25981221053259634,54,53,16.02,42,57,-1.88,28,337,157,63,43
810,O29.:,0.245796383232929,44,90,13.0,33,96,-28.78,27,175,86,9,31
810,PrhSM,0.24451466285182524,62,53,12.99,48,58,-4.43,28,337,157,68,43
810,VXHmM,0.24348905099949988,58,65,0.77,43,65,-23.73,31,272,109,109,43
810,_\T\n,0.22352043082633372,53,63,9.34,41,67,-22.29,36,282,127,82,64
810,V\HmM,0.21527297534721662,58,68,0.7,43,65,-25.51,31,282,109,109,43
810,\[G5g,0.21335238389304484,43,67,12.7,42,71,-7.48,35,279,107,21,60
810,PrhDM,0.20878551032366727,62,53,9.45,45,57,-11.81,28,337,157,44,43
810,Prh>M,0.20245278800894873,62,53,9.59,50,56,-5.17,28,337,157,35,43
810,Prhmt,0.20200451137261416,60,58,0.16,50,66,-24.33,28,337,157,109,68
810,Orem:,0.19797452509872263,64,45,10.46,35,31,-15.49,27,337,153,109,31
810,cCL9B,0.19001089756332215,45,64,3.79,38,71,-16.88,39,218,115,27,36
810,PrmmM,0.18800618997767543,60,53,1.17,48,56,-20.11,28,337,165,109,43
810,LrHmM,0.18113433237734863,56,71,-5.67,45,66,-20.27,26,337,109,109,43
810,UYKft,0.17979746197556343,56,69,2.35,45,77,-22.48,31,274,113,98,68
810,PrhmS,0.17523361715551397,60,56,-0.97,47,59,-23.31,28,337,157,109,47
810,O(5.:,0.1626162009194228,45,103,6.49,37,104,-11.32,27,150,80,9,31
810,Prhm_,0.16032089224591226,58,56,-2.95,49,61,-20.54,28,337,157,109,55
810,VrH4M,0.1532616392449265,51,64,-0.09,48,58,-2.79,31,337,109,19,43
810,YrHmM,0.1497607119842696,53,60,-5.88,43,57,-22.78,33,337,109,109,43
810,TrhmM,0.1486980350761316,58,55,-3.73,50,48,-12.83,30,337,157,109,43
810,V[H.M,0.14750070120698539,54,70,27.69,34,66,-16.88,31,279,109,9,43
810,Prhm\,0.14624708431928887,58,56,-3.77,47,59,-23.31,28,337,157,109,53
810,s?6Na,0.14596723585568636,43,67,0.19,39,68,-19.53,48,208,81,60,56
810,OY9.:,0.14565373117478264,46,65,15.57,39,66,-5.22,27,274,86,9,31
900,Rd_:/,0.835506828607772,61,31,33.37,40,35,2.26,29,302,144,28,24
900,9r^<-,0.3985797251354252,58,39,17.06,30,30,-14.89,15,337,142,32,23
900,\IE</,0.31058232723253837,51,39,11.66,29,31,-15.55,35,234,104,32,24
900,PrhPM,0.25981221053259634,54,53,16.02,42,57,-1.88,28,337,157,63,43
900,PrhPM,0.25981221053259634,54,53,16.02,42,57,-1.88,28,337,157,63,43
900,O29.:,0.245796383232929,44,90,13.0,33,96,-28.78,27,175,86,9,31
900,VXHmM,0.24348905099949988,58,65,0.77,43,65,-23.73,31,272,109,109,43
900,V\HmM,0.21527297534721662,58,68,0.7,43,65,-25.51,31,282,109,109,43
900,\[G5g,0.21335238389304484,43,67,12.7,42,71,-7.48,35,279,107,21,60
900,PrhDM,0.20878551032366727,62,53,9.45,45,57,-11.81,28,337,157,44,43
900,Prh>M,0.20245278800894873,62,53,9.59,50,56,-5.17,28,337,157,35,43
900,Prhmt,0.20200451137261416,60,58,0.16,50,66,-24.33,28,337,157,109,68
900,cCL9B,0.19001089756332215,45,64,3.79,38,71,-16.88,39,218,115,27,36
900,PrmmM,0.18800618997767543,60,53,1.17,48,56,-20.11,28,337,165,109,43
