iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.ott_bw,parameters.tps_qty_index,parameters.max_risk
900,LrHmM,0.18113433237734863,56,71,-5.67,45,66,-20.27,26,337,109,109,43
900,UYKft,0.17979746197556343,56,69,2.35,45,77,-22.48,31,274,113,98,68
900,PrhmS,0.17523361715551397,60,56,-0.97,47,59,-23.31,28,337,157,109,47
900,VrH4M,0.1532616392449265,51,64,-0.09,48,58,-2.79,31,337,109,19,43
900,VrH4M,0.1532616392449265,51,64,-0.09,48,58,-2.79,31,337,109,19,43
900,YrHmM,0.1497607119842696,53,60,-5.88,43,57,-22.78,33,337,109,109,43
900,TrhmM,0.1486980350761316,58,55,-3.73,50,48,-12.83,30,337,157,109,43
900,V[H.M,0.14750070120698539,54,70,27.69,34,66,-16.88,31,279,109,9,43
900,Prhm\,0.14624708431928887,58,56,-3.77,47,59,-23.31,28,337,157,109,53
900,s?6Na,0.14596723585568636,43,67,0.19,39,68,-19.53,48,208,81,60,56
900,OY9.:,0.14565373117478264,46,65,15.57,39,66,-5.22,27,274,86,9,31
900,VVHiM,0.1423566369802968,51,68,0.44,36,66,-18.18,31,266,109,103,43
900,O19.:,0.14031534029594256,45,88,11.96,35,98,-24.7,27,173,86,9,31
900,PrH-M,0.14015758817932206,51,68,17.08,36,63,-1.73,28,337,109,8,43
900,VrH/M,0.13776734762622708,45,62,13.81,37,56,-2.43,31,337,109,11,43
900,PrH.M,0.1366740491067731,51,68,16.27,38,65,-3.11,28,337,109,9,43
990,Rd_:/,0.835506828607772,61,31,33.37,40,35,2.26,29,302,144,28,24
990,9r^<-,0.3985797251354252,58,39,17.06,30,30,-14.89,15,337,142,32,23
990,\IE</,0.31058232723253837,51,39,11.66,29,31,-15.55,35,234,104,32,24
990,PrhdM,0.2878410107410365,60,53,14.34,42,56,-7.18,28,337,157,95,43
990,Prhm*,0.2873030023525833,54,11,2.84,30,10,-3.89,28,337,157,109,21
990,"P,hmM",0.28544272260907755,75,12,4.53,77,9,1.19,28,160,157,109,43
990,PrhmE,0.2768714836199454,62,51,7.21,42,49,-17.79,28,337,157,109,38
990,PrhmA,0.27087920157440315,61,52,5.17,43,44,-12.28,28,337,157,109,36
990,P*hmM,0.2696051218614224,75,12,4.44,71,7,-0.33,28,155,157,109,43
990,PrhPM,0.25981221053259634,54,53,16.02,42,57,-1.88,28,337,157,63,43
990,PrhPM,0.25981221053259634,54,53,16.02,42,57,-1.88,28,337,157,63,43
990,PrhpM,0.25809958432652375,62,53,7.99,44,58,-9.6,28,337,157,114,43
990,Prh/M,0.25454093518250714,57,52,17.45,40,57,-0.67,28,337,157,11,43
990,O29.:,0.245796383232929,44,90,13.0,33,96,-28.78,27,175,86,9,31
990,PrhYM,0.24392570311715434,62,53,11.26,46,58,-6.74,28,337,157,78,43
990,VXHmM,0.24348905099949988,58,65,0.77,43,65,-23.73,31,272,109,109,43
990,V\HmM,0.21527297534721662,58,68,0.7,43,65,-25.51,31,282,109,109,43
990,\[G5g,0.21335238389304484,43,67,12.7,42,71,-7.48,35,279,107,21,60
990,PrhfM,0.20972374521477175,62,51,9.15,46,58,-6.84,28,337,157,98,43
990,PrhDM,0.20878551032366727,62,53,9.45,45,57,-11.81,28,337,157,44,43
990,Prh>M,0.20245278800894873,62,53,9.59,50,56,-5.17,28,337,157,35,43
990,Prhmt,0.20200451137261416,60,58,0.16,50,66,-24.33,28,337,157,109,68
990,cCL9B,0.19001089756332215,45,64,3.79,38,71,-16.88,39,218,115,27,36
990,PrmmM,0.18800618997767543,60,53,1.17,48,56,-20.11,28,337,165,109,43
990,Prh^M,0.18405304675938342,61,52,5.22,44,58,-11.75,28,337,157,85,43
990,Prhmb,0.18275440366752763,59,57,-1.07,50,62,-18.64,28,337,157,109,57
990,LrHmM,0.18113433237734863,56,71,-5.67,45,66,-20.27,26,337,109,109,43
990,UYKft,0.17979746197556343,56,69,2.35,45,77,-22.48,31,274,113,98,68
990,PrhmS,0.17523361715551397,60,56,-0.97,47,59,-23.31,28,337,157,109,47
990,PrhmO,0.17523361715551397,60,56,-0.97,50,58,-13.74,28,337,157,109,45
1080,Rd_:/,0.835506828607772,61,31,33.37,40,35,2.26,29,302,144,28,24
1080,9r^<-,0.3985797251354252,58,39,17.06,30,30,-14.89,15,337,142,32,23
1080,PrhdM,0.2878410107410365,60,53,14.34,42,56,-7.18,28,337,157,95,43
1080,"P,hmM",0.28544272260907755,75,12,4.53,77,9,1.19,28,160,157,109,43
1080,PrhmE,0.2768714836199454,62,51,7.21,42,49,-17.79,28,337,157,109,38
1080,PrhmA,0.27087920157440315,61,52,5.17,43,44,-12.28,28,337,157,109,36
1080,P*hmM,0.2696051218614224,75,12,4.44,71,7,-0.33,28,155,157,109,43
1080,PrhPM,0.25981221053259634,54,53,16.02,42,57,-1.88,28,337,157,63,43
1080,PrhPM,0.25981221053259634,54,53,16.02,42,57,-1.88,28,337,157,63,43
1080,PrhpM,0.25809958432652375,62,53,7.99,44,58,-9.6,28,337,157,114,43
1080,Prh/M,0.25454093518250714,57,52,17.45,40,57,-0.67,28,337,157,11,43
1080,O29.:,0.245796383232929,44,90,13.0,33,96,-28.78,27,175,86,9,31
1080,PrhYM,0.24392570311715434,62,53,11.26,46,58,-6.74,28,337,157,78,43
1080,VXHmM,0.24348905099949988,58,65,0.77,43,65,-23.73,31,272,109,109,43
1080,V\HmM,0.21527297534721662,58,68,0.7,43,65,-25.51,31,282,109,109,43
1080,\[G5g,0.21335238389304484,43,67,12.7,42,71,-7.48,35,279,107,21,60
1080,PrhfM,0.20972374521477175,62,51,9.15,46,58,-6.84,28,337,157,98,43
1080,PrhDM,0.20878551032366727,62,53,9.45,45,57,-11.81,28,337,157,44,43
1080,Prh>M,0.20245278800894873,62,53,9.59,50,56,-5.17,28,337,157,35,43
1080,Prhmt,0.20200451137261416,60,58,0.16,50,66,-24.33,28,337,157,109,68
1080,cCL9B,0.19001089756332215,45,64,3.79,38,71,-16.88,39,218,115,27,36
1080,PrmmM,0.18800618997767543,60,53,1.17,48,56,-20.11,28,337,165,109,43
1080,Prh^M,0.18405304675938342,61,52,5.22,44,58,-11.75,28,337,157,85,43
1080,Prhmb,0.18275440366752763,59,57,-1.07,50,62,-18.64,28,337,157,109,57
1080,LrHmM,0.18113433237734863,56,71,-5.67,45,66,-20.27,26,337,109,109,43
1080,UYKft,0.17979746197556343,56,69,2.35,45,77,-22.48,31,274,113,98,68
1080,PrhmS,0.17523361715551397,60,56,-0.97,47,59,-23.31,28,337,157,109,47
1080,PrhmO,0.17523361715551397,60,56,-0.97,50,58,-13.74,28,337,157,109,45
1080,PshmM,0.1628795419103029,60,53,-0.52,49,53,-12.87,28,340,157,109,43
1080,VrH4M,0.1532616392449265,51,64,-0.09,48,58,-2.79,31,337,109,19,43
1170,Rd_:/,0.835506828607772,61,31,33.37,40,35,2.26,29,302,144,28,24
1170,9r^<-,0.3985797251354252,58,39,17.06,30,30,-14.89,15,337,142,32,23
1170,PhH5M,0.353766604556876,44,70,20.38,36,65,-9.72,28,312,109,21,43
1170,PoH5M,0.3279838345789696,44,68,19.53,36,65,-1.43,28,330,109,21,43
1170,n?H5M,0.3207211201324178,42,69,17.86,36,76,10.29,45,208,109,21,43
1170,PqH5M,0.3048944250033487,45,68,18.1,39,63,11.31,28,335,109,21,43
1170,PrhdM,0.2878410107410365,60,53,14.34,42,56,-7.18,28,337,157,95,43
1170,"P,hmM",0.28544272260907755,75,12,4.53,77,9,1.19,28,160,157,109,43
1170,PrhmE,0.2768714836199454,62,51,7.21,42,49,-17.79,28,337,157,109,38
1170,P*hmM,0.2696051218614224,75,12,4.44,71,7,-0.33,28,155,157,109,43
1170,PrhPM,0.25981221053259634,54,53,16.02,42,57,-1.88,28,337,157,63,43
1170,PrhPM,0.25981221053259634,54,53,16.02,42,57,-1.88,28,337,157,63,43
1170,PrhpM,0.25809958432652375,62,53,7.99,44,58,-9.6,28,337,157,114,43
1170,g?H5M,0.25742181315621016,42,69,12.2,37,75,0.43,41,208,109,21,43
1170,PjH5M,0.2551768409417649,45,71,13.34,32,67,-13.62,28,317,109,21,43
1170,Prh/M,0.25454093518250714,57,52,17.45,40,57,-0.67,28,337,157,11,43
1170,O29.:,0.245796383232929,44,90,13.0,33,96,-28.78,27,175,86,9,31
1170,PrhYM,0.24392570311715434,62,53,11.26,46,58,-6.74,28,337,157,78,43
1170,VXHmM,0.24348905099949988,58,65,0.77,43,65,-23.73,31,272,109,109,43
1170,\[G5g,0.21335238389304484,43,67,12.7,42,71,-7.48,35,279,107,21,60
1170,PrhfM,0.20972374521477175,62,51,9.15,46,58,-6.84,28,337,157,98,43
1170,PrhDM,0.20878551032366727,62,53,9.45,45,57,-11.81,28,337,157,44,43
1170,Prh>M,0.20245278800894873,62,53,9.59,50,56,-5.17,28,337,157,35,43
1170,PrmmM,0.18800618997767543,60,53,1.17,48,56,-20.11,28,337,165,109,43
1170,Prh^M,0.18405304675938342,61,52,5.22,44,58,-11.75,28,337,157,85,43
1170,Prhmb,0.18275440366752763,59,57,-1.07,50,62,-18.64,28,337,157,109,57
1170,LrHmM,0.18113433237734863,56,71,-5.67,45,66,-20.27,26,337,109,109,43
1170,UYKft,0.17979746197556343,56,69,2.35,45,77,-22.48,31,274,113,98,68
1170,PrhmS,0.17523361715551397,60,56,-0.97,47,59,-23.31,28,337,157,109,47
1170,PrhmO,0.17523361715551397,60,56,-0.97,50,58,-13.74,28,337,157,109,45
1260,Rd_:/,0.835506828607772,61,31,33.37,40,35,2.26,29,302,144,28,24
1260,9r^<-,0.3985797251354252,58,39,17.06,30,30,-14.89,15,337,142,32,23
1260,PhH5M,0.353766604556876,44,70,20.38,36,65,-9.72,28,312,109,21,43
1260,PoH5M,0.3279838345789696,44,68,19.53,36,65,-1.43,28,330,109,21,43
1260,n?H5M,0.3207211201324178,42,69,17.86,36,76,10.29,45,208,109,21,43
1260,PrhdM,0.2878410107410365,60,53,14.34,42,56,-7.18,28,337,157,95,43
1260,"P,hmM",0.28544272260907755,75,12,4.53,77,9,1.19,28,160,157,109,43
1260,PrhmE,0.2768714836199454,62,51,7.21,42,49,-17.79,28,337,157,109,38
1260,P*hmM,0.2696051218614224,75,12,4.44,71,7,-0.33,28,155,157,109,43
1260,PrhPM,0.25981221053259634,54,53,16.02,42,57,-1.88,28,337,157,63,43
1260,PrhPM,0.25981221053259634,54,53,16.02,42,57,-1.88,28,337,157,63,43
1260,PrhpM,0.25809958432652375,62,53,7.99,44,58,-9.6,28,337,157,114,43
1260,g?H5M,0.25742181315621016,42,69,12.2,37,75,0.43,41,208,109,21,43
1260,PjH5M,0.2551768409417649,45,71,13.34,32,67,-13.62,28,317,109,21,43
1260,Prh/M,0.25454093518250714,57,52,17.45,40,57,-0.67,28,337,157,11,43
1260,O29.:,0.245796383232929,44,90,13.0,33,96,-28.78,27,175,86,9,31
1260,PrhYM,0.24392570311715434,62,53,11.26,46,58,-6.74,28,337,157,78,43
1260,VXHmM,0.24348905099949988,58,65,0.77,43,65,-23.73,31,272,109,109,43
1260,PpHjM,0.24231364015174453,54,68,2.49,42,64,-13.28,28,332,109,104,43
1260,\[G5g,0.21335238389304484,43,67,12.7,42,71,-7.48,35,279,107,21,60
1260,PrhfM,0.20972374521477175,62,51,9.15,46,58,-6.84,28,337,157,98,43
1260,PZHjM,0.20541848868217374,56,69,-1.64,44,68,-16.94,28,277,109,104,43
1260,Prh>M,0.20245278800894873,62,53,9.59,50,56,-5.17,28,337,157,35,43
1260,PrmmM,0.18800618997767543,60,53,1.17,48,56,-20.11,28,337,165,109,43
1260,Prh^M,0.18405304675938342,61,52,5.22,44,58,-11.75,28,337,157,85,43
1260,LrHmM,0.18113433237734863,56,71,-5.67,45,66,-20.27,26,337,109,109,43
1260,UYKft,0.17979746197556343,56,69,2.35,45,77,-22.48,31,274,113,98,68
1260,PrhmS,0.17523361715551397,60,56,-0.97,47,59,-23.31,28,337,157,109,47
1260,PrhmO,0.17523361715551397,60,56,-0.97,50,58,-13.74,28,337,157,109,45
1260,P+kjM,0.17044250135560007,60,10,3.02,83,6,4.48,28,158,162,104,43
1350,Rd_:/,0.835506828607772,61,31,33.37,40,35,2.26,29,302,144,28,24
1350,9r^<-,0.3985797251354252,58,39,17.06,30,30,-14.89,15,337,142,32,23
1350,PhH5M,0.353766604556876,44,70,20.38,36,65,-9.72,28,312,109,21,43
1350,PoH5M,0.3279838345789696,44,68,19.53,36,65,-1.43,28,330,109,21,43
1350,n?H5M,0.3207211201324178,42,69,17.86,36,76,10.29,45,208,109,21,43
1350,PrhdM,0.2878410107410365,60,53,14.34,42,56,-7.18,28,337,157,95,43
1350,"P,hmM",0.28544272260907755,75,12,4.53,77,9,1.19,28,160,157,109,43
1350,PrhmE,0.2768714836199454,62,51,7.21,42,49,-17.79,28,337,157,109,38
1350,P*hmM,0.2696051218614224,75,12,4.44,71,7,-0.33,28,155,157,109,43
1350,PrhPM,0.25981221053259634,54,53,16.02,42,57,-1.88,28,337,157,63,43
1350,PrhPM,0.25981221053259634,54,53,16.02,42,57,-1.88,28,337,157,63,43
1350,PrhpM,0.25809958432652375,62,53,7.99,44,58,-9.6,28,337,157,114,43
1350,g?H5M,0.25742181315621016,42,69,12.2,37,75,0.43,41,208,109,21,43
1350,PjH5M,0.2551768409417649,45,71,13.34,32,67,-13.62,28,317,109,21,43
1350,O29.:,0.245796383232929,44,90,13.0,33,96,-28.78,27,175,86,9,31
1350,PrhYM,0.24392570311715434,62,53,11.26,46,58,-6.74,28,337,157,78,43
1350,VXHmM,0.24348905099949988,58,65,0.77,43,65,-23.73,31,272,109,109,43
1350,PpHjM,0.24231364015174453,54,68,2.49,42,64,-13.28,28,332,109,104,43
1350,\[G5g,0.21335238389304484,43,67,12.7,42,71,-7.48,35,279,107,21,60
1350,PrhfM,0.20972374521477175,62,51,9.15,46,58,-6.84,28,337,157,98,43
1350,PZHjM,0.20541848868217374,56,69,-1.64,44,68,-16.94,28,277,109,104,43
1350,PrmmM,0.18800618997767543,60,53,1.17,48,56,-20.11,28,337,165,109,43
1350,VrHNM,0.1859667718434934,42,64,4.12,38,59,-4.32,31,337,109,60,43
1350,Prh^M,0.18405304675938342,61,52,5.22,44,58,-11.75,28,337,157,85,43
1350,UYKft,0.17979746197556343,56,69,2.35,45,77,-22.48,31,274,113,98,68
1350,PrhmS,0.17523361715551397,60,56,-0.97,47,59,-23.31,28,337,157,109,47
1350,PrhmO,0.17523361715551397,60,56,-0.97,50,58,-13.74,28,337,157,109,45
1350,P+kjM,0.17044250135560007,60,10,3.02,83,6,4.48,28,158,162,104,43
1350,VTHmM,0.16713600820833538,56,69,-6.39,46,65,-17.13,31,261,109,109,43
1350,VrHSM,0.1582675914577573,51,64,-0.98,47,59,-4.92,31,337,109,68,43
1440,Rd_:/,0.835506828607772,61,31,33.37,40,35,2.26,29,302,144,28,24
1440,PoH5M,0.3279838345789696,44,68,19.53,36,65,-1.43,28,330,109,21,43
1440,n?H5M,0.3207211201324178,42,69,17.86,36,76,10.29,45,208,109,21,43
1440,PrhdM,0.2878410107410365,60,53,14.34,42,56,-7.18,28,337,157,95,43
1440,"P,hmM",0.28544272260907755,75,12,4.53,77,9,1.19,28,160,157,109,43
1440,PrhmE,0.2768714836199454,62,51,7.21,42,49,-17.79,28,337,157,109,38
1440,P*hmM,0.2696051218614224,75,12,4.44,71,7,-0.33,28,155,157,109,43
1440,PrhPM,0.25981221053259634,54,53,16.02,42,57,-1.88,28,337,157,63,43
1440,PrhPM,0.25981221053259634,54,53,16.02,42,57,-1.88,28,337,157,63,43
1440,PrhpM,0.25809958432652375,62,53,7.99,44,58,-9.6,28,337,157,114,43
1440,g?H5M,0.25742181315621016,42,69,12.2,37,75,0.43,41,208,109,21,43
1440,O29.:,0.245796383232929,44,90,13.0,33,96,-28.78,27,175,86,9,31
1440,PrhYM,0.24392570311715434,62,53,11.26,46,58,-6.74,28,337,157,78,43
1440,VXHmM,0.24348905099949988,58,65,0.77,43,65,-23.73,31,272,109,109,43
1440,PpHjM,0.24231364015174453,54,68,2.49,42,64,-13.28,28,332,109,104,43
1440,PlHjM,0.2376616011132737,55,69,1.75,47,65,-16.03,28,322,109,104,43
1440,\[G5g,0.21335238389304484,43,67,12.7,42,71,-7.48,35,279,107,21,60
1440,PrhfM,0.20972374521477175,62,51,9.15,46,58,-6.84,28,337,157,98,43
1440,PZHjM,0.20541848868217374,56,69,-1.64,44,68,-16.94,28,277,109,104,43
1440,PrmmM,0.18800618997767543,60,53,1.17,48,56,-20.11,28,337,165,109,43
1440,VrHNM,0.1859667718434934,42,64,4.12,38,59,-4.32,31,337,109,60,43
1440,Prh^M,0.18405304675938342,61,52,5.22,44,58,-11.75,28,337,157,85,43
1440,UYKft,0.17979746197556343,56,69,2.35,45,77,-22.48,31,274,113,98,68
1440,PrhmS,0.17523361715551397,60,56,-0.97,47,59,-23.31,28,337,157,109,47
1440,PrhmO,0.17523361715551397,60,56,-0.97,50,58,-13.74,28,337,157,109,45
1440,P+kjM,0.17044250135560007,60,10,3.02,83,6,4.48,28,158,162,104,43
1440,VTHmM,0.16713600820833538,56,69,-6.39,46,65,-17.13,31,261,109,109,43
1440,VrH4M,0.1532616392449265,51,64,-0.09,48,58,-2.79,31,337,109,19,43
1440,PTHjM,0.15032647612008337,60,70,-1.44,45,71,-17.78,28,261,109,104,43
1440,YrHmM,0.1497607119842696,53,60,-5.88,43,57,-22.78,33,337,109,109,43
1530,Rd_:/,0.835506828607772,61,31,33.37,40,35,2.26,29,302,144,28,24
1530,n?H5M,0.3207211201324178,42,69,17.86,36,76,10.29,45,208,109,21,43
1530,PjHNM,0.2907803005500221,50,72,16.14,35,67,-17.81,28,317,109,60,43
1530,PrhdM,0.2878410107410365,60,53,14.34,42,56,-7.18,28,337,157,95,43
1530,PjHMM,0.2873242762806158,50,72,15.6,35,67,-16.67,28,317,109,59,43
1530,"P,hmM",0.28544272260907755,75,12,4.53,77,9,1.19,28,160,157,109,43
1530,PrhmE,0.2768714836199454,62,51,7.21,42,49,-17.79,28,337,157,109,38
1530,P*hmM,0.2696051218614224,75,12,4.44,71,7,-0.33,28,155,157,109,43
1530,PrhPM,0.25981221053259634,54,53,16.02,42,57,-1.88,28,337,157,63,43
1530,PrhpM,0.25809958432652375,62,53,7.99,44,58,-9.6,28,337,157,114,43
1530,g?H5M,0.25742181315621016,42,69,12.2,37,75,0.43,41,208,109,21,43
1530,PjHUM,0.24647020575675094,48,72,8.54,34,67,-16.72,28,317,109,71,43
1530,O29.:,0.245796383232929,44,90,13.0,33,96,-28.78,27,175,86,9,31
1530,PrhYM,0.24392570311715434,62,53,11.26,46,58,-6.74,28,337,157,78,43
1530,VXHmM,0.24348905099949988,58,65,0.77,43,65,-23.73,31,272,109,109,43
1530,PlHjM,0.2376616011132737,55,69,1.75,47,65,-16.03,28,322,109,104,43
1530,\[G5g,0.21335238389304484,43,67,12.7,42,71,-7.48,35,279,107,21,60
1530,PrhfM,0.20972374521477175,62,51,9.15,46,58,-6.84,28,337,157,98,43
1530,PZHjM,0.20541848868217374,56,69,-1.64,44,68,-16.94,28,277,109,104,43
1530,PjFmM,0.19317240258329008,54,71,-4.68,45,66,-25.33,28,317,106,109,43
1530,PrmmM,0.18800618997767543,60,53,1.17,48,56,-20.11,28,337,165,109,43
1530,VrHNM,0.1859667718434934,42,64,4.12,38,59,-4.32,31,337,109,60,43
1530,Prh^M,0.18405304675938342,61,52,5.22,44,58,-11.75,28,337,157,85,43
1530,PjHeM,0.183732827103079,52,69,2.54,40,66,-21.0,28,317,109,97,43
1530,UYKft,0.17979746197556343,56,69,2.35,45,77,-22.48,31,274,113,98,68
1530,PrhmO,0.17523361715551397,60,56,-0.97,50,58,-13.74,28,337,157,109,45
1530,P+kjM,0.17044250135560007,60,10,3.02,83,6,4.48,28,158,162,104,43
1530,PjHJM,0.1604751612397367,53,71,-6.08,44,67,-27.0,28,317,109,54,43
1530,VrH4M,0.1532616392449265,51,64,-0.09,48,58,-2.79,31,337,109,19,43
1530,PTHjM,0.15032647612008337,60,70,-1.44,45,71,-17.78,28,261,109,104,43
1620,Rd_:/,0.835506828607772,61,31,33.37,40,35,2.26,29,302,144,28,24
1620,n?H5M,0.3207211201324178,42,69,17.86,36,76,10.29,45,208,109,21,43
1620,PjHNM,0.2907803005500221,50,72,16.14,35,67,-17.81,28,317,109,60,43
1620,PrhdM,0.2878410107410365,60,53,14.34,42,56,-7.18,28,337,157,95,43
1620,PjHMM,0.2873242762806158,50,72,15.6,35,67,-16.67,28,317,109,59,43
1620,PrhmE,0.2768714836199454,62,51,7.21,42,49,-17.79,28,337,157,109,38
1620,P*hmM,0.2696051218614224,75,12,4.44,71,7,-0.33,28,155,157,109,43
1620,PrhPM,0.25981221053259634,54,53,16.02,42,57,-1.88,28,337,157,63,43
1620,PrhpM,0.25809958432652375,62,53,7.99,44,58,-9.6,28,337,157,114,43
1620,g?H5M,0.25742181315621016,42,69,12.2,37,75,0.43,41,208,109,21,43
1620,PjHUM,0.24647020575675094,48,72,8.54,34,67,-16.72,28,317,109,71,43
1620,O29.:,0.245796383232929,44,90,13.0,33,96,-28.78,27,175,86,9,31
1620,PrhYM,0.24392570311715434,62,53,11.26,46,58,-6.74,28,337,157,78,43
1620,VXHmM,0.24348905099949988,58,65,0.77,43,65,-23.73,31,272,109,109,43
1620,PlHjM,0.2376616011132737,55,69,1.75,47,65,-16.03,28,322,109,104,43
1620,PrhfM,0.20972374521477175,62,51,9.15,46,58,-6.84,28,337,157,98,43
1620,PjFmM,0.19317240258329008,54,71,-4.68,45,66,-25.33,28,317,106,109,43
1620,PrmmM,0.18800618997767543,60,53,1.17,48,56,-20.11,28,337,165,109,43
1620,PjHeM,0.183732827103079,52,69,2.54,40,66,-21.0,28,317,109,97,43
1620,UYKft,0.17979746197556343,56,69,2.35,45,77,-22.48,31,274,113,98,68
1620,PrhmO,0.17523361715551397,60,56,-0.97,50,58,-13.74,28,337,157,109,45
1620,P+kjM,0.17044250135560007,60,10,3.02,83,6,4.48,28,158,162,104,43
1620,PjHJM,0.1604751612397367,53,71,-6.08,44,67,-27.0,28,317,109,54,43
1620,VrH4M,0.1532616392449265,51,64,-0.09,48,58,-2.79,31,337,109,19,43
1620,PTHjM,0.15032647612008337,60,70,-1.44,45,71,-17.78,28,261,109,104,43
1620,YrHmM,0.1497607119842696,53,60,-5.88,43,57,-22.78,33,337,109,109,43
1620,YrHmM,0.1497607119842696,53,60,-5.88,43,57,-22.78,33,337,109,109,43
1620,PrlI:,0.14711530457774805,63,46,19.77,36,46,-19.04,28,337,163,52,31
1620,PVH[M,0.14629383966527532,52,69,6.87,38,70,-17.53,28,266,109,81,43
1620,PVH[M,0.14629383966527532,52,69,6.87,38,70,-17.53,28,266,109,81,43
1710,Rd_:/,0.835506828607772,61,31,33.37,40,35,2.26,29,302,144,28,24
1710,n?H5M,0.3207211201324178,42,69,17.86,36,76,10.29,45,208,109,21,43
1710,PjHNM,0.2907803005500221,50,72,16.14,35,67,-17.81,28,317,109,60,43
1710,PrhdM,0.2878410107410365,60,53,14.34,42,56,-7.18,28,337,157,95,43
1710,PjHMM,0.2873242762806158,50,72,15.6,35,67,-16.67,28,317,109,59,43
1710,PrH0M,0.2816371605538919,51,68,13.79,38,62,-9.43,28,337,109,13,43
1710,PrhmE,0.2768714836199454,62,51,7.21,42,49,-17.79,28,337,157,109,38
1710,PrhPM,0.25981221053259634,54,53,16.02,42,57,-1.88,28,337,157,63,43
1710,g?H5M,0.25742181315621016,42,69,12.2,37,75,0.43,41,208,109,21,43
1710,PrH8M,0.25565223082920624,50,68,12.59,37,64,-11.51,28,337,109,25,43
1710,PrHSM,0.2525153280848582,52,68,5.25,43,64,-9.83,28,337,109,68,43
1710,PrhYM,0.24392570311715434,62,53,11.26,46,58,-6.74,28,337,157,78,43
1710,VXHmM,0.24348905099949988,58,65,0.77,43,65,-23.73,31,272,109,109,43
1710,PrH?M,0.23558558518568934,47,68,9.64,38,65,-0.1,28,337,109,36,43
1710,PrhfM,0.20972374521477175,62,51,9.15,46,58,-6.84,28,337,157,98,43
1710,PgHmM,0.2090464494293512,55,69,-5.75,46,66,-24.41,28,309,109,109,43
1710,PgHmM,0.2090464494293512,55,69,-5.75,46,66,-24.41,28,309,109,109,43
1710,PjFmM,0.19317240258329008,54,71,-4.68,45,66,-25.33,28,317,106,109,43
1710,PrmmM,0.18800618997767543,60,53,1.17,48,56,-20.11,28,337,165,109,43
1710,UYKft,0.17979746197556343,56,69,2.35,45,77,-22.48,31,274,113,98,68
1710,PrH^M,0.17907598737044114,52,68,-1.12,43,65,-15.87,28,337,109,85,43
1710,PrhmO,0.17523361715551397,60,56,-0.97,50,58,-13.74,28,337,157,109,45
1710,P+kjM,0.17044250135560007,60,10,3.02,83,6,4.48,28,158,162,104,43
1710,PjHJM,0.1604751612397367,53,71,-6.08,44,67,-27.0,28,317,109,54,43
1710,PrHm.,0.15051209597314433,44,34,-2.3,36,36,-12.99,28,337,109,109,24
1710,PTHjM,0.15032647612008337,60,70,-1.44,45,71,-17.78,28,261,109,104,43
1710,YrHmM,0.1497607119842696,53,60,-5.88,43,57,-22.78,33,337,109,109,43
1710,YrHmM,0.1497607119842696,53,60,-5.88,43,57,-22.78,33,337,109,109,43
1710,PrlI:,0.14711530457774805,63,46,19.77,36,46,-19.04,28,337,163,52,31
1710,PVH[M,0.14629383966527532,52,69,6.87,38,70,-17.53,28,266,109,81,43
90,3Mvj5,0.7129888190076478,61,21,11.18,33,12,-11.26,11,244,178,104,28
90,Rtf3),0.5931421378230601,70,10,11.94,25,8,-2.98,29,342,154,17,21
90,\cf(7,0.48621160292425897,46,30,24.63,44,34,11.68,35,299,154,0,29
90,3\VF4,0.45321716202580886,54,82,19.31,45,87,-14.07,11,282,130,47,28
90,r]bS>,0.4471030299564629,57,38,15.89,37,51,-10.4,47,284,148,68,34
90,NXwNA,0.43391059840719537,64,14,17.36,66,15,19.41,27,272,180,60,36
90,"cLR,I",0.42602376407745024,50,64,32.87,34,79,-7.2,39,241,124,6,41
90,_JI6S,0.3807542376016807,47,69,29.02,34,73,-17.87,36,236,110,22,47
90,FRX]2,0.3665879569431,52,53,5.41,50,52,-1.3,22,256,133,84,26
90,"C9Rh,",0.3659119220282464,60,10,6.12,31,16,-8.99,20,193,124,101,23
90,WhcN/,0.34331591208160483,47,34,11.63,38,34,-0.81,32,312,150,60,24
90,SYEg7,0.3425055683418699,52,51,4.31,44,52,-9.42,29,274,104,100,29
90,7Y]w*,0.32323503431125106,59,27,3.27,34,41,-19.45,14,274,141,125,21
90,mOF+R,0.31349965216414943,46,60,15.9,37,58,-13.52,44,249,106,5,47
90,1MYh.,0.3110219645569195,51,72,12.74,44,70,-9.02,10,244,134,101,24
90,JY>N),0.3036092657442086,44,45,13.32,45,31,8.32,24,274,93,60,21
90,dMsPP,0.29136736599108815,70,10,12.16,53,13,1.63,39,244,174,63,45
90,rn\KP,0.2875362697420368,62,45,3.24,45,44,-20.12,47,327,139,55,45
90,ZfBqJ,0.2868747529229808,54,61,-2.08,42,66,-22.6,33,307,99,116,42
90,`rTr5,0.271397819422494,48,35,4.21,30,33,-14.35,37,337,127,117,28
90,Eil23,0.24836940318979314,58,36,8.82,37,37,-4.72,22,315,163,16,27
90,SdDAq,0.24517176674008875,49,71,4.1,43,72,-21.19,29,302,103,40,66
90,TbL@i,0.23971144541708486,50,68,9.64,39,74,-24.11,30,297,115,38,61
90,QaV84,0.23442765553924685,52,42,9.78,33,42,-9.88,28,294,130,25,28
