Trial #	Score1	Score2	Score3	Trades1	Trades2	Trades3	Fees1	Fees2	Fees3	Winrate1	Winrate2	Winrate3	Average	Deviation	Parameters
951	1.62	3.94	3.33	287	34	21	4520.07	304.02	181.98	64	79	76	2.963	1.20268	{'ott_len': 34, 'ott_percent': 129, 'ott_bw_up': 147, 'tps_qty_index': 110, 'max_risk_long': 66}
953	1.79	-0.44	5.07	270	30	22	4775.76	235.51	208.33	59	43	86	2.14	2.77162	{'ott_len': 70, 'ott_percent': 170, 'ott_bw_up': 138, 'tps_qty_index': 37, 'max_risk_long': 65}
954	1.62	3.76	4.23	265	24	20	4109.59	204.63	175.06	64	83	80	3.203	1.3912	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 110, 'max_risk_long': 61}
955	1.32	0.87	3.46	783	117	69	11034.52	970.84	658.9	51	51	67	1.883	1.38385	{'ott_len': 33, 'ott_percent': 78, 'ott_bw_up': 88, 'tps_qty_index': 42, 'max_risk_long': 65}
969	1.46	3.01	3.84	283	32	20	4836.57	278.64	176.61	57	66	80	2.77	1.20801	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 41, 'max_risk_long': 67}
971	1.54	3.8	3.56	280	31	20	5076.12	281.68	175.66	53	61	75	2.967	1.24134	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 59, 'max_risk_long': 65}
979	2.04	-0.07	4.06	289	30	23	4826.51	244.43	208.23	60	57	78	2.01	2.06516	{'ott_len': 70, 'ott_percent': 78, 'ott_bw_up': 88, 'tps_qty_index': 72, 'max_risk_long': 53}
981	1.77	-0.13	5.11	273	30	22	4378.65	241.17	204.09	63	53	86	2.25	2.65277	{'ott_len': 70, 'ott_percent': 170, 'ott_bw_up': 138, 'tps_qty_index': 84, 'max_risk_long': 65}
982	1.36	-0.08	3.83	378	63	47	4470.24	502.4	454.92	49	46	68	1.703	1.97748	{'ott_len': 39, 'ott_percent': 78, 'ott_bw_up': 89, 'tps_qty_index': 77, 'max_risk_long': 34}
983	1.5	-0.92	3.85	256	26	19	3581.54	203.01	180.15	52	54	79	1.477	2.38509	{'ott_len': 68, 'ott_percent': 78, 'ott_bw_up': 88, 'tps_qty_index': 56, 'max_risk_long': 44}
985	1.46	2.85	3.05	144	18	13	1795.25	153.79	111.36	57	61	77	2.453	0.86604	{'ott_len': 33, 'ott_percent': 127, 'ott_bw_up': 171, 'tps_qty_index': 57, 'max_risk_long': 65}
991	1.63	1.83	4.25	350	43	25	5262.82	398.54	241.42	57	60	80	2.57	1.45836	{'ott_len': 68, 'ott_percent': 78, 'ott_bw_up': 88, 'tps_qty_index': 72, 'max_risk_long': 65}
994	1.34	1.98	3.22	397	51	34	6731.96	473.19	306.18	55	55	68	2.18	0.95582	{'ott_len': 33, 'ott_percent': 153, 'ott_bw_up': 149, 'tps_qty_index': 66, 'max_risk_long': 79}
1001	1.35	0.39	2.24	196	14	17	2124.06	110.56	146.36	56	50	65	1.327	0.92522	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 147, 'tps_qty_index': 65, 'max_risk_long': 45}
1004	1.16	5.65	3.72	112	10	11	1085.42	87.45	93.48	54	100	82	3.51	2.25235	{'ott_len': 33, 'ott_percent': 78, 'ott_bw_up': 147, 'tps_qty_index': 104, 'max_risk_long': 52}
1006	1.56	0.87	5.42	289	32	24	3733.3	269.66	220.12	67	62	88	2.617	2.45215	{'ott_len': 70, 'ott_percent': 129, 'ott_bw_up': 116, 'tps_qty_index': 110, 'max_risk_long': 65}
1007	1.03	5.71	4.15	127	8	12	1231.49	67.84	102.5	60	100	92	3.63	2.38294	{'ott_len': 31, 'ott_percent': 78, 'ott_bw_up': 147, 'tps_qty_index': 110, 'max_risk_long': 52}
1010	1.05	1.39	3.34	813	127	70	9455.41	1110.83	666.23	52	51	66	1.927	1.23573	{'ott_len': 33, 'ott_percent': 78, 'ott_bw_up': 88, 'tps_qty_index': 41, 'max_risk_long': 79}
1012	1.46	1.12	2.92	674	105	62	11124.45	897.88	554.36	51	46	65	1.833	0.95631	{'ott_len': 32, 'ott_percent': 129, 'ott_bw_up': 116, 'tps_qty_index': 93, 'max_risk_long': 52}
1013	1.7	2.41	2.57	212	18	19	2683.33	148.86	166.43	55	61	68	2.227	0.46307	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 11, 'max_risk_long': 50}
1031	1.44	1.77	3.32	861	141	81	11802.01	1300.84	763.71	58	61	64	2.177	1.00381	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 107, 'tps_qty_index': 110, 'max_risk_long': 61}
1033	1.94	0.17	3.97	214	22	19	2909.11	177.79	167.69	68	59	84	2.027	1.90148	{'ott_len': 70, 'ott_percent': 170, 'ott_bw_up': 138, 'tps_qty_index': 110, 'max_risk_long': 52}
1034	1.11	0.99	2.56	167	18	14	2257.06	142.69	123.94	55	50	71	1.553	0.87386	{'ott_len': 68, 'ott_percent': 78, 'ott_bw_up': 109, 'tps_qty_index': 18, 'max_risk_long': 74}
1035	1.27	2.49	2.69	50	4	7	501.63	32.02	59.94	62	50	100	2.15	0.76864	{'ott_len': 65, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 65, 'max_risk_long': 52}
1036	1.05	1.22	4.38	488	75	37	6506.85	601.67	352.77	62	63	78	2.217	1.87543	{'ott_len': 33, 'ott_percent': 170, 'ott_bw_up': 149, 'tps_qty_index': 110, 'max_risk_long': 88}
1037	1.24	5.35	3.48	145	18	11	1473.19	169.11	93.26	54	83	73	3.357	2.05777	{'ott_len': 33, 'ott_percent': 78, 'ott_bw_up': 149, 'tps_qty_index': 64, 'max_risk_long': 66}
1045	2.0	0.41	4.94	245	27	21	3979.14	221.15	193.92	64	56	86	2.45	2.29828	{'ott_len': 70, 'ott_percent': 170, 'ott_bw_up': 138, 'tps_qty_index': 84, 'max_risk_long': 57}
1050	1.7	3.88	3.87	288	30	21	4999.21	258.53	183.65	65	83	76	3.15	1.25575	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 147, 'tps_qty_index': 110, 'max_risk_long': 66}
1052	1.31	0.84	4.06	388	52	25	4566.58	456.07	239.85	55	65	68	2.07	1.73934	{'ott_len': 68, 'ott_percent': 78, 'ott_bw_up': 88, 'tps_qty_index': 18, 'max_risk_long': 98}
1053	1.38	3.69	3.57	143	17	13	1613.14	149.43	112.34	57	76	77	2.88	1.30042	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 171, 'tps_qty_index': 77, 'max_risk_long': 65}
1056	1.88	3.52	3.43	255	24	18	5267.07	211.52	156.38	57	67	72	2.943	0.92197	{'ott_len': 33, 'ott_percent': 170, 'ott_bw_up': 171, 'tps_qty_index': 11, 'max_risk_long': 65}
1058	1.54	6.83	3.82	174	14	14	1975.41	123.32	121.19	66	100	86	4.063	2.65338	{'ott_len': 31, 'ott_percent': 94, 'ott_bw_up': 147, 'tps_qty_index': 110, 'max_risk_long': 55}
1060	1.48	3.06	3.94	191	16	14	2409.79	134.1	121.51	58	62	86	2.827	1.24649	{'ott_len': 32, 'ott_percent': 103, 'ott_bw_up': 147, 'tps_qty_index': 77, 'max_risk_long': 55}
1061	1.78	5.47	3.99	154	9	12	1707.81	76.11	103.77	62	89	92	3.747	1.857	{'ott_len': 32, 'ott_percent': 103, 'ott_bw_up': 149, 'tps_qty_index': 106, 'max_risk_long': 50}
1067	1.82	-0.66	4.78	302	33	21	4073.73	255.25	189.97	65	64	81	1.98	2.72353	{'ott_len': 68, 'ott_percent': 78, 'ott_bw_up': 88, 'tps_qty_index': 110, 'max_risk_long': 49}
1069	1.39	4.51	4.23	295	34	20	4316.07	310.7	175.06	65	82	80	3.377	1.72619	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 110, 'max_risk_long': 79}
1074	1.12	5.63	4.31	205	22	15	2327.72	212.57	131.25	60	86	87	3.687	2.31871	{'ott_len': 33, 'ott_percent': 103, 'ott_bw_up': 147, 'tps_qty_index': 106, 'max_risk_long': 64}
1081	1.18	1.38	3.92	440	57	34	6926.0	500.89	315.2	55	56	76	2.16	1.52748	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 133, 'tps_qty_index': 65, 'max_risk_long': 94}
1082	1.1	2.9	2.95	55	3	8	498.91	24.69	66.29	60	100	75	2.317	1.05396	{'ott_len': 56, 'ott_percent': 78, 'ott_bw_up': 138, 'tps_qty_index': 35, 'max_risk_long': 57}
1084	1.29	4.07	2.96	103	8	12	1020.15	66.8	101.79	53	62	75	2.773	1.39937	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 171, 'tps_qty_index': 59, 'max_risk_long': 52}
1087	2.16	2.92	3.37	245	20	21	3761.45	164.78	181.47	65	80	71	2.817	0.61158	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 147, 'tps_qty_index': 110, 'max_risk_long': 52}
1089	1.12	2.68	3.09	338	35	28	3995.05	303.22	242.27	59	69	71	2.297	1.03944	{'ott_len': 32, 'ott_percent': 78, 'ott_bw_up': 116, 'tps_qty_index': 110, 'max_risk_long': 52}
1092	2.06	0.01	4.46	215	21	19	3645.61	168.89	178.18	60	52	84	2.177	2.22729	{'ott_len': 70, 'ott_percent': 170, 'ott_bw_up': 138, 'tps_qty_index': 32, 'max_risk_long': 52}
1094	1.52	5.8	4.25	158	10	13	1701.72	85.08	112.04	63	90	92	3.857	2.16694	{'ott_len': 33, 'ott_percent': 103, 'ott_bw_up': 149, 'tps_qty_index': 110, 'max_risk_long': 52}
1105	1.62	3.07	3.6	254	23	18	4222.35	197.92	159.1	54	61	72	2.763	1.025	{'ott_len': 33, 'ott_percent': 170, 'ott_bw_up': 171, 'tps_qty_index': 64, 'max_risk_long': 63}
1106	1.78	2.9	2.41	262	25	25	3589.0	215.63	214.75	56	52	64	2.363	0.56146	{'ott_len': 33, 'ott_percent': 150, 'ott_bw_up': 155, 'tps_qty_index': 69, 'max_risk_long': 52}
1107	1.1	2.16	2.66	338	33	30	3912.64	289.6	261.02	56	55	70	1.973	0.79658	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 138, 'tps_qty_index': 84, 'max_risk_long': 50}
1108	1.33	-0.07	3.38	155	13	12	2170.98	97.69	105.17	55	38	100	1.547	1.73518	{'ott_len': 70, 'ott_percent': 129, 'ott_bw_up': 138, 'tps_qty_index': 57, 'max_risk_long': 76}
1109	1.87	2.96	3.13	234	21	20	3453.81	176.62	173.71	53	57	70	2.653	0.68369	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 57, 'max_risk_long': 52}
1113	1.96	2.69	3.65	234	21	20	3268.46	173.14	174.5	59	67	75	2.767	0.8476	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 116, 'max_risk_long': 52}
1114	1.93	-1.0	4.52	304	34	21	5313.12	258.65	201.62	56	47	81	1.817	2.76174	{'ott_len': 68, 'ott_percent': 78, 'ott_bw_up': 88, 'tps_qty_index': 25, 'max_risk_long': 49}
1118	1.24	3.49	4.11	192	15	15	2156.63	130.0	131.03	51	73	80	2.947	1.51018	{'ott_len': 33, 'ott_percent': 78, 'ott_bw_up': 134, 'tps_qty_index': 64, 'max_risk_long': 55}
1123	1.29	4.33	3.22	63	7	9	594.05	58.05	75.67	59	86	78	2.947	1.53832	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 171, 'tps_qty_index': 77, 'max_risk_long': 46}
1124	1.43	4.18	2.9	275	32	20	4037.55	290.78	172.42	61	72	75	2.837	1.37609	{'ott_len': 34, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 84, 'max_risk_long': 66}
1125	1.54	3.74	3.71	277	30	20	4915.62	265.48	177.08	56	67	75	2.997	1.2616	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 65, 'max_risk_long': 66}
1127	1.3	4.06	3.3	120	7	12	1112.16	58.79	102.09	56	71	83	2.887	1.42567	{'ott_len': 32, 'ott_percent': 129, 'ott_bw_up': 171, 'tps_qty_index': 98, 'max_risk_long': 52}
1130	1.32	1.0	2.9	132	7	12	1484.5	54.83	103.77	53	43	75	1.74	1.01725	{'ott_len': 45, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 59, 'max_risk_long': 52}
1135	1.95	3.07	3.49	235	21	20	3420.51	175.27	174.0	58	67	75	2.837	0.79607	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 84, 'max_risk_long': 52}
1136	1.12	2.9	3.54	200	23	14	2299.95	205.22	121.86	50	65	86	2.52	1.25395	{'ott_len': 33, 'ott_percent': 103, 'ott_bw_up': 149, 'tps_qty_index': 59, 'max_risk_long': 65}
1138	1.1	4.61	4.45	382	49	29	4351.47	473.47	263.41	61	69	79	3.387	1.98193	{'ott_len': 30, 'ott_percent': 147, 'ott_bw_up': 147, 'tps_qty_index': 110, 'max_risk_long': 55}
1140	1.78	3.98	3.84	154	14	13	1839.88	121.03	110.96	58	79	85	3.2	1.23175	{'ott_len': 33, 'ott_percent': 94, 'ott_bw_up': 147, 'tps_qty_index': 92, 'max_risk_long': 55}
1145	1.04	4.33	3.7	256	23	21	2766.54	207.08	186.3	57	61	76	3.023	1.74626	{'ott_len': 31, 'ott_percent': 103, 'ott_bw_up': 139, 'tps_qty_index': 42, 'max_risk_long': 56}
1146	1.16	5.48	3.61	113	10	11	1035.31	85.64	93.06	58	90	82	3.417	2.16648	{'ott_len': 34, 'ott_percent': 86, 'ott_bw_up': 147, 'tps_qty_index': 86, 'max_risk_long': 52}
1148	1.71	1.85	3.1	143	8	14	1870.37	64.7	123.47	60	50	71	2.22	0.76531	{'ott_len': 45, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 77, 'max_risk_long': 55}
1149	1.32	3.63	3.55	304	39	21	4656.42	390.49	183.24	53	64	71	2.833	1.3112	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 59, 'max_risk_long': 91}
1153	1.5	4.24	3.56	308	36	21	4663.45	322.43	184.25	61	69	76	3.1	1.42674	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 147, 'tps_qty_index': 104, 'max_risk_long': 77}
1155	1.19	2.42	3.7	452	56	40	6238.78	518.84	372.33	53	50	72	2.437	1.25508	{'ott_len': 33, 'ott_percent': 103, 'ott_bw_up': 116, 'tps_qty_index': 93, 'max_risk_long': 52}
1158	1.81	5.82	4.13	154	9	12	1716.1	76.03	102.95	64	89	92	3.92	2.01323	{'ott_len': 32, 'ott_percent': 103, 'ott_bw_up': 149, 'tps_qty_index': 110, 'max_risk_long': 50}
1159	1.96	0.21	4.07	289	29	23	4358.11	240.74	206.36	59	59	78	2.08	1.9328	{'ott_len': 70, 'ott_percent': 78, 'ott_bw_up': 88, 'tps_qty_index': 69, 'max_risk_long': 52}
1161	1.42	2.6	3.24	393	48	35	7549.55	485.89	319.35	54	54	69	2.42	0.92326	{'ott_len': 33, 'ott_percent': 170, 'ott_bw_up': 156, 'tps_qty_index': 11, 'max_risk_long': 65}
1164	1.28	2.56	3.57	177	21	13	1905.45	176.04	109.58	62	71	77	2.47	1.14765	{'ott_len': 32, 'ott_percent': 78, 'ott_bw_up': 148, 'tps_qty_index': 104, 'max_risk_long': 91}
1166	1.26	5.91	4.03	112	10	11	1109.44	87.15	93.54	62	100	91	3.733	2.33915	{'ott_len': 33, 'ott_percent': 78, 'ott_bw_up': 147, 'tps_qty_index': 110, 'max_risk_long': 52}
1167	2.02	2.92	3.76	234	20	20	3378.03	164.78	173.08	63	80	75	2.9	0.87017	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 110, 'max_risk_long': 52}
1168	1.09	1.3	3.62	818	133	75	9776.56	1133.31	687.91	56	57	67	2.003	1.40401	{'ott_len': 31, 'ott_percent': 94, 'ott_bw_up': 95, 'tps_qty_index': 110, 'max_risk_long': 55}
1173	1.88	3.1	3.42	232	21	20	3369.3	176.89	174.87	56	62	70	2.8	0.81265	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 77, 'max_risk_long': 52}
1174	1.54	5.24	3.83	168	10	14	1871.64	86.42	121.67	57	80	86	3.537	1.86736	{'ott_len': 33, 'ott_percent': 103, 'ott_bw_up': 147, 'tps_qty_index': 99, 'max_risk_long': 52}
1180	1.88	3.48	3.34	245	22	20	3925.61	186.59	174.07	57	64	70	2.9	0.88612	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 75, 'max_risk_long': 55}
1181	1.39	4.64	3.74	166	11	14	1793.3	94.23	121.37	61	82	79	3.257	1.67804	{'ott_len': 31, 'ott_percent': 94, 'ott_bw_up': 149, 'tps_qty_index': 106, 'max_risk_long': 55}
1186	1.03	3.52	3.76	402	48	31	6190.52	516.49	275.06	50	56	77	2.77	1.51165	{'ott_len': 33, 'ott_percent': 103, 'ott_bw_up': 125, 'tps_qty_index': 59, 'max_risk_long': 65}
1189	1.72	5.82	3.99	161	11	12	1816.87	95.68	103.77	62	91	92	3.843	2.05393	{'ott_len': 32, 'ott_percent': 103, 'ott_bw_up': 149, 'tps_qty_index': 106, 'max_risk_long': 52}
1190	1.18	5.02	4.5	243	29	15	2722.37	272.68	128.78	65	79	80	3.567	2.0832	{'ott_len': 32, 'ott_percent': 103, 'ott_bw_up': 147, 'tps_qty_index': 110, 'max_risk_long': 91}
1191	1.26	2.77	3.45	346	34	30	4422.72	319.07	264.95	50	50	70	2.493	1.12091	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 139, 'tps_qty_index': 59, 'max_risk_long': 52}
1193	1.44	4.96	3.86	158	10	13	1677.95	84.45	112.03	56	80	85	3.42	1.80078	{'ott_len': 33, 'ott_percent': 103, 'ott_bw_up': 149, 'tps_qty_index': 99, 'max_risk_long': 52}
1196	1.23	0.51	3.8	442	57	34	6382.92	454.27	336.29	50	42	68	1.847	1.72952	{'ott_len': 33, 'ott_percent': 170, 'ott_bw_up': 149, 'tps_qty_index': 57, 'max_risk_long': 52}
1197	1.26	1.79	3.06	914	144	84	10826.71	1323.13	798.8	51	56	58	2.037	0.925	{'ott_len': 33, 'ott_percent': 103, 'ott_bw_up': 93, 'tps_qty_index': 99, 'max_risk_long': 52}
1198	1.98	2.95	3.29	244	20	20	3995.38	163.5	173.29	57	65	70	2.74	0.67978	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 92, 'max_risk_long': 55}
1204	1.18	5.54	3.73	146	18	11	1435.11	165.22	93.46	62	89	82	3.483	2.19044	{'ott_len': 33, 'ott_percent': 78, 'ott_bw_up': 149, 'tps_qty_index': 84, 'max_risk_long': 67}
1208	2.05	-0.1	4.06	278	28	22	4805.82	227.27	197.9	59	57	77	2.003	2.08039	{'ott_len': 70, 'ott_percent': 78, 'ott_bw_up': 88, 'tps_qty_index': 93, 'max_risk_long': 51}
1210	1.54	1.77	2.69	188	16	16	2238.11	130.0	137.39	56	56	69	2.0	0.60852	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 75, 'max_risk_long': 46}
1212	1.57	5.21	3.82	169	10	14	1935.88	86.48	120.61	60	90	86	3.533	1.83685	{'ott_len': 33, 'ott_percent': 103, 'ott_bw_up': 147, 'tps_qty_index': 103, 'max_risk_long': 52}
1213	1.33	1.47	4.07	466	65	37	7972.07	548.1	363.54	56	54	68	2.29	1.54311	{'ott_len': 33, 'ott_percent': 170, 'ott_bw_up': 149, 'tps_qty_index': 77, 'max_risk_long': 65}
1214	1.84	3.14	3.33	231	21	20	3379.35	177.79	175.75	55	62	70	2.77	0.81099	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 32, 'max_risk_long': 52}
1217	1.52	5.6	3.99	167	10	14	1885.51	86.54	121.95	59	90	86	3.703	2.05505	{'ott_len': 33, 'ott_percent': 103, 'ott_bw_up': 147, 'tps_qty_index': 86, 'max_risk_long': 52}
1220	1.34	5.49	3.96	151	10	14	1456.69	87.06	121.86	59	90	86	3.597	2.09872	{'ott_len': 33, 'ott_percent': 103, 'ott_bw_up': 147, 'tps_qty_index': 50, 'max_risk_long': 49}
1222	1.11	3.18	3.7	372	44	30	6069.78	474.33	265.59	53	57	70	2.663	1.37012	{'ott_len': 33, 'ott_percent': 148, 'ott_bw_up': 149, 'tps_qty_index': 61, 'max_risk_long': 65}
1223	1.33	5.33	3.87	151	10	14	1427.84	85.31	120.99	60	90	86	3.51	2.02415	{'ott_len': 33, 'ott_percent': 103, 'ott_bw_up': 147, 'tps_qty_index': 104, 'max_risk_long': 49}
1224	1.11	0.42	2.69	521	72	43	7540.51	570.36	412.7	49	42	60	1.407	1.16372	{'ott_len': 33, 'ott_percent': 170, 'ott_bw_up': 144, 'tps_qty_index': 59, 'max_risk_long': 52}
1227	1.25	0.64	3.14	136	11	15	1768.04	88.11	134.55	55	36	80	1.677	1.30347	{'ott_len': 61, 'ott_percent': 129, 'ott_bw_up': 138, 'tps_qty_index': 59, 'max_risk_long': 58}
1228	2.0	-0.58	4.89	309	34	25	5814.44	280.42	237.0	56	47	76	2.103	2.73646	{'ott_len': 70, 'ott_percent': 103, 'ott_bw_up': 98, 'tps_qty_index': 12, 'max_risk_long': 50}
1232	1.52	3.4	3.68	271	29	20	4741.29	248.18	175.16	55	66	75	2.867	1.17462	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 93, 'max_risk_long': 65}
1234	1.32	4.49	3.69	104	5	11	1017.9	41.28	93.48	62	100	91	3.167	1.64852	{'ott_len': 32, 'ott_percent': 78, 'ott_bw_up': 148, 'tps_qty_index': 110, 'max_risk_long': 49}
1236	1.13	1.28	2.78	772	122	72	10882.4	1108.29	648.23	55	53	64	1.73	0.91241	{'ott_len': 32, 'ott_percent': 170, 'ott_bw_up': 131, 'tps_qty_index': 84, 'max_risk_long': 57}
1238	1.39	0.81	4.12	637	98	54	13038.81	836.35	562.88	51	44	67	2.107	1.76755	{'ott_len': 33, 'ott_percent': 170, 'ott_bw_up': 138, 'tps_qty_index': 59, 'max_risk_long': 65}
1243	1.04	3.23	2.4	218	19	18	2052.45	159.58	155.14	49	58	67	2.223	1.10564	{'ott_len': 31, 'ott_percent': 94, 'ott_bw_up': 138, 'tps_qty_index': 57, 'max_risk_long': 52}
1247	1.19	0.62	3.79	449	58	36	6924.26	475.18	354.48	51	47	67	1.867	1.68986	{'ott_len': 33, 'ott_percent': 170, 'ott_bw_up': 149, 'tps_qty_index': 11, 'max_risk_long': 55}
1248	1.53	1.31	3.23	724	116	67	10947.19	986.02	623.62	55	57	67	2.023	1.05078	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 112, 'tps_qty_index': 106, 'max_risk_long': 52}
1250	1.64	5.88	4.21	170	10	14	1954.41	86.03	120.73	64	90	86	3.91	2.13586	{'ott_len': 33, 'ott_percent': 103, 'ott_bw_up': 147, 'tps_qty_index': 110, 'max_risk_long': 52}
1251	1.81	-0.05	4.46	193	20	18	2746.41	162.73	163.02	59	45	83	2.073	2.2665	{'ott_len': 70, 'ott_percent': 170, 'ott_bw_up': 138, 'tps_qty_index': 67, 'max_risk_long': 50}
1252	1.34	1.09	5.08	305	40	23	3916.1	338.91	209.82	68	65	87	2.503	2.23496	{'ott_len': 70, 'ott_percent': 170, 'ott_bw_up': 138, 'tps_qty_index': 110, 'max_risk_long': 91}
1253	1.28	0.6	3.19	380	40	34	4855.72	332.66	313.31	50	42	71	1.69	1.3428	{'ott_len': 33, 'ott_percent': 103, 'ott_bw_up': 118, 'tps_qty_index': 59, 'max_risk_long': 45}
1257	2.18	2.95	2.92	256	20	21	4706.53	163.5	181.64	58	65	67	2.683	0.43616	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 147, 'tps_qty_index': 92, 'max_risk_long': 55}
1259	1.13	4.94	3.75	142	10	13	1264.92	84.75	112.8	51	70	85	3.273	1.94921	{'ott_len': 33, 'ott_percent': 103, 'ott_bw_up': 149, 'tps_qty_index': 68, 'max_risk_long': 49}
1261	1.43	5.22	3.3	174	14	14	1949.97	121.47	120.1	59	79	79	3.317	1.89505	{'ott_len': 31, 'ott_percent': 94, 'ott_bw_up': 147, 'tps_qty_index': 112, 'max_risk_long': 55}
1266	1.63	3.9	3.86	274	31	20	4952.49	277.63	176.17	57	65	75	3.13	1.29919	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 77, 'max_risk_long': 66}
1267	1.01	-0.45	3.27	431	55	39	5630.17	410.19	388.48	49	45	62	1.277	1.87428	{'ott_len': 36, 'ott_percent': 170, 'ott_bw_up': 147, 'tps_qty_index': 57, 'max_risk_long': 52}
1280	1.07	4.3	2.86	228	21	21	2185.63	184.91	181.14	61	81	71	2.743	1.61816	{'ott_len': 31, 'ott_percent': 78, 'ott_bw_up': 129, 'tps_qty_index': 110, 'max_risk_long': 52}
1281	1.68	6.83	3.49	161	14	13	1765.0	123.32	111.41	65	100	85	4.0	2.6126	{'ott_len': 31, 'ott_percent': 94, 'ott_bw_up': 147, 'tps_qty_index': 110, 'max_risk_long': 52}
1284	1.57	5.64	3.97	168	10	14	1943.38	86.9	122.13	59	90	86	3.727	2.04588	{'ott_len': 33, 'ott_percent': 103, 'ott_bw_up': 147, 'tps_qty_index': 51, 'max_risk_long': 52}
1288	1.24	0.91	4.17	150	12	11	1749.73	94.61	98.32	59	50	100	2.107	1.7945	{'ott_len': 70, 'ott_percent': 170, 'ott_bw_up': 149, 'tps_qty_index': 77, 'max_risk_long': 55}
1289	1.66	5.37	4.5	184	14	15	2284.46	125.26	130.56	65	93	87	3.843	1.94021	{'ott_len': 33, 'ott_percent': 103, 'ott_bw_up': 147, 'tps_qty_index': 110, 'max_risk_long': 55}
1293	1.36	0.84	3.2	620	82	54	9179.65	688.55	511.77	51	45	63	1.8	1.24	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 118, 'tps_qty_index': 57, 'max_risk_long': 52}
1295	1.28	4.49	3.09	190	14	15	2117.14	120.04	130.51	57	64	73	2.953	1.60936	{'ott_len': 31, 'ott_percent': 103, 'ott_bw_up': 149, 'tps_qty_index': 75, 'max_risk_long': 55}
1303	1.59	3.56	4.41	191	16	14	2386.5	134.61	121.09	65	81	86	3.187	1.44659	{'ott_len': 32, 'ott_percent': 103, 'ott_bw_up': 147, 'tps_qty_index': 110, 'max_risk_long': 55}
1308	1.78	-0.48	3.52	711	112	70	12823.51	870.96	695.37	52	47	60	1.607	2.00563	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 111, 'tps_qty_index': 13, 'max_risk_long': 45}
1309	2.2	3.32	3.37	250	21	21	4289.91	174.53	181.47	65	81	71	2.963	0.66154	{'ott_len': 33, 'ott_percent': 129, 'ott_bw_up': 148, 'tps_qty_index': 110, 'max_risk_long': 55}
1312	1.22	3.93	3.29	303	37	22	4034.43	369.94	189.18	53	59	73	2.813	1.41649	{'ott_len': 32, 'ott_percent': 129, 'ott_bw_up': 149, 'tps_qty_index': 93, 'max_risk_long': 91}
