Pair	 TF	 Dna	 Start Date	 End Date	 Total Trades	 Longs %	 Short %	 Total Net Profit	 Max.DD	 Annual Profit	 Winrate	 Serenity	 Sharpe	 Calmar	 Winning Strike	 Losing Strike	 Largest Winning	 Largest Losing	 Num. of Wins	 Num. of Losses	 Paid Fees	 Market Change
ETH-USDT	5m	'>l4)V'	2021-09-01	2021-11-08	18	61	39	14.74	-3.25	106.98	83	9.65	4.64	32.92	7	1	152.03	-274.79	15	3	76.36	35.03
ETH-USDT	5m	'?9Ef.'	2021-09-01	2021-11-08	44	50	50	22.27	-11.04	189.67	39	1.11	3.2	17.18	5	9	1019.7	-398.28	17	27	206.64	35.03
ETH-USDT	5m	'H8K6.'	2021-09-01	2021-11-08	31	52	48	18.45	-8.6	144.92	48	1.25	3.19	16.85	6	7	413.81	-422.94	15	16	136.21	35.03
ETH-USDT	5m	'F9La]'	2021-09-01	2021-11-08	19	47	53	20.03	-6.27	162.7	42	1.62	3.11	25.96	2	6	1008.28	-356.94	8	11	87.78	35.03
ETH-USDT	5m	'.:KV.'	2021-09-01	2021-11-08	43	51	49	23.62	-8.41	206.97	49	1.95	3.02	24.62	5	6	889.56	-415.0	21	22	208.01	35.03
ETH-USDT	5m	'F8fL2'	2021-09-01	2021-11-08	39	51	49	21.51	-10.84	180.29	38	0.84	2.9	16.63	4	9	1037.81	-438.62	15	24	185.45	35.03
ETH-USDT	5m	'?9>f.'	2021-09-01	2021-11-08	44	50	50	19.33	-11.05	154.72	39	0.96	2.83	14.01	5	9	899.23	-389.0	17	27	203.08	35.03
ETH-USDT	5m	'J3=83'	2021-09-01	2021-11-08	37	43	57	16.73	-14.26	126.66	46	0.41	2.75	8.88	5	8	367.63	-395.06	17	20	167.3	35.03
ETH-USDT	5m	'H8?L.'	2021-09-01	2021-11-08	31	52	48	16.15	-8.07	120.73	48	1.37	2.74	14.97	6	7	585.1	-413.67	15	16	135.66	35.03
ETH-USDT	5m	'23QgL'	2021-09-01	2021-11-08	41	54	46	20.33	-10.08	166.22	41	1.55	2.73	16.49	3	5	999.77	-494.07	17	24	194.87	35.03
ETH-USDT	5m	'T3QgA'	2021-09-01	2021-11-08	30	43	57	19.1	-11.85	152.04	57	0.51	2.7	12.83	6	6	1007.39	-427.46	17	13	142.55	35.03
ETH-USDT	5m	'J3@83'	2021-09-01	2021-11-08	37	43	57	15.75	-14.13	116.81	46	0.4	2.66	8.26	5	8	381.28	-390.74	17	20	165.52	35.03
ETH-USDT	5m	'23Q8L'	2021-09-01	2021-11-08	41	54	46	15.73	-10.08	116.63	41	1.01	2.66	11.57	3	5	480.84	-475.77	17	24	187.67	35.03
ETH-USDT	5m	'B9La0'	2021-09-01	2021-11-08	41	49	51	17.31	-8.33	132.69	44	1.0	2.64	15.94	3	5	954.5	-403.93	18	23	190.64	35.03
ETH-USDT	5m	'B9Ka0'	2021-09-01	2021-11-08	41	49	51	17.08	-8.33	130.24	44	0.99	2.62	15.64	3	5	941.95	-402.84	18	23	190.33	35.03
ETH-USDT	5m	'B9Lb]'	2021-09-01	2021-11-08	25	40	60	15.84	-5.97	117.64	40	2.3	2.52	19.72	2	4	930.37	-347.4	10	15	111.69	35.03
ETH-USDT	5m	'B9Ka2'	2021-09-01	2021-11-08	40	48	52	16.21	-9.0	121.41	42	0.82	2.52	13.49	3	8	941.95	-402.84	17	23	185.26	35.03
ETH-USDT	5m	'B9Ka1'	2021-09-01	2021-11-08	41	49	51	16.12	-9.07	120.48	41	0.8	2.5	13.28	3	8	941.95	-402.84	17	24	189.93	35.03
ETH-USDT	5m	'B9Qa0'	2021-09-01	2021-11-08	41	49	51	14.39	-8.32	103.66	44	0.84	2.24	12.46	3	5	908.93	-394.16	18	23	187.02	35.03
ETH-USDT	5m	'B9Ua1'	2021-09-01	2021-11-08	41	49	51	13.9	-9.09	99.05	41	0.7	2.16	10.9	3	8	954.17	-395.24	17	24	187.34	35.03
ETH-USDT	5m	'B9Qa]'	2021-09-01	2021-11-08	25	40	60	12.75	-5.96	88.68	40	1.8	2.15	14.89	2	4	908.93	-337.45	10	15	109.5	35.03
ETH-USDT	5m	'B9QaZ'	2021-09-01	2021-11-08	25	40	60	12.75	-5.96	88.68	40	1.8	2.15	14.89	2	4	908.93	-337.45	10	15	109.5	35.03
ETH-USDT	5m	'B9Le]'	2021-09-01	2021-11-08	25	40	60	12.6	-5.96	87.34	40	1.76	2.14	14.65	2	4	898.46	-337.45	10	15	109.42	35.03
ETH-USDT	5m	'B9Qa2'	2021-09-01	2021-11-08	40	48	52	13.54	-9.01	95.74	42	0.69	2.14	10.63	3	8	908.93	-394.16	17	23	182.09	35.03
ETH-USDT	5m	'L9Qa;'	2021-09-01	2021-11-08	31	48	52	15.3	-12.52	112.33	48	0.37	2.12	8.98	5	6	1101.27	-812.4	15	16	142.71	35.03
ETH-USDT	5m	'B9Qa1'	2021-09-01	2021-11-08	41	49	51	13.44	-9.08	94.9	41	0.67	2.12	10.45	3	8	908.93	-394.16	17	24	186.63	35.03
ETH-USDT	5m	'B=Na3'	2021-09-01	2021-11-08	31	45	55	14.66	-11.15	106.21	45	0.7	2.09	9.52	5	4	994.78	-407.59	14	17	147.05	35.03
ETH-USDT	5m	'B9Qa4'	2021-09-01	2021-11-08	39	49	51	13.26	-9.23	93.26	41	0.63	2.09	10.1	3	8	908.93	-394.16	16	23	177.33	35.03
ETH-USDT	5m	'B9Qa3'	2021-09-01	2021-11-08	39	49	51	13.26	-9.23	93.26	41	0.63	2.09	10.1	3	8	908.93	-394.16	16	23	177.33	35.03
ETH-USDT	5m	'B9Lf3'	2021-09-01	2021-11-08	39	49	51	13.28	-9.23	93.4	41	0.63	2.09	10.12	3	8	910.53	-394.16	16	23	177.35	35.03
ETH-USDT	5m	'B9Pa3'	2021-09-01	2021-11-08	39	49	51	13.14	-9.21	92.11	41	0.63	2.08	10.0	3	8	897.73	-393.07	16	23	177.09	35.03
ETH-USDT	5m	'B9La.'	2021-09-01	2021-11-08	42	48	52	13.57	-11.24	96.07	43	0.44	2.05	8.55	3	6	954.5	-403.93	18	24	194.01	35.03
ETH-USDT	5m	'I8KV.'	2021-09-01	2021-11-08	28	43	57	14.22	-7.47	102.01	39	1.48	2.03	13.65	4	6	817.45	-414.83	11	17	125.89	35.03
