iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.ce_atr_len,parameters.ce_mult
1320,@.bs,0.25954858974161554,62,27,70.97,60,5,1.15,8,31,30,48
1320,?.bt,0.25954858974161554,62,27,70.97,60,5,1.15,8,31,30,48
1320,4.bs,0.2552175481830104,54,35,56.89,50,6,4.26,5,31,30,48
1320,?.Rs,0.2546783091084913,60,28,60.66,75,4,5.02,8,31,22,48
1320,?.Qs,0.2540294352947305,60,28,60.35,75,4,5.05,8,31,21,48
1320,..<h,0.25335926163652606,50,51,41.08,25,8,-1.46,3,31,11,42
1320,?.Lo,0.2511957782262946,60,30,58.34,60,5,0.89,8,31,19,46
1320,?.Lp,0.2511957782262946,60,30,58.34,60,5,0.89,8,31,19,46
1320,7.Tr,0.24811642710892198,46,30,53.1,50,6,3.46,6,31,23,47
1320,",.bg",0.24784480419945606,40,57,35.62,40,10,-0.91,2,31,30,42
1320,?.^g,0.24755768779173448,59,32,51.18,60,5,2.02,8,31,28,42
1320,?.0\,0.24751417628820485,57,35,48.78,60,5,-0.12,8,31,5,36
1320,?.ag,0.24742342217028512,59,32,51.4,60,5,2.01,8,31,29,42
1320,?.`g,0.2473658482219579,59,32,51.4,60,5,2.01,8,31,29,42
1320,?.^g,0.24695542033712958,59,32,51.18,60,5,2.02,8,31,28,42
1320,?.]g,0.24657797945397103,59,32,50.77,60,5,2.03,8,31,27,42
1380,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
1380,7.9u,0.27837131117336233,51,27,51.63,50,6,1.76,6,31,9,49
1380,?.Us,0.27257564496841163,62,27,71.59,75,4,5.02,8,31,23,48
1380,?.Vs,0.2723286746304506,62,27,71.82,75,4,5.04,8,31,24,48
1380,?.Ws,0.2723286746304506,62,27,71.82,75,4,5.04,8,31,24,48
1380,5.Hm,0.2651223380445254,56,37,57.41,50,6,4.63,5,31,17,45
1380,?.Uv,0.26430012079429654,62,27,70.29,75,4,4.96,8,31,23,49
1380,?.[v,0.2637391767659586,62,27,70.0,75,4,4.95,8,31,26,49
1380,?.Vs,0.26058394165717097,62,27,71.82,75,4,5.04,8,31,24,48
1380,?._s,0.2599422307434609,62,27,71.19,75,4,4.99,8,31,28,48
1380,@.bs,0.25954858974161554,62,27,70.97,60,5,1.15,8,31,30,48
1380,@.bs,0.25954858974161554,62,27,70.97,60,5,1.15,8,31,30,48
1380,?.bt,0.25954858974161554,62,27,70.97,60,5,1.15,8,31,30,48
1380,4.bs,0.2552175481830104,54,35,56.89,50,6,4.26,5,31,30,48
1380,7.Jg,0.2547196807250476,53,32,57.68,50,6,4.59,6,31,18,42
1380,?.Rs,0.2546783091084913,60,28,60.66,75,4,5.02,8,31,22,48
1380,..<h,0.25335926163652606,50,51,41.08,25,8,-1.46,3,31,11,42
1380,7.4g,0.2530215989285579,56,32,56.39,50,6,3.62,6,31,7,42
1380,7.Ag,0.2510138029128124,56,32,55.42,50,6,4.34,6,31,13,42
1380,7.Dg,0.2501136538726532,56,32,55.01,50,6,4.42,6,31,15,42
1380,7.Dg,0.2501136538726532,56,32,55.01,50,6,4.42,6,31,15,42
1380,7.Tr,0.24811642710892198,46,30,53.1,50,6,3.46,6,31,23,47
1380,",.bg",0.24784480419945606,40,57,35.62,40,10,-0.91,2,31,30,42
1380,?.^g,0.24755768779173448,59,32,51.18,60,5,2.02,8,31,28,42
1380,?.0\,0.24751417628820485,57,35,48.78,60,5,-0.12,8,31,5,36
1380,?.ag,0.24742342217028512,59,32,51.4,60,5,2.01,8,31,29,42
1380,?.`g,0.2473658482219579,59,32,51.4,60,5,2.01,8,31,29,42
1380,?.^g,0.24695542033712958,59,32,51.18,60,5,2.02,8,31,28,42
1380,?.]g,0.24657797945397103,59,32,50.77,60,5,2.03,8,31,27,42
1380,7.^g,0.24628694348125896,51,33,52.24,50,6,4.68,6,31,28,42
1440,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
1440,7.9u,0.27837131117336233,51,27,51.63,50,6,1.76,6,31,9,49
1440,?.Us,0.27257564496841163,62,27,71.59,75,4,5.02,8,31,23,48
1440,5.Hm,0.2651223380445254,56,37,57.41,50,6,4.63,5,31,17,45
1440,?.Uv,0.26430012079429654,62,27,70.29,75,4,4.96,8,31,23,49
1440,?.[v,0.2637391767659586,62,27,70.0,75,4,4.95,8,31,26,49
1440,?._s,0.2599422307434609,62,27,71.19,75,4,4.99,8,31,28,48
1440,@.bs,0.25954858974161554,62,27,70.97,60,5,1.15,8,31,30,48
1440,@.bs,0.25954858974161554,62,27,70.97,60,5,1.15,8,31,30,48
1440,?.bt,0.25954858974161554,62,27,70.97,60,5,1.15,8,31,30,48
1440,7.=g,0.2557197802306046,57,33,56.75,50,6,4.11,6,31,11,42
1440,4.bs,0.2552175481830104,54,35,56.89,50,6,4.26,5,31,30,48
1440,7.Jg,0.2547196807250476,53,32,57.68,50,6,4.59,6,31,18,42
1440,?.Rs,0.2546783091084913,60,28,60.66,75,4,5.02,8,31,22,48
1440,..<h,0.25335926163652606,50,51,41.08,25,8,-1.46,3,31,11,42
1440,7.Mg,0.2518196368791123,53,32,56.18,50,6,4.62,6,31,19,42
1440,7.Ag,0.2510138029128124,56,32,55.42,50,6,4.34,6,31,13,42
1440,7.Bg,0.2505371582056784,56,32,55.2,50,6,4.39,6,31,14,42
1440,7.Dg,0.2501136538726532,56,32,55.01,50,6,4.42,6,31,15,42
1440,7.Tr,0.24811642710892198,46,30,53.1,50,6,3.46,6,31,23,47
1440,?.^g,0.24755768779173448,59,32,51.18,60,5,2.02,8,31,28,42
1440,?.0\,0.24751417628820485,57,35,48.78,60,5,-0.12,8,31,5,36
1440,?.ag,0.24742342217028512,59,32,51.4,60,5,2.01,8,31,29,42
1440,?.`g,0.2473658482219579,59,32,51.4,60,5,2.01,8,31,29,42
1440,?.]g,0.24657797945397103,59,32,50.77,60,5,2.03,8,31,27,42
1440,7.^g,0.24628694348125896,51,33,52.24,50,6,4.68,6,31,28,42
1440,7._g,0.24628694348125896,51,33,52.24,50,6,4.68,6,31,28,42
1440,7.]g,0.2449570460986635,51,33,51.75,50,6,4.7,6,31,27,42
1440,9.]g,0.2449570460986635,51,33,51.75,50,6,4.7,6,31,27,42
1440,7.]g,0.2449570460986635,51,33,51.75,50,6,4.7,6,31,27,42
1500,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
1500,7.9u,0.27837131117336233,51,27,51.63,50,6,1.76,6,31,9,49
1500,?.Us,0.27257564496841163,62,27,71.59,75,4,5.02,8,31,23,48
1500,5.Hm,0.2651223380445254,56,37,57.41,50,6,4.63,5,31,17,45
1500,?.Uv,0.26430012079429654,62,27,70.29,75,4,4.96,8,31,23,49
1500,?.[v,0.2637391767659586,62,27,70.0,75,4,4.95,8,31,26,49
1500,?._s,0.2599422307434609,62,27,71.19,75,4,4.99,8,31,28,48
1500,@.bs,0.25954858974161554,62,27,70.97,60,5,1.15,8,31,30,48
1500,@.bs,0.25954858974161554,62,27,70.97,60,5,1.15,8,31,30,48
1500,?.bt,0.25954858974161554,62,27,70.97,60,5,1.15,8,31,30,48
1500,7.=g,0.2557197802306046,57,33,56.75,50,6,4.11,6,31,11,42
1500,4.bs,0.2552175481830104,54,35,56.89,50,6,4.26,5,31,30,48
1500,7.Jg,0.2547196807250476,53,32,57.68,50,6,4.59,6,31,18,42
1500,?.Rs,0.2546783091084913,60,28,60.66,75,4,5.02,8,31,22,48
1500,"?,0g",0.2538715521950972,55,34,51.79,60,5,8.12,8,21,5,42
1500,..<h,0.25335926163652606,50,51,41.08,25,8,-1.46,3,31,11,42
1500,7.Mg,0.2518196368791123,53,32,56.18,50,6,4.62,6,31,19,42
1500,7.Ag,0.2510138029128124,56,32,55.42,50,6,4.34,6,31,13,42
1500,7.Tr,0.24811642710892198,46,30,53.1,50,6,3.46,6,31,23,47
1500,?.ag,0.24802928104024782,59,32,51.4,60,5,2.01,8,31,29,42
1500,?.`g,0.24802928104024782,59,32,51.4,60,5,2.01,8,31,29,42
1500,?.ag,0.24742342217028512,59,32,51.4,60,5,2.01,8,31,29,42
1500,?.`g,0.2473658482219579,59,32,51.4,60,5,2.01,8,31,29,42
1500,",.0g",0.2468501619946766,50,56,35.44,33,9,-2.18,2,31,5,42
1500,?.]g,0.24657797945397103,59,32,50.77,60,5,2.03,8,31,27,42
1500,7.^g,0.24628694348125896,51,33,52.24,50,6,4.68,6,31,28,42
1500,7._g,0.24628694348125896,51,33,52.24,50,6,4.68,6,31,28,42
1500,?.]g,0.24623155311985884,59,32,50.77,60,5,2.03,8,31,27,42
1500,?.]g,0.24623155311985884,59,32,50.77,60,5,2.03,8,31,27,42
1500,0.0g,0.24535415278239708,52,51,37.65,25,8,-1.18,3,31,5,42
1560,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
1560,7.9u,0.27837131117336233,51,27,51.63,50,6,1.76,6,31,9,49
1560,?.Us,0.27257564496841163,62,27,71.59,75,4,5.02,8,31,23,48
1560,?.Uv,0.26430012079429654,62,27,70.29,75,4,4.96,8,31,23,49
1560,?.[v,0.2637391767659586,62,27,70.0,75,4,4.95,8,31,26,49
1560,@.bs,0.25954858974161554,62,27,70.97,60,5,1.15,8,31,30,48
1560,?.bt,0.25954858974161554,62,27,70.97,60,5,1.15,8,31,30,48
1560,7.=g,0.2557197802306046,57,33,56.75,50,6,4.11,6,31,11,42
1560,4.bs,0.2552175481830104,54,35,56.89,50,6,4.26,5,31,30,48
1560,7.Jg,0.2547196807250476,53,32,57.68,50,6,4.59,6,31,18,42
1560,?.Rs,0.2546783091084913,60,28,60.66,75,4,5.02,8,31,22,48
1560,"?,0g",0.2538715521950972,55,34,51.79,60,5,8.12,8,21,5,42
1560,..<h,0.25335926163652606,50,51,41.08,25,8,-1.46,3,31,11,42
1560,7.Mg,0.2518196368791123,53,32,56.18,50,6,4.62,6,31,19,42
1560,7.Ag,0.2510138029128124,56,32,55.42,50,6,4.34,6,31,13,42
1560,7.Tr,0.24811642710892198,46,30,53.1,50,6,3.46,6,31,23,47
1560,?.ag,0.24802928104024782,59,32,51.4,60,5,2.01,8,31,29,42
1560,?.`g,0.24802928104024782,59,32,51.4,60,5,2.01,8,31,29,42
1560,?.`g,0.2473658482219579,59,32,51.4,60,5,2.01,8,31,29,42
1560,",.0g",0.2468501619946766,50,56,35.44,33,9,-2.18,2,31,5,42
1560,?.^g,0.24683693046990815,59,32,51.18,60,5,2.02,8,31,28,42
1560,?.]g,0.24657797945397103,59,32,50.77,60,5,2.03,8,31,27,42
1560,7.^g,0.24628694348125896,51,33,52.24,50,6,4.68,6,31,28,42
1560,7._g,0.24628694348125896,51,33,52.24,50,6,4.68,6,31,28,42
1560,?.]g,0.24623155311985884,59,32,50.77,60,5,2.03,8,31,27,42
1560,0.0g,0.24535415278239708,52,51,37.65,25,8,-1.18,3,31,5,42
1560,9.]g,0.2449570460986635,51,33,51.75,50,6,4.7,6,31,27,42
1560,7.]g,0.2449570460986635,51,33,51.75,50,6,4.7,6,31,27,42
1560,4.0g,0.2448494207558909,56,39,44.48,50,6,4.72,5,31,5,42
1560,?.Ns,0.24472671817418767,60,28,60.01,75,4,5.05,8,31,20,48
1620,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
1620,7.9u,0.27837131117336233,51,27,51.63,50,6,1.76,6,31,9,49
1620,?.Us,0.27257564496841163,62,27,71.59,75,4,5.02,8,31,23,48
1620,5.vs,0.26733963931737825,52,34,59.53,50,6,4.19,5,31,40,48
1620,5.gs,0.26536375973907234,52,34,58.31,50,6,4.28,5,31,32,48
1620,?.[v,0.2637391767659586,62,27,70.0,75,4,4.95,8,31,26,49
1620,*.Es,0.2632256817768759,50,52,43.47,33,9,-3.04,2,31,15,48
1620,@.bs,0.25954858974161554,62,27,70.97,60,5,1.15,8,31,30,48
1620,?.bt,0.25954858974161554,62,27,70.97,60,5,1.15,8,31,30,48
1620,5.+s,0.25676405101332517,56,37,51.64,40,5,0.99,5,31,2,48
1620,7.=g,0.2557197802306046,57,33,56.75,50,6,4.11,6,31,11,42
1620,4.bs,0.2552175481830104,54,35,56.89,50,6,4.26,5,31,30,48
1620,7.Jg,0.2547196807250476,53,32,57.68,50,6,4.59,6,31,18,42
1620,?.Rs,0.2546783091084913,60,28,60.66,75,4,5.02,8,31,22,48
1620,"?,0g",0.2538715521950972,55,34,51.79,60,5,8.12,8,21,5,42
1620,..<h,0.25335926163652606,50,51,41.08,25,8,-1.46,3,31,11,42
1620,7.Mg,0.2518196368791123,53,32,56.18,50,6,4.62,6,31,19,42
1620,7.Tr,0.24811642710892198,46,30,53.1,50,6,3.46,6,31,23,47
1620,?.ag,0.24802928104024782,59,32,51.4,60,5,2.01,8,31,29,42
1620,?.`g,0.24802928104024782,59,32,51.4,60,5,2.01,8,31,29,42
1620,?.`g,0.2473658482219579,59,32,51.4,60,5,2.01,8,31,29,42
1620,"5,Es",0.24722162854629587,57,40,44.89,50,6,1.91,5,21,15,48
1620,?.^g,0.24683693046990815,59,32,51.18,60,5,2.02,8,31,28,42
1620,5.Ew,0.24682418173144552,53,32,51.03,50,6,3.72,5,31,15,50
1620,?.]g,0.24657797945397103,59,32,50.77,60,5,2.03,8,31,27,42
1620,7._g,0.24628694348125896,51,33,52.24,50,6,4.68,6,31,28,42
1620,?.]g,0.24623155311985884,59,32,50.77,60,5,2.03,8,31,27,42
1620,0.0g,0.24535415278239708,52,51,37.65,25,8,-1.18,3,31,5,42
1620,9.]g,0.2449570460986635,51,33,51.75,50,6,4.7,6,31,27,42
1620,7.]g,0.2449570460986635,51,33,51.75,50,6,4.7,6,31,27,42
1680,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
1680,?.Us,0.27257564496841163,62,27,71.59,75,4,5.02,8,31,23,48
1680,5.vs,0.26733963931737825,52,34,59.53,50,6,4.19,5,31,40,48
1680,5.gs,0.26536375973907234,52,34,58.31,50,6,4.28,5,31,32,48
1680,?.[v,0.2637391767659586,62,27,70.0,75,4,4.95,8,31,26,49
1680,*.Es,0.2632256817768759,50,52,43.47,33,9,-3.04,2,31,15,48
1680,@.bs,0.25954858974161554,62,27,70.97,60,5,1.15,8,31,30,48
1680,?.bt,0.25954858974161554,62,27,70.97,60,5,1.15,8,31,30,48
1680,5.+s,0.25676405101332517,56,37,51.64,40,5,0.99,5,31,2,48
1680,7.=g,0.2557197802306046,57,33,56.75,50,6,4.11,6,31,11,42
1680,4.bs,0.2552175481830104,54,35,56.89,50,6,4.26,5,31,30,48
1680,7.Jg,0.2547196807250476,53,32,57.68,50,6,4.59,6,31,18,42
1680,?.Rs,0.2546783091084913,60,28,60.66,75,4,5.02,8,31,22,48
1680,"?,0g",0.2538715521950972,55,34,51.79,60,5,8.12,8,21,5,42
1680,..<h,0.25335926163652606,50,51,41.08,25,8,-1.46,3,31,11,42
1680,7.Mg,0.2518196368791123,53,32,56.18,50,6,4.62,6,31,19,42
1680,?.0[,0.24859770635181982,57,35,48.78,60,5,-0.12,8,31,5,36
1680,?.ag,0.24802928104024782,59,32,51.4,60,5,2.01,8,31,29,42
1680,?.`g,0.24802928104024782,59,32,51.4,60,5,2.01,8,31,29,42
1680,?.`g,0.2473658482219579,59,32,51.4,60,5,2.01,8,31,29,42
1680,"5,Es",0.24722162854629587,57,40,44.89,50,6,1.91,5,21,15,48
1680,*.0g,0.2468501619946766,50,56,35.44,33,9,-2.18,2,31,5,42
1680,",.0g",0.2468501619946766,50,56,35.44,33,9,-2.18,2,31,5,42
1680,",.0g",0.2468501619946766,50,56,35.44,33,9,-2.18,2,31,5,42
1680,?.^g,0.24683693046990815,59,32,51.18,60,5,2.02,8,31,28,42
1680,5.Ew,0.24682418173144552,53,32,51.03,50,6,3.72,5,31,15,50
1680,?.]g,0.24657797945397103,59,32,50.77,60,5,2.03,8,31,27,42
1680,7._g,0.24628694348125896,51,33,52.24,50,6,4.68,6,31,28,42
1680,?.]g,0.24623155311985884,59,32,50.77,60,5,2.03,8,31,27,42
1680,0.0g,0.24535415278239708,52,51,37.65,25,8,-1.18,3,31,5,42
1740,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
1740,?.Us,0.27257564496841163,62,27,71.59,75,4,5.02,8,31,23,48
1740,5.vs,0.26733963931737825,52,34,59.53,50,6,4.19,5,31,40,48
1740,?.[v,0.2637391767659586,62,27,70.0,75,4,4.95,8,31,26,49
1740,*.Es,0.2632256817768759,50,52,43.47,33,9,-3.04,2,31,15,48
1740,@.bs,0.25954858974161554,62,27,70.97,60,5,1.15,8,31,30,48
1740,5.+s,0.25676405101332517,56,37,51.64,40,5,0.99,5,31,2,48
1740,7.=g,0.2557197802306046,57,33,56.75,50,6,4.11,6,31,11,42
1740,4.bs,0.2552175481830104,54,35,56.89,50,6,4.26,5,31,30,48
1740,7.Jg,0.2547196807250476,53,32,57.68,50,6,4.59,6,31,18,42
1740,?.Rs,0.2546783091084913,60,28,60.66,75,4,5.02,8,31,22,48
1740,"?,0g",0.2538715521950972,55,34,51.79,60,5,8.12,8,21,5,42
1740,..<h,0.25335926163652606,50,51,41.08,25,8,-1.46,3,31,11,42
1740,7.Mg,0.2518196368791123,53,32,56.18,50,6,4.62,6,31,19,42
1740,?.0[,0.24859770635181982,57,35,48.78,60,5,-0.12,8,31,5,36
1740,?.`g,0.24802928104024782,59,32,51.4,60,5,2.01,8,31,29,42
1740,"5,Es",0.24722162854629587,57,40,44.89,50,6,1.91,5,21,15,48
1740,*.0g,0.2468501619946766,50,56,35.44,33,9,-2.18,2,31,5,42
1740,",.0g",0.2468501619946766,50,56,35.44,33,9,-2.18,2,31,5,42
1740,",.0g",0.2468501619946766,50,56,35.44,33,9,-2.18,2,31,5,42
1740,?.^g,0.24683693046990815,59,32,51.18,60,5,2.02,8,31,28,42
1740,5.Ew,0.24682418173144552,53,32,51.03,50,6,3.72,5,31,15,50
1740,?.]g,0.24657797945397103,59,32,50.77,60,5,2.03,8,31,27,42
1740,7._g,0.24628694348125896,51,33,52.24,50,6,4.68,6,31,28,42
1740,?.]g,0.24623155311985884,59,32,50.77,60,5,2.03,8,31,27,42
1740,/.0g,0.24535415278239708,52,51,37.65,25,8,-1.18,3,31,5,42
1740,0.0g,0.24535415278239708,52,51,37.65,25,8,-1.18,3,31,5,42
1740,..0g,0.24535415278239708,52,51,37.65,25,8,-1.18,3,31,5,42
1740,-.0g,0.24535415278239708,52,51,37.65,25,8,-1.18,3,31,5,42
1740,9.]g,0.2449570460986635,51,33,51.75,50,6,4.7,6,31,27,42
1800,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
1800,?.Us,0.27257564496841163,62,27,71.59,75,4,5.02,8,31,23,48
1800,?.[v,0.2637391767659586,62,27,70.0,75,4,4.95,8,31,26,49
1800,*.Es,0.2632256817768759,50,52,43.47,33,9,-3.04,2,31,15,48
1800,@.bs,0.25954858974161554,62,27,70.97,60,5,1.15,8,31,30,48
1800,5.+s,0.25676405101332517,56,37,51.64,40,5,0.99,5,31,2,48
1800,7.=g,0.2557197802306046,57,33,56.75,50,6,4.11,6,31,11,42
1800,4.bs,0.2552175481830104,54,35,56.89,50,6,4.26,5,31,30,48
1800,7.Jg,0.2547196807250476,53,32,57.68,50,6,4.59,6,31,18,42
1800,?.Rs,0.2546783091084913,60,28,60.66,75,4,5.02,8,31,22,48
1800,"?,0g",0.2538715521950972,55,34,51.79,60,5,8.12,8,21,5,42
1800,..<h,0.25335926163652606,50,51,41.08,25,8,-1.46,3,31,11,42
1800,7.Mg,0.2518196368791123,53,32,56.18,50,6,4.62,6,31,19,42
1800,?.0[,0.24859770635181982,57,35,48.78,60,5,-0.12,8,31,5,36
1800,?.`g,0.24802928104024782,59,32,51.4,60,5,2.01,8,31,29,42
1800,"5,Es",0.24722162854629587,57,40,44.89,50,6,1.91,5,21,15,48
1800,?._g,0.2468982183644624,59,32,51.18,60,5,2.02,8,31,28,42
1800,?.^g,0.2468982183644624,59,32,51.18,60,5,2.02,8,31,28,42
1800,*.0g,0.2468501619946766,50,56,35.44,33,9,-2.18,2,31,5,42
1800,",.0g",0.2468501619946766,50,56,35.44,33,9,-2.18,2,31,5,42
1800,5.Ew,0.24682418173144552,53,32,51.03,50,6,3.72,5,31,15,50
1800,7._g,0.24628694348125896,51,33,52.24,50,6,4.68,6,31,28,42
1800,?.]g,0.24623155311985884,59,32,50.77,60,5,2.03,8,31,27,42
1800,?.]g,0.24559311205169312,59,32,50.77,60,5,2.03,8,31,27,42
1800,0.0g,0.24535415278239708,52,51,37.65,25,8,-1.18,3,31,5,42
1800,..0g,0.24535415278239708,52,51,37.65,25,8,-1.18,3,31,5,42
1800,-.0g,0.24535415278239708,52,51,37.65,25,8,-1.18,3,31,5,42
1800,9.]g,0.2449570460986635,51,33,51.75,50,6,4.7,6,31,27,42
1800,7.]g,0.2449570460986635,51,33,51.75,50,6,4.7,6,31,27,42
1800,6.0g,0.2448494207558909,56,39,44.48,50,6,4.72,5,31,5,42
1860,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
1860,?.Us,0.27257564496841163,62,27,71.59,75,4,5.02,8,31,23,48
1860,*.Es,0.2632256817768759,50,52,43.47,33,9,-3.04,2,31,15,48
1860,@.bs,0.25954858974161554,62,27,70.97,60,5,1.15,8,31,30,48
1860,5.+s,0.25676405101332517,56,37,51.64,40,5,0.99,5,31,2,48
1860,4.bs,0.2552175481830104,54,35,56.89,50,6,4.26,5,31,30,48
1860,7.Jg,0.2547196807250476,53,32,57.68,50,6,4.59,6,31,18,42
1860,?.Rs,0.2546783091084913,60,28,60.66,75,4,5.02,8,31,22,48
1860,"?,0g",0.2538715521950972,55,34,51.79,60,5,8.12,8,21,5,42
1860,..<h,0.25335926163652606,50,51,41.08,25,8,-1.46,3,31,11,42
1860,5.dg,0.2529432337493501,47,38,51.28,50,6,5.28,5,31,31,42
1860,5*Eg,0.252638680973004,50,53,40.45,33,12,-0.65,5,11,15,42
1860,9.Eg,0.25218398493924377,56,32,55.01,50,6,4.42,6,31,15,42
1860,7.Eg,0.25218398493924377,56,32,55.01,50,6,4.42,6,31,15,42
1860,5.cg,0.2519532938575679,47,38,50.84,50,6,5.27,5,31,30,42
1860,7.Mg,0.2518196368791123,53,32,56.18,50,6,4.62,6,31,19,42
1860,?.0[,0.24859770635181982,57,35,48.78,60,5,-0.12,8,31,5,36
1860,?.`g,0.24802928104024782,59,32,51.4,60,5,2.01,8,31,29,42
1860,"5,Es",0.24722162854629587,57,40,44.89,50,6,1.91,5,21,15,48
1860,?._g,0.2468982183644624,59,32,51.18,60,5,2.02,8,31,28,42
1860,?.^g,0.2468982183644624,59,32,51.18,60,5,2.02,8,31,28,42
1860,*.0g,0.2468501619946766,50,56,35.44,33,9,-2.18,2,31,5,42
1860,",.0g",0.2468501619946766,50,56,35.44,33,9,-2.18,2,31,5,42
1860,5.Ew,0.24682418173144552,53,32,51.03,50,6,3.72,5,31,15,50
1860,?.]g,0.24623155311985884,59,32,50.77,60,5,2.03,8,31,27,42
1860,?.]g,0.24559311205169312,59,32,50.77,60,5,2.03,8,31,27,42
1860,0.0g,0.24535415278239708,52,51,37.65,25,8,-1.18,3,31,5,42
1860,..0g,0.24535415278239708,52,51,37.65,25,8,-1.18,3,31,5,42
1860,-.0g,0.24535415278239708,52,51,37.65,25,8,-1.18,3,31,5,42
1860,9.]g,0.2449570460986635,51,33,51.75,50,6,4.7,6,31,27,42
1920,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
1920,?.Us,0.27257564496841163,62,27,71.59,75,4,5.02,8,31,23,48
1920,*.Es,0.2632256817768759,50,52,43.47,33,9,-3.04,2,31,15,48
1920,@.bs,0.25954858974161554,62,27,70.97,60,5,1.15,8,31,30,48
1920,5.+s,0.25676405101332517,56,37,51.64,40,5,0.99,5,31,2,48
1920,4.bs,0.2552175481830104,54,35,56.89,50,6,4.26,5,31,30,48
1920,7.Jg,0.2547196807250476,53,32,57.68,50,6,4.59,6,31,18,42
1920,?.Rs,0.2546783091084913,60,28,60.66,75,4,5.02,8,31,22,48
1920,"?,0g",0.2538715521950972,55,34,51.79,60,5,8.12,8,21,5,42
1920,"?,0g",0.2538715521950972,55,34,51.79,60,5,8.12,8,21,5,42
1920,..<h,0.25335926163652606,50,51,41.08,25,8,-1.46,3,31,11,42
1920,5*Eg,0.252638680973004,50,53,40.45,33,12,-0.65,5,11,15,42
1920,9.Eg,0.25218398493924377,56,32,55.01,50,6,4.42,6,31,15,42
1920,7.Eg,0.25218398493924377,56,32,55.01,50,6,4.42,6,31,15,42
1920,5.cg,0.2519532938575679,47,38,50.84,50,6,5.27,5,31,30,42
1920,7.Mg,0.2518196368791123,53,32,56.18,50,6,4.62,6,31,19,42
1920,?.0[,0.24859770635181982,57,35,48.78,60,5,-0.12,8,31,5,36
1920,?.`g,0.24802928104024782,59,32,51.4,60,5,2.01,8,31,29,42
1920,"5,Es",0.24722162854629587,57,40,44.89,50,6,1.91,5,21,15,48
1920,?._g,0.2468982183644624,59,32,51.18,60,5,2.02,8,31,28,42
1920,?.^g,0.2468982183644624,59,32,51.18,60,5,2.02,8,31,28,42
1920,*.0g,0.2468501619946766,50,56,35.44,33,9,-2.18,2,31,5,42
1920,",.0g",0.2468501619946766,50,56,35.44,33,9,-2.18,2,31,5,42
1920,5.Ew,0.24682418173144552,53,32,51.03,50,6,3.72,5,31,15,50
1920,?.]g,0.24623155311985884,59,32,50.77,60,5,2.03,8,31,27,42
1920,?.]g,0.24559311205169312,59,32,50.77,60,5,2.03,8,31,27,42
1920,0.0g,0.24535415278239708,52,51,37.65,25,8,-1.18,3,31,5,42
1920,..0g,0.24535415278239708,52,51,37.65,25,8,-1.18,3,31,5,42
1920,-.0g,0.24535415278239708,52,51,37.65,25,8,-1.18,3,31,5,42
1920,-.0g,0.24535415278239708,52,51,37.65,25,8,-1.18,3,31,5,42
1980,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
1980,?.Us,0.27257564496841163,62,27,71.59,75,4,5.02,8,31,23,48
1980,*.Es,0.2632256817768759,50,52,43.47,33,9,-3.04,2,31,15,48
1980,5.+s,0.25676405101332517,56,37,51.64,40,5,0.99,5,31,2,48
1980,4.bs,0.2552175481830104,54,35,56.89,50,6,4.26,5,31,30,48
1980,?.Rs,0.2546783091084913,60,28,60.66,75,4,5.02,8,31,22,48
1980,?.Nt,0.253899754390757,60,28,60.01,75,4,5.05,8,31,20,48
1980,"?,0g",0.2538715521950972,55,34,51.79,60,5,8.12,8,21,5,42
1980,"?,0g",0.2538715521950972,55,34,51.79,60,5,8.12,8,21,5,42
1980,..<h,0.25335926163652606,50,51,41.08,25,8,-1.46,3,31,11,42
1980,5*Eg,0.252638680973004,50,53,40.45,33,12,-0.65,5,11,15,42
1980,5.cg,0.2519532938575679,47,38,50.84,50,6,5.27,5,31,30,42
1980,7.Mg,0.2518196368791123,53,32,56.18,50,6,4.62,6,31,19,42
1980,?.0[,0.24859770635181982,57,35,48.78,60,5,-0.12,8,31,5,36
1980,?.`g,0.24802928104024782,59,32,51.4,60,5,2.01,8,31,29,42
1980,?._g,0.2468982183644624,59,32,51.18,60,5,2.02,8,31,28,42
1980,?.^g,0.2468982183644624,59,32,51.18,60,5,2.02,8,31,28,42
1980,*.0g,0.2468501619946766,50,56,35.44,33,9,-2.18,2,31,5,42
1980,",.0g",0.2468501619946766,50,56,35.44,33,9,-2.18,2,31,5,42
