iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.ce_atr_len,parameters.ce_mult
3540,?.Yr,0.2484441280479407,58,29,55.14,60,5,0.69,8,31,25,47
3540,?.[r,0.248236276338713,58,29,55.06,60,5,0.71,8,31,26,47
3540,?.^g,0.24821527867130724,59,32,51.18,60,5,2.02,8,31,28,42
3540,?.Yr,0.2477917551443019,58,29,55.14,60,5,0.69,8,31,25,47
3540,?(qr,0.2473873045478047,41,75,30.29,12,16,-12.44,8,1,37,47
3540,*.7g,0.246530755676839,47,55,35.51,33,9,-2.32,2,31,8,42
3540,=.Tr,0.245964849410649,58,29,55.59,50,6,0.78,7,31,23,47
3540,4.0g,0.2448494207558909,56,39,44.48,50,6,4.72,5,31,5,42
3540,4.ou,0.24162063429790878,54,33,48.39,50,6,4.06,5,31,36,49
3540,4.ov,0.24162063429790878,54,33,48.39,50,6,4.06,5,31,36,49
3600,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
3600,?)ov,0.3509325463202471,60,46,89.24,18,11,-14.53,8,6,36,49
3600,W(Ju,0.3005226921700397,50,46,64.64,11,9,-11.74,15,1,18,49
3600,+.ou,0.2975159666600438,52,53,57.1,40,10,-1.22,2,31,36,49
3600,*.ov,0.2975159666600438,52,53,57.1,40,10,-1.22,2,31,36,49
3600,?*ov,0.296481325597067,60,38,69.09,42,7,0.14,8,11,36,49
3600,(.ov,0.274220616511121,41,70,40.8,13,15,-14.43,1,31,36,49
3600,(.ou,0.274220616511121,41,70,40.8,13,15,-14.43,1,31,36,49
3600,).ov,0.274220616511121,41,70,40.8,13,15,-14.43,1,31,36,49
3600,?.Wu,0.2690912191817582,62,27,70.27,75,4,4.96,8,31,24,49
3600,?.Su,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
3600,?.Su,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
3600,?.Sv,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
3600,?.Qv,0.26830609222023305,62,27,69.89,75,4,4.96,8,31,21,49
3600,?.Qv,0.26830609222023305,62,27,69.89,75,4,4.96,8,31,21,49
3600,5.qr,0.2663046437316625,50,34,57.73,50,6,4.38,5,31,37,47
3600,?._v,0.2642215602639669,62,27,67.64,75,4,4.93,8,31,28,49
3600,?.^v,0.2642215602639669,62,27,67.64,75,4,4.93,8,31,28,49
3600,?.av,0.2639529332486639,62,27,67.51,75,4,4.93,8,31,29,49
3600,6.ku,0.2606064912284593,48,33,56.7,50,6,4.1,5,31,34,49
3600,?.\u,0.2600366370386603,62,27,67.68,75,4,4.94,8,31,27,49
3600,?(ov,0.25085029542740483,42,75,31.95,12,16,-12.63,8,1,36,49
3600,?(ov,0.25085029542740483,42,75,31.95,12,16,-12.63,8,1,36,49
3600,?.`g,0.24868970513503674,59,32,51.4,60,5,2.01,8,31,29,42
3600,?.Yr,0.2484441280479407,58,29,55.14,60,5,0.69,8,31,25,47
3600,?.[r,0.248236276338713,58,29,55.06,60,5,0.71,8,31,26,47
3600,?.Yr,0.2477917551443019,58,29,55.14,60,5,0.69,8,31,25,47
3600,?(qr,0.2473873045478047,41,75,30.29,12,16,-12.44,8,1,37,47
3600,=.Tr,0.245964849410649,58,29,55.59,50,6,0.78,7,31,23,47
3600,4.0g,0.2448494207558909,56,39,44.48,50,6,4.72,5,31,5,42
3660,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
3660,?)ov,0.3509325463202471,60,46,89.24,18,11,-14.53,8,6,36,49
3660,W(Ju,0.3005226921700397,50,46,64.64,11,9,-11.74,15,1,18,49
3660,*.ov,0.2975159666600438,52,53,57.1,40,10,-1.22,2,31,36,49
3660,?*ov,0.296481325597067,60,38,69.09,42,7,0.14,8,11,36,49
3660,(.ov,0.274220616511121,41,70,40.8,13,15,-14.43,1,31,36,49
3660,(.ou,0.274220616511121,41,70,40.8,13,15,-14.43,1,31,36,49
3660,).ov,0.274220616511121,41,70,40.8,13,15,-14.43,1,31,36,49
3660,?.Wu,0.2690912191817582,62,27,70.27,75,4,4.96,8,31,24,49
3660,?.Su,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
3660,?.Su,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
3660,?.Sv,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
3660,?.Qv,0.26830609222023305,62,27,69.89,75,4,4.96,8,31,21,49
3660,5.qr,0.2663046437316625,50,34,57.73,50,6,4.38,5,31,37,47
3660,?._v,0.2642215602639669,62,27,67.64,75,4,4.93,8,31,28,49
3660,?.^v,0.2642215602639669,62,27,67.64,75,4,4.93,8,31,28,49
3660,?.av,0.2639529332486639,62,27,67.51,75,4,4.93,8,31,29,49
3660,?.\u,0.2600366370386603,62,27,67.68,75,4,4.94,8,31,27,49
3660,?(ov,0.25085029542740483,42,75,31.95,12,16,-12.63,8,1,36,49
3660,?(ov,0.25085029542740483,42,75,31.95,12,16,-12.63,8,1,36,49
3660,?.`g,0.24868970513503674,59,32,51.4,60,5,2.01,8,31,29,42
3660,?.Yr,0.2484441280479407,58,29,55.14,60,5,0.69,8,31,25,47
3660,?.[r,0.248236276338713,58,29,55.06,60,5,0.71,8,31,26,47
3660,?.Yr,0.2477917551443019,58,29,55.14,60,5,0.69,8,31,25,47
3660,?.\g,0.24773622664286443,59,32,50.77,60,5,2.03,8,31,27,42
3660,?.\g,0.24773622664286443,59,32,50.77,60,5,2.03,8,31,27,42
3660,?(qr,0.2473873045478047,41,75,30.29,12,16,-12.44,8,1,37,47
3660,4.0g,0.2448494207558909,56,39,44.48,50,6,4.72,5,31,5,42
3660,4.ou,0.24162063429790878,54,33,48.39,50,6,4.06,5,31,36,49
3660,?.qu,0.24069707572685758,55,27,52.77,60,5,0.99,8,31,37,49
3720,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
3720,?)ov,0.3509325463202471,60,46,89.24,18,11,-14.53,8,6,36,49
3720,W(Ju,0.3005226921700397,50,46,64.64,11,9,-11.74,15,1,18,49
3720,*.ov,0.2975159666600438,52,53,57.1,40,10,-1.22,2,31,36,49
3720,?*ov,0.296481325597067,60,38,69.09,42,7,0.14,8,11,36,49
3720,(.ov,0.274220616511121,41,70,40.8,13,15,-14.43,1,31,36,49
3720,).ov,0.274220616511121,41,70,40.8,13,15,-14.43,1,31,36,49
3720,?.Wu,0.2690912191817582,62,27,70.27,75,4,4.96,8,31,24,49
3720,?.Yu,0.2687934625679444,62,27,70.13,75,4,4.95,8,31,25,49
3720,?.Xu,0.2687934625679444,62,27,70.13,75,4,4.95,8,31,25,49
3720,?.Yu,0.2687934625679444,62,27,70.13,75,4,4.95,8,31,25,49
3720,?.Su,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
3720,?.Su,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
3720,?.Sv,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
3720,?.Zu,0.26850921231843855,62,27,70.0,75,4,4.95,8,31,26,49
3720,?.[u,0.26850921231843855,62,27,70.0,75,4,4.95,8,31,26,49
3720,?.Qv,0.26830609222023305,62,27,69.89,75,4,4.96,8,31,21,49
3720,5.qr,0.2663046437316625,50,34,57.73,50,6,4.38,5,31,37,47
3720,?.]u,0.26429172343671264,62,27,67.68,75,4,4.94,8,31,27,49
3720,?.\u,0.2600366370386603,62,27,67.68,75,4,4.94,8,31,27,49
3720,?(ov,0.25085029542740483,42,75,31.95,12,16,-12.63,8,1,36,49
3720,?(nu,0.25085029542740483,42,75,31.95,12,16,-12.63,8,1,36,49
3720,?.`g,0.24868970513503674,59,32,51.4,60,5,2.01,8,31,29,42
3720,?.Yr,0.2484441280479407,58,29,55.14,60,5,0.69,8,31,25,47
3720,?.[r,0.248236276338713,58,29,55.06,60,5,0.71,8,31,26,47
3720,?.Yr,0.2477917551443019,58,29,55.14,60,5,0.69,8,31,25,47
3720,?.\g,0.24773622664286443,59,32,50.77,60,5,2.03,8,31,27,42
3720,?(qr,0.2473873045478047,41,75,30.29,12,16,-12.44,8,1,37,47
3720,4.0g,0.2448494207558909,56,39,44.48,50,6,4.72,5,31,5,42
3720,4.ou,0.24162063429790878,54,33,48.39,50,6,4.06,5,31,36,49
3780,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
3780,?)ov,0.3509325463202471,60,46,89.24,18,11,-14.53,8,6,36,49
3780,W(Ju,0.3005226921700397,50,46,64.64,11,9,-11.74,15,1,18,49
3780,*.ov,0.2975159666600438,52,53,57.1,40,10,-1.22,2,31,36,49
3780,*.ou,0.2975159666600438,52,53,57.1,40,10,-1.22,2,31,36,49
3780,+.ou,0.2975159666600438,52,53,57.1,40,10,-1.22,2,31,36,49
3780,).ov,0.274220616511121,41,70,40.8,13,15,-14.43,1,31,36,49
3780,(.ou,0.274220616511121,41,70,40.8,13,15,-14.43,1,31,36,49
3780,?.Wu,0.2690912191817582,62,27,70.27,75,4,4.96,8,31,24,49
3780,?.Yu,0.2687934625679444,62,27,70.13,75,4,4.95,8,31,25,49
3780,?.Xu,0.2687934625679444,62,27,70.13,75,4,4.95,8,31,25,49
3780,?.Yu,0.2687934625679444,62,27,70.13,75,4,4.95,8,31,25,49
3780,?.Xu,0.2687934625679444,62,27,70.13,75,4,4.95,8,31,25,49
3780,?.Su,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
3780,?.Su,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
3780,?.Sv,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
3780,?.Zu,0.26850921231843855,62,27,70.0,75,4,4.95,8,31,26,49
3780,?.[u,0.26850921231843855,62,27,70.0,75,4,4.95,8,31,26,49
3780,?.Zu,0.26850921231843855,62,27,70.0,75,4,4.95,8,31,26,49
3780,?.Qv,0.26830609222023305,62,27,69.89,75,4,4.96,8,31,21,49
3780,?.Qu,0.26830609222023305,62,27,69.89,75,4,4.96,8,31,21,49
3780,5.qr,0.2663046437316625,50,34,57.73,50,6,4.38,5,31,37,47
3780,?.]u,0.26429172343671264,62,27,67.68,75,4,4.94,8,31,27,49
3780,?._u,0.2642215602639669,62,27,67.64,75,4,4.93,8,31,28,49
3780,?._u,0.2642215602639669,62,27,67.64,75,4,4.93,8,31,28,49
3780,?.\u,0.2600366370386603,62,27,67.68,75,4,4.94,8,31,27,49
3780,?(ov,0.25085029542740483,42,75,31.95,12,16,-12.63,8,1,36,49
3780,?(nu,0.25085029542740483,42,75,31.95,12,16,-12.63,8,1,36,49
3780,?(ou,0.25085029542740483,42,75,31.95,12,16,-12.63,8,1,36,49
3780,?.`g,0.24868970513503674,59,32,51.4,60,5,2.01,8,31,29,42
3840,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
3840,?)ov,0.3509325463202471,60,46,89.24,18,11,-14.53,8,6,36,49
3840,?*7g,0.30173651582989575,61,44,64.79,42,7,0.73,8,11,8,42
3840,W(Ju,0.3005226921700397,50,46,64.64,11,9,-11.74,15,1,18,49
3840,*.ov,0.2975159666600438,52,53,57.1,40,10,-1.22,2,31,36,49
3840,*.ou,0.2975159666600438,52,53,57.1,40,10,-1.22,2,31,36,49
3840,+.ou,0.2975159666600438,52,53,57.1,40,10,-1.22,2,31,36,49
3840,).ov,0.274220616511121,41,70,40.8,13,15,-14.43,1,31,36,49
3840,?.Yu,0.2687934625679444,62,27,70.13,75,4,4.95,8,31,25,49
3840,?.Xu,0.2687934625679444,62,27,70.13,75,4,4.95,8,31,25,49
3840,?.Yu,0.2687934625679444,62,27,70.13,75,4,4.95,8,31,25,49
3840,?.Su,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
3840,?.Sv,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
3840,?.Zu,0.26850921231843855,62,27,70.0,75,4,4.95,8,31,26,49
3840,?.[u,0.26850921231843855,62,27,70.0,75,4,4.95,8,31,26,49
3840,?.Zu,0.26850921231843855,62,27,70.0,75,4,4.95,8,31,26,49
3840,?.Qv,0.26830609222023305,62,27,69.89,75,4,4.96,8,31,21,49
3840,?.Qu,0.26830609222023305,62,27,69.89,75,4,4.96,8,31,21,49
3840,5.qr,0.2663046437316625,50,34,57.73,50,6,4.38,5,31,37,47
3840,?.]u,0.26429172343671264,62,27,67.68,75,4,4.94,8,31,27,49
3840,?._u,0.2642215602639669,62,27,67.64,75,4,4.93,8,31,28,49
3840,?._u,0.2642215602639669,62,27,67.64,75,4,4.93,8,31,28,49
3840,:.7g,0.2608228656622304,56,32,56.39,50,6,3.89,6,31,8,42
3840,7.7g,0.2608228656622304,56,32,56.39,50,6,3.89,6,31,8,42
3840,?.\u,0.2600366370386603,62,27,67.68,75,4,4.94,8,31,27,49
3840,?(ov,0.25085029542740483,42,75,31.95,12,16,-12.63,8,1,36,49
3840,?(nu,0.25085029542740483,42,75,31.95,12,16,-12.63,8,1,36,49
3840,?(ou,0.25085029542740483,42,75,31.95,12,16,-12.63,8,1,36,49
3840,?.ag,0.24868970513503674,59,32,51.4,60,5,2.01,8,31,29,42
3840,?.Yr,0.2477917551443019,58,29,55.14,60,5,0.69,8,31,25,47
3900,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
3900,?)ov,0.3509325463202471,60,46,89.24,18,11,-14.53,8,6,36,49
3900,?*7g,0.30173651582989575,61,44,64.79,42,7,0.73,8,11,8,42
3900,W(Ju,0.3005226921700397,50,46,64.64,11,9,-11.74,15,1,18,49
3900,*.ov,0.2975159666600438,52,53,57.1,40,10,-1.22,2,31,36,49
3900,*.ou,0.2975159666600438,52,53,57.1,40,10,-1.22,2,31,36,49
3900,).ov,0.274220616511121,41,70,40.8,13,15,-14.43,1,31,36,49
3900,?.Yu,0.2687934625679444,62,27,70.13,75,4,4.95,8,31,25,49
3900,?.Xu,0.2687934625679444,62,27,70.13,75,4,4.95,8,31,25,49
3900,?.Yu,0.2687934625679444,62,27,70.13,75,4,4.95,8,31,25,49
3900,?.Su,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
3900,?.Sv,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
3900,?.Zu,0.26850921231843855,62,27,70.0,75,4,4.95,8,31,26,49
3900,?.[u,0.26850921231843855,62,27,70.0,75,4,4.95,8,31,26,49
3900,?.Zu,0.26850921231843855,62,27,70.0,75,4,4.95,8,31,26,49
3900,?.Qv,0.26830609222023305,62,27,69.89,75,4,4.96,8,31,21,49
3900,?.Qu,0.26830609222023305,62,27,69.89,75,4,4.96,8,31,21,49
3900,?.]u,0.26429172343671264,62,27,67.68,75,4,4.94,8,31,27,49
3900,?._u,0.2642215602639669,62,27,67.64,75,4,4.93,8,31,28,49
3900,?._u,0.2642215602639669,62,27,67.64,75,4,4.93,8,31,28,49
3900,:.7g,0.2608228656622304,56,32,56.39,50,6,3.89,6,31,8,42
3900,7.7g,0.2608228656622304,56,32,56.39,50,6,3.89,6,31,8,42
3900,?.\u,0.2600366370386603,62,27,67.68,75,4,4.94,8,31,27,49
3900,?*.r,0.2519323901582045,60,40,46.42,42,7,0.56,8,11,4,47
3900,?(ov,0.25085029542740483,42,75,31.95,12,16,-12.63,8,1,36,49
3900,?(ou,0.25085029542740483,42,75,31.95,12,16,-12.63,8,1,36,49
3900,?.Hr,0.24931384629052797,60,30,54.73,60,5,0.57,8,31,17,47
3900,?.Ir,0.24931384629052797,60,30,54.73,60,5,0.57,8,31,17,47
3900,?.Rr,0.24892954769353787,58,29,56.21,60,5,0.65,8,31,22,47
3900,?.Yr,0.2477917551443019,58,29,55.14,60,5,0.69,8,31,25,47
3960,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
3960,?*7g,0.30173651582989575,61,44,64.79,42,7,0.73,8,11,8,42
3960,W(Ju,0.3005226921700397,50,46,64.64,11,9,-11.74,15,1,18,49
3960,*.ov,0.2975159666600438,52,53,57.1,40,10,-1.22,2,31,36,49
3960,*.ou,0.2975159666600438,52,53,57.1,40,10,-1.22,2,31,36,49
3960,).ov,0.274220616511121,41,70,40.8,13,15,-14.43,1,31,36,49
3960,?.Yu,0.2687934625679444,62,27,70.13,75,4,4.95,8,31,25,49
3960,?.Xu,0.2687934625679444,62,27,70.13,75,4,4.95,8,31,25,49
3960,?.Su,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
3960,?.Sv,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
3960,?.[u,0.26850921231843855,62,27,70.0,75,4,4.95,8,31,26,49
3960,?.Zu,0.26850921231843855,62,27,70.0,75,4,4.95,8,31,26,49
3960,?.Qv,0.26830609222023305,62,27,69.89,75,4,4.96,8,31,21,49
3960,?.Qu,0.26830609222023305,62,27,69.89,75,4,4.96,8,31,21,49
3960,?.]u,0.26429172343671264,62,27,67.68,75,4,4.94,8,31,27,49
3960,?._u,0.2642215602639669,62,27,67.64,75,4,4.93,8,31,28,49
3960,?._u,0.2642215602639669,62,27,67.64,75,4,4.93,8,31,28,49
3960,:.7g,0.2608228656622304,56,32,56.39,50,6,3.89,6,31,8,42
3960,7.7g,0.2608228656622304,56,32,56.39,50,6,3.89,6,31,8,42
3960,(.Lr,0.25499072541270407,42,68,35.03,20,15,-13.52,1,31,19,47
3960,?*.r,0.2519323901582045,60,40,46.42,42,7,0.56,8,11,4,47
3960,?(ov,0.25085029542740483,42,75,31.95,12,16,-12.63,8,1,36,49
3960,?(ou,0.25085029542740483,42,75,31.95,12,16,-12.63,8,1,36,49
3960,?.Hr,0.24931384629052797,60,30,54.73,60,5,0.57,8,31,17,47
3960,?.Ir,0.24931384629052797,60,30,54.73,60,5,0.57,8,31,17,47
3960,?.Rr,0.24892954769353787,58,29,56.21,60,5,0.65,8,31,22,47
3960,?.Yr,0.2477917551443019,58,29,55.14,60,5,0.69,8,31,25,47
3960,?.\g,0.24773622664286443,59,32,50.77,60,5,2.03,8,31,27,42
3960,?(qr,0.2473873045478047,41,75,30.29,12,16,-12.44,8,1,37,47
3960,4.0g,0.2448494207558909,56,39,44.48,50,6,4.72,5,31,5,42
4020,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
4020,W(Ju,0.3005226921700397,50,46,64.64,11,9,-11.74,15,1,18,49
4020,*.ov,0.2975159666600438,52,53,57.1,40,10,-1.22,2,31,36,49
4020,*.ou,0.2975159666600438,52,53,57.1,40,10,-1.22,2,31,36,49
4020,?.Yu,0.2687934625679444,62,27,70.13,75,4,4.95,8,31,25,49
4020,?.Su,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
4020,?.Sv,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
4020,?.[u,0.26850921231843855,62,27,70.0,75,4,4.95,8,31,26,49
4020,?.Zu,0.26850921231843855,62,27,70.0,75,4,4.95,8,31,26,49
4020,?.Qu,0.26830609222023305,62,27,69.89,75,4,4.96,8,31,21,49
4020,?.]u,0.26429172343671264,62,27,67.68,75,4,4.94,8,31,27,49
4020,?._u,0.2642215602639669,62,27,67.64,75,4,4.93,8,31,28,49
4020,:.7g,0.2608228656622304,56,32,56.39,50,6,3.89,6,31,8,42
4020,(.Lr,0.25499072541270407,42,68,35.03,20,15,-13.52,1,31,19,47
4020,?*.r,0.2519323901582045,60,40,46.42,42,7,0.56,8,11,4,47
4020,?(ov,0.25085029542740483,42,75,31.95,12,16,-12.63,8,1,36,49
4020,?(ou,0.25085029542740483,42,75,31.95,12,16,-12.63,8,1,36,49
4020,?.Hr,0.24931384629052797,60,30,54.73,60,5,0.57,8,31,17,47
4020,?.Ir,0.24931384629052797,60,30,54.73,60,5,0.57,8,31,17,47
4020,?.Rr,0.24892954769353787,58,29,56.21,60,5,0.65,8,31,22,47
4020,",.,g",0.24834326676737448,47,55,35.33,33,9,-3.58,2,31,3,42
4020,?.Yr,0.2477917551443019,58,29,55.14,60,5,0.69,8,31,25,47
4020,"5.,g",0.2477709161416331,56,39,44.64,33,6,0.4,5,31,3,42
4020,?.\g,0.24773622664286443,59,32,50.77,60,5,2.03,8,31,27,42
4020,?(qr,0.2473873045478047,41,75,30.29,12,16,-12.44,8,1,37,47
4020,4.0g,0.2448494207558909,56,39,44.48,50,6,4.72,5,31,5,42
4020,?.Tr,0.24458440363353076,58,29,56.42,60,5,0.66,8,31,23,47
4020,?.Hr,0.24449888343435813,60,30,54.73,60,5,0.57,8,31,17,47
4020,W.*g,0.24386743259585608,56,25,55.89,60,5,-1.94,15,31,2,42
4020,?.Zr,0.2418035680993932,58,29,55.06,60,5,0.71,8,31,26,47
4080,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
4080,W(Ju,0.3005226921700397,50,46,64.64,11,9,-11.74,15,1,18,49
4080,*.ov,0.2975159666600438,52,53,57.1,40,10,-1.22,2,31,36,49
4080,*.ou,0.2975159666600438,52,53,57.1,40,10,-1.22,2,31,36,49
4080,?.Yu,0.2687934625679444,62,27,70.13,75,4,4.95,8,31,25,49
4080,?.Su,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
4080,?.Sv,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
4080,?.[u,0.26850921231843855,62,27,70.0,75,4,4.95,8,31,26,49
4080,?.Zu,0.26850921231843855,62,27,70.0,75,4,4.95,8,31,26,49
4080,?.]u,0.26429172343671264,62,27,67.68,75,4,4.94,8,31,27,49
4080,?._u,0.2642215602639669,62,27,67.64,75,4,4.93,8,31,28,49
4080,:.7g,0.2608228656622304,56,32,56.39,50,6,3.89,6,31,8,42
4080,?.Ur,0.2561388267743528,58,29,56.42,60,5,0.66,8,31,23,47
4080,(.Lr,0.25499072541270407,42,68,35.03,20,15,-13.52,1,31,19,47
4080,?.Zr,0.252754299370437,58,29,55.06,60,5,0.71,8,31,26,47
4080,?.Qr,0.2522416872188356,58,29,54.08,60,5,0.67,8,31,21,47
4080,?*.r,0.2519323901582045,60,40,46.42,42,7,0.56,8,11,4,47
4080,?(ov,0.25085029542740483,42,75,31.95,12,16,-12.63,8,1,36,49
4080,?.Er,0.25000874342877766,62,29,53.1,60,5,0.53,8,31,15,47
4080,?.Lr,0.24951737494879425,58,29,52.76,60,5,0.62,8,31,19,47
4080,?.Hr,0.24931384629052797,60,30,54.73,60,5,0.57,8,31,17,47
4080,?.Ir,0.24931384629052797,60,30,54.73,60,5,0.57,8,31,17,47
4080,?.Rr,0.24892954769353787,58,29,56.21,60,5,0.65,8,31,22,47
4080,?.Yr,0.2477917551443019,58,29,55.14,60,5,0.69,8,31,25,47
4080,?.\g,0.24773622664286443,59,32,50.77,60,5,2.03,8,31,27,42
4080,?(qr,0.2473873045478047,41,75,30.29,12,16,-12.44,8,1,37,47
4080,?.Tr,0.24458440363353076,58,29,56.42,60,5,0.66,8,31,23,47
4080,?.Hr,0.24449888343435813,60,30,54.73,60,5,0.57,8,31,17,47
4080,W.*g,0.24386743259585608,56,25,55.89,60,5,-1.94,15,31,2,42
4080,?.Zr,0.2418035680993932,58,29,55.06,60,5,0.71,8,31,26,47
4140,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
4140,W(Ju,0.3005226921700397,50,46,64.64,11,9,-11.74,15,1,18,49
4140,*.ov,0.2975159666600438,52,53,57.1,40,10,-1.22,2,31,36,49
4140,*.ou,0.2975159666600438,52,53,57.1,40,10,-1.22,2,31,36,49
4140,?.Yu,0.2687934625679444,62,27,70.13,75,4,4.95,8,31,25,49
4140,?.Sv,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
4140,?.[u,0.26850921231843855,62,27,70.0,75,4,4.95,8,31,26,49
4140,?.Zu,0.26850921231843855,62,27,70.0,75,4,4.95,8,31,26,49
4140,?.]u,0.26429172343671264,62,27,67.68,75,4,4.94,8,31,27,49
4140,?._u,0.2642215602639669,62,27,67.64,75,4,4.93,8,31,28,49
4140,:.7g,0.2608228656622304,56,32,56.39,50,6,3.89,6,31,8,42
4140,?.Kr,0.2563533821351819,60,30,54.82,60,5,0.63,8,31,18,47
4140,?.Kr,0.2563533821351819,60,30,54.82,60,5,0.63,8,31,18,47
4140,?.Wr,0.256305382049273,58,29,56.49,60,5,0.7,8,31,24,47
4140,?.Ur,0.2561388267743528,58,29,56.42,60,5,0.66,8,31,23,47
4140,?.Hr,0.25609871972869813,60,30,54.73,60,5,0.57,8,31,17,47
4140,?.Fr,0.25604091249096317,63,30,54.73,60,5,0.56,8,31,16,47
4140,(.Lr,0.25499072541270407,42,68,35.03,20,15,-13.52,1,31,19,47
4140,?.Zr,0.252754299370437,58,29,55.06,60,5,0.71,8,31,26,47
4140,?*.r,0.2519323901582045,60,40,46.42,42,7,0.56,8,11,4,47
4140,?(ov,0.25085029542740483,42,75,31.95,12,16,-12.63,8,1,36,49
4140,?.Er,0.25000874342877766,62,29,53.1,60,5,0.53,8,31,15,47
4140,?.Nr,0.2498872705332133,58,29,52.9,60,5,0.61,8,31,20,47
4140,?.Lr,0.24951737494879425,58,29,52.76,60,5,0.62,8,31,19,47
4140,?.Lr,0.24951737494879425,58,29,52.76,60,5,0.62,8,31,19,47
4140,?.Hr,0.24931384629052797,60,30,54.73,60,5,0.57,8,31,17,47
4140,?.Ir,0.24931384629052797,60,30,54.73,60,5,0.57,8,31,17,47
4140,?.Rr,0.24892954769353787,58,29,56.21,60,5,0.65,8,31,22,47
4140,?.\g,0.24773622664286443,59,32,50.77,60,5,2.03,8,31,27,42
4140,?.Hr,0.24449888343435813,60,30,54.73,60,5,0.57,8,31,17,47
4200,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
4200,W(Ju,0.3005226921700397,50,46,64.64,11,9,-11.74,15,1,18,49
4200,*.ou,0.2975159666600438,52,53,57.1,40,10,-1.22,2,31,36,49
4200,?.Yu,0.2687934625679444,62,27,70.13,75,4,4.95,8,31,25,49
4200,?.Sv,0.2687674282132862,62,27,70.12,75,4,4.96,8,31,22,49
4200,?.Zu,0.26850921231843855,62,27,70.0,75,4,4.95,8,31,26,49
4200,?.]u,0.26429172343671264,62,27,67.68,75,4,4.94,8,31,27,49
4200,?._u,0.2642215602639669,62,27,67.64,75,4,4.93,8,31,28,49
4200,:.7g,0.2608228656622304,56,32,56.39,50,6,3.89,6,31,8,42
4200,?.Kr,0.2563533821351819,60,30,54.82,60,5,0.63,8,31,18,47
4200,?.Kr,0.2563533821351819,60,30,54.82,60,5,0.63,8,31,18,47
4200,?.Wr,0.256305382049273,58,29,56.49,60,5,0.7,8,31,24,47
4200,?.Ur,0.2561388267743528,58,29,56.42,60,5,0.66,8,31,23,47
4200,?.Hr,0.25609871972869813,60,30,54.73,60,5,0.57,8,31,17,47
4200,?.Fr,0.25604091249096317,63,30,54.73,60,5,0.56,8,31,16,47
4200,(.Lr,0.25499072541270407,42,68,35.03,20,15,-13.52,1,31,19,47
4200,?.Zr,0.252754299370437,58,29,55.06,60,5,0.71,8,31,26,47
4200,?*.r,0.2519323901582045,60,40,46.42,42,7,0.56,8,11,4,47
4200,?(ov,0.25085029542740483,42,75,31.95,12,16,-12.63,8,1,36,49
4200,?.Er,0.25000874342877766,62,29,53.1,60,5,0.53,8,31,15,47
4200,?.Nr,0.2498872705332133,58,29,52.9,60,5,0.61,8,31,20,47
4200,?.Hr,0.24931384629052797,60,30,54.73,60,5,0.57,8,31,17,47
4200,?.Ir,0.24931384629052797,60,30,54.73,60,5,0.57,8,31,17,47
4200,?.\g,0.24773622664286443,59,32,50.77,60,5,2.03,8,31,27,42
