iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_ma_len,parameters.ott_percent,parameters.stop_loss,parameters.risk_reward,parameters.chop_bandwidth
2300,.9lf.,0.2650867244196917,34,121,47.38,41,17,-1.07,576,2576,2722,985,1352
2300,.9:_>,0.255688443167664,35,123,53.11,37,16,-2.38,576,2576,1456,896,1757
2300,)96_.,0.2554358902112293,37,141,53.58,42,19,4.29,513,2576,1354,896,1352
2300,B;Ka;,0.254514035892817,42,88,60.42,46,15,10.29,829,2703,1886,922,1681
2300,.9>u.,0.2522693496294013,35,123,47.4,41,17,-1.07,576,2576,1557,1175,1352
2300,*9K9n,0.2516755122436106,50,54,33.54,40,10,10.22,525,2576,1886,415,2972
2300,;9Ka\,0.25151875538373203,43,67,51.97,22,9,-2.57,741,2576,1886,922,2516
2300,.9fH.,0.25023971824531566,35,126,49.79,41,17,-1.07,576,2576,2570,605,1352
2300,.9lM.,0.2499735708160959,35,123,46.73,41,17,-1.07,576,2576,2722,668,1352
2300,.9If.,0.24768320409600347,35,123,46.06,41,17,-1.07,576,2576,1835,985,1352
2300,.9Ef4,0.2408623160511053,34,123,45.59,41,17,-1.07,576,2576,1734,985,1504
2300,B9K9Y,0.23875644471862328,44,72,37.65,36,11,4.96,829,2576,1886,415,2441
2400,.9EW.,0.3968117985263745,37,129,89.47,41,17,-1.07,576,2576,1734,795,1352
2400,.9=_.,0.3938574323975839,37,129,88.39,41,17,-1.07,576,2576,1532,896,1352
2400,*9Ksn,0.3730695628582736,49,51,52.85,30,10,6.31,525,2576,1886,1149,2972
2400,.98a-,0.36639200150149775,38,130,78.32,41,17,-1.07,576,2576,1405,922,1327
2400,.9j_-,0.3165754357403852,35,122,65.57,41,17,-1.07,576,2576,2671,896,1327
2400,.9`f-,0.31478035664024573,35,122,65.01,41,17,-1.07,576,2576,2418,985,1327
2400,.98W-,0.31288172999981095,36,131,61.47,45,20,15.41,576,2576,1405,795,1327
2400,.9Ja.,0.3128767633432132,36,125,65.86,41,17,-1.07,576,2576,1861,922,1352
2400,H9Df.,0.31251988053842655,45,86,81.3,35,14,14.02,905,2576,1709,985,1352
2400,.9aN-,0.2984670271661974,36,125,60.75,41,17,-1.07,576,2576,2443,681,1327
2400,.9b_-,0.28671666762901277,35,122,56.39,41,17,-1.07,576,2576,2468,896,1327
2400,.9``-,0.2844891874614245,35,122,55.73,41,17,-1.07,576,2576,2418,909,1327
2400,.9`M-,0.2833245852773147,36,125,56.12,41,17,-1.07,576,2576,2418,668,1327
2400,.9`^-,0.27454527346283675,35,122,52.8,41,17,-1.07,576,2576,2418,884,1327
2400,.9Uf.,0.2693655187289644,35,122,51.29,41,17,-1.07,576,2576,2139,985,1352
2400,.9Eo.,0.2680082259497518,35,123,52.08,41,17,-1.07,576,2576,1734,1099,1352
2400,.9lf.,0.2650867244196917,34,121,47.38,41,17,-1.07,576,2576,2722,985,1352
2400,.9lf.,0.2650867244196917,34,121,47.38,41,17,-1.07,576,2576,2722,985,1352
2400,.9:_>,0.255688443167664,35,123,53.11,37,16,-2.38,576,2576,1456,896,1757
2400,B;Ka;,0.254514035892817,42,88,60.42,46,15,10.29,829,2703,1886,922,1681
2400,.9>u.,0.2522693496294013,35,123,47.4,41,17,-1.07,576,2576,1557,1175,1352
2400,*9K9n,0.2516755122436106,50,54,33.54,40,10,10.22,525,2576,1886,415,2972
2400,;9Ka\,0.25151875538373203,43,67,51.97,22,9,-2.57,741,2576,1886,922,2516
2400,.9fH.,0.25023971824531566,35,126,49.79,41,17,-1.07,576,2576,2570,605,1352
2400,.9lM.,0.2499735708160959,35,123,46.73,41,17,-1.07,576,2576,2722,668,1352
2400,.9Ef4,0.2408623160511053,34,123,45.59,41,17,-1.07,576,2576,1734,985,1504
2400,B9K9Y,0.23875644471862328,44,72,37.65,36,11,4.96,829,2576,1886,415,2441
2400,.9dW.,0.23544684259581608,35,122,45.77,41,17,-1.07,576,2576,2519,795,1352
2400,B9Ka0,0.22480710055066794,42,89,61.85,57,14,10.02,829,2576,1886,922,1403
2400,B9Ka2,0.22480710055066794,42,89,61.85,57,14,10.02,829,2576,1886,922,1453
2500,.9EW.,0.3968117985263745,37,129,89.47,41,17,-1.07,576,2576,1734,795,1352
2500,.9=_.,0.3938574323975839,37,129,88.39,41,17,-1.07,576,2576,1532,896,1352
2500,*9Ksn,0.3730695628582736,49,51,52.85,30,10,6.31,525,2576,1886,1149,2972
2500,.98a-,0.36639200150149775,38,130,78.32,41,17,-1.07,576,2576,1405,922,1327
2500,.9j_-,0.3165754357403852,35,122,65.57,41,17,-1.07,576,2576,2671,896,1327
2500,.9`f-,0.31478035664024573,35,122,65.01,41,17,-1.07,576,2576,2418,985,1327
2500,.9Ja.,0.3128767633432132,36,125,65.86,41,17,-1.07,576,2576,1861,922,1352
2500,H9Df.,0.31251988053842655,45,86,81.3,35,14,14.02,905,2576,1709,985,1352
2500,.9aN-,0.2984670271661974,36,125,60.75,41,17,-1.07,576,2576,2443,681,1327
2500,.9b_-,0.28671666762901277,35,122,56.39,41,17,-1.07,576,2576,2468,896,1327
2500,.9``-,0.2844891874614245,35,122,55.73,41,17,-1.07,576,2576,2418,909,1327
2500,.9`M-,0.2833245852773147,36,125,56.12,41,17,-1.07,576,2576,2418,668,1327
2500,.9`^-,0.27454527346283675,35,122,52.8,41,17,-1.07,576,2576,2418,884,1327
2500,B9>a(,0.27238573299019864,44,95,67.47,35,14,3.05,829,2576,1557,922,1200
2500,.9Uf.,0.2693655187289644,35,122,51.29,41,17,-1.07,576,2576,2139,985,1352
2500,.9Eo.,0.2680082259497518,35,123,52.08,41,17,-1.07,576,2576,1734,1099,1352
2500,.9lf.,0.2650867244196917,34,121,47.38,41,17,-1.07,576,2576,2722,985,1352
2500,.9lf.,0.2650867244196917,34,121,47.38,41,17,-1.07,576,2576,2722,985,1352
2500,.9:_>,0.255688443167664,35,123,53.11,37,16,-2.38,576,2576,1456,896,1757
2500,B;Ka;,0.254514035892817,42,88,60.42,46,15,10.29,829,2703,1886,922,1681
2500,.9>u.,0.2522693496294013,35,123,47.4,41,17,-1.07,576,2576,1557,1175,1352
2500,*9K9n,0.2516755122436106,50,54,33.54,40,10,10.22,525,2576,1886,415,2972
2500,;9Ka\,0.25151875538373203,43,67,51.97,22,9,-2.57,741,2576,1886,922,2516
2500,.9fH.,0.25023971824531566,35,126,49.79,41,17,-1.07,576,2576,2570,605,1352
2500,.9lM.,0.2499735708160959,35,123,46.73,41,17,-1.07,576,2576,2722,668,1352
2500,.9Ef4,0.2408623160511053,34,123,45.59,41,17,-1.07,576,2576,1734,985,1504
2500,B9Ba(,0.2398070453711851,43,93,54.25,35,14,3.49,829,2576,1658,922,1200
2500,B9K9Y,0.23875644471862328,44,72,37.65,36,11,4.96,829,2576,1886,415,2441
2500,B9Ka2,0.22480710055066794,42,89,61.85,57,14,10.02,829,2576,1886,922,1453
2500,B9Ka2,0.22480710055066794,42,89,61.85,57,14,10.02,829,2576,1886,922,1453
2600,.9EW.,0.3968117985263745,37,129,89.47,41,17,-1.07,576,2576,1734,795,1352
2600,.9=_.,0.3938574323975839,37,129,88.39,41,17,-1.07,576,2576,1532,896,1352
2600,*9Ksn,0.3730695628582736,49,51,52.85,30,10,6.31,525,2576,1886,1149,2972
2600,.98a-,0.36639200150149775,38,130,78.32,41,17,-1.07,576,2576,1405,922,1327
2600,B+KaU,0.31935255825319625,43,80,68.88,35,14,9.49,829,1690,1886,922,2339
2600,B+KaU,0.31935255825319625,43,80,68.88,35,14,9.49,829,1690,1886,922,2339
2600,B+KaU,0.31935255825319625,43,80,68.88,35,14,9.49,829,1690,1886,922,2339
2600,.9j_-,0.3165754357403852,35,122,65.57,41,17,-1.07,576,2576,2671,896,1327
2600,.9`f-,0.31478035664024573,35,122,65.01,41,17,-1.07,576,2576,2418,985,1327
2600,H9Df.,0.31251988053842655,45,86,81.3,35,14,14.02,905,2576,1709,985,1352
2600,.9b_-,0.28671666762901277,35,122,56.39,41,17,-1.07,576,2576,2468,896,1327
2600,.9``-,0.2844891874614245,35,122,55.73,41,17,-1.07,576,2576,2418,909,1327
2600,.9`M-,0.2833245852773147,36,125,56.12,41,17,-1.07,576,2576,2418,668,1327
2600,.9`^-,0.27454527346283675,35,122,52.8,41,17,-1.07,576,2576,2418,884,1327
2600,B9>a(,0.27238573299019864,44,95,67.47,35,14,3.05,829,2576,1557,922,1200
2600,.9Uf.,0.2693655187289644,35,122,51.29,41,17,-1.07,576,2576,2139,985,1352
2600,.9Eo.,0.2680082259497518,35,123,52.08,41,17,-1.07,576,2576,1734,1099,1352
2600,.9lf.,0.2650867244196917,34,121,47.38,41,17,-1.07,576,2576,2722,985,1352
2600,.9:_>,0.255688443167664,35,123,53.11,37,16,-2.38,576,2576,1456,896,1757
2600,B;Ka;,0.254514035892817,42,88,60.42,46,15,10.29,829,2703,1886,922,1681
2600,;9Ka\,0.25151875538373203,43,67,51.97,22,9,-2.57,741,2576,1886,922,2516
2600,.9lM.,0.2499735708160959,35,123,46.73,41,17,-1.07,576,2576,2722,668,1352
2600,.9Ef4,0.2408623160511053,34,123,45.59,41,17,-1.07,576,2576,1734,985,1504
2600,B9Ba(,0.2398070453711851,43,93,54.25,35,14,3.49,829,2576,1658,922,1200
2600,B9Ka2,0.22480710055066794,42,89,61.85,57,14,10.02,829,2576,1886,922,1453
2600,B9Ka2,0.22480710055066794,42,89,61.85,57,14,10.02,829,2576,1886,922,1453
2600,B9Ka2,0.22480710055066794,42,89,61.85,57,14,10.02,829,2576,1886,922,1453
2600,B9Ka0,0.22480710055066794,42,89,61.85,57,14,10.02,829,2576,1886,922,1403
2600,B9Ka/,0.22480710055066794,42,89,61.85,35,14,2.85,829,2576,1886,922,1377
2600,B9Ka0,0.22480710055066794,42,89,61.85,57,14,10.02,829,2576,1886,922,1403
2700,.9EW.,0.3968117985263745,37,129,89.47,41,17,-1.07,576,2576,1734,795,1352
2700,.9=_.,0.3938574323975839,37,129,88.39,41,17,-1.07,576,2576,1532,896,1352
2700,*9Ksn,0.3730695628582736,49,51,52.85,30,10,6.31,525,2576,1886,1149,2972
2700,.98a-,0.36639200150149775,38,130,78.32,41,17,-1.07,576,2576,1405,922,1327
2700,",9KaO",0.33596503749776935,40,99,72.95,37,16,8.05,551,2576,1886,922,2187
2700,B+KaU,0.31935255825319625,43,80,68.88,35,14,9.49,829,1690,1886,922,2339
2700,B+KaU,0.31935255825319625,43,80,68.88,35,14,9.49,829,1690,1886,922,2339
2700,.9j_-,0.3165754357403852,35,122,65.57,41,17,-1.07,576,2576,2671,896,1327
2700,.9`f-,0.31478035664024573,35,122,65.01,41,17,-1.07,576,2576,2418,985,1327
2700,H9Df.,0.31251988053842655,45,86,81.3,35,14,14.02,905,2576,1709,985,1352
2700,.9b_-,0.28671666762901277,35,122,56.39,41,17,-1.07,576,2576,2468,896,1327
2700,.9``-,0.2844891874614245,35,122,55.73,41,17,-1.07,576,2576,2418,909,1327
2700,.9`M-,0.2833245852773147,36,125,56.12,41,17,-1.07,576,2576,2418,668,1327
2700,.9`^-,0.27454527346283675,35,122,52.8,41,17,-1.07,576,2576,2418,884,1327
2700,.9Uf.,0.2693655187289644,35,122,51.29,41,17,-1.07,576,2576,2139,985,1352
2700,.9Eo.,0.2680082259497518,35,123,52.08,41,17,-1.07,576,2576,1734,1099,1352
2700,.9:_>,0.255688443167664,35,123,53.11,37,16,-2.38,576,2576,1456,896,1757
2700,B;Ka;,0.254514035892817,42,88,60.42,46,15,10.29,829,2703,1886,922,1681
2700,;9Ka\,0.25151875538373203,43,67,51.97,22,9,-2.57,741,2576,1886,922,2516
2700,.9lM.,0.2499735708160959,35,123,46.73,41,17,-1.07,576,2576,2722,668,1352
2700,.9Ef4,0.2408623160511053,34,123,45.59,41,17,-1.07,576,2576,1734,985,1504
2700,B9Ba(,0.2398070453711851,43,93,54.25,35,14,3.49,829,2576,1658,922,1200
2700,B9Ka2,0.22480710055066794,42,89,61.85,57,14,10.02,829,2576,1886,922,1453
2700,B9Ka2,0.22480710055066794,42,89,61.85,57,14,10.02,829,2576,1886,922,1453
2700,B9Ka2,0.22480710055066794,42,89,61.85,57,14,10.02,829,2576,1886,922,1453
2700,B9Ka/,0.22480710055066794,42,89,61.85,35,14,2.85,829,2576,1886,922,1377
2700,B9Ka0,0.22480710055066794,42,89,61.85,57,14,10.02,829,2576,1886,922,1403
2700,B9KBO,0.22351349244725446,44,78,41.39,36,11,8.24,829,2576,1886,529,2187
2700,:9KaU,0.22320829182439245,42,75,51.06,36,11,4.46,728,2576,1886,922,2339
2700,B9K?O,0.22234822145621946,45,79,41.23,36,11,7.14,829,2576,1886,491,2187
2800,.9EW.,0.3968117985263745,37,129,89.47,41,17,-1.07,576,2576,1734,795,1352
2800,.9=_.,0.3938574323975839,37,129,88.39,41,17,-1.07,576,2576,1532,896,1352
2800,*9Ksn,0.3730695628582736,49,51,52.85,30,10,6.31,525,2576,1886,1149,2972
2800,.98a-,0.36639200150149775,38,130,78.32,41,17,-1.07,576,2576,1405,922,1327
2800,@=KaO,0.34830523566336863,46,71,87.56,46,13,5.7,804,2829,1886,922,2187
2800,",9KaO",0.33596503749776935,40,99,72.95,37,16,8.05,551,2576,1886,922,2187
2800,B+KaU,0.31935255825319625,43,80,68.88,35,14,9.49,829,1690,1886,922,2339
2800,B+KaU,0.31935255825319625,43,80,68.88,35,14,9.49,829,1690,1886,922,2339
2800,.9j_-,0.3165754357403852,35,122,65.57,41,17,-1.07,576,2576,2671,896,1327
2800,.9`f-,0.31478035664024573,35,122,65.01,41,17,-1.07,576,2576,2418,985,1327
2800,H9Df.,0.31251988053842655,45,86,81.3,35,14,14.02,905,2576,1709,985,1352
2800,H9Ua+,0.3022249403932998,47,85,80.92,42,14,14.94,905,2576,2139,922,1276
2800,.9b_-,0.28671666762901277,35,122,56.39,41,17,-1.07,576,2576,2468,896,1327
2800,.9``-,0.2844891874614245,35,122,55.73,41,17,-1.07,576,2576,2418,909,1327
2800,.9`M-,0.2833245852773147,36,125,56.12,41,17,-1.07,576,2576,2418,668,1327
2800,@9Ka],0.2804454271103591,42,68,53.04,40,10,5.42,804,2576,1886,922,2542
2800,.9Uf.,0.2693655187289644,35,122,51.29,41,17,-1.07,576,2576,2139,985,1352
2800,.9Eo.,0.2680082259497518,35,123,52.08,41,17,-1.07,576,2576,1734,1099,1352
2800,W9VaM,0.25601505031919,54,64,75.62,28,7,1.17,1095,2576,2165,922,2137
2800,.9:_>,0.255688443167664,35,123,53.11,37,16,-2.38,576,2576,1456,896,1757
2800,B;Ka;,0.254514035892817,42,88,60.42,46,15,10.29,829,2703,1886,922,1681
2800,;9Ka\,0.25151875538373203,43,67,51.97,22,9,-2.57,741,2576,1886,922,2516
2800,W9UaM,0.2511371820378029,54,64,73.51,28,7,1.17,1095,2576,2139,922,2137
2800,.9lM.,0.2499735708160959,35,123,46.73,41,17,-1.07,576,2576,2722,668,1352
2800,"B9ha,",0.24598418022950422,45,86,61.15,35,14,2.85,829,2576,2620,922,1301
2800,.9Ef4,0.2408623160511053,34,123,45.59,41,17,-1.07,576,2576,1734,985,1504
2800,B9Ba(,0.2398070453711851,43,93,54.25,35,14,3.49,829,2576,1658,922,1200
2800,"B9ca,",0.2329898831799045,45,86,56.99,35,14,2.85,829,2576,2494,922,1301
2800,W9KgM,0.22853817774298266,54,64,65.73,28,7,1.17,1095,2576,1886,997,2137
2800,B9)aU,0.22690863294242658,44,74,38.57,36,11,7.43,829,2576,1025,922,2339
2900,.9EW.,0.3968117985263745,37,129,89.47,41,17,-1.07,576,2576,1734,795,1352
2900,.9=_.,0.3938574323975839,37,129,88.39,41,17,-1.07,576,2576,1532,896,1352
2900,*9Ksn,0.3730695628582736,49,51,52.85,30,10,6.31,525,2576,1886,1149,2972
2900,.98a-,0.36639200150149775,38,130,78.32,41,17,-1.07,576,2576,1405,922,1327
2900,@=KaO,0.34830523566336863,46,71,87.56,46,13,5.7,804,2829,1886,922,2187
2900,",9KaO",0.33596503749776935,40,99,72.95,37,16,8.05,551,2576,1886,922,2187
2900,B+KaU,0.31935255825319625,43,80,68.88,35,14,9.49,829,1690,1886,922,2339
2900,.9j_-,0.3165754357403852,35,122,65.57,41,17,-1.07,576,2576,2671,896,1327
2900,.9`f-,0.31478035664024573,35,122,65.01,41,17,-1.07,576,2576,2418,985,1327
2900,H9Df.,0.31251988053842655,45,86,81.3,35,14,14.02,905,2576,1709,985,1352
2900,H9Ua+,0.3022249403932998,47,85,80.92,42,14,14.94,905,2576,2139,922,1276
2900,.9b_-,0.28671666762901277,35,122,56.39,41,17,-1.07,576,2576,2468,896,1327
2900,.9``-,0.2844891874614245,35,122,55.73,41,17,-1.07,576,2576,2418,909,1327
2900,.9`M-,0.2833245852773147,36,125,56.12,41,17,-1.07,576,2576,2418,668,1327
2900,@9Ka],0.2804454271103591,42,68,53.04,40,10,5.42,804,2576,1886,922,2542
2900,.9Uf.,0.2693655187289644,35,122,51.29,41,17,-1.07,576,2576,2139,985,1352
2900,.9Eo.,0.2680082259497518,35,123,52.08,41,17,-1.07,576,2576,1734,1099,1352
2900,W9VaM,0.25601505031919,54,64,75.62,28,7,1.17,1095,2576,2165,922,2137
2900,.9:_>,0.255688443167664,35,123,53.11,37,16,-2.38,576,2576,1456,896,1757
2900,B;Ka;,0.254514035892817,42,88,60.42,46,15,10.29,829,2703,1886,922,1681
2900,;9Ka\,0.25151875538373203,43,67,51.97,22,9,-2.57,741,2576,1886,922,2516
2900,W9UaM,0.2511371820378029,54,64,73.51,28,7,1.17,1095,2576,2139,922,2137
2900,.9lM.,0.2499735708160959,35,123,46.73,41,17,-1.07,576,2576,2722,668,1352
2900,"B9ha,",0.24598418022950422,45,86,61.15,35,14,2.85,829,2576,2620,922,1301
2900,.9Ef4,0.2408623160511053,34,123,45.59,41,17,-1.07,576,2576,1734,985,1504
2900,B9Ba(,0.2398070453711851,43,93,54.25,35,14,3.49,829,2576,1658,922,1200
2900,"B9Uo,",0.2386838401595068,45,86,58.79,35,14,2.85,829,2576,2139,1099,1301
2900,"B9da,",0.23575558755023113,45,86,57.86,35,14,2.85,829,2576,2519,922,1301
2900,B9UaR,0.23459571515049268,44,70,47.3,40,10,4.5,829,2576,2139,922,2263
2900,"B9ca,",0.2329898831799045,45,86,56.99,35,14,2.85,829,2576,2494,922,1301
3000,.9EW.,0.3968117985263745,37,129,89.47,41,17,-1.07,576,2576,1734,795,1352
3000,.9=_.,0.3938574323975839,37,129,88.39,41,17,-1.07,576,2576,1532,896,1352
3000,*9Ksn,0.3730695628582736,49,51,52.85,30,10,6.31,525,2576,1886,1149,2972
3000,.98a-,0.36639200150149775,38,130,78.32,41,17,-1.07,576,2576,1405,922,1327
3000,@=KaO,0.34830523566336863,46,71,87.56,46,13,5.7,804,2829,1886,922,2187
3000,",9KaO",0.33596503749776935,40,99,72.95,37,16,8.05,551,2576,1886,922,2187
3000,B+KaU,0.31935255825319625,43,80,68.88,35,14,9.49,829,1690,1886,922,2339
3000,.9j_-,0.3165754357403852,35,122,65.57,41,17,-1.07,576,2576,2671,896,1327
3000,.9`f-,0.31478035664024573,35,122,65.01,41,17,-1.07,576,2576,2418,985,1327
3000,H9Ua+,0.3022249403932998,47,85,80.92,42,14,14.94,905,2576,2139,922,1276
3000,(9KaU,0.28790930284171834,40,102,59.18,40,15,9.76,500,2576,1886,922,2339
3000,.9b_-,0.28671666762901277,35,122,56.39,41,17,-1.07,576,2576,2468,896,1327
3000,.9``-,0.2844891874614245,35,122,55.73,41,17,-1.07,576,2576,2418,909,1327
3000,.9`M-,0.2833245852773147,36,125,56.12,41,17,-1.07,576,2576,2418,668,1327
3000,@9Ka],0.2804454271103591,42,68,53.04,40,10,5.42,804,2576,1886,922,2542
3000,.9Uf.,0.2693655187289644,35,122,51.29,41,17,-1.07,576,2576,2139,985,1352
3000,W9VaM,0.25601505031919,54,64,75.62,28,7,1.17,1095,2576,2165,922,2137
3000,.9:_>,0.255688443167664,35,123,53.11,37,16,-2.38,576,2576,1456,896,1757
3000,B9Qa/,0.2556140942792359,42,89,74.83,35,14,2.85,829,2576,2038,922,1377
3000,B;Ka;,0.254514035892817,42,88,60.42,46,15,10.29,829,2703,1886,922,1681
3000,;9Ka\,0.25151875538373203,43,67,51.97,22,9,-2.57,741,2576,1886,922,2516
3000,W9UaM,0.2511371820378029,54,64,73.51,28,7,1.17,1095,2576,2139,922,2137
3000,.9lM.,0.2499735708160959,35,123,46.73,41,17,-1.07,576,2576,2722,668,1352
3000,"B9ha,",0.24598418022950422,45,86,61.15,35,14,2.85,829,2576,2620,922,1301
3000,B9QaQ,0.24484590443229143,44,70,49.63,40,10,4.5,829,2576,2038,922,2238
3000,.9Ef4,0.2408623160511053,34,123,45.59,41,17,-1.07,576,2576,1734,985,1504
3000,B9Ba(,0.2398070453711851,43,93,54.25,35,14,3.49,829,2576,1658,922,1200
3000,"B9Uo,",0.2386838401595068,45,86,58.79,35,14,2.85,829,2576,2139,1099,1301
3000,B9UaR,0.23459571515049268,44,70,47.3,40,10,4.5,829,2576,2139,922,2263
3000,"B9ca,",0.2329898831799045,45,86,56.99,35,14,2.85,829,2576,2494,922,1301
3100,.9EW.,0.3968117985263745,37,129,89.47,41,17,-1.07,576,2576,1734,795,1352
3100,.9=_.,0.3938574323975839,37,129,88.39,41,17,-1.07,576,2576,1532,896,1352
3100,.98a-,0.36639200150149775,38,130,78.32,41,17,-1.07,576,2576,1405,922,1327
3100,@=KaO,0.34830523566336863,46,71,87.56,46,13,5.7,804,2829,1886,922,2187
3100,",9KaO",0.33596503749776935,40,99,72.95,37,16,8.05,551,2576,1886,922,2187
3100,B+KaU,0.31935255825319625,43,80,68.88,35,14,9.49,829,1690,1886,922,2339
3100,.9`f-,0.31478035664024573,35,122,65.01,41,17,-1.07,576,2576,2418,985,1327
3100,H9Ua+,0.3022249403932998,47,85,80.92,42,14,14.94,905,2576,2139,922,1276
3100,(9KaU,0.28790930284171834,40,102,59.18,40,15,9.76,500,2576,1886,922,2339
3100,.9b_-,0.28671666762901277,35,122,56.39,41,17,-1.07,576,2576,2468,896,1327
3100,.9`M-,0.2833245852773147,36,125,56.12,41,17,-1.07,576,2576,2418,668,1327
3100,@9Ka],0.2804454271103591,42,68,53.04,40,10,5.42,804,2576,1886,922,2542
3100,G9Qa+,0.2693155568670155,45,86,70.5,46,13,9.16,892,2576,2038,922,1276
3100,W9VaM,0.25601505031919,54,64,75.62,28,7,1.17,1095,2576,2165,922,2137
3100,.9:_>,0.255688443167664,35,123,53.11,37,16,-2.38,576,2576,1456,896,1757
3100,B9Qa/,0.2556140942792359,42,89,74.83,35,14,2.85,829,2576,2038,922,1377
3100,B9Qa2,0.2556140942792359,42,89,74.83,57,14,10.02,829,2576,2038,922,1453
3100,B;Ka;,0.254514035892817,42,88,60.42,46,15,10.29,829,2703,1886,922,1681
3100,;9Ka\,0.25151875538373203,43,67,51.97,22,9,-2.57,741,2576,1886,922,2516
3100,W9UaM,0.2511371820378029,54,64,73.51,28,7,1.17,1095,2576,2139,922,2137
3100,.9lM.,0.2499735708160959,35,123,46.73,41,17,-1.07,576,2576,2722,668,1352
3100,"B9ha,",0.24598418022950422,45,86,61.15,35,14,2.85,829,2576,2620,922,1301
3100,(9Ka+,0.2449938966416029,41,139,60.79,35,20,5.32,500,2576,1886,922,1276
3100,.9Ef4,0.2408623160511053,34,123,45.59,41,17,-1.07,576,2576,1734,985,1504
3100,B9Ba(,0.2398070453711851,43,93,54.25,35,14,3.49,829,2576,1658,922,1200
3100,"B9Uo,",0.2386838401595068,45,86,58.79,35,14,2.85,829,2576,2139,1099,1301
3100,B9UaR,0.23459571515049268,44,70,47.3,40,10,4.5,829,2576,2139,922,2263
3100,>9Qa+,0.23231392091481748,39,91,47.78,50,14,3.29,778,2576,2038,922,1276
3100,W9KgM,0.22853817774298266,54,64,65.73,28,7,1.17,1095,2576,1886,997,2137
3100,B9)aU,0.22690863294242658,44,74,38.57,36,11,7.43,829,2576,1025,922,2339
3200,.9EW.,0.3968117985263745,37,129,89.47,41,17,-1.07,576,2576,1734,795,1352
3200,.9=_.,0.3938574323975839,37,129,88.39,41,17,-1.07,576,2576,1532,896,1352
3200,",9KaO",0.33596503749776935,40,99,72.95,37,16,8.05,551,2576,1886,922,2187
3200,.9`f-,0.31478035664024573,35,122,65.01,41,17,-1.07,576,2576,2418,985,1327
3200,H9Ua+,0.3022249403932998,47,85,80.92,42,14,14.94,905,2576,2139,922,1276
3200,(9KaU,0.28790930284171834,40,102,59.18,40,15,9.76,500,2576,1886,922,2339
3200,.9b_-,0.28671666762901277,35,122,56.39,41,17,-1.07,576,2576,2468,896,1327
3200,.9`M-,0.2833245852773147,36,125,56.12,41,17,-1.07,576,2576,2418,668,1327
3200,@9Ka],0.2804454271103591,42,68,53.04,40,10,5.42,804,2576,1886,922,2542
3200,G9Qa+,0.2693155568670155,45,86,70.5,46,13,9.16,892,2576,2038,922,1276
3200,B9Qa/,0.2556140942792359,42,89,74.83,35,14,2.85,829,2576,2038,922,1377
3200,B;Ka;,0.254514035892817,42,88,60.42,46,15,10.29,829,2703,1886,922,1681
3200,;9Ka\,0.25151875538373203,43,67,51.97,22,9,-2.57,741,2576,1886,922,2516
3200,"B9ha,",0.24598418022950422,45,86,61.15,35,14,2.85,829,2576,2620,922,1301
3200,.9Ef4,0.2408623160511053,34,123,45.59,41,17,-1.07,576,2576,1734,985,1504
3200,B9Ba(,0.2398070453711851,43,93,54.25,35,14,3.49,829,2576,1658,922,1200
3200,"B9Uo,",0.2386838401595068,45,86,58.79,35,14,2.85,829,2576,2139,1099,1301
3200,B=NaE,0.23522783953847895,42,75,60.12,42,14,7.84,829,2829,1962,922,1934
3200,>9Qa+,0.23231392091481748,39,91,47.78,50,14,3.29,778,2576,2038,922,1276
3200,W9KgM,0.22853817774298266,54,64,65.73,28,7,1.17,1095,2576,1886,997,2137
3200,B9)aU,0.22690863294242658,44,74,38.57,36,11,7.43,829,2576,1025,922,2339
3200,B9Ka2,0.22480710055066794,42,89,61.85,57,14,10.02,829,2576,1886,922,1453
3200,B9Ka2,0.22480710055066794,42,89,61.85,57,14,10.02,829,2576,1886,922,1453
3200,B9Ka1,0.22480710055066794,42,89,61.85,57,14,10.02,829,2576,1886,922,1428
3200,B9Ka2,0.22480710055066794,42,89,61.85,57,14,10.02,829,2576,1886,922,1453
3200,B9RaR,0.22263752499801073,44,70,44.0,40,10,4.5,829,2576,2063,922,2263
3200,B9+MU,0.22250046427001377,44,77,35.93,36,11,3.99,829,2576,1076,668,2339
3200,B9K?O,0.22234822145621946,45,79,41.23,36,11,7.14,829,2576,1886,491,2187
3200,B=Na3,0.22233332297493325,39,83,49.79,53,15,11.37,829,2829,1962,922,1478
3200,B9fa+,0.2220529996853352,44,87,51.96,35,14,2.85,829,2576,2570,922,1276
3300,.9EW.,0.3968117985263745,37,129,89.47,41,17,-1.07,576,2576,1734,795,1352
3300,.9=_.,0.3938574323975839,37,129,88.39,41,17,-1.07,576,2576,1532,896,1352
3300,",9KaO",0.33596503749776935,40,99,72.95,37,16,8.05,551,2576,1886,922,2187
3300,.9`f-,0.31478035664024573,35,122,65.01,41,17,-1.07,576,2576,2418,985,1327
3300,H9Ua+,0.3022249403932998,47,85,80.92,42,14,14.94,905,2576,2139,922,1276
3300,(9KaU,0.28790930284171834,40,102,59.18,40,15,9.76,500,2576,1886,922,2339
3300,.9b_-,0.28671666762901277,35,122,56.39,41,17,-1.07,576,2576,2468,896,1327
3300,.9`M-,0.2833245852773147,36,125,56.12,41,17,-1.07,576,2576,2418,668,1327
