['Pair', 'TF', 'Dna', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Serenity', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Loses', 'Market Change']
['ZRX-USDT', '5m', 'ZRX-USDT', '2021-10-01', '2021-11-17', '97', '-31.54', '-83.87', -94, '29', '-0.12', '0.8', '-1.13', '5', '10', 2269, -3126, '28', '69', '23.64']
['1INCH-USDT', '5m', '1INCH-USDT', '2021-10-01', '2021-11-17', '96', '-16.08', '-62.27', -74, '33', '-0.12', '0.9', '-1.18', '3', '9', 4665, -2903, '32', '64', '50.27']
['BAT-USDT', '5m', 'BAT-USDT', '2021-10-01', '2021-11-17', '89', '-44.56', '-70.6', -99, '35', '-0.24', '0.68', '-1.4', '3', '6', 2447, -4986, '31', '58', '68.52']
['ETH-USDT', '5m', 'ETH-USDT', '2021-10-01', '2021-11-17', '61', '210.82', '-34.63', 555971, '36', '5.4', '4.76', '16052.63', '3', '8', 5710, -2061, '22', '39', '40.43']
['OCEAN-USDT', '5m', 'OCEAN-USDT', '2021-10-01', '2021-11-17', '94', '-87.13', '-89.73', -100, '31', '-0.26', '-2.53', '-1.11', '2', '13', 2315, -2336, '29', '65', '31.31']
['ZEC-USDT', '5m', 'ZEC-USDT', '2021-10-01', '2021-11-17', '98', '-76.36', '-80.73', -100, '29', '-0.28', '-2.34', '-1.24', '3', '8', 2269, -2054, '28', '70', '54.84']
['EOS-USDT', '5m', 'EOS-USDT', '2021-10-01', '2021-11-17', '65', '-41.34', '-66.16', -98, '28', '-0.16', '-0.56', '-1.49', '2', '8', 2879, -1210, '18', '47', '9.82']
['IOST-USDT', '5m', 'IOST-USDT', '2021-10-01', '2021-11-17', '78', '-83.38', '-86.45', -100, '24', '-0.17', '-3.91', '-1.16', '2', '11', 2269, -1086, '19', '59', '-16.65']
['KNC-USDT', '5m', 'KNC-USDT', '2021-10-01', '2021-11-17', '86', '-5.36', '-53.9', -34, '30', '-0.04', '1.43', '-0.64', '5', '7', 3742, -11854, '26', '60', '14.7']
