'Pair','TF','StartDate','EndDate','TotalTrades','TotalNetProfit','Max.DD','AnnualProfit','Winrate','Sharpe','Calmar','WinningStrike','LosingStrike','LargestWinning','LargestLosing','Num.ofWins','Num.ofLosses','MarketChange'
'AAVE-USDT','5m','2021-05-12','2021-06-11','175','1714.98','-43.87',66406281369520760,'38','8.02','1513772917260768.8','6','16',3847,-1524,'66','109','-45.95'
'AAVE-USDT','5m','2021-05-19','2021-06-18','177','1220.74','-43.84',1572952442023703,'34','8.53','35877870298611.98','6','16',2682,-780,'61','116','-37.0'
'AAVE-USDT','5m','2021-06-03','2021-07-03','195','914.65','-15.15',70563013803343,'36','10.95','4658565995283.98','5','8',1854,-629,'70','125','-29.56'
'AAVE-USDT','5m','2021-06-02','2021-07-02','191','859.79','-15.0',36672830269373,'36','10.82','2444517378687.53','5','8',2225,-755,'68','123','-27.76'
'AAVE-USDT','5m','2021-05-29','2021-06-28','202','558.27','-35.2',432586788542,'33','8.8','12288358636.03','6','16',1262,-421,'67','135','-26.67'
'AAVE-USDT','5m','2021-06-23','2021-07-23','178','512.26','-27.7',184288688903,'32','8.47','6652911889.23','4','10',1939,-328,'57','121','10.57'
'AAVE-USDT','5m','2021-06-25','2021-07-25','171','466.19','-27.72',73366157490,'33','8.1','2647025033.44','4','10',1478,-257,'57','114','4.55'
'AAVE-USDT','5m','2021-07-21','2021-08-20','201','435.65','-34.09',38193753743,'32','7.79','1120339900.39','5','12',1041,-344,'65','136','93.32'
'AAVE-USDT','5m','2021-06-16','2021-07-16','177','408.26','-27.8',20587965476,'33','9.67','740567920.93','4','10',2439,-569,'59','118','-23.98'
'AAVE-USDT','5m','2021-04-21','2021-05-21','224','406.68','-58.46',19847461625,'31','5.62','339500419.28','5','12',1559,-556,'69','155','-11.66'
'AAVE-USDT','5m','2021-05-23','2021-06-22','191','348.16','-43.75',4678290655,'34','6.55','106943599.57','4','16',705,-294,'65','126','-26.52'
'AAVE-USDT','5m','2020-12-23','2021-01-22','196','312.46','-35.45',1760285861,'34','5.52','49652865.22','5','22',973,-374,'66','130','41.36'
'AAVE-USDT','5m','2020-12-19','2021-01-18','193','261.09','-30.31',367660833,'33','5.3','12131529.48','6','22',909,-428,'64','129','57.61'
'AAVE-USDT','5m','2021-05-26','2021-06-25','202','265.83','-43.69',428673640,'34','6.28','9812048.45','6','16',740,-299,'68','134','-29.19'
'AAVE-USDT','5m','2020-12-18','2021-01-17','199','237.09','-30.33',163600498,'33','5.09','5394237.0','6','22',886,-418,'66','133','58.51'
'AAVE-USDT','5m','2020-12-16','2021-01-15','206','226.2','-30.47',111153309,'33','4.98','3647699.53','6','22',872,-411,'67','139','62.59'
'AAVE-USDT','5m','2021-07-15','2021-08-14','189','217.15','-44.67',79784059,'32','5.24','1786062.56','4','12',696,-203,'60','129','65.48'
'AAVE-USDT','5m','2021-04-16','2021-05-16','215','218.81','-59.22',84860374,'32','5.46','1432851.06','5','12',1125,-232,'68','147','11.18'
'AAVE-USDT','5m','2021-01-14','2021-02-13','193','182.31','-48.09',20269626,'33','5.36','421466.24','6','13',692,-136,'63','130','133.33'
'AAVE-USDT','5m','2021-02-28','2021-03-30','206','163.32','-37.73',8928556,'31','5.11','236647.47','4','16',620,-169,'64','142','28.73'
'AAVE-USDT','5m','2021-04-05','2021-05-05','222','166.33','-52.72',10211002,'30','5.23','193689.16','4','13',1210,-240,'66','156','39.57'
'AAVE-USDT','5m','2021-07-06','2021-08-05','181','150.8','-41.57',5031008,'28','4.91','121037.36','4','12',573,-90,'51','130','16.69'
'AAVE-USDT','5m','2021-03-13','2021-04-12','218','148.9','-40.34',4601243,'31','5.34','114072.93','3','16',445,-128,'67','151','57.18'
'AAVE-USDT','5m','2021-03-09','2021-04-08','209','97.82','-39.97',307842,'29','4.23','7702.06','3','16',479,-99,'61','148','41.04'
'AAVE-USDT','5m','2021-03-16','2021-04-15','229','64.78','-29.69',35687,'28','3.71','1201.93','3','16',447,-131,'64','165','71.46'
'AAVE-USDT','5m','2021-02-16','2021-03-18','178','42.5','-49.17',6372,'31','2.84','129.6','5','16',356,-105,'56','122','20.91'
'AAVE-USDT','5m','2021-02-04','2021-03-06','172','35.47','-57.85',3468,'30','2.74','59.95','4','11',548,-172,'52','120','79.4'
'AAVE-USDT','5m','2021-04-09','2021-05-09','236','29.78','-56.4',2052,'27','2.84','36.38','5','13',1016,-207,'64','172','51.41'
'AAVE-USDT','5m','2021-04-10','2021-05-10','233','25.95','-57.21',1413,'27','2.75','24.69','4','13',1004,-204,'63','170','55.66'
'AAVE-USDT','5m','2021-01-24','2021-02-23','200','1.04','-48.88',13,'28','1.45','0.27','4','13',420,-132,'57','143','151.16'
