'Pair','TF','StartDate','EndDate','TotalTrades','TotalNetProfit','Max.DD','AnnualProfit','Winrate','Sharpe','Calmar','WinningStrike','LosingStrike','LargestWinning','LargestLosing','Num.ofWins','Num.ofLosses','MarketChange'
'AAVE-USDT','5m','2021-06-22','2021-07-07','32','51.22','-5.44',1250196,'44','10.76','229605.47','3','6',234,-32,'14','18','48.18'
'AAVE-USDT','5m','2021-01-11','2021-01-26','46','44.4','-5.36',436233,'43','9.22','81321.96','4','6',225,-43,'20','26','94.62'
'AAVE-USDT','5m','2021-01-12','2021-01-27','50','41.78','-5.37',287657,'40','9.18','53560.7','4','6',217,-41,'20','30','143.23'
'AAVE-USDT','5m','2020-10-31','2020-11-15','49','42.48','-8.07',321713,'37','6.47','39842.08','5','8',163,-43,'18','31','115.28'
'AAVE-USDT','5m','2021-01-03','2021-01-18','48','36.14','-10.59',113900,'38','7.33','10751.72','4','6',250,-41,'18','30','117.07'
'AAVE-USDT','5m','2021-01-02','2021-01-17','46','35.86','-10.59',108570,'33','7.28','10248.94','4','6',247,-40,'15','31','98.48'
'AAVE-USDT','5m','2021-06-19','2021-07-04','32','25.09','-5.44',16416,'38','6.24','3015.22','3','6',105,-32,'12','20','-1.61'
'AAVE-USDT','5m','2021-07-29','2021-08-13','39','18.24','-2.97',4471,'36','7.73','1502.91','3','7',143,-34,'14','25','31.68'
'AAVE-USDT','5m','2021-01-15','2021-01-30','47','24.5','-9.9',14717,'40','6.11','1486.89','4','5',207,-39,'19','28','95.03'
'AAVE-USDT','5m','2020-12-30','2021-01-14','50','23.69','-10.59',12665,'32','5.31','1196.01','4','12',110,-35,'16','34','87.12'
'AAVE-USDT','5m','2021-01-30','2021-02-14','54','21.49','-8.96',8388,'30','4.06','935.77','3','11',146,-36,'16','38','71.88'
'AAVE-USDT','5m','2021-01-28','2021-02-12','53','20.37','-10.87',6763,'30','3.88','622.16','3','11',137,-34,'16','37','80.5'
'AAVE-USDT','5m','2021-04-18','2021-05-03','47','17.49','-11.74',3851,'32','4.02','327.89','3','8',137,-29,'15','32','12.75'
'AAVE-USDT','5m','2021-07-20','2021-08-04','31','11.88','-9.16',1194,'39','4.15','130.33','7','7',91,-20,'12','19','29.65'
'AAVE-USDT','5m','2021-07-19','2021-08-03','32','11.39','-9.16',1072,'38','3.99','116.99','7','7',89,-19,'12','20','26.58'
'AAVE-USDT','5m','2021-03-02','2021-03-17','33','10.0','-6.76',780,'39','3.05','115.35','3','5',123,-27,'13','20','-3.68'
'AAVE-USDT','5m','2021-07-22','2021-08-06','35','11.3','-9.16',1050,'29','4.45','114.61','3','7',136,-32,'10','25','44.02'
'AAVE-USDT','5m','2021-02-04','2021-02-19','45','10.95','-10.14',971,'31','3.09','95.8','3','5',107,-31,'14','31','14.27'
'AAVE-USDT','5m','2021-07-24','2021-08-08','37','5.78','-9.17',260,'27','2.54','28.37','3','7',129,-31,'10','27','32.87'
'AAVE-USDT','5m','2021-03-08','2021-03-23','35','3.99','-7.24',144,'29','1.53','19.88','2','5',120,-25,'10','25','-18.92'
'AAVE-USDT','5m','2020-12-23','2021-01-07','48','4.86','-10.24',195,'31','1.57','19.08','4','12',107,-33,'15','33','37.14'
'AAVE-USDT','5m','2021-04-27','2021-05-12','46','2.28','-6.39',67,'30','1.21','10.54','3','8',81,-21,'14','32','12.82'
'AAVE-USDT','5m','2020-12-02','2020-12-17','49','-2.27','-12.13',-41,'29','-0.48','-3.36','2','8',84,-24,'14','35','18.75'
'AAVE-USDT','5m','2020-11-09','2020-11-24','54','-5.41','-15.57',-72,'33','-0.67','-4.61','2','10',64,-30,'18','36','34.88'
'AAVE-USDT','5m','2021-04-04','2021-04-19','46','-13.37','-17.79',-96,'26','-6.91','-5.41','2','10',57,-25,'12','34','1.44'
'AAVE-USDT','5m','2021-03-29','2021-04-13','43','-7.29','-11.95',-82,'37','-3.6','-6.88','3','6',29,-19,'16','27','14.65'
'AAVE-USDT','5m','2020-11-28','2020-12-13','53','-8.03','-12.13',-85,'30','-2.73','-7.02','2','8',83,-29,'16','37','27.81'
'AAVE-USDT','5m','2021-02-13','2021-02-28','33','-4.68','-9.22',-66,'21','-1.13','-7.21','2','7',78,-29,'7','26','-37.49'
'AAVE-USDT','5m','2020-11-26','2020-12-11','51','-9.12','-12.13',-89,'27','-3.04','-7.31','2','8',92,-29,'14','37','24.57'
'AAVE-USDT','5m','2021-03-26','2021-04-10','42','-5.48','-9.48',-72,'38','-2.46','-7.63','3','6',29,-19,'16','26','9.97'
