'Pair','TF','StartDate','EndDate','TotalTrades','TotalNetProfit','Max.DD','AnnualProfit','Winrate','Sharpe','Calmar','WinningStrike','LosingStrike','LargestWinning','LargestLosing','Num.ofWins','Num.ofLosses','MarketChange'
'AAVE-USDT','5m','2021-06-28','2021-07-13','32','39.91','-5.44',212145,'47','9.73','38971.41','3','3',209,-28,'15','17','46.57'
'AAVE-USDT','5m','2021-05-12','2021-05-27','39','42.35','-8.56',314812,'44','7.31','36764.05','3','3',207,-38,'17','22','-9.16'
'AAVE-USDT','5m','2021-02-03','2021-02-18','47','34.82','-10.13',91150,'34','5.99','8996.49','3','5',155,-39,'16','31','48.33'
'AAVE-USDT','5m','2021-05-16','2021-05-31','40','33.64','-10.55',74586,'40','6.22','7069.04','3','7',203,-37,'16','24','-37.67'
'AAVE-USDT','5m','2021-06-20','2021-07-05','32','28.32','-5.45',29434,'41','6.93','5404.71','3','6',106,-32,'13','19','8.72'
'AAVE-USDT','5m','2021-02-22','2021-03-09','32','26.44','-6.3',21009,'47','6.49','3332.53','3','5',112,-31,'15','17','-0.19'
'AAVE-USDT','5m','2021-06-16','2021-07-01','32','23.36','-6.45',11925,'31','6.21','1850.11','3','6',122,-30,'10','22','-19.05'
'AAVE-USDT','5m','2021-07-30','2021-08-14','39','16.61','-2.98',3232,'31','7.18','1086.38','3','7',136,-32,'12','27','36.66'
'AAVE-USDT','5m','2021-05-02','2021-05-17','40','19.75','-6.35',6009,'35','5.74','946.63','3','5',148,-32,'14','26','3.91'
'AAVE-USDT','5m','2021-04-15','2021-04-30','45','22.32','-11.74',9815,'36','5.22','835.84','3','7',141,-30,'16','29','1.81'
'AAVE-USDT','5m','2021-05-15','2021-05-30','40','20.99','-10.56',7615,'38','4.27','720.97','3','6',196,-36,'15','25','-50.01'
'AAVE-USDT','5m','2021-07-04','2021-07-19','31','17.5','-5.6',3857,'39','6.45','688.37','3','5',185,-24,'12','19','-1.85'
'AAVE-USDT','5m','2021-04-25','2021-05-10','50','17.18','-6.39',3624,'32','5.11','567.23','3','8',136,-25,'16','34','44.52'
'AAVE-USDT','5m','2021-04-14','2021-04-29','46','19.57','-11.75',5796,'35','4.61','493.29','3','7',137,-29,'16','30','14.85'
'AAVE-USDT','5m','2021-08-04','2021-08-19','47','13.74','-7.83',1787,'32','5.09','228.32','3','8',135,-32,'15','32','23.12'
'AAVE-USDT','5m','2021-03-03','2021-03-18','32','11.07','-6.76',996,'34','3.29','147.3','3','5',121,-27,'11','21','-1.68'
'AAVE-USDT','5m','2021-07-20','2021-08-04','31','11.88','-9.16',1194,'39','4.15','130.33','7','7',91,-20,'12','19','29.65'
'AAVE-USDT','5m','2021-03-04','2021-03-19','32','10.19','-6.76',814,'31','3.04','120.44','3','5',123,-25,'10','22','-8.21'
'AAVE-USDT','5m','2021-05-28','2021-06-12','43','10.85','-8.47',949,'30','2.86','112.05','3','8',132,-34,'13','30','-22.66'
'AAVE-USDT','5m','2021-02-20','2021-03-07','36','6.37','-6.3',310,'36','2.08','49.13','3','5',107,-30,'13','23','-7.79'
'AAVE-USDT','5m','2021-02-09','2021-02-24','39','6.9','-11.72',358,'26','2.15','30.55','3','7',104,-31,'10','29','-26.26'
'AAVE-USDT','5m','2021-07-23','2021-08-07','35','3.66','-10.15',127,'23','1.72','12.54','3','7',128,-30,'8','27','32.51'
'AAVE-USDT','5m','2021-04-27','2021-05-12','46','2.28','-6.39',67,'30','1.21','10.54','3','8',81,-21,'14','32','12.82'
'AAVE-USDT','5m','2021-06-10','2021-06-25','42','3.68','-13.29',128,'26','1.42','9.63','2','11',102,-31,'11','31','-37.56'
'AAVE-USDT','5m','2021-02-10','2021-02-25','40','1.22','-11.73',32,'25','0.75','2.71','2','7',104,-32,'10','30','-25.66'
'AAVE-USDT','5m','2021-02-18','2021-03-05','37','-1.03','-10.74',-21,'30','0.15','-1.96','3','7',101,-28,'11','26','-17.45'
'AAVE-USDT','5m','2021-04-02','2021-04-17','47','-10.18','-18.41',-91,'30','-4.11','-4.96','2','10',58,-25,'14','33','14.9'
'AAVE-USDT','5m','2021-03-28','2021-04-12','44','-6.82','-11.19',-80,'39','-3.34','-7.15','3','6',29,-19,'17','27','5.62'
'AAVE-USDT','5m','2021-02-13','2021-02-28','33','-4.68','-9.22',-66,'21','-1.13','-7.21','2','7',78,-29,'7','26','-37.49'
'AAVE-USDT','5m','2021-03-16','2021-03-31','41','-3.86','-7.69',-59,'29','-2.91','-7.71','2','5',35,-14,'12','29','3.03'
