'Pair','TF','StartDate','EndDate','TotalTrades','TotalNetProfit','Max.DD','AnnualProfit','Winrate','Sharpe','Calmar','WinningStrike','LosingStrike','LargestWinning','LargestLosing','Num.ofWins','Num.ofLosses','MarketChange'
'AAVE-USDT','5m','2021-05-19','2021-06-09','48','174.96','-5.76',1940725984,'50','12.56','336802985.33','6','5',328,-81,'24','24','-47.67'
'AAVE-USDT','5m','2021-05-18','2021-06-08','52','157.34','-5.76',646782450,'48','11.98','112300650.39','6','5',319,-79,'25','27','-42.01'
'AAVE-USDT','5m','2021-05-17','2021-06-07','56','134.05','-11.51',134039747,'45','10.07','11640658.48','6','5',295,-73,'25','31','-30.66'
'AAVE-USDT','5m','2021-05-20','2021-06-10','49','122.15','-5.76',56385033,'49','11.62','9788685.72','6','4',264,-66,'24','25','-18.83'
'AAVE-USDT','5m','2021-05-15','2021-06-05','54','118.59','-16.04',43127658,'44','8.97','2688779.01','6','5',289,-72,'24','30','-37.38'
'AAVE-USDT','5m','2021-05-06','2021-05-27','57','115.93','-16.01',35195965,'44','8.96','2198917.96','5','5',338,-48,'25','32','-13.79'
'AAVE-USDT','5m','2021-05-12','2021-06-02','55','105.16','-16.01',15063026,'44','8.31','940645.28','6','5',315,-78,'24','31','-18.3'
'AAVE-USDT','5m','2020-12-23','2021-01-13','64','87.91','-6.99',3509210,'52','7.88','501940.14','6','6',212,-70,'33','31','51.39'
'AAVE-USDT','5m','2021-06-22','2021-07-13','53','81.26','-6.67',1930213,'43','10.51','289213.81','3','6',345,-55,'23','30','38.8'
'AAVE-USDT','5m','2020-12-24','2021-01-14','61','74.49','-9.54',1025911,'49','6.95','107555.2','6','6',202,-67,'30','31','94.78'
'AAVE-USDT','5m','2021-06-10','2021-07-01','60','67.61','-6.55',526162,'42','8.96','80343.41','3','6',203,-48,'25','35','-25.83'
'AAVE-USDT','5m','2021-05-30','2021-06-20','57','51.45','-6.55',97772,'44','7.28','14931.67','5','4',170,-41,'25','32','-14.6'
'AAVE-USDT','5m','2020-12-26','2021-01-16','62','57.81','-15.31',193593,'45','5.7','12642.47','6','6',190,-63,'28','34','108.61'
'AAVE-USDT','5m','2021-07-30','2021-08-20','61','48.78','-7.93',72820,'43','8.2','9183.17','6','7',187,-45,'26','35','29.6'
'AAVE-USDT','5m','2020-12-21','2021-01-11','69','48.84','-8.36',73245,'46','5.95','8758.42','6','6',146,-56,'32','37','48.75'
'AAVE-USDT','5m','2021-07-29','2021-08-19','58','45.82','-7.93',52136,'43','7.75','6577.43','6','7',186,-45,'25','33','27.58'
'AAVE-USDT','5m','2021-05-27','2021-06-17','57','39.23','-6.55',24141,'39','6.1','3686.79','5','4',162,-39,'22','35','-29.93'
'AAVE-USDT','5m','2021-04-19','2021-05-10','69','38.37','-15.25',21767,'33','4.74','1427.1','3','5',267,-47,'23','46','20.59'
'AAVE-USDT','5m','2021-04-20','2021-05-11','71','37.38','-15.25',19328,'34','4.65','1267.42','3','5',268,-47,'24','47','24.94'
'AAVE-USDT','5m','2021-04-08','2021-04-29','67','36.33','-15.25',17006,'33','4.62','1115.14','4','9',242,-43,'22','45','31.65'
'AAVE-USDT','5m','2021-02-21','2021-03-14','41','33.84','-14.58',12494,'44','4.51','856.74','3','4',174,-36,'18','23','-5.72'
'AAVE-USDT','5m','2021-01-04','2021-01-25','57','33.16','-15.31',11475,'49','4.04','749.34','4','6',153,-50,'28','29','178.08'
'AAVE-USDT','5m','2021-04-22','2021-05-13','70','28.85','-15.25',6608,'31','3.88','433.29','3','5',231,-48,'22','48','46.51'
'AAVE-USDT','5m','2021-02-26','2021-03-19','49','28.02','-14.57',5921,'39','4.23','406.3','3','6',180,-38,'19','30','7.59'
'AAVE-USDT','5m','2021-02-23','2021-03-16','41','27.54','-14.56',5560,'41','3.81','381.93','3','4',179,-38,'17','24','-8.68'
'AAVE-USDT','5m','2021-02-08','2021-03-01','52','23.7','-12.5',3310,'33','3.61','264.71','2','8',150,-42,'17','35','-24.92'
'AAVE-USDT','5m','2021-04-05','2021-04-26','72','23.71','-15.25',3313,'32','3.46','217.21','4','9',238,-39,'23','49','-14.04'
'AAVE-USDT','5m','2021-04-29','2021-05-20','67','22.6','-16.02',2838,'36','3.18','177.13','3','5',225,-46,'24','43','-10.8'
'AAVE-USDT','5m','2020-12-11','2021-01-01','67','18.43','-9.75',1555,'45','4.38','159.42','5','5',76,-40,'30','37','15.21'
'AAVE-USDT','5m','2021-01-30','2021-02-20','65','19.34','-12.51',1779,'31','3.77','142.26','2','8',138,-40,'20','45','45.49'
'AAVE-USDT','5m','2021-04-02','2021-04-23','63','18.91','-14.82',1669,'35','3.64','112.64','4','9',132,-37,'22','41','-6.34'
'AAVE-USDT','5m','2021-01-28','2021-02-18','63','15.87','-12.51',1052,'32','3.17','84.15','2','8',133,-38,'20','43','57.56'
'AAVE-USDT','5m','2020-12-14','2021-01-04','66','13.8','-9.75',753,'41','3.07','77.26','5','6',82,-37,'27','39','12.54'
'AAVE-USDT','5m','2020-12-07','2020-12-28','71','12.7','-9.75',627,'42','3.12','64.32','5','5',72,-33,'30','41','-12.73'
'AAVE-USDT','5m','2021-03-08','2021-03-29','66','10.53','-11.5',427,'30','2.4','37.1','3','6',160,-34,'20','46','-16.16'
'AAVE-USDT','5m','2020-12-04','2020-12-25','71','7.68','-9.75',241,'39','2.13','24.72','4','5',70,-32,'28','43','-11.94'
'AAVE-USDT','5m','2021-01-31','2021-02-21','62','7.68','-12.51',241,'31','1.79','19.29','2','8',134,-42,'19','43','39.48'
'AAVE-USDT','5m','2021-02-14','2021-03-07','53','8.24','-14.57',272,'36','1.68','18.67','3','5',137,-39,'19','34','-22.33'
'AAVE-USDT','5m','2021-07-01','2021-07-22','55','9.56','-22.92',355,'35','1.96','15.47','3','8',234,-43,'19','36','3.56'
'AAVE-USDT','5m','2021-01-08','2021-01-29','56','2.56','-16.83',52,'41','0.94','3.1','4','8',128,-42,'23','33','156.87'
'AAVE-USDT','5m','2021-01-11','2021-02-01','55','2.88','-19.67',60,'38','0.98','3.06','4','8',129,-42,'21','34','135.76'
'AAVE-USDT','5m','2021-07-16','2021-08-06','53','2.09','-14.15',41,'26','0.83','2.89','3','8',163,-39,'14','39','36.89'
'AAVE-USDT','5m','2021-07-15','2021-08-05','52','2.38','-17.34',48,'27','0.87','2.75','3','8',117,-32,'14','38','21.46'
