iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.stop_loss,parameters.risk_reward,parameters.chop_rsi_len,parameters.chop_bandwidth
120,O@oa\4,0.32152442726046154,38,102,42.42,53,13,6.4,38,313,365,61,50,62
120,N6q)3n,0.3045044560663461,52,68,29.31,33,9,-0.35,37,224,373,11,12,311
120,d<CI/],0.2988775278149692,40,83,28.05,46,13,7.49,57,277,170,39,8,238
120,7;[R@S,0.28126251332411395,40,120,18.75,36,19,5.44,16,268,276,47,24,195
120,q;=iLC,0.27035650543030804,39,111,29.94,47,17,16.37,69,268,143,68,35,126
120,7C<seP,0.2690147367137586,45,37,24.62,40,5,6.15,16,339,139,76,58,182
120,H>dbH(,0.2640242990281516,40,115,35.85,46,13,7.9,32,295,316,61,32,10
120,h)N\7t,0.2622231612512772,65,26,18.02,50,2,5.35,61,109,218,56,16,337
120,(eB8H=,0.2588594020987723,31,243,31.2,26,41,2.41,2,641,165,24,32,100
180,>1*;GS,0.9924774036512575,72,121,32.73,47,19,-3.98,22,180,59,27,31,195
180,j4LV)a,0.9338031964602368,50,73,54.73,66,12,15.43,63,206,209,51,3,255
180,O6oK6R,0.7685998860855174,45,112,69.41,28,14,-2.44,38,224,365,41,15,191
180,2DAeSP,0.6867829719782418,44,68,60.97,25,12,3.56,11,348,161,64,42,182
180,P>2j;Y,0.665187570176399,47,102,45.89,47,17,9.68,39,295,94,68,20,221
180,929SnH,0.5566914625964255,45,87,31.62,31,16,0.35,18,189,125,48,67,148
180,.<AQs?,0.5246203536688758,33,239,56.94,30,36,7.9,8,277,161,46,71,109
180,RKFv>;,0.50324828749468,35,104,38.95,50,14,16.68,41,410,183,79,22,92
180,I>)um4,0.48895840529267465,43,205,49.76,37,24,4.13,32,295,54,78,66,62
180,\NjC1],0.4320156147264996,38,59,42.67,46,13,7.62,50,437,342,34,10,238
180,1M-^`+,0.42727097857663965,36,271,34.56,28,45,-5.7,10,428,72,58,54,23
180,H+AUgN,0.4097356621845135,59,37,20.75,42,7,-3.25,32,127,161,50,60,174
180,LIqHHF,0.3853919936219196,37,94,58.17,30,13,2.03,35,392,373,38,32,139
180,.JbLkN,0.3668096589025031,40,27,20.83,33,6,8.44,8,401,307,42,64,174
180,MDtnuL,0.3653709329524636,51,37,38.12,66,6,10.71,36,348,387,72,73,165
180,-UG\@e,0.3439672858441626,36,33,21.11,50,6,7.81,7,499,187,56,24,273
180,E?H./q,0.34042899696448436,64,90,33.21,62,16,4.68,29,304,192,15,8,324
180,0PCju;,0.338006558637256,31,173,36.43,28,25,0.73,9,454,170,68,73,92
180,9<Bv.6,0.3250844540378439,41,178,45.36,37,29,3.93,18,277,165,79,8,70
180,2;CqqE,0.3232682830525003,41,123,24.02,20,24,-0.58,11,268,170,75,69,135
180,O@oa\4,0.32152442726046154,38,102,42.42,53,13,6.4,38,313,365,61,50,62
180,N6q)3n,0.3045044560663461,52,68,29.31,33,9,-0.35,37,224,373,11,12,311
180,d<CI/],0.2988775278149692,40,83,28.05,46,13,7.49,57,277,170,39,8,238
180,7;[R@S,0.28126251332411395,40,120,18.75,36,19,5.44,16,268,276,47,24,195
180,q;=iLC,0.27035650543030804,39,111,29.94,47,17,16.37,69,268,143,68,35,126
180,7C<seP,0.2690147367137586,45,37,24.62,40,5,6.15,16,339,139,76,58,182
180,H>dbH(,0.2640242990281516,40,115,35.85,46,13,7.9,32,295,316,61,32,10
180,h)N\7t,0.2622231612512772,65,26,18.02,50,2,5.35,61,109,218,56,16,337
180,(eB8H=,0.2588594020987723,31,243,31.2,26,41,2.41,2,641,165,24,32,100
180,84/;bK,0.25525789707168756,62,75,18.02,25,16,-7.95,17,206,81,27,56,161
240,>1*;GS,0.9924774036512575,72,121,32.73,47,19,-3.98,22,180,59,27,31,195
240,O6oK6R,0.7685998860855174,45,112,69.41,28,14,-2.44,38,224,365,41,15,191
240,2DAeSP,0.6867829719782418,44,68,60.97,25,12,3.56,11,348,161,64,42,182
240,P>2j;Y,0.665187570176399,47,102,45.89,47,17,9.68,39,295,94,68,20,221
240,929SnH,0.5566914625964255,45,87,31.62,31,16,0.35,18,189,125,48,67,148
240,.<AQs?,0.5246203536688758,33,239,56.94,30,36,7.9,8,277,161,46,71,109
240,RKFv>;,0.50324828749468,35,104,38.95,50,14,16.68,41,410,183,79,22,92
240,I>)um4,0.48895840529267465,43,205,49.76,37,24,4.13,32,295,54,78,66,62
240,\NjC1],0.4320156147264996,38,59,42.67,46,13,7.62,50,437,342,34,10,238
240,1M-^`+,0.42727097857663965,36,271,34.56,28,45,-5.7,10,428,72,58,54,23
240,H+AUgN,0.4097356621845135,59,37,20.75,42,7,-3.25,32,127,161,50,60,174
240,LIqHHF,0.3853919936219196,37,94,58.17,30,13,2.03,35,392,373,38,32,139
240,.JbLkN,0.3668096589025031,40,27,20.83,33,6,8.44,8,401,307,42,64,174
240,-UG\@e,0.3439672858441626,36,33,21.11,50,6,7.81,7,499,187,56,24,273
240,E?H./q,0.34042899696448436,64,90,33.21,62,16,4.68,29,304,192,15,8,324
240,0PCju;,0.338006558637256,31,173,36.43,28,25,0.73,9,454,170,68,73,92
240,9<Bv.6,0.3250844540378439,41,178,45.36,37,29,3.93,18,277,165,79,8,70
240,2;CqqE,0.3232682830525003,41,123,24.02,20,24,-0.58,11,268,170,75,69,135
240,O@oa\4,0.32152442726046154,38,102,42.42,53,13,6.4,38,313,365,61,50,62
240,N6q)3n,0.3045044560663461,52,68,29.31,33,9,-0.35,37,224,373,11,12,311
240,d<CI/],0.2988775278149692,40,83,28.05,46,13,7.49,57,277,170,39,8,238
240,7;[R@S,0.28126251332411395,40,120,18.75,36,19,5.44,16,268,276,47,24,195
240,q;=iLC,0.27035650543030804,39,111,29.94,47,17,16.37,69,268,143,68,35,126
240,7C<seP,0.2690147367137586,45,37,24.62,40,5,6.15,16,339,139,76,58,182
240,H>dbH(,0.2640242990281516,40,115,35.85,46,13,7.9,32,295,316,61,32,10
240,h)N\7t,0.2622231612512772,65,26,18.02,50,2,5.35,61,109,218,56,16,337
240,(eB8H=,0.2588594020987723,31,243,31.2,26,41,2.41,2,641,165,24,32,100
240,84/;bK,0.25525789707168756,62,75,18.02,25,16,-7.95,17,206,81,27,56,161
240,.;JOKM,0.2526095263765237,38,139,18.61,21,23,-3.07,8,268,201,45,34,169
240,08+]gJ,0.24759822760647424,46,56,17.56,33,12,0.37,9,242,63,57,60,156
300,>1*;GS,0.9924774036512575,72,121,32.73,47,19,-3.98,22,180,59,27,31,195
300,O6oK6R,0.7685998860855174,45,112,69.41,28,14,-2.44,38,224,365,41,15,191
300,2DAeSP,0.6867829719782418,44,68,60.97,25,12,3.56,11,348,161,64,42,182
300,P>2j;Y,0.665187570176399,47,102,45.89,47,17,9.68,39,295,94,68,20,221
300,929SnH,0.5566914625964255,45,87,31.62,31,16,0.35,18,189,125,48,67,148
300,.<AQs?,0.5246203536688758,33,239,56.94,30,36,7.9,8,277,161,46,71,109
300,I>)um4,0.48895840529267465,43,205,49.76,37,24,4.13,32,295,54,78,66,62
300,\NjC1],0.4320156147264996,38,59,42.67,46,13,7.62,50,437,342,34,10,238
300,1M-^`+,0.42727097857663965,36,271,34.56,28,45,-5.7,10,428,72,58,54,23
300,H+AUgN,0.4097356621845135,59,37,20.75,42,7,-3.25,32,127,161,50,60,174
300,LIqHHF,0.3853919936219196,37,94,58.17,30,13,2.03,35,392,373,38,32,139
300,.JbLkN,0.3668096589025031,40,27,20.83,33,6,8.44,8,401,307,42,64,174
300,-UG\@e,0.3439672858441626,36,33,21.11,50,6,7.81,7,499,187,56,24,273
300,0PCju;,0.338006558637256,31,173,36.43,28,25,0.73,9,454,170,68,73,92
300,9<Bv.6,0.3250844540378439,41,178,45.36,37,29,3.93,18,277,165,79,8,70
300,2;CqqE,0.3232682830525003,41,123,24.02,20,24,-0.58,11,268,170,75,69,135
300,O@oa\4,0.32152442726046154,38,102,42.42,53,13,6.4,38,313,365,61,50,62
300,N6q)3n,0.3045044560663461,52,68,29.31,33,9,-0.35,37,224,373,11,12,311
300,d<CI/],0.2988775278149692,40,83,28.05,46,13,7.49,57,277,170,39,8,238
300,7;[R@S,0.28126251332411395,40,120,18.75,36,19,5.44,16,268,276,47,24,195
300,q;=iLC,0.27035650543030804,39,111,29.94,47,17,16.37,69,268,143,68,35,126
300,7C<seP,0.2690147367137586,45,37,24.62,40,5,6.15,16,339,139,76,58,182
300,H>dbH(,0.2640242990281516,40,115,35.85,46,13,7.9,32,295,316,61,32,10
300,h)N\7t,0.2622231612512772,65,26,18.02,50,2,5.35,61,109,218,56,16,337
300,(eB8H=,0.2588594020987723,31,243,31.2,26,41,2.41,2,641,165,24,32,100
300,84/;bK,0.25525789707168756,62,75,18.02,25,16,-7.95,17,206,81,27,56,161
300,.;JOKM,0.2526095263765237,38,139,18.61,21,23,-3.07,8,268,201,45,34,169
300,08+]gJ,0.24759822760647424,46,56,17.56,33,12,0.37,9,242,63,57,60,156
300,;B)Sw(,0.23958291453014435,47,259,21.25,46,30,1.18,20,330,54,48,75,10
300,)Beja5,0.2336917857953541,28,382,36.74,24,58,10.02,3,330,320,68,55,66
360,>1*;GS,0.9924774036512575,72,121,32.73,47,19,-3.98,22,180,59,27,31,195
360,O6oK6R,0.7685998860855174,45,112,69.41,28,14,-2.44,38,224,365,41,15,191
360,2DAeSP,0.6867829719782418,44,68,60.97,25,12,3.56,11,348,161,64,42,182
360,P>2j;Y,0.665187570176399,47,102,45.89,47,17,9.68,39,295,94,68,20,221
360,929SnH,0.5566914625964255,45,87,31.62,31,16,0.35,18,189,125,48,67,148
360,.<AQs?,0.5246203536688758,33,239,56.94,30,36,7.9,8,277,161,46,71,109
360,I>)um4,0.48895840529267465,43,205,49.76,37,24,4.13,32,295,54,78,66,62
360,\NjC1],0.4320156147264996,38,59,42.67,46,13,7.62,50,437,342,34,10,238
360,1M-^`+,0.42727097857663965,36,271,34.56,28,45,-5.7,10,428,72,58,54,23
360,H+AUgN,0.4097356621845135,59,37,20.75,42,7,-3.25,32,127,161,50,60,174
360,LIqHHF,0.3853919936219196,37,94,58.17,30,13,2.03,35,392,373,38,32,139
360,.JbLkN,0.3668096589025031,40,27,20.83,33,6,8.44,8,401,307,42,64,174
360,-UG\@e,0.3439672858441626,36,33,21.11,50,6,7.81,7,499,187,56,24,273
360,0PCju;,0.338006558637256,31,173,36.43,28,25,0.73,9,454,170,68,73,92
360,9<Bv.6,0.3250844540378439,41,178,45.36,37,29,3.93,18,277,165,79,8,70
360,2;CqqE,0.3232682830525003,41,123,24.02,20,24,-0.58,11,268,170,75,69,135
360,O@oa\4,0.32152442726046154,38,102,42.42,53,13,6.4,38,313,365,61,50,62
360,N6q)3n,0.3045044560663461,52,68,29.31,33,9,-0.35,37,224,373,11,12,311
360,d<CI/],0.2988775278149692,40,83,28.05,46,13,7.49,57,277,170,39,8,238
360,7;[R@S,0.28126251332411395,40,120,18.75,36,19,5.44,16,268,276,47,24,195
360,q;=iLC,0.27035650543030804,39,111,29.94,47,17,16.37,69,268,143,68,35,126
360,7C<seP,0.2690147367137586,45,37,24.62,40,5,6.15,16,339,139,76,58,182
360,H>dbH(,0.2640242990281516,40,115,35.85,46,13,7.9,32,295,316,61,32,10
360,h)N\7t,0.2622231612512772,65,26,18.02,50,2,5.35,61,109,218,56,16,337
360,(eB8H=,0.2588594020987723,31,243,31.2,26,41,2.41,2,641,165,24,32,100
360,84/;bK,0.25525789707168756,62,75,18.02,25,16,-7.95,17,206,81,27,56,161
360,08+]gJ,0.24759822760647424,46,56,17.56,33,12,0.37,9,242,63,57,60,156
360,;B)Sw(,0.23958291453014435,47,259,21.25,46,30,1.18,20,330,54,48,75,10
360,)Beja5,0.2336917857953541,28,382,36.74,24,58,10.02,3,330,320,68,55,66
360,*QCPf:,0.23297962087091192,28,237,35.64,16,50,-11.6,4,463,170,45,59,87
420,>1*;GS,0.9924774036512575,72,121,32.73,47,19,-3.98,22,180,59,27,31,195
420,O6oK6R,0.7685998860855174,45,112,69.41,28,14,-2.44,38,224,365,41,15,191
420,2DAeSP,0.6867829719782418,44,68,60.97,25,12,3.56,11,348,161,64,42,182
420,P>2j;Y,0.665187570176399,47,102,45.89,47,17,9.68,39,295,94,68,20,221
420,929SnH,0.5566914625964255,45,87,31.62,31,16,0.35,18,189,125,48,67,148
420,.<AQs?,0.5246203536688758,33,239,56.94,30,36,7.9,8,277,161,46,71,109
420,I>)um4,0.48895840529267465,43,205,49.76,37,24,4.13,32,295,54,78,66,62
420,\NjC1],0.4320156147264996,38,59,42.67,46,13,7.62,50,437,342,34,10,238
420,LIqHHF,0.3853919936219196,37,94,58.17,30,13,2.03,35,392,373,38,32,139
420,.JbLkN,0.3668096589025031,40,27,20.83,33,6,8.44,8,401,307,42,64,174
420,-UG\@e,0.3439672858441626,36,33,21.11,50,6,7.81,7,499,187,56,24,273
420,0PCju;,0.338006558637256,31,173,36.43,28,25,0.73,9,454,170,68,73,92
420,9<Bv.6,0.3250844540378439,41,178,45.36,37,29,3.93,18,277,165,79,8,70
420,2;CqqE,0.3232682830525003,41,123,24.02,20,24,-0.58,11,268,170,75,69,135
420,N6q)3n,0.3045044560663461,52,68,29.31,33,9,-0.35,37,224,373,11,12,311
420,d<CI/],0.2988775278149692,40,83,28.05,46,13,7.49,57,277,170,39,8,238
420,7;[R@S,0.28126251332411395,40,120,18.75,36,19,5.44,16,268,276,47,24,195
420,7C<seP,0.2690147367137586,45,37,24.62,40,5,6.15,16,339,139,76,58,182
420,h)N\7t,0.2622231612512772,65,26,18.02,50,2,5.35,61,109,218,56,16,337
420,(eB8H=,0.2588594020987723,31,243,31.2,26,41,2.41,2,641,165,24,32,100
420,84/;bK,0.25525789707168756,62,75,18.02,25,16,-7.95,17,206,81,27,56,161
420,;B)Sw(,0.23958291453014435,47,259,21.25,46,30,1.18,20,330,54,48,75,10
420,)Beja5,0.2336917857953541,28,382,36.74,24,58,10.02,3,330,320,68,55,66
420,*QCPf:,0.23297962087091192,28,237,35.64,16,50,-11.6,4,463,170,45,59,87
420,\;TK)F,0.22865837910414574,38,90,30.68,58,12,16.25,50,268,245,41,3,139
420,^JEV;g,0.22012221965169126,45,40,24.94,50,8,9.49,52,401,178,51,20,281
420,Haju+k,0.21695010441193271,39,56,32.18,50,6,10.3,32,605,342,78,5,298
420,l3h;2l,0.2164610394982291,42,49,25.37,66,6,13.01,65,197,334,27,11,303
420,7j<7Tc,0.21547510105786355,71,7,6.61,100,1,1.53,16,685,139,23,43,264
420,?7(.oO,0.21205874197095476,92,25,5.42,60,5,-2.54,23,233,50,15,68,178
480,>1*;GS,0.9924774036512575,72,121,32.73,47,19,-3.98,22,180,59,27,31,195
480,O6oK6R,0.7685998860855174,45,112,69.41,28,14,-2.44,38,224,365,41,15,191
480,2DAeSP,0.6867829719782418,44,68,60.97,25,12,3.56,11,348,161,64,42,182
480,P>2j;Y,0.665187570176399,47,102,45.89,47,17,9.68,39,295,94,68,20,221
480,929SnH,0.5566914625964255,45,87,31.62,31,16,0.35,18,189,125,48,67,148
480,.<AQs?,0.5246203536688758,33,239,56.94,30,36,7.9,8,277,161,46,71,109
480,I>)um4,0.48895840529267465,43,205,49.76,37,24,4.13,32,295,54,78,66,62
480,\NjC1],0.4320156147264996,38,59,42.67,46,13,7.62,50,437,342,34,10,238
480,LIqHHF,0.3853919936219196,37,94,58.17,30,13,2.03,35,392,373,38,32,139
480,-UG\@e,0.3439672858441626,36,33,21.11,50,6,7.81,7,499,187,56,24,273
480,0PCju;,0.338006558637256,31,173,36.43,28,25,0.73,9,454,170,68,73,92
480,9<Bv.6,0.3250844540378439,41,178,45.36,37,29,3.93,18,277,165,79,8,70
480,2;CqqE,0.3232682830525003,41,123,24.02,20,24,-0.58,11,268,170,75,69,135
480,N6q)3n,0.3045044560663461,52,68,29.31,33,9,-0.35,37,224,373,11,12,311
480,d<CI/],0.2988775278149692,40,83,28.05,46,13,7.49,57,277,170,39,8,238
480,7;[R@S,0.28126251332411395,40,120,18.75,36,19,5.44,16,268,276,47,24,195
480,7C<seP,0.2690147367137586,45,37,24.62,40,5,6.15,16,339,139,76,58,182
480,h)N\7t,0.2622231612512772,65,26,18.02,50,2,5.35,61,109,218,56,16,337
480,(eB8H=,0.2588594020987723,31,243,31.2,26,41,2.41,2,641,165,24,32,100
480,84/;bK,0.25525789707168756,62,75,18.02,25,16,-7.95,17,206,81,27,56,161
480,;B)Sw(,0.23958291453014435,47,259,21.25,46,30,1.18,20,330,54,48,75,10
480,)Beja5,0.2336917857953541,28,382,36.74,24,58,10.02,3,330,320,68,55,66
480,*QCPf:,0.23297962087091192,28,237,35.64,16,50,-11.6,4,463,170,45,59,87
480,\;TK)F,0.22865837910414574,38,90,30.68,58,12,16.25,50,268,245,41,3,139
480,Haju+k,0.21695010441193271,39,56,32.18,50,6,10.3,32,605,342,78,5,298
480,l3h;2l,0.2164610394982291,42,49,25.37,66,6,13.01,65,197,334,27,11,303
480,7j<7Tc,0.21547510105786355,71,7,6.61,100,1,1.53,16,685,139,23,43,264
480,?7(.oO,0.21205874197095476,92,25,5.42,60,5,-2.54,23,233,50,15,68,178
480,SRrE\R,0.1916836128217748,39,41,17.03,57,7,3.63,42,472,378,36,50,191
480,Y>lqJN,0.1905590921742704,48,79,56.82,70,10,10.47,47,295,351,75,33,174
540,>1*;GS,0.9924774036512575,72,121,32.73,47,19,-3.98,22,180,59,27,31,195
540,O6oK6R,0.7685998860855174,45,112,69.41,28,14,-2.44,38,224,365,41,15,191
540,2DAeSP,0.6867829719782418,44,68,60.97,25,12,3.56,11,348,161,64,42,182
540,P>2j;Y,0.665187570176399,47,102,45.89,47,17,9.68,39,295,94,68,20,221
540,929SnH,0.5566914625964255,45,87,31.62,31,16,0.35,18,189,125,48,67,148
540,.<AQs?,0.5246203536688758,33,239,56.94,30,36,7.9,8,277,161,46,71,109
540,I>)um4,0.48895840529267465,43,205,49.76,37,24,4.13,32,295,54,78,66,62
540,\NjC1],0.4320156147264996,38,59,42.67,46,13,7.62,50,437,342,34,10,238
540,-UG\@e,0.3439672858441626,36,33,21.11,50,6,7.81,7,499,187,56,24,273
540,0PCju;,0.338006558637256,31,173,36.43,28,25,0.73,9,454,170,68,73,92
540,9<Bv.6,0.3250844540378439,41,178,45.36,37,29,3.93,18,277,165,79,8,70
540,2;CqqE,0.3232682830525003,41,123,24.02,20,24,-0.58,11,268,170,75,69,135
540,N6q)3n,0.3045044560663461,52,68,29.31,33,9,-0.35,37,224,373,11,12,311
540,d<CI/],0.2988775278149692,40,83,28.05,46,13,7.49,57,277,170,39,8,238
540,7;[R@S,0.28126251332411395,40,120,18.75,36,19,5.44,16,268,276,47,24,195
540,7C<seP,0.2690147367137586,45,37,24.62,40,5,6.15,16,339,139,76,58,182
540,h)N\7t,0.2622231612512772,65,26,18.02,50,2,5.35,61,109,218,56,16,337
540,(eB8H=,0.2588594020987723,31,243,31.2,26,41,2.41,2,641,165,24,32,100
540,84/;bK,0.25525789707168756,62,75,18.02,25,16,-7.95,17,206,81,27,56,161
540,;B)Sw(,0.23958291453014435,47,259,21.25,46,30,1.18,20,330,54,48,75,10
540,)Beja5,0.2336917857953541,28,382,36.74,24,58,10.02,3,330,320,68,55,66
540,*QCPf:,0.23297962087091192,28,237,35.64,16,50,-11.6,4,463,170,45,59,87
540,\;TK)F,0.22865837910414574,38,90,30.68,58,12,16.25,50,268,245,41,3,139
540,Haju+k,0.21695010441193271,39,56,32.18,50,6,10.3,32,605,342,78,5,298
540,l3h;2l,0.2164610394982291,42,49,25.37,66,6,13.01,65,197,334,27,11,303
540,7j<7Tc,0.21547510105786355,71,7,6.61,100,1,1.53,16,685,139,23,43,264
540,?7(.oO,0.21205874197095476,92,25,5.42,60,5,-2.54,23,233,50,15,68,178
540,SRrE\R,0.1916836128217748,39,41,17.03,57,7,3.63,42,472,378,36,50,191
540,Y>lqJN,0.1905590921742704,48,79,56.82,70,10,10.47,47,295,351,75,33,174
