iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.stop_loss,parameters.risk_reward,parameters.chop_rsi_len,parameters.chop_bandwidth
297,@]*Bg5,0.7432396613724328,62,140,27.38,57,14,1.83,16,570,59,33,40,58
297,Y-j@sZ,0.7421918311460971,56,23,20.73,0,3,-1.74,31,144,342,31,48,194
297,o:JK9p,0.6826044905775327,50,62,32.74,37,8,-0.2,45,259,201,41,12,274
297,^D+leP,0.6719308178055013,46,106,32.53,41,17,1.46,34,348,63,70,39,157
297,+ZOg>n,0.638078643778168,35,70,23.29,33,9,-1.16,3,543,223,66,15,267
297,5H3VCa,0.6205452029798307,37,126,32.34,37,16,4.24,9,384,99,51,18,219
297,OXf+R_,0.5921375485428927,60,58,30.93,50,8,4.23,25,525,325,13,28,212
297,7R5S-h,0.5775691816548769,35,152,29.19,35,14,2.41,10,472,108,48,5,245
297,91u6iJ,0.5775396124983586,33,163,31.1,25,27,-3.59,12,180,391,22,41,135
297,5@E5rH,0.5750147592940448,37,168,22.7,43,23,7.03,9,313,178,22,47,127
297,"`8*VG,",0.562373957713548,48,167,27.71,43,23,5.44,36,242,59,51,21,25
297,lR\iHN,0.559757497809875,38,62,35.84,28,7,-4.01,43,472,280,68,21,149
297,fuPw5k,0.5596368225410762,39,43,42.04,12,8,-6.03,39,782,227,80,10,256
297,2D4j*:,0.5498166685183093,32,228,36.17,37,24,1.91,7,348,103,68,3,76
297,"H<XF,l",0.5406817999780262,40,98,31.16,16,12,-5.22,21,277,263,37,4,260
297,+D`0XI,0.5341127683553722,29,257,28.25,22,31,3.4,3,348,298,17,31,131
297,a<<sMo,0.5322697883649736,59,27,25.74,33,6,-1.06,36,277,139,76,24,271
297,5S=Q?i,0.527184541676766,37,82,21.83,27,11,-0.59,9,481,143,46,16,249
297,"a5v:,r",0.489300593074663,44,69,36.07,37,8,-3.12,36,215,396,26,4,282
297,SWJi?Y,0.48547799700654626,36,73,32.8,37,8,-0.92,28,516,201,68,16,190
297,.QVrq_,0.45619756519171967,72,11,13.84,20,5,-0.62,5,463,254,76,46,212
396,Tv0(Zs,48.920559217363206,90,11,3.31,100,1,0.36,28,791,85,10,32,285
396,.PFCsR,2.299952371808496,47,57,45.36,36,11,1.71,5,454,183,34,48,164
396,75\adC,2.1984656375367444,37,200,68.9,21,32,-4.78,10,215,280,61,38,109
396,3S.hwT,1.098392682290544,50,54,37.5,33,12,2.86,8,481,77,67,50,172
396,vBJh]Z,0.9874524395109103,43,53,39.69,37,8,-3.11,49,330,201,67,34,194
396,"[,Y.*j",0.9737822577987155,49,121,41.38,22,18,-2.42,33,135,267,15,3,252
396,l7\gc^,0.9454998231546154,60,35,42.7,25,8,-1.2,43,233,280,66,38,208
396,1EkquE,0.9092786772069135,33,156,45.58,27,18,-1.61,7,357,347,75,49,116
396,"tutp,b",0.8974759997659831,50,40,52.45,0,5,-5.75,48,782,387,74,4,223
396,Y-j@sZ,0.7421918311460971,56,23,20.73,0,3,-1.74,31,144,342,31,48,194
396,o:JK9p,0.6826044905775327,50,62,32.74,37,8,-0.2,45,259,201,41,12,274
396,^D+leP,0.6719308178055013,46,106,32.53,41,17,1.46,34,348,63,70,39,157
396,+ZOg>n,0.638078643778168,35,70,23.29,33,9,-1.16,3,543,223,66,15,267
396,5H3VCa,0.6205452029798307,37,126,32.34,37,16,4.24,9,384,99,51,18,219
396,7R5S-h,0.5775691816548769,35,152,29.19,35,14,2.41,10,472,108,48,5,245
396,91u6iJ,0.5775396124983586,33,163,31.1,25,27,-3.59,12,180,391,22,41,135
396,5@E5rH,0.5750147592940448,37,168,22.7,43,23,7.03,9,313,178,22,47,127
396,"`8*VG,",0.562373957713548,48,167,27.71,43,23,5.44,36,242,59,51,21,25
396,lR\iHN,0.559757497809875,38,62,35.84,28,7,-4.01,43,472,280,68,21,149
396,fuPw5k,0.5596368225410762,39,43,42.04,12,8,-6.03,39,782,227,80,10,256
396,2D4j*:,0.5498166685183093,32,228,36.17,37,24,1.91,7,348,103,68,3,76
396,"H<XF,l",0.5406817999780262,40,98,31.16,16,12,-5.22,21,277,263,37,4,260
396,a<<sMo,0.5322697883649736,59,27,25.74,33,6,-1.06,36,277,139,76,24,271
396,5S=Q?i,0.527184541676766,37,82,21.83,27,11,-0.59,9,481,143,46,16,249
396,"a5v:,r",0.489300593074663,44,69,36.07,37,8,-3.12,36,215,396,26,4,282
396,SWJi?Y,0.48547799700654626,36,73,32.8,37,8,-0.92,28,516,201,68,16,190
396,.QVrq_,0.45619756519171967,72,11,13.84,20,5,-0.62,5,463,254,76,46,212
396,5f6+)7,0.4349089737453946,67,154,17.73,83,12,4.9,9,649,112,13,3,65
396,_7@QqN,0.4263639090785848,44,87,28.24,46,15,3.21,35,233,156,46,46,149
396,4Ptp2B,0.4136466260927206,34,136,35.44,28,14,-1.41,8,454,387,74,8,105
495,Tv0(Zs,48.920559217363206,90,11,3.31,100,1,0.36,28,791,85,10,32,285
495,75\adC,2.1984656375367444,37,200,68.9,21,32,-4.78,10,215,280,61,38,109
495,3S.hwT,1.098392682290544,50,54,37.5,33,12,2.86,8,481,77,67,50,172
495,vBJh]Z,0.9874524395109103,43,53,39.69,37,8,-3.11,49,330,201,67,34,194
495,"[,Y.*j",0.9737822577987155,49,121,41.38,22,18,-2.42,33,135,267,15,3,252
495,l7\gc^,0.9454998231546154,60,35,42.7,25,8,-1.2,43,233,280,66,38,208
495,"tutp,b",0.8974759997659831,50,40,52.45,0,5,-5.75,48,782,387,74,4,223
495,Y-j@sZ,0.7421918311460971,56,23,20.73,0,3,-1.74,31,144,342,31,48,194
495,^D+leP,0.6719308178055013,46,106,32.53,41,17,1.46,34,348,63,70,39,157
495,+ZOg>n,0.638078643778168,35,70,23.29,33,9,-1.16,3,543,223,66,15,267
495,5H3VCa,0.6205452029798307,37,126,32.34,37,16,4.24,9,384,99,51,18,219
495,7R5S-h,0.5775691816548769,35,152,29.19,35,14,2.41,10,472,108,48,5,245
495,5@E5rH,0.5750147592940448,37,168,22.7,43,23,7.03,9,313,178,22,47,127
495,"`8*VG,",0.562373957713548,48,167,27.71,43,23,5.44,36,242,59,51,21,25
495,fuPw5k,0.5596368225410762,39,43,42.04,12,8,-6.03,39,782,227,80,10,256
495,2D4j*:,0.5498166685183093,32,228,36.17,37,24,1.91,7,348,103,68,3,76
495,"H<XF,l",0.5406817999780262,40,98,31.16,16,12,-5.22,21,277,263,37,4,260
495,a<<sMo,0.5322697883649736,59,27,25.74,33,6,-1.06,36,277,139,76,24,271
495,5S=Q?i,0.527184541676766,37,82,21.83,27,11,-0.59,9,481,143,46,16,249
495,"a5v:,r",0.489300593074663,44,69,36.07,37,8,-3.12,36,215,396,26,4,282
495,.QVrq_,0.45619756519171967,72,11,13.84,20,5,-0.62,5,463,254,76,46,212
495,5f6+)7,0.4349089737453946,67,154,17.73,83,12,4.9,9,649,112,13,3,65
495,_7@QqN,0.4263639090785848,44,87,28.24,46,15,3.21,35,233,156,46,46,149
495,4Ptp2B,0.4136466260927206,34,136,35.44,28,14,-1.41,8,454,387,74,8,105
495,5Bl/TL,0.3992644309760701,32,153,26.35,28,21,0.03,9,330,351,16,29,142
495,wK@GeQ,0.3977173093617539,42,68,22.15,30,10,-2.21,50,410,156,37,39,161
495,\ERgMp,0.378746446955677,53,28,16.3,33,6,-2.59,33,357,236,66,24,274
495,9.9F`9,0.37729001741581075,35,275,28.03,17,46,-8.04,12,153,125,37,36,72
495,"OEJO,F",0.3698234745401834,41,105,33.62,20,10,-4.61,25,357,201,45,4,120
495,jVXfX<,0.3690450612464637,37,64,24.67,14,7,-4.53,42,508,263,65,31,83
594,Tv0(Zs,48.920559217363206,90,11,3.31,100,1,0.36,28,791,85,10,32,285
594,75\adC,2.1984656375367444,37,200,68.9,21,32,-4.78,10,215,280,61,38,109
594,3S.hwT,1.098392682290544,50,54,37.5,33,12,2.86,8,481,77,67,50,172
594,vBJh]Z,0.9874524395109103,43,53,39.69,37,8,-3.11,49,330,201,67,34,194
594,"[,Y.*j",0.9737822577987155,49,121,41.38,22,18,-2.42,33,135,267,15,3,252
594,"tutp,b",0.8974759997659831,50,40,52.45,0,5,-5.75,48,782,387,74,4,223
594,Y-j@sZ,0.7421918311460971,56,23,20.73,0,3,-1.74,31,144,342,31,48,194
594,^D+leP,0.6719308178055013,46,106,32.53,41,17,1.46,34,348,63,70,39,157
594,+ZOg>n,0.638078643778168,35,70,23.29,33,9,-1.16,3,543,223,66,15,267
594,5H3VCa,0.6205452029798307,37,126,32.34,37,16,4.24,9,384,99,51,18,219
594,5@E5rH,0.5750147592940448,37,168,22.7,43,23,7.03,9,313,178,22,47,127
594,fuPw5k,0.5596368225410762,39,43,42.04,12,8,-6.03,39,782,227,80,10,256
594,"H<XF,l",0.5406817999780262,40,98,31.16,16,12,-5.22,21,277,263,37,4,260
594,a<<sMo,0.5322697883649736,59,27,25.74,33,6,-1.06,36,277,139,76,24,271
594,5S=Q?i,0.527184541676766,37,82,21.83,27,11,-0.59,9,481,143,46,16,249
594,"a5v:,r",0.489300593074663,44,69,36.07,37,8,-3.12,36,215,396,26,4,282
594,.QVrq_,0.45619756519171967,72,11,13.84,20,5,-0.62,5,463,254,76,46,212
594,5f6+)7,0.4349089737453946,67,154,17.73,83,12,4.9,9,649,112,13,3,65
594,_7@QqN,0.4263639090785848,44,87,28.24,46,15,3.21,35,233,156,46,46,149
594,5Bl/TL,0.3992644309760701,32,153,26.35,28,21,0.03,9,330,351,16,29,142
594,wK@GeQ,0.3977173093617539,42,68,22.15,30,10,-2.21,50,410,156,37,39,161
594,\ERgMp,0.378746446955677,53,28,16.3,33,6,-2.59,33,357,236,66,24,274
594,9.9F`9,0.37729001741581075,35,275,28.03,17,46,-8.04,12,153,125,37,36,72
594,"OEJO,F",0.3698234745401834,41,105,33.62,20,10,-4.61,25,357,201,45,4,120
594,jVXfX<,0.3690450612464637,37,64,24.67,14,7,-4.53,42,508,263,65,31,83
594,*W44N`,0.3568456844050576,50,68,12.29,46,13,2.81,2,516,103,21,25,216
594,RcvHf_,0.35672236115002265,53,28,17.13,16,6,-4.14,27,623,396,38,40,212
594,Q[FofV,0.3503092826397897,41,55,23.07,28,7,-2.57,26,552,183,73,40,179
594,mO4dGF,0.35002636905656587,38,97,21.19,30,13,-1.66,44,446,103,63,21,120
594,)TQ<w\,0.34297661520168227,36,11,6.5,28,7,-1.36,2,490,232,28,50,201
693,Tv0(Zs,48.920559217363206,90,11,3.31,100,1,0.36,28,791,85,10,32,285
693,3S.hwT,1.098392682290544,50,54,37.5,33,12,2.86,8,481,77,67,50,172
693,"[,Y.*j",0.9737822577987155,49,121,41.38,22,18,-2.42,33,135,267,15,3,252
693,"tutp,b",0.8974759997659831,50,40,52.45,0,5,-5.75,48,782,387,74,4,223
693,Y-j@sZ,0.7421918311460971,56,23,20.73,0,3,-1.74,31,144,342,31,48,194
693,^D+leP,0.6719308178055013,46,106,32.53,41,17,1.46,34,348,63,70,39,157
693,+ZOg>n,0.638078643778168,35,70,23.29,33,9,-1.16,3,543,223,66,15,267
693,5H3VCa,0.6205452029798307,37,126,32.34,37,16,4.24,9,384,99,51,18,219
693,5@E5rH,0.5750147592940448,37,168,22.7,43,23,7.03,9,313,178,22,47,127
693,fuPw5k,0.5596368225410762,39,43,42.04,12,8,-6.03,39,782,227,80,10,256
693,"H<XF,l",0.5406817999780262,40,98,31.16,16,12,-5.22,21,277,263,37,4,260
693,a<<sMo,0.5322697883649736,59,27,25.74,33,6,-1.06,36,277,139,76,24,271
693,5S=Q?i,0.527184541676766,37,82,21.83,27,11,-0.59,9,481,143,46,16,249
693,"a5v:,r",0.489300593074663,44,69,36.07,37,8,-3.12,36,215,396,26,4,282
693,.QVrq_,0.45619756519171967,72,11,13.84,20,5,-0.62,5,463,254,76,46,212
693,_7@QqN,0.4263639090785848,44,87,28.24,46,15,3.21,35,233,156,46,46,149
693,5Bl/TL,0.3992644309760701,32,153,26.35,28,21,0.03,9,330,351,16,29,142
693,wK@GeQ,0.3977173093617539,42,68,22.15,30,10,-2.21,50,410,156,37,39,161
693,\ERgMp,0.378746446955677,53,28,16.3,33,6,-2.59,33,357,236,66,24,274
693,jVXfX<,0.3690450612464637,37,64,24.67,14,7,-4.53,42,508,263,65,31,83
693,*W44N`,0.3568456844050576,50,68,12.29,46,13,2.81,2,516,103,21,25,216
693,Q[FofV,0.3503092826397897,41,55,23.07,28,7,-2.57,26,552,183,73,40,179
693,mO4dGF,0.35002636905656587,38,97,21.19,30,13,-1.66,44,446,103,63,21,120
693,\BAZGb,0.3401384603713543,40,71,22.33,36,11,-3.44,33,330,161,54,21,223
693,t;FMPb,0.3364868146248907,47,53,22.55,33,6,1.33,48,268,183,43,26,223
693,gKT*`t,0.32975298523625446,83,6,6.18,0,1,-1.31,40,410,245,12,36,289
693,5TKdDm,0.32145638246617947,37,51,17.75,22,9,-3.44,9,490,205,63,19,263
693,CE)V>;,0.3201234207215319,47,197,19.86,57,21,7.03,18,357,54,51,15,80
693,tGVME/,0.3029342622556675,35,74,20.06,20,10,-4.75,48,375,254,43,20,36
693,wLXY\1,0.3001004867747589,36,71,20.85,14,7,-4.76,50,419,263,53,34,43
792,Tv0(Zs,48.920559217363206,90,11,3.31,100,1,0.36,28,791,85,10,32,285
792,3S.hwT,1.098392682290544,50,54,37.5,33,12,2.86,8,481,77,67,50,172
792,"[,Y.*j",0.9737822577987155,49,121,41.38,22,18,-2.42,33,135,267,15,3,252
792,"tutp,b",0.8974759997659831,50,40,52.45,0,5,-5.75,48,782,387,74,4,223
792,Y-j@sZ,0.7421918311460971,56,23,20.73,0,3,-1.74,31,144,342,31,48,194
792,^D+leP,0.6719308178055013,46,106,32.53,41,17,1.46,34,348,63,70,39,157
792,+ZOg>n,0.638078643778168,35,70,23.29,33,9,-1.16,3,543,223,66,15,267
792,5H3VCa,0.6205452029798307,37,126,32.34,37,16,4.24,9,384,99,51,18,219
792,5@E5rH,0.5750147592940448,37,168,22.7,43,23,7.03,9,313,178,22,47,127
792,fuPw5k,0.5596368225410762,39,43,42.04,12,8,-6.03,39,782,227,80,10,256
792,"H<XF,l",0.5406817999780262,40,98,31.16,16,12,-5.22,21,277,263,37,4,260
792,5S=Q?i,0.527184541676766,37,82,21.83,27,11,-0.59,9,481,143,46,16,249
792,"a5v:,r",0.489300593074663,44,69,36.07,37,8,-3.12,36,215,396,26,4,282
792,.QVrq_,0.45619756519171967,72,11,13.84,20,5,-0.62,5,463,254,76,46,212
792,_7@QqN,0.4263639090785848,44,87,28.24,46,15,3.21,35,233,156,46,46,149
792,5Bl/TL,0.3992644309760701,32,153,26.35,28,21,0.03,9,330,351,16,29,142
792,wK@GeQ,0.3977173093617539,42,68,22.15,30,10,-2.21,50,410,156,37,39,161
792,\ERgMp,0.378746446955677,53,28,16.3,33,6,-2.59,33,357,236,66,24,274
792,jVXfX<,0.3690450612464637,37,64,24.67,14,7,-4.53,42,508,263,65,31,83
792,Q[FofV,0.3503092826397897,41,55,23.07,28,7,-2.57,26,552,183,73,40,179
792,mO4dGF,0.35002636905656587,38,97,21.19,30,13,-1.66,44,446,103,63,21,120
792,\BAZGb,0.3401384603713543,40,71,22.33,36,11,-3.44,33,330,161,54,21,223
792,t;FMPb,0.3364868146248907,47,53,22.55,33,6,1.33,48,268,183,43,26,223
792,gKT*`t,0.32975298523625446,83,6,6.18,0,1,-1.31,40,410,245,12,36,289
792,5TKdDm,0.32145638246617947,37,51,17.75,22,9,-3.44,9,490,205,63,19,263
792,CE)V>;,0.3201234207215319,47,197,19.86,57,21,7.03,18,357,54,51,15,80
792,tGVME/,0.3029342622556675,35,74,20.06,20,10,-4.75,48,375,254,43,20,36
792,wLXY\1,0.3001004867747589,36,71,20.85,14,7,-4.76,50,419,263,53,34,43
792,PD1>V<,0.29858683960951626,54,163,20.0,55,20,3.96,26,348,90,29,30,83
792,YO><L_,0.2894906556556554,53,69,20.56,50,10,5.23,31,446,147,28,24,212
891,Tv0(Zs,48.920559217363206,90,11,3.31,100,1,0.36,28,791,85,10,32,285
891,3S.hwT,1.098392682290544,50,54,37.5,33,12,2.86,8,481,77,67,50,172
891,"[,Y.*j",0.9737822577987155,49,121,41.38,22,18,-2.42,33,135,267,15,3,252
891,"tutp,b",0.8974759997659831,50,40,52.45,0,5,-5.75,48,782,387,74,4,223
891,Y-j@sZ,0.7421918311460971,56,23,20.73,0,3,-1.74,31,144,342,31,48,194
891,^D+leP,0.6719308178055013,46,106,32.53,41,17,1.46,34,348,63,70,39,157
891,+ZOg>n,0.638078643778168,35,70,23.29,33,9,-1.16,3,543,223,66,15,267
891,5@E5rH,0.5750147592940448,37,168,22.7,43,23,7.03,9,313,178,22,47,127
891,fuPw5k,0.5596368225410762,39,43,42.04,12,8,-6.03,39,782,227,80,10,256
891,"H<XF,l",0.5406817999780262,40,98,31.16,16,12,-5.22,21,277,263,37,4,260
891,5S=Q?i,0.527184541676766,37,82,21.83,27,11,-0.59,9,481,143,46,16,249
891,"a5v:,r",0.489300593074663,44,69,36.07,37,8,-3.12,36,215,396,26,4,282
891,_7@QqN,0.4263639090785848,44,87,28.24,46,15,3.21,35,233,156,46,46,149
891,5Bl/TL,0.3992644309760701,32,153,26.35,28,21,0.03,9,330,351,16,29,142
891,wK@GeQ,0.3977173093617539,42,68,22.15,30,10,-2.21,50,410,156,37,39,161
891,\ERgMp,0.378746446955677,53,28,16.3,33,6,-2.59,33,357,236,66,24,274
891,jVXfX<,0.3690450612464637,37,64,24.67,14,7,-4.53,42,508,263,65,31,83
891,Q[FofV,0.3503092826397897,41,55,23.07,28,7,-2.57,26,552,183,73,40,179
891,mO4dGF,0.35002636905656587,38,97,21.19,30,13,-1.66,44,446,103,63,21,120
891,\BAZGb,0.3401384603713543,40,71,22.33,36,11,-3.44,33,330,161,54,21,223
891,t;FMPb,0.3364868146248907,47,53,22.55,33,6,1.33,48,268,183,43,26,223
891,gKT*`t,0.32975298523625446,83,6,6.18,0,1,-1.31,40,410,245,12,36,289
891,5TKdDm,0.32145638246617947,37,51,17.75,22,9,-3.44,9,490,205,63,19,263
891,CE)V>;,0.3201234207215319,47,197,19.86,57,21,7.03,18,357,54,51,15,80
