['Pair', 'TF', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['ZRX-USDT', '5m', '2021-07-25', '2021-08-18', '185', '28.06', '-12.49', 3601, '51', '4.18', '288.25', '7', '15', 490, -196, '94', '91', '55.34']
['ZRX-USDT', '5m', '2021-07-27', '2021-08-20', '194', '1.11', '-11.42', 17, '46', '0.63', '1.53', '6', '15', 428, -171, '89', '105', '66.08']
['ZRX-USDT', '5m', '2021-08-29', '2021-09-22', '178', '75.94', '-9.76', 381996, '44', '7.61', '39149.19', '8', '8', 977, -293, '78', '100', '8.59']
['ZRX-USDT', '5m', '2021-08-09', '2021-09-02', '195', '2.68', '-18.41', 47, '45', '0.88', '2.56', '6', '11', 757, -193, '87', '108', '58.23']
['ZRX-USDT', '5m', '2021-04-28', '2021-05-22', '222', '31.94', '-16.24', 5621, '46', '3.63', '346.18', '6', '8', 951, -597, '102', '120', '-27.33']
['ZRX-USDT', '5m', '2021-06-28', '2021-07-22', '169', '52.66', '-9.76', 48011, '49', '7.5', '4918.07', '9', '10', 633, -204, '82', '87', '-1.17']
['ZRX-USDT', '5m', '2021-06-10', '2021-07-04', '192', '30.27', '-16.27', 4652, '49', '5.73', '285.92', '10', '13', 449, -220, '94', '98', '-23.37']
['ZRX-USDT', '5m', '2021-08-01', '2021-08-25', '184', '3.4', '-15.5', 63, '47', '0.99', '4.06', '6', '11', 405, -184, '87', '97', '36.39']
['ZRX-USDT', '5m', '2021-07-05', '2021-07-29', '181', '38.41', '-12.69', 11412, '47', '4.88', '899.31', '9', '17', 574, -245, '85', '96', '-5.4']
['ZRX-USDT', '5m', '2021-04-30', '2021-05-24', '231', '40.44', '-16.27', 14140, '46', '4.09', '868.87', '6', '8', 1021, -641, '107', '124', '-44.13']
['ZRX-USDT', '5m', '2021-05-07', '2021-05-31', '251', '51.95', '-19.21', 44877, '46', '4.01', '2336.16', '6', '10', 1104, -653, '116', '135', '-36.94']
['ZRX-USDT', '5m', '2021-05-18', '2021-06-11', '245', '80.29', '-25.31', 546023, '48', '5.31', '21576.96', '7', '10', 1137, -672, '118', '127', '-28.76']
['ZRX-USDT', '5m', '2021-05-13', '2021-06-06', '261', '43.66', '-25.29', 19728, '49', '3.62', '780.01', '7', '10', 995, -606, '128', '133', '-22.3']
['ZRX-USDT', '5m', '2021-06-12', '2021-07-06', '197', '18.45', '-16.27', 1084, '49', '3.82', '66.65', '10', '13', 396, -202, '97', '100', '-10.62']
['ZRX-USDT', '5m', '2021-06-05', '2021-06-29', '195', '31.56', '-16.8', 5386, '48', '4.44', '320.57', '10', '13', 516, -250, '94', '101', '-31.12']
['ZRX-USDT', '5m', '2021-05-09', '2021-06-02', '254', '51.97', '-19.1', 44958, '48', '4.01', '2354.38', '6', '10', 1102, -652, '121', '133', '-33.18']
['ZRX-USDT', '5m', '2021-04-24', '2021-05-18', '204', '-6.81', '-16.55', -64, '45', '-0.5', '-3.89', '5', '8', 619, -603, '92', '112', '23.83']
['ZRX-USDT', '5m', '2021-08-08', '2021-09-01', '197', '-2.77', '-18.39', -34, '45', '0.07', '-1.83', '6', '11', 741, -189, '88', '109', '39.79']
['ZRX-USDT', '5m', '2021-07-30', '2021-08-23', '191', '3.83', '-12.24', 73, '46', '1.07', '5.97', '6', '11', 456, -192, '88', '103', '60.61']
['ZRX-USDT', '5m', '2021-06-21', '2021-07-15', '176', '75.64', '-5.01', 372662, '56', '11.22', '74452.37', '11', '9', 604, -236, '98', '78', '-11.91']
['ZRX-USDT', '5m', '2021-08-30', '2021-09-23', '175', '106.5', '-9.06', 3959869, '47', '9.62', '436843.62', '10', '7', 1029, -309, '83', '92', '31.37']
['ZRX-USDT', '5m', '2021-05-10', '2021-06-03', '257', '52.93', '-20.54', 49284, '47', '4.05', '2399.47', '6', '10', 1130, -668, '122', '135', '-27.76']
['ZRX-USDT', '5m', '2021-06-22', '2021-07-16', '178', '63.72', '-5.01', 133580, '54', '10.07', '26686.95', '10', '9', 563, -220, '96', '82', '7.15']
['ZRX-USDT', '5m', '2021-08-11', '2021-09-04', '190', '-1.87', '-18.41', -24, '42', '0.18', '-1.31', '6', '11', 745, -190, '79', '111', '57.4']
['ZRX-USDT', '5m', '2021-05-29', '2021-06-22', '213', '4.5', '-16.81', 90, '46', '1.12', '5.37', '7', '13', 474, -215, '99', '114', '-25.48']
['ZRX-USDT', '5m', '2021-06-25', '2021-07-19', '174', '43.54', '-9.76', 19472, '52', '6.87', '1994.67', '10', '9', 536, -224, '91', '83', '-5.37']
['ZRX-USDT', '5m', '2021-05-03', '2021-05-27', '230', '86.79', '-16.24', 915365, '48', '5.79', '56354.95', '6', '8', 1118, -661, '111', '119', '-25.55']
['ZRX-USDT', '5m', '2021-05-27', '2021-06-20', '220', '-6.38', '-19.53', -62, '45', '-0.21', '-3.17', '7', '10', 453, -220, '98', '122', '-20.73']
['ZRX-USDT', '5m', '2021-06-07', '2021-07-01', '194', '38.36', '-16.81', 11352, '48', '5.23', '675.41', '10', '13', 508, -246, '94', '100', '-24.87']
['ZRX-USDT', '5m', '2021-05-16', '2021-06-09', '257', '75.02', '-25.3', 353837, '49', '5.01', '13985.67', '7', '10', 986, -583, '127', '130', '-29.92']
['ZRX-USDT', '5m', '2021-05-08', '2021-06-01', '252', '64.04', '-19.05', 137406, '49', '4.58', '7213.59', '6', '10', 1149, -679, '123', '129', '-29.36']
['ZRX-USDT', '5m', '2021-06-20', '2021-07-14', '181', '63.44', '-5.0', 130193, '54', '10.22', '26026.77', '10', '9', 593, -232, '97', '84', '-10.84']
['ZRX-USDT', '5m', '2021-08-18', '2021-09-11', '174', '26.21', '-17.69', 2890, '39', '3.46', '163.4', '5', '11', 891, -242, '67', '107', '35.23']
['ZRX-USDT', '5m', '2021-06-06', '2021-06-30', '193', '31.97', '-16.79', 5640, '47', '4.52', '335.89', '10', '13', 503, -244, '91', '102', '-25.16']
['ZRX-USDT', '5m', '2021-07-11', '2021-08-04', '170', '30.68', '-12.5', 4876, '49', '4.52', '390.14', '9', '15', 603, -221, '84', '86', '5.75']
['ZRX-USDT', '5m', '2021-07-31', '2021-08-24', '186', '-6.47', '-15.6', -62, '45', '-0.71', '-3.99', '6', '11', 395, -180, '84', '102', '58.5']
['ZRX-USDT', '5m', '2021-06-24', '2021-07-18', '175', '38.85', '-9.49', 11956, '50', '6.3', '1259.66', '10', '9', 528, -221, '88', '87', '-3.61']
['ZRX-USDT', '5m', '2021-08-26', '2021-09-19', '176', '48.83', '-12.51', 33104, '43', '5.77', '2647.03', '4', '8', 1060, -318, '76', '100', '51.15']
['ZRX-USDT', '5m', '2021-07-28', '2021-08-21', '182', '14.88', '-9.64', 658, '48', '2.8', '68.2', '6', '11', 474, -187, '87', '95', '69.96']
['ZRX-USDT', '5m', '2021-07-09', '2021-08-02', '170', '33.33', '-12.5', 6571, '48', '4.88', '525.64', '9', '15', 569, -208, '82', '88', '4.87']
['ZRX-USDT', '5m', '2021-06-04', '2021-06-28', '204', '39.07', '-16.81', 12239, '50', '5.13', '728.06', '10', '13', 563, -273, '102', '102', '-37.74']
['ZRX-USDT', '5m', '2021-08-10', '2021-09-03', '192', '1.12', '-18.41', 18, '43', '0.65', '0.96', '6', '11', 743, -190, '83', '109', '54.1']
['ZRX-USDT', '5m', '2021-08-18', '2021-09-11', '174', '26.21', '-17.69', 2890, '39', '3.46', '163.4', '5', '11', 891, -242, '67', '107', '35.23']
['ZRX-USDT', '5m', '2021-04-25', '2021-05-19', '205', '3.73', '-16.26', 71, '46', '1.04', '4.35', '5', '8', 686, -638, '95', '110', '51.83']
['ZRX-USDT', '5m', '2021-08-24', '2021-09-17', '177', '46.44', '-12.5', 26128, '42', '5.37', '2089.54', '4', '9', 1042, -305, '75', '102', '40.57']
['ZRX-USDT', '5m', '2021-07-08', '2021-08-01', '170', '43.83', '-12.49', 20062, '49', '5.87', '1605.59', '9', '15', 625, -229, '83', '87', '2.07']
['ZRX-USDT', '5m', '2021-08-14', '2021-09-07', '186', '-8.37', '-18.41', -72, '39', '-1.04', '-3.92', '6', '11', 675, -173, '72', '114', '54.94']
['ZRX-USDT', '5m', '2021-08-03', '2021-08-27', '187', '3.03', '-15.5', 55, '48', '0.93', '3.53', '6', '11', 432, -197, '89', '98', '40.15']
['ZRX-USDT', '5m', '2021-08-17', '2021-09-10', '182', '23.91', '-18.41', 2187, '39', '3.22', '118.83', '6', '11', 945, -256, '71', '111', '41.29']
['ZRX-USDT', '5m', '2021-06-02', '2021-06-26', '206', '30.11', '-16.8', 4567, '48', '4.08', '271.78', '7', '13', 526, -256, '98', '108', '-33.75']
