['Pair', 'TF', 'Dna', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Loses', 'Market Change']
['EOS-USD', '5m', 'EOS-USD', '2021-09-01', '2021-09-26', '5', '11.68', '-3.3', 372, '40', '4.02', '112.51', '1', '2', 870, -203, '2', '3', '-20.13']
['NEAR-USD', '5m', 'NEAR-USD', '2021-09-01', '2021-09-26', '4', '-2.54', '-6.67', -30, '50', '-0.66', '-4.55', '2', '1', 251, -486, '2', '2', '45.09']
['SLP-USD', '5m', 'SLP-USD', '2021-09-01', '2021-09-26', '6', '6.24', '-7.13', 134, '33', '1.87', '18.79', '1', '2', 1155, -324, '2', '4', '-38.77']
['BCH-USD', '5m', 'BCH-USD', '2021-09-01', '2021-09-26', '3', '4.64', '-2.62', 89, '33', '2.69', '33.97', '1', '1', 636, -126, '1', '2', '-18.61']
['OMG-USD', '5m', 'OMG-USD', '2021-09-01', '2021-09-26', '5', '-9.52', '-10.86', -75, '0', '-4.12', '-6.94', '0', '5', 0, -300, '0', '5', '41.07']
['UNI-USD', '5m', 'UNI-USD', '2021-09-01', '2021-09-26', '6', '23.56', '-2.32', 1849, '50', '5.53', '795.68', '2', '1', 1330, -190, '3', '3', '-33.56']
['CRV-USD', '5m', 'CRV-USD', '2021-09-01', '2021-09-26', '5', '0.38', '-4.16', 6, '40', '0.38', '1.33', '1', '2', 454, -201, '2', '3', '3.51']
['RUNE-USD', '5m', 'RUNE-USD', '2021-09-01', '2021-09-26', '7', '-3.42', '-7.11', -39, '29', '-1.6', '-5.44', '1', '4', 399, -322, '2', '5', '-25.8']
['AAVE-USD', '5m', 'AAVE-USD', '2021-09-01', '2021-09-26', '3', '-5.43', '-5.43', -54, '0', '-6.77', '-10.01', '0', '3', 0, -262, '0', '3', '-29.81']
['FIL-USD', '5m', 'FIL-USD', '2021-09-01', '2021-09-26', '6', '1.76', '-3.4', 28, '50', '1.03', '8.16', '1', '1', 537, -410, '3', '3', '-20.27']
['RAY-USD', '5m', 'RAY-USD', '2021-09-01', '2021-09-26', '8', '-7.17', '-14.91', -65, '38', '-1.34', '-4.35', '2', '3', 661, -784, '3', '5', '-17.5']
['EGLD-USD', '5m', 'EGLD-USD', '2021-09-01', '2021-09-26', '4', '3.53', '-4.92', 63, '50', '1.67', '12.75', '1', '1', 362, -207, '2', '2', '28.16']
['AR-USD', '5m', 'AR-USD', '2021-09-01', '2021-09-26', '7', '-18.62', '-20.18', -94, '14', '-7.43', '-4.68', '1', '6', 156, -611, '1', '6', '-30.86']
['VET-USD', '5m', 'VET-USD', '2021-09-01', '2021-09-26', '4', '13.7', '-3.58', 506, '75', '3.97', '141.6', '2', '1', 1244, -138, '3', '1', '-26.59']
['HBAR-USD', '5m', 'HBAR-USD', '2021-09-01', '2021-09-26', '6', '-14.14', '-16.51', -88, '17', '-5.67', '-5.34', '1', '4', 304, -579, '1', '5', '36.2']
['XLM-USD', '5m', 'XLM-USD', '2021-09-01', '2021-09-26', '4', '13.01', '-2.85', 457, '50', '5.22', '160.39', '1', '1', 734, -94, '2', '2', '-18.19']
['TRX-USD', '5m', 'TRX-USD', '2021-09-01', '2021-09-26', '5', '0.73', '-6.25', 11, '20', '0.48', '1.73', '1', '4', 473, -123, '1', '4', '2.26']
